NEuer	NEuer	av-x	Never	never	0
,	,	,	,	,	0
that	that	cst	that	that	0
professe	professe	vvb	profess	profess	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
key	key	n1	key	key	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
decyphering	decyphering	n-vvg	deciphering	decipher	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
thing	thing	n1	thing	thing	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
let	let	vvb	let	let	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
noble	noble	j	noble	noble	0
persons	persons	n2	persons	person	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
too	too	av	too	too	0
credu	credu	fw-fr	credu	credu	0
∣	∣	sy	∣	∣	0
lous	lous	n2	lous	love	0
,	,	,	,	,	0
or	or	cc	or	or	0
giue	giue	vvi	give	give	0
leaue	leaue	n1	leave	leave	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
inuading	inuading	vvg	invading	invade	0
interpreters	interpreters	n2	interpreters	interpreter	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
ouer-familiar	ouer-familiar	j	over-familiar	over-familiar	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
fames	fames	n2	fame's	fame	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
cunningly	cunningly	av-jn	cunningly	cunning	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
,	,	,	,	,	0
vtter	vtter	vvi	utter	utter	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
virulent	virulent	j	virulent	virulent	0
malice	malice	n1	malice	malice	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
simplest	simplest	js	simplest	simple	0
meanings	meanings	n2	meanings	meaning	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
,	,	,	,	,	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
faults	faults	n2	faults	fault	0
which	which	r-crq	which	which	0
charitie	charitie	n1	charity	charity	0
hath	hath	vhz	hath	have	0
rak'd	rak'd	vvn	raked	rake	0
vp	vp	a-acp	up	up	0
,	,	,	,	,	0
or	or	cc	or	or	0
common	common	j	common	common	0
honestie	honestie	n1	honesty	honesty	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
ceal'd	ceal'd	n1	cealed	cealed	0
)	)	)	)	)	0
make	make	vvi	make	make	0
themselues	themselues	px32	themselves	themselves	0
a	a	dt	a	a	0
name	name	n1	name	name	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
,	,	,	,	,	0
or	or	cc	or	or	0
(	(	(	(	(	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
their	their	po32	their	their	0
rude	rude	j	rude	rude	0
,	,	,	,	,	0
and	and	cc	and	and	0
beastly	beastly	j	beastly	beastly	0
claps	claps	n2	claps	clap	0
)	)	)	)	)	0
care	care	vvb	care	care	0
not	not	xx	not	not	0
whose	whose	r-crq	whose	who	0
liuing	liuing	j-vvg	living	live	0
faces	faces	n2	faces	face	0
they	they	pns32	they	they	0
intrench	intrench	vvi	entrench	entrench	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
petulant	petulant	j	petulant	petulant	0
stiles	stiles	n1	stile	stile	0
;	;	;	;	;	0
may	may	vmb	may	may	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
riuall	riuall	n1	rival	rival	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
:	:	:	:	:	0
I	I	pns11	I	i	0
choose	choose	vvb	choose	choose	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
to	to	p-acp	to	to	0
liue	liue	vvi	live	live	0
grau'd	grau'd	vvn	graved	grave	0
in	in	p-acp	in	in	0
obscuritie	obscuritie	n1	obscurity	obscurity	0
,	,	,	,	,	0
then	then	av	then	then	0
share	share	vvb	share	share	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
preposterous	preposterous	j	preposterous	preposterous	0
a	a	dt	a	a	0
fame	fame	n1	fame	fame	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
can	can	vmb	can	can	0
I	I	pns11	I	i	0
blame	blame	vvi	blame	blame	0
the	the	dt	the	the	0
wishes	wishes	n2	wishes	wish	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
seuere	seuere	j	severe	severe	0
,	,	,	,	,	0
and	and	cc	and	and	0
wiser	wiser	jc	wiser	wise	0
patriots	patriots	n2	patriots	patriot	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
prouiding	prouiding	vvg	providing	provide	0
the	the	dt	the	the	0
hurts	hurts	n2	hurts	hurt	0
these	these	d	these	these	0
licentious	licentious	j	licentious	licentious	0
spirits	spirits	n2	spirits	spirit	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
state	state	n1	state	state	0
,	,	,	,	,	0
desire	desire	vvb	desire	desire	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
fooles	fooles	n2	fools	fool	0
,	,	,	,	,	0
and	and	cc	and	and	0
deuils	deuils	n2	devils	devil	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
antique	antique	j	antique	antique	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
liques	liques	n2	liques	lique	0
of	of	pp-f	of	of	0
barbarisme	barbarisme	n1	barbarism	barbarism	0
retriu'd	retriu'd	vvn	retrieved	retrieve	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
ridiculous	ridiculous	j	ridiculous	ridiculous	0
,	,	,	,	,	0
and	and	cc	and	and	0
exploded	exploded	j-vvn	exploded	explode	0
follies	follies	n2	follies	folly	0
:	:	:	:	:	0
then	then	av	then	then	0
behold	behold	vvb	behold	behold	0
the	the	dt	the	the	0
wounds	wounds	n2	wounds	wound	0
of	of	pp-f	of	of	0
priuate	priuate	j	private	private	0
men	men	n2	men	man	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
princes	princes	n2	princes	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
nations	nations	n2	nations	nation	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
HORACE	HORACE	np1	HORACE	Horace	0
makes	makes	vvz	makes	make	0
TREBATIVS	TREBATIVS	np1	TREBATIVS	Trebatius	0
speake	speake	vvi	speak	speak	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
these	these	d	these	these	0
—	—	—	—	—	0
Sibi	Sibi	fw-la	Sibi	sibi	0
quis	quis	fw-la	quis	quis	0
{	{	{	{	{	0
que	que	fw-fr	que	que	0
}	}	}	}	}	0
timet	timet	fw-la	timet	timet	0
,	,	,	,	,	0
quanquam	quanquam	fw-la	quanquam	quanquam	0
est	est	fw-la	est	est	0
intactus	intactus	fw-la	intactus	intactus	0
,	,	,	,	,	0
&	&	cc	&	and	0
odit	odit	fw-la	odit	odit	0
.	.	.	.	.	1
And	And	cc	And	and	0
men	men	n2	men	man	0
may	may	vmb	may	may	0
iustly	iustly	av-j	justly	just	0
impute	impute	vvi	impute	impute	0
such	such	d	such	such	0
rages	rages	n2	rages	rage	0
,	,	,	,	,	0
if	if	cs	if	if	0
continu'd	continu'd	vvd	continued	continue	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
writer	writer	n1	writer	writer	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
sports	sports	n2	sports	sport	0
.	.	.	.	.	1
The	The	dt	The	the	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
lust	lust	n1	lust	lust	0
in	in	p-acp	in	in	0
liberty	liberty	n1	liberty	liberty	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
present	present	j	present	present	0
trade	trade	n1	trade	trade	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
stage	stage	n1	stage	stage	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
their	their	po32	their	their	0
misc'line	misc'line	j	misc'line	misc'line	0
enter-ludes	enter-ludes	j	interludes	interludes	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
learned	learned	j	learned	learned	0
or	or	cc	or	or	0
liberall	liberall	j	liberal	liberal	0
soule	soule	n1	soul	soul	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
already	already	av	already	already	0
abhor	abhor	vvi	abhor	abhor	0
?	?	?	?	?	0
where	where	q-crq	where	where	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
filth	filth	n1	filth	filth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
time	time	n1	time	time	0
is	is	vbz	is	be	0
vtter'd	vtter'd	vvn	uttered	utter	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
impro	impro	n1	impro	impro	0
∣	∣	sy	∣	∣	0
priety	priety	n1	priety	priety	0
of	of	pp-f	of	of	0
phrase	phrase	n1	phrase	phrase	0
,	,	,	,	,	0
such	such	d	such	such	0
plenty	plenty	n1	plenty	plenty	0
of	of	pp-f	of	of	0
soloecismes	soloecismes	fw-gr	soloecismes	soloecismes	0
,	,	,	,	,	0
such	such	d	such	such	0
dearth	dearth	n1	dearth	dearth	0
of	of	pp-f	of	of	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
so	so	av	so	so	0
bold	bold	j	bold	bold	0
prolepse's	prolepse's	ng1	prolepse's	prolepse	0
,	,	,	,	,	0
so	so	av	so	so	0
rackt	rackt	vvn	racked	rack	0
metaphor's	metaphor's	ng1	metaphor's	metaphor	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
brothelry	brothelry	n1	brothelry	brothelry	0
,	,	,	,	,	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
violate	violate	vvi	violate	violate	0
the	the	dt	the	the	0
eare	eare	n1	ear	ear	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
pagan	pagan	j-jn	pagan	pagan	0
,	,	,	,	,	0
and	and	cc	and	and	0
blas	blas	fw-es	blas	blas	0
∣	∣	sy	∣	∣	0
phemy	phemy	n1	phemy	phemy	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
christian	christian	njp	christian	christian	0
to	to	p-acp	to	to	0
water	water	n1	water	water	0
.	.	.	.	.	1
I	I	pns11	I	i	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
serious	serious	j	serious	serious	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
my	my	po11	my	my	0
fame	fame	n1	fame	fame	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reputations	reputations	n2	reputations	reputation	0
of	of	pp-f	of	of	0
diuers	diuers	j	diverse	diverse	0
honest	honest	j	honest	honest	0
,	,	,	,	,	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
question	question	n1	question	question	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
a	a	dt	a	a	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
so	so	av	so	so	0
ful	ful	j	full	full	0
of	of	pp-f	of	of	0
authority	authority	n1	authority	authority	0
,	,	,	,	,	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
tiquity	tiquity	n1	tiquity	tiquity	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
great	great	j	great	great	0
marke	marke	n1	mark	mark	0
,	,	,	,	,	0
is	is	vbz	is	be	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
their	their	po32	their	their	0
insolence	insolence	n1	insolence	insolence	0
)	)	)	)	)	0
become	become	vvb	become	become	0
the	the	dt	the	the	0
lowest	lowest	js	lowest	low	0
scorne	scorne	n1	scorn	scorn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
age	age	n1	age	age	0
:	:	:	:	:	0
and	and	cc	and	and	0
those	those	d	those	those	0
men	men	n2	men	man	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
iect	iect	n1	iect	iect	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
petulancy	petulancy	n1	petulancy	petulancy	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
vernaculous	vernaculous	j	vernaculous	vernaculous	0
Orator	Orator	n1	Orator	orator	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
happiest	happiest	js	happiest	happy	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
narchs	narchs	n2	narchs	narch	0
.	.	.	.	.	1
This	This	d	This	this	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
rap't	rap't	vvn	raped	rapt	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
indignation	indignation	n1	indignation	indignation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
studious	studious	j	studious	studious	0
,	,	,	,	,	0
heretofore	heretofore	av	heretofore	heretofore	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
my	my	po11	my	my	0
actions	actions	n2	actions	action	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
most	most	av-ds	most	most	0
appeare	appeare	vvi	appear	appear	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
my	my	po11	my	my	0
latest	latest	js	latest	late	0
worke	worke	n1	work	work	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
learned	learned	j	learned	learned	0
ARBITRESSES	ARBITRESSES	n2	ARBITRESSES	arbitress	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
seene	seene	vvn	seen	see	0
,	,	,	,	,	0
iudg'd	iudg'd	vvn	judged	judge	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
crowne	crowne	n1	crown	crown	0
,	,	,	,	,	0
approu'd	approu'd	vvn	approved	approve	0
)	)	)	)	)	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
labour'd	labour'd	vvd	laboured	labour	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
struction	struction	n1	struction	struction	0
,	,	,	,	,	0
and	and	cc	and	and	0
amendment	amendment	n1	amendment	amendment	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
reduce	reduce	vvi	reduce	reduce	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
cient	cient	n1	cient	cient	0
formes	formes	n2	forms	form	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
manners	manners	n2	manners	manner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
scene	scene	n1	scene	scene	0
,	,	,	,	,	0
the	the	dt	the	the	0
easinesse	easinesse	n1	easiness	easiness	0
,	,	,	,	,	0
the	the	dt	the	the	0
propriety	propriety	n1	propriety	propriety	0
,	,	,	,	,	0
the	the	dt	the	the	0
innocence	innocence	n1	innocence	innocence	0
,	,	,	,	,	0
and	and	cc	and	and	0
last	last	vvi	last	last	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
principall	principall	j-jn	principal	principal	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
poesie	poesie	n1	poesy	poesy	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
informe	informe	vvi	inform	inform	0
men	men	n2	men	man	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
best	best	js	best	best	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
liuing	liuing	vvg	living	live	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
my	my	po11	my	my	0
catastrophe	catastrophe	n1	catastrophe	catastrophe	0
may	may	vmb	may	may	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
strict	strict	j	strict	strict	0
rigour	rigour	n1	rigour	rigour	0
of	of	pp-f	of	of	0
comick	comick	j	comic	comic	0
law	law	n1	law	law	0
,	,	,	,	,	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
censure	censure	n1	censure	censure	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
turning	turning	vvg	turning	turn	0
back	back	av	back	back	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
promise	promise	n1	promise	promise	0
;	;	;	;	;	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
and	and	cc	and	and	0
charitable	charitable	j	charitable	charitable	0
critick	critick	n1	critic	critic	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
so	so	av	so	so	0
much	much	d	much	much	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
done	done	vdn	done	do	0
off	off	p-acp	off	off	0
industrie	industrie	n1	industry	industry	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
ease	ease	n1	ease	ease	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
haue	haue	vhi	have	have	0
varied	varied	vvn	varied	vary	0
it	it	pn31	it	it	0
,	,	,	,	,	0
neerer	neerer	jc	nearer	near	0
his	his	po31	his	his	0
scale	scale	n1	scale	scale	0
(	(	(	(	(	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
feare	feare	vvb	fear	fear	0
to	to	pc-acp	to	to	0
boast	boast	vvi	boast	boast	0
my	my	po11	my	my	0
owne	owne	d	own	own	0
faculty	faculty	n1	faculty	faculty	0
)	)	)	)	)	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
here	here	av	here	here	0
insert	insert	vvi	insert	insert	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
my	my	po11	my	my	0
speciall	speciall	j	special	special	0
ayme	ayme	n1	aim	aim	0
being	being	vbg	being	be	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
the	the	dt	the	the	0
saffle	saffle	n1	saffle	saffle	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
mouths	mouths	n2	mouths	mouth	0
,	,	,	,	,	0
that	that	cst	that	that	0
crie	crie	vvb	cry	cry	0
out	out	av	out	out	0
,	,	,	,	,	0
we	we	pns12	we	we	0
neuer	neuer	av-x	never	never	0
punish	punish	vvi	punish	punish	0
vice	vice	n1	vice	vice	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
enterludes	enterludes	n2	interludes	interlude	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
I	I	pns11	I	i	0
tooke	tooke	vvd	took	take	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
liberty	liberty	n1	liberty	liberty	0
;	;	;	;	;	0
though	though	cs	though	though	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
some	some	d	some	some	0
lines	lines	n2	lines	line	0
of	of	pp-f	of	of	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
ample	ample	j	ample	ample	0
,	,	,	,	,	0
drawne	drawne	vvn	drawn	draw	0
euen	euen	av-j	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ancients	ancients	n2	ancients	ancient	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
the	the	dt	the	the	0
go	go	vvi	go	go	0
∣	∣	sy	∣	∣	0
ings	ings	n2-vdg	ings	ing	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
whose	whose	rg-crq	whose	who	0
comoedies	comoedies	n2	comedies	comedy	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
alwaies	alwaies	av	always	always	0
ioyfull	ioyfull	j	joyful	joyful	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
oft-times	oft-times	av	ofttimes	ofttimes	0
,	,	,	,	,	0
the	the	dt	the	the	0
bawdes	bawdes	n2	bawds	bawd	0
,	,	,	,	,	0
the	the	dt	the	the	0
seruants	seruants	n2	servants	servant	0
,	,	,	,	,	0
the	the	dt	the	the	0
riuals	riuals	n2	rivals	rival	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
masters	masters	n2	master's	master	0
are	are	vbr	are	be	0
mulcted	mulcted	vvn	mulcted	mulct	0
:	:	:	:	:	0
and	and	cc	and	and	0
fitly	fitly	av-j	fitly	fit	0
,	,	,	,	,	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
comick-Poet	comick-Poet	n1	comick-Poet	comick-poet	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
imitate	imitate	vvi	imitate	imitate	0
iustice	iustice	n1	justice	justice	0
,	,	,	,	,	0
and	and	cc	and	and	0
instruct	instruct	vvi	instruct	instruct	0
to	to	p-acp	to	to	0
life	life	n1	life	life	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
puritie	puritie	n1	purity	purity	0
of	of	pp-f	of	of	0
language	language	n1	language	language	0
,	,	,	,	,	0
or	or	cc	or	or	0
stirre	stirre	vvi	stir	stir	0
vp	vp	a-acp	up	up	0
gentle	gentle	j	gentle	gentle	0
affe	affe	n1	affe	ass	0
∣	∣	sy	∣	∣	0
ctions	ctions	n2	ctions	ction	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
occasion	occasion	n1	occasion	occasion	0
else-where	else-where	av	elsewhere	elsewhere	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
present	present	j	present	present	0
(	(	(	(	(	0
most	most	av-ds	most	most	0
reuerenced	reuerenced	j-vvn	reverenced	reverence	0
SISTERS	SISTERS	n2	SISTERS	sister	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
car'd	car'd	vvd	cared	care	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thankefull	thankefull	j	thankful	thankful	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
affections	affections	n2	affections	affection	0
past	past	j	past	past	0
,	,	,	,	,	0
and	and	cc	and	and	0
here	here	av	here	here	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
fauours	fauours	n2	favours	favour	0
;	;	;	;	;	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
despaire	despaire	vvi	despair	despair	0
their	their	po32	their	their	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
tinuance	tinuance	n1	tinuance	tinuance	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
maturing	maturing	n-vvg	maturing	mature	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
worthier	worthier	jc	worthier	worthy	0
fruits	fruits	n2	fruits	fruit	0
:	:	:	:	:	0
wherein	wherein	c-crq	wherein	wherein	0
,	,	,	,	,	0
if	if	cs	if	if	0
my	my	po11	my	my	0
MVSES	MVSES	n2	MVSES	muse	0
be	be	vbb	be	be	0
true	true	j	true	true	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
raise	raise	vvi	raise	raise	0
the	the	dt	the	the	0
despis'd	despis'd	j-vvn	despised	despise	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
poetrie	poetrie	n1	poetry	poetry	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
stripping	stripping	vvg	stripping	strip	0
her	her	pno31	her	she	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
rotten	rotten	j-vvn	rotten	rot	0
and	and	cc	and	and	0
base	base	j	base	base	0
rags	rags	n2	rags	rag	0
,	,	,	,	,	0
wherwith	wherwith	c-crq	wherewith	wherewith	0
the	the	dt	the	the	0
Times	Times	n2	Times	time	0
haue	haue	vhb	have	have	0
adulterated	adulterated	vvn	adulterated	adulterate	0
her	her	po31	her	her	0
form	form	n1	from	form	0
,	,	,	,	,	0
restore	restore	vvb	restore	restore	0
her	her	pno31	her	she	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
primitiue	primitiue	j	primitive	primitive	0
habit	habit	n1	habit	habit	0
,	,	,	,	,	0
feature	feature	n1	feature	feature	0
,	,	,	,	,	0
and	and	cc	and	and	0
maiesty	maiesty	n1	majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
