clearly	clearly	av-j	clearly	clear	0
geth	geth	n1	geth	geth	0
saluation	saluation	n1	salvation	salvation	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
appeared	appeared	vvn	appeared	appear	0
,	,	,	,	,	0
tea	tea	crd	tea	ten	0
∣	∣	sy	∣	∣	0
ching	ching	j	ching	ching	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
forsaking	forsaking	vvg	forsaking	forsake	0
vngodlinesse	vngodlinesse	n1	ungodliness	ungodliness	0
and	and	cc	and	and	0
worldly	worldly	j	worldly	worldly	0
lustes	lustes	n2	lusts	lust	0
,	,	,	,	,	0
shoulde	shoulde	vmd	should	shall	0
liue	liue	vvi	live	live	0
soberly	soberly	av-j	soberly	sober	0
,	,	,	,	,	0
righte	righte	j-jn	right	right	0
∣	∣	sy	∣	∣	0
ously	ously	av-j	ously	ous	0
and	and	cc	and	and	0
godlily	godlily	av-j	godlily	godly	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
presente	presente	j	present	present	0
worlde	worlde	n1	world	world	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
lette	lette	vvb	let	let	0
vs	vs	pno12	us	we	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
feeding	feeding	vvg	feeding	feed	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
worldly	worldly	j	worldly	worldly	0
and	and	cc	and	and	0
fleshly	fleshly	j	fleshly	fleshly	0
affections	affections	n2	affections	affection	0
prouoke	prouoke	vvb	provoke	provoke	0
God	God	np1	God	God	0
vtterly	vtterly	av-j	utterly	utter	0
too	too	av	too	too	0
ouerthrowe	ouerthrowe	vvi	overthrown	overthrow	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
learning	learning	n1	learning	learning	0
and	and	cc	and	and	0
folowing	folowing	vvg	following	follow	0
the	the	dt	the	the	0
will	will	n1	will	will	0
and	and	cc	and	and	0
wisedome	wisedome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
uealed	uealed	vvn	vealed	veal	0
and	and	cc	and	and	0
taught	taught	vvn	taught	teach	0
in	in	p-acp	in	in	0
Gods	Gods	npg1	Gods	God	0
woorde	woorde	n1	word	word	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
pray	pray	vvb	pray	pray	0
and	and	cc	and	and	0
desire	desire	vvi	desire	desire	0
God	God	np1	God	God	0
too	too	av	too	too	0
preserue	preserue	vvi	preserve	preserve	0
and	and	cc	and	and	0
prosper	prosper	vvi	prosper	prosper	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
wealth	wealth	n1	wealth	wealth	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
go	go	vvi	go	go	0
∣	∣	sy	∣	∣	0
uernours	uernours	ng1	uernours	uernours	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
Iesu.	Iesu.	np1	Iesu.	Jesus	1
At	At	p-acp	At	at	0
London	London	np1	London	London	0
.	.	.	.	.	1
1571.	1571.	crd	1571.	1571.	1
