1	1	crd	1	1	0
the	the	dt	the	the	0
institution	institution	n1	institution	institution	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
neuerthelesse	neuerthelesse	av	nevertheless	nevertheless	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
giuen	giuen	vvn	given	give	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
belon	belon	n1	belon	belon	0
∣	∣	sy	∣	∣	0
geth	geth	n1	geth	geth	0
only	only	j	only	only	0
to	to	p-acp	to	to	0
temporall	temporall	j	temporal	temporal	0
Princes	Princes	n2	Princes	prince	0
.	.	.	.	.	1
This	This	np1	This	This	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
by	by	p-acp	by	by	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
in	in	p-acp	in	in	0
Pope	Pope	n1	Pope	pope	0
Boniface	Boniface	np1	Boniface	Boniface	0
the	the	dt	the	the	0
eight	eight	crd	eight	eight	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
pretended	pretended	vvd	pretended	pretend	0
,	,	,	,	,	0
that	that	cst	that	that	0
Philip	Philip	np1	Philip	Philip	0
the	the	dt	the	the	0
faire	faire	j	fair	fair	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Christian	Christian	njp	Christian	christian	0
KING	KING	n1	KING	king	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
was	was	vbds	was	be	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
spiritualls	spiritualls	n2	spirituals	spiritual	0
and	and	cc	and	and	0
temporalls	temporalls	n2	temporals	temporal	0
,	,	,	,	,	0
and	and	cc	and	and	0
declared	declared	vvd	declared	declare	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
heretikes	heretikes	n2	heretics	heretic	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
should	should	vmd	should	shall	0
beleeue	beleeue	vvi	believe	believe	0
the	the	dt	the	the	0
contrarie	contrarie	n-jn	contrary	contrary	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
tempo	tempo	fw-it	tempo	tempo	0
∣	∣	sy	∣	∣	0
rall	rall	j	rall	rall	0
Monarch	Monarch	n1	Monarch	monarch	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
that	that	cst	that	that	0
the	the	dt	the	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
diso	diso	n1	diso	diso	0
∣	∣	sy	∣	∣	0
bedience	bedience	n1	bedience	bedience	0
,	,	,	,	,	0
and	and	cc	and	and	0
rebellion	rebellion	n1	rebellion	rebellion	0
of	of	pp-f	of	of	0
Philip	Philip	np1	Philip	Philip	0
their	their	po32	their	their	0
King	King	n1	King	king	0
,	,	,	,	,	0
was	was	vbds	was	be	0
falne	falne	vvn	fallen	fall	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
See	See	vvb	See	see	0
Apostolike	Apostolike	jp	Apostolic	apostolic	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
which	which	r-crq	which	which	0
cause	cause	n1	cause	cause	0
Pope	Pope	n1	Pope	pope	0
Boniface	Boniface	np1	Boniface	Boniface	0
was	was	vbds	was	be	0
taxed	taxed	vvn	taxed	tax	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
learned	learned	j	learned	learned	0
Catholikes	Catholikes	njp2	Catholics	catholic	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
impudencie	impudencie	n1	impudency	impudency	0
,	,	,	,	,	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
and	and	cc	and	and	0
arro	arro	fw-la	arro	arro	0
∣	∣	sy	∣	∣	0
gancie	gancie	n1	gancie	gancie	0
:	:	:	:	:	0
and	and	cc	and	and	0
his	his	po31	his	his	0
extrauagant	extrauagant	j	extravagant	extravagant	0
,	,	,	,	,	0
Vnam	Vnam	fw-la	Vnam	unam	0
Sanctam	Sanctam	fw-la	Sanctam	sanctam	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
to	to	pc-acp	to	to	0
curbe	curbe	vvi	curb	curb	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
claring	claring	vvg	claring	clare	0
that	that	cst	that	that	0
the	the	dt	the	the	0
temporall	temporall	j	temporal	temporal	0
sword	sword	n1	sword	sword	0
is	is	vbz	is	be	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
,	,	,	,	,	0
and	and	cc	and	and	0
temporall	temporall	j	temporal	temporal	0
power	power	n1	power	power	0
to	to	p-acp	to	to	0
spirituall	spirituall	j	spiritual	spiritual	0
authoritie	authoritie	n1	authority	authority	0
,	,	,	,	,	0
was	was	vbds	was	be	0
reuersed	reuersed	vvn	reversed	reverse	0
by	by	p-acp	by	by	0
Pope	Pope	n1	Pope	pope	0
Clement	Clement	np1	Clement	Clement	0
the	the	dt	the	the	0
fift	fift	ord	fift	five	0
,	,	,	,	,	0
the	the	dt	the	the	0
next	next	ord	next	next	0
Successour	Successour	n1	Successor	successor	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
to	to	p-acp	to	to	0
Pope	Pope	n1	Pope	pope	0
Boniface	Boniface	np1	Boniface	Boniface	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
declared	declared	vvd	declared	declare	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
definition	definition	n1	definition	definition	0
,	,	,	,	,	0
and	and	cc	and	and	0
declaration	declaration	n1	declaration	declaration	0
of	of	pp-f	of	of	0
Pope	Pope	n1	Pope	pope	0
Boniface	Boniface	np1	Boniface	Boniface	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
extrauagant	extrauagant	j	extravagant	extravagant	0
,	,	,	,	,	0
Vnam	Vnam	fw-la	Vnam	unam	0
Sanctā	Sanctā	fw-la	Sanctā	sanctā	0
,	,	,	,	,	0
no	no	dx	no	no	0
preiudice	preiudice	n1	prejudice	prejudice	0
should	should	vmd	should	shall	0
arise	arise	vvi	arise	arise	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
king	king	n1	king	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
neither	neither	d	neither	neither	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
kingdom	kingdom	n1	kingdom	kingdom	0
,	,	,	,	,	0
or	or	cc	or	or	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
all	all	d	all	all	0
things	things	n2	things	thing	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
vnderstood	vnderstood	vvn	understood	understand	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
state	state	n1	state	state	0
,	,	,	,	,	0
wherin	wherin	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
definition	definition	n1	definition	definition	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
Inhabitants	Inhabitants	n2	Inhabitants	inhabitant	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
.	.	.	.	.	1
The	The	dt	The	the	0
like	like	j	like	like	0
temporall	temporall	j	temporal	temporal	0
authoritie	authoritie	n1	authority	authority	0
Pope	Pope	n1	Pope	pope	0
Sixtus	Sixtus	np1	Sixtus	Sixtus	0
the	the	dt	the	the	0
fift	fift	ord	fift	five	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
liued	liued	vvn	lived	live	0
,	,	,	,	,	0
would	would	vmd	would	will	0
also	also	av	also	also	0
haue	haue	vhi	have	have	0
challenged	challenged	vvn	challenged	challenge	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
credibly	credibly	av-j	credibly	credible	0
informed	informed	vvn	informed	inform	0
by	by	p-acp	by	by	0
diuers	diuers	j	diverse	diverse	0
Iesuites	Iesuites	np2	Iesuites	Jesuit	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
account	account	n1	account	account	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
then	then	av	then	then	0
liued	liued	vvd	lived	live	0
at	at	p-acp	at	at	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
did	did	vdd	did	do	0
intend	intend	vvi	intend	intend	0
to	to	pc-acp	to	to	0
suppresse	suppresse	vvi	suppress	suppress	0
Card.	Card.	np1	Card.	Card.	1
Bellar	Bellar	np1	Bellar	Bellar	0
∣	∣	sy	∣	∣	0
mines	mines	n2	mines	mine	0
first	first	ord	first	first	0
Tome	Tome	n1	Tome	tome	0
of	of	pp-f	of	of	0
Controuersies	Controuersies	n2	Controversies	controversy	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Canonists	Canonists	np2	Canonists	canonist	0
grant	grant	vvb	grant	grant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
this	this	d	this	this	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
rect	rect	vvb	rect	rect	0
temporall	temporall	j	temporal	temporal	0
Monarchie	Monarchie	n1	Monarchy	monarchy	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Christian	Christian	njp	Christian	christian	0
world	world	n1	world	world	0
.	.	.	.	.	1
5	5	crd	5	5	0
So	So	av	So	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
controuersie	controuersie	n1	controversy	controversy	0
now	now	av	now	now	0
is	is	vbz	is	be	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
hath	hath	vhz	hath	have	0
de	de	fw-la	de	de	0
facto	facto	fw-la	facto	facto	0
erred	erred	vvn	erred	err	0
or	or	cc	or	or	0
no	no	uh-dx	no	no	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
declaring	declaring	vvg	declaring	declare	0
the	the	dt	the	the	0
oath	oath	n1	oath	oath	0
of	of	pp-f	of	of	0
allegiance	allegiance	n1	allegiance	allegiance	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
vnlawful	vnlawful	j	unlawful	unlawful	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
containe	containe	vvi	contain	contain	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
many	many	d	many	many	0
things	things	n2	things	thing	0
flat	flat	j	flat	flat	0
contrarie	contrarie	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
sal	sal	fw-la	sal	sal	0
∣	∣	sy	∣	∣	0
uation	uation	n1	uation	uation	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
this	this	d	this	this	0
supposall	supposall	n1	supposal	supposal	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
hath	hath	vhz	hath	have	0
authoritie	authoritie	n1	authority	authority	0
giuen	giuen	vvn	given	give	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
depose	depose	vvi	depose	depose	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
oath	oath	n1	oath	oath	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Fa	Fa	uh	Fa	fa	0
:	:	:	:	:	0
SuarezLib	SuarezLib	j	SuarezLib	suarezlib	0
6	6	crd	6	6	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
fens	fens	n2	fens	fen	0
.	.	.	.	.	1
Fidei	Fidei	fw-la	Fidei	fidei	0
fere	fere	n1	fere	fere	0
er	er	fw-la	er	er	0
totum	totum	fw-la	totum	totum	0
.	.	.	.	.	0
acknowledgeth	acknowledgeth	vvz	acknowledgeth	acknowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
question	question	n1	question	question	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
my	my	po11	my	my	0
Aduersaries	Aduersaries	n2	Adversaries	adversary	0
and	and	cc	and	and	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
M.r.	M.r.	np1	M.r.	M.r.	0
FitzherbertIn	FitzherbertIn	np1	FitzherbertIn	FitzherbertIn	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Preface	Preface	n1	Preface	preface	0
.	.	.	.	.	0
in	in	p-acp	in	in	0
expresse	expresse	j	express	express	0
words	words	n2	words	word	0
confesseth	confesseth	vvz	confesses	confess	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
please	please	vvb	please	please	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
cleerely	cleerely	av-j	clearly	clear	0
proued	proued	vvn	proved	prove	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
probable	probable	j	probable	probable	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
authoritie	authoritie	n1	authority	authority	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
claimeth	claimeth	vvz	claimeth	claim	0
to	to	p-acp	to	to	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
pose	pose	vvi	pose	pose	0
Princes	Princes	ng1	Princes	prince	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
true	true	j	true	true	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vsurped	vsurped	vvd	usurped	usurp	0
,	,	,	,	,	0
not	not	xx	not	not	0
granted	granted	vvn	granted	grant	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
giuen	giuen	vvn	given	give	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
men	men	n2	men	man	0
contrarie	contrarie	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
expresse	expresse	j	express	express	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
,	,	,	,	,	0
Math.	Math.	np1	Math.	Math.	1
22.	22.	crd	22.	22.	1
Render	Render	vvb	Render	render	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
Caesars	Caesars	npg1	Caesars	Caesar	0
to	to	p-acp	to	to	0
Caesar	Caesar	np1	Caesar	Caesar	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
Gods	Gods	n2	Gods	god	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
danger	danger	n1	danger	danger	0
you	you	pn22	you	you	0
stand	stand	vvb	stand	stand	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
doing	doing	vdg	doing	do	0
great	great	j	great	great	0
iniury	iniury	n1	injury	injury	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
and	and	cc	and	and	0
committing	committing	vvg	committing	commit	0
flat	flat	j	flat	flat	0
treason	treason	n1	treason	treason	0
against	against	p-acp	against	against	0
his	his	po31	his	his	0
Royall	Royall	j	Royal	royal	0
person	person	n1	person	person	0
and	and	cc	and	and	0
Crowne	Crowne	n1	Crown	crown	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
rashly	rashly	av-j	rashly	rash	0
,	,	,	,	,	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
due	due	j-jn	due	due	0
examination	examination	n1	examination	examination	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
Popes	Popes	ng1	Popes	pope	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
or	or	cc	or	or	0
also	also	av	also	also	0
declaratiue	declaratiue	n1	declarative	declarative	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mand	mand	vvn	manned	man	0
grounded	grounded	vvn	grounded	ground	0
thereon	thereon	av	thereon	thereon	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
pretence	pretence	n1	pretence	pretence	0
of	of	pp-f	of	of	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
manding	manding	j-vvg	manding	mand	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
spirituall	spirituall	j	spiritual	spiritual	0
authori	authori	fw-la	authori	authori	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
spirituall	spirituall	j	spiritual	spiritual	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
exacteth	exacteth	vvz	exacteth	exact	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
deede	deede	n1	deed	deed	0
not	not	xx	not	not	0
spirituall	spirituall	j	spiritual	spiritual	0
allegiance	allegiance	n1	allegiance	allegiance	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
obedience	obedience	n1	obedience	obedience	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
probably	probably	av-j	probably	probable	0
thought	thought	vvn	thought	think	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
learned	learned	j	learned	learned	0
Catho	Catho	np1	Catho	Catho	0
∣	∣	sy	∣	∣	0
likes	likes	j	likes	like	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
meere	meere	j	mere	mere	0
temporal	temporal	j	temporal	temporal	0
allegiance	allegiance	n1	allegiance	allegiance	0
,	,	,	,	,	0
and	and	cc	and	and	0
due	due	j-jn	due	due	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
temporall	temporall	j	temporal	temporal	0
Prince	Prince	n1	Prince	prince	0
.	.	.	.	.	1
6	6	crd	6	6	0
But	But	p-acp	But	but	0
obserue	obserue	vvi	observe	observe	0
,	,	,	,	,	0
deare	deare	j-jn	deer	dear	0
Countrimen	Countrimen	n2	Countrymen	countryman	0
,	,	,	,	,	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
nifest	nifest	j	nifest	nife	0
,	,	,	,	,	0
and	and	cc	and	and	0
dangerous	dangerous	j	dangerous	dangerous	0
gulfe	gulfe	n1	gulf	gulf	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
which	which	r-crq	which	which	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
due	due	j-jn	due	due	0
consideration	consideration	n1	consideration	consideration	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
easily	easily	av-j	easily	easy	0
cast	cast	vvi	cast	cast	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
once	once	a-acp	once	once	0
you	you	pn22	you	you	0
grant	grant	vvb	grant	grant	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
probable	probable	j	probable	probable	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
controuersie	controuersie	n1	controversy	controversy	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
disputable	disputable	j	disputable	disputable	0
question	question	n1	question	question	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
deed	deed	n1	deed	deed	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
very	very	av	very	very	0
few	few	d	few	few	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
studied	studied	vvn	studied	study	0
this	this	d	this	this	0
question	question	n1	question	question	0
,	,	,	,	,	0
are	are	vbr	are	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
trarie	trarie	n-jn	trarie	trarie	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
title	title	n1	title	title	0
,	,	,	,	,	0
power	power	n1	power	power	0
,	,	,	,	,	0
and	and	cc	and	and	0
authoritie	authoritie	n1	authority	authority	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
challengeth	challengeth	vvz	challengeth	challenge	0
to	to	pc-acp	to	to	0
depose	depose	vvi	depose	depose	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
true	true	j	true	true	0
title	title	n1	title	title	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
pretended	pretended	vvd	pretended	pretend	0
,	,	,	,	,	0
a	a	dt	a	a	0
meere	meere	j	mere	mere	0
temporall	temporall	j	temporal	temporal	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
a	a	dt	a	a	0
true	true	j	true	true	0
spirituall	spirituall	j	spiritual	spiritual	0
authoritie	authoritie	n1	authority	authority	0
,	,	,	,	,	0
although	although	cs	although	although	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
grant	grant	vvi	grant	grant	0
you	you	pn22	you	you	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
Disputation	Disputation	n1	Disputation	disputation	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
dispute	dispute	vvi	dispute	dispute	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
probable	probable	j	probable	probable	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
title	title	n1	title	title	0
is	is	vbz	is	be	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
hath	hath	vhz	hath	have	0
such	such	d	such	such	0
an	an	dt	and	a	0
authoritie	authoritie	n1	authority	authority	0
to	to	pc-acp	to	to	0
depose	depose	vvi	depose	depose	0
Princes	Princes	n2	Princes	prince	0
giuen	giuen	vvn	given	give	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
so	so	av	so	so	0
simple	simple	j	simple	simple	0
,	,	,	,	,	0
