HOw	HOw	q-crq	HOw	how	0
worke	worke	n1	work	work	0
is	is	vbz	is	be	0
painfull	painfull	j	painful	painful	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
doo	doo	vdb	do	do	0
forecast	forecast	vvi	forecast	forecast	0
that	that	cst	that	that	0
the	the	dt	the	the	0
misconstruction	misconstruction	n1	misconstruction	misconstruction	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
perilous	perilous	j	perilous	perilous	0
:	:	:	:	:	0
the	the	dt	the	the	0
toile	toile	n1	toil	toil	0
∣	∣	sy	∣	∣	0
somnesse	somnesse	n1	somnesse	somnesse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
paine	paine	n1	pain	pain	0
I	I	pns11	I	i	0
refer	refer	vvb	refer	refer	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
priuat	priuat	j	private	private	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
the	the	dt	the	the	0
abandoning	abandoning	vvg	abandoning	abandon	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pe	pe	zz	pe	pe	0
∣	∣	sy	∣	∣	0
rill	rill	n1	rill	rill	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honorable	honorable	j	honourable	honourable	0
patronage	patronage	n1	patronage	patronage	0
,	,	,	,	,	0
not	not	xx	not	not	0
doubting	doubting	vvg	doubting	doubt	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sheel	sheel	pns31|vmb	sheel	she|will	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
sinister	sinister	j	sinister	sinister	0
glosing	glosing	j-vvg	glossing	gloss	0
of	of	pp-f	of	of	0
malicious	malicious	j	malicious	malicious	0
interpretors	interpretors	n2	interpreters	interpreter	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
betaking	betaking	vvg	betaking	betake	0
your	your	po22	your	your	0
lordship	lordship	n1	lordship	lordship	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
I	I	pns11	I	i	0
craue	craue	vvb	crave	crave	0
your	your	po22	your	your	0
attentiuenes	attentiuenes	n1	attentiveness	attentiveness	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
perusing	perusing	vvg	perusing	peruse	0
a	a	dt	a	a	0
cantell	cantell	n1	cantell	cantle	0
or	or	cc	or	or	0
parcell	parcell	n1	parcel	parcel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Irish	Irish	jp	Irish	irish	0
historie	historie	n1	history	history	0
that	that	cst	that	that	0
heere	heere	av	here	here	0
insueth	insueth	vvz	ensueth	ensue	0
.	.	.	.	.	1
