Monseigneur	Monseigneur	np1	Monseigneur	Monseigneur	0
∣	∣	sy	∣	∣	0
crets	crets	n2-jn	crets	cret	0
are	are	vbr	are	be	0
impenetrable	impenetrable	j	impenetrable	impenetrable	0
to	to	p-acp	to	to	0
Strangers	Strangers	n2	Strangers	stranger	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
to	to	p-acp	to	to	0
Embassadors	Embassadors	n2	Ambassadors	ambassador	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
never	never	av-x	never	never	0
speak	speak	vvb	speak	speak	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
gestures	gestures	n2	gestures	gesture	0
and	and	cc	and	and	0
signs	signs	n2	signs	sign	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
∣	∣	sy	∣	∣	0
sides	sides	n2	sides	side	0
,	,	,	,	,	0
scarce	scarce	av-j	scarce	scarce	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seen	seen	vvn	seen	see	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
clouded	clouded	vvn	clouded	cloud	0
with	with	p-acp	with	with	0
variety	variety	n1	variety	variety	0
of	of	pp-f	of	of	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pearances	pearances	n2	pearances	pearance	0
and	and	cc	and	and	0
pretences	pretences	n2	pretences	pretence	0
far	far	av-j	far	far	0
enough	enough	av-d	enough	enough	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavour'd	endeavour'd	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
truth	truth	n1	truth	truth	0
quite	quite	av	quite	quite	0
through	through	p-acp	through	through	0
my	my	po11	my	my	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
will	will	vmb	will	will	0
easily	easily	av-j	easily	easy	0
discern	discern	vvi	discern	discern	0
it	it	pn31	it	it	0
;	;	;	;	;	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
who	who	r-crq	who	who	0
your	your	po22	your	your	0
self	self	n1	self	self	0
use	use	vvi	use	use	0
it	it	pn31	it	it	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
and	and	cc	and	and	0
can	can	vmb	can	can	0
so	so	av	so	so	0
readi	readi	n1	readi	readi	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
distinguish	distinguish	vvb	distinguish	distinguish	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
Falshood	Falshood	n1	Falsehood	falsehood	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
mean	mean	j	mean	mean	0
time	time	n1	time	time	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
esteem	esteem	vvi	esteem	esteem	0
my	my	po11	my	my	0
self	self	n1	self	self	0
transcendently	transcendently	av-j	transcendently	transcendent	0
happy	happy	j	happy	happy	0
,	,	,	,	,	0
if	if	cs	if	if	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
duct	duct	n1	dust	dust	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
thought	thought	n1	thought	thought	0
and	and	cc	and	and	0
my	my	po11	my	my	0
solitude	solitude	n1	solitude	solitude	0
)	)	)	)	)	0
may	may	vmb	may	may	0
assist	assist	vvi	assist	assist	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
possible	possible	j	possible	possible	0
Reverence	Reverence	n1	Reverence	reverence	0
and	and	cc	and	and	0
Devotion	Devotion	n1	Devotion	devotion	0
.	.	.	.	.	1
My	My	po11	My	my	0
LORD	LORD	n1	LORD	lord	0
,	,	,	,	,	1
