Renowned	Renowned	j-vvn	Renowned	renown	0
∣	∣	sy	∣	∣	0
miahs	miahs	n2	miahs	miah	0
,	,	,	,	,	0
and	and	cc	and	and	0
Zerubbabels	Zerubbabels	n2	Zerubbabels	zerubbabel	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
generation	generation	n1	generation	generation	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
you	you	pn22	you	you	0
need	need	vvb	need	need	0
all	all	d	all	all	0
helps	helps	n2	helps	help	0
and	and	cc	and	and	0
supports	supports	vvz	supports	support	0
from	from	p-acp	from	from	0
without	without	p-acp	without	without	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
find	find	vvi	find	find	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
one	one	pi	one	one	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Rock	Rock	n1	Rock	rock	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
deed	deed	n1	deed	deed	0
glorious	glorious	j	glorious	glorious	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
done	done	vdn	done	do	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
Rock	Rock	n1	Rock	rock	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
;	;	;	;	;	0
onely	onely	j	only	only	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
interest	interest	n1	interest	interest	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
get	get	vvi	get	get	0
vertue	vertue	n1	virtue	virtue	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
Rock	Rock	n1	Rock	rock	0
so	so	av	so	so	0
glorious	glorious	j	glorious	glorious	0
,	,	,	,	,	0
each	each	d	each	each	0
man	man	n1	man	man	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
good	good	j	good	good	0
,	,	,	,	,	0
that	that	cst	that	that	0
his	his	po31	his	his	0
name	name	n1	name	name	0
is	is	vbz	is	be	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
Drusius	Drusius	np1	Drusius	Drusius	0
likes	likes	vvz	likes	like	0
not	not	xx	not	not	0
this	this	d	this	this	0
cry	cry	n1	cry	cry	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
sono	sono	fw-la	sono	sono	0
vecis	vecis	fw-la	vecis	vecis	0
tantum	tantum	fw-la	tantum	tantum	0
est	est	fw-la	est	est	0
.	.	.	.	.	1
Psal.	Psal.	np1	Psal.	Psal.	0
46.8	46.8	crd	46.8	46.8	0
.	.	.	.	.	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
etymon	etymon	n1	etymon	etymon	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
)	)	)	)	)	0
Vir	Vir	fw-la	Vir	vir	0
videns	videns	fw-la	videns	videns	0
Deum	Deum	fw-la	Deum	deum	0
,	,	,	,	,	0
a	a	dt	a	a	0
man	man	n1	man	man	0
seeing	seeing	vvg	seeing	see	0
God	God	np1	God	God	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
true	true	j	true	true	0
Israelite	Israelite	np1	Israelite	Israelite	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
sees	sees	vvz	sees	see	0
and	and	cc	and	and	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
ders	ders	n2-jn	dears	dear	0
the	the	dt	the	the	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
desolations	desolations	n2	desolations	desolation	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
wrought	wrought	vvn	wrought	wrought	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
;	;	;	;	;	0
sees	sees	vvz	sees	see	0
and	and	cc	and	and	0
knowes	knowes	vvz	knows	know	0
God	God	np1	God	God	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Creator	Creator	n1	Creator	creator	0
only	only	av-j	only	only	0
,	,	,	,	,	0
(	(	(	(	(	0
so	so	av	so	so	0
the	the	dt	the	the	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
saw	saw	vvd	saw	see	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
dark	dark	j	dark	dark	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
also	also	av	also	also	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
not	not	xx	not	not	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
cloud	cloud	n1	cloud	cloud	0
of	of	pp-f	of	of	0
legall	legall	j	legal	legal	0
sacrifices	sacrifices	n2	sacrifices	sacrifice	0
and	and	cc	and	and	0
shadowes	shadowes	n2	shadows	shadow	0
(	(	(	(	(	0
so	so	av	so	so	0
the	the	dt	the	the	0
Jewes	Jewes	np2	Jewes	Jew	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
saw	saw	vvd	saw	see	0
him	him	pno31	him	he	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
perspicuous	perspicuous	j	perspicuous	perspicuous	0
and	and	cc	and	and	0
cleare	cleare	j	clear	clear	0
light	light	n1	light	light	0
,	,	,	,	,	0
John	John	np1	John	John	0
1.18	1.18	crd	1.18	1.18	0
.	.	.	.	.	1
Matth.	Matth.	np1	Matth.	Matth.	0
5.8	5.8	crd	5.8	5.8	0
.	.	.	.	.	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
pounded	pounded	vvn	pounded	pound	0
of	of	pp-f	of	of	0
principa	principa	n1	principa	principa	0
∣	∣	sy	∣	∣	0
tu	tu	fw-la	tu	tu	0
obt	obt	vvb	obt	obt	0
.	.	.	.	.	0
nuit	nuit	fw-fr	nuit	nuit	0
,	,	,	,	,	0
and	and	cc	and	and	0
Deus	Deus	np1	Deus	Deus	0
.	.	.	.	.	1
So	So	np1	So	So	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
expounds	expounds	vvz	expounds	expound	0
it	it	pn31	it	it	0
,	,	,	,	,	0
Gen	Gen	fw-la	Gen	gen	0
32	32	crd	32	32	0
28.	28.	crd	28.	28.	1
Hos.	Hos.	np1	Hos.	Hos.	0
12	12	crd	12	12	0
4.	4.	crd	4.	4.	1
Legh	Legh	np1	Legh	Legh	0
.	.	.	.	.	1
Crit.	Crit.	np1	Crit.	Crit.	0
Sac.	Sac.	np1	Sac.	Sac.	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gospel	gospel	n1	gospel	gospel	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
ven	ven	zf	ven	when	0
consists	consists	vvz	consists	consist	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
full	full	j	full	full	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
lies	lies	vvz	lies	lie	0
in	in	p-acp	in	in	0
vision	vision	n1	vision	vision	0
:	:	:	:	:	0
the	the	dt	the	the	0
man	man	n1	man	man	0
whose	whose	rg-crq	whose	who	0
name	name	n1	name	name	0
is	is	vbz	is	be	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
is	is	vbz	is	be	0
Princeps	Princeps	fw-la	Princeps	princeps	0
Dei	Dei	fw-la	Dei	dei	0
,	,	,	,	,	0
a	a	dt	a	a	0
Prince	Prince	n1	Prince	prince	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
power	power	n1	power	power	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
;	;	;	;	;	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
Iacob-like	Iacob-like	j	Iacob-like	iacob-like	0
wrastles	wrastles	vvz	wrastles	wrestle	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
importunity	importunity	n1	importunity	importunity	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
prevailes	prevailes	vvz	prevails	prevail	0
,	,	,	,	,	0
goes	goes	vvz	goes	go	0
away	away	av	away	away	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
name	name	n1	name	name	0
Israel	Israel	np1	Israel	Israel	0
;	;	;	;	;	0
and	and	cc	and	and	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
goe	goe	vvb	go	go	0
halting	halting	vvg	halting	halt	0
away	away	av	away	away	0
,	,	,	,	,	0
(	(	(	(	(	0
spoy	spoy	zz	spoy	spoy	0
∣	∣	sy	∣	∣	0
led	led	vvn	led	lead	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
estate	estate	n1	estate	estate	0
,	,	,	,	,	0
deprived	deprived	vvn	deprived	deprive	0
of	of	pp-f	of	of	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
flicting	flicting	j	flicting	flicting	0
times	times	av	times	time	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
carries	carries	vvz	carries	carry	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
comes	comes	vvz	comes	come	0
off	off	a-acp	off	off	0
with	with	p-acp	with	with	0
comfort	comfort	n1	comfort	comfort	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
a	a	dt	a	a	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
vailing	vailing	vvg	vailing	vail	0
power	power	n1	power	power	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
you	you	pn22	you	you	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
feare	feare	vvi	fear	fear	0
but	but	p-acp	but	but	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
prevaile	prevaile	vvi	prevail	prevail	0
over	over	p-acp	over	over	0
Esau's	Esau's	npg1	Esau's	Esau	0
as	as	p-acp	as	as	0
hairy	hairy	j	hairy	hairy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
rough	rough	j	rough	rough	0
,	,	,	,	,	0
and	and	cc	and	and	0
rugged	rugged	j	rugged	rugged	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
that	that	cst	that	that	0
faith	faith	n1	faith	faith	0
which	which	r-crq	which	which	0
prevailes	prevailes	vvz	prevails	prevail	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
will	will	vmb	will	will	0
subdue	subdue	vvi	subdue	subdue	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
also	also	av	also	also	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
11.33	11.33	crd	11.33	11.33	0
.	.	.	.	.	0
and	and	cc	and	and	0
that	that	d	that	that	0
faith	faith	n1	faith	faith	0
which	which	r-crq	which	which	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
dues	dues	n2-jn	dues	due	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
,	,	,	,	,	0
will	will	vmb	will	will	0
easily	easily	av-j	easily	easy	0
(	(	(	(	(	0
if	if	cs	if	if	0
put	put	vvn	put	put	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
)	)	)	)	)	0
subdue	subdue	vvb	subdue	subdue	0
the	the	dt	the	the	0
prophane	prophane	j	profane	profane	0
and	and	cc	and	and	0
malignant	malignant	j	malignant	malignant	0
crew	crew	n1	crew	crew	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
Isa	Isa	np1	Isa	Isa	0
8	8	crd	8	8	0
9	9	crd	9	9	0
,	,	,	,	,	0
10.	10.	crd	10.	10.	0
who	who	r-crq	who	who	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
associate	associate	vvi	associate	associate	0
themselves	themselves	px32	themselves	themselves	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
gether	gether	av	gether	gether	0
,	,	,	,	,	0
and	and	cc	and	and	0
cry	cry	vvi	cry	cry	0
,	,	,	,	,	0
A	A	dt	A	a	0
confederacy	confederacy	n1	confederacy	confederacy	0
,	,	,	,	,	0
a	a	dt	a	a	0
confederacy	confederacy	n1	confederacy	confederacy	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
be	be	vbi	be	be	0
broken	broken	vvn	broken	break	0
in	in	p-acp	in	in	0
peeces	peeces	n2	pieces	piece	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
112.7	112.7	crd	112.7	112.7	0
.	.	.	.	.	1
So	So	av	So	so	0
Answ.	Answ.	np1	Answ.	Answ.	0
Psal.	Psal.	np1	Psal.	Psal.	0
20.	20.	crd	20.	20.	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
.	.	.	.	.	1
And	And	cc	And	and	0
therfore	therfore	av	therefore	therefore	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
time	time	n1	time	time	0
afraid	afraid	j	afraid	afraid	0
of	of	pp-f	of	of	0
evil	evil	j-jn	evil	evil	0
tidings	tidings	n2	tidings	tiding	0
(	(	(	(	(	0
or	or	cc	or	or	0
heare-say	heare-say	n1	hearsay	hearsay	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
let	let	vvb	let	let	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
be	be	vbb	be	be	0
fixed	fixed	vvn	fixed	fix	0
,	,	,	,	,	0
trusting	trusting	vvg	trusting	trust	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
Trust	Trust	n1	Trust	trust	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
Such	Such	d	Such	such	0
they	they	pns32	they	they	0
used	used	vvd	used	use	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
to	to	p-acp	to	to	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
.	.	.	.	.	1
Charets	Charets	n2	Charets	charet	0
(	(	(	(	(	0
cald	cald	vvn	called	call	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Greeks	Greeks	np1	Greeks	Greeks	0
Weem	Weem	np1	Weem	Weem	0
.	.	.	.	.	1
Chr.	Chr.	np1	Chr.	Chr.	0
Syn.	Syn.	n1	Syn.	sin	0
Psal.	Psal.	np1	Psal.	Psal.	0
33.17	33.17	crd	33.17	33.17	0
.	.	.	.	.	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
held	held	vvd	held	hold	0
two	two	crd	two	two	0
)	)	)	)	)	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
hor	hor	uh	hor	hor	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
,	,	,	,	,	0
though	though	cs	though	though	0
strong	strong	j	strong	strong	0
and	and	cc	and	and	0
swift	swift	j	swift	swift	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
vaine	vaine	j	vain	vain	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
deliver	deliver	vvi	deliver	deliver	0
any	any	d	any	any	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
great	great	j	great	great	0
strength	strength	n1	strength	strength	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
remember	remember	vvb	remember	remember	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
your	your	po22	your	your	0
God	God	n1	God	god	0
,	,	,	,	,	0
trust	trust	vvb	trust	trust	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
God	God	n1	God	god	0
who	who	r-crq	who	who	0
once	once	a-acp	once	once	0
helpt	helpt	vvd	helped	help	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
distressed	distressed	j-vvn	distressed	distress	0
Romans	Romans	njp2	Roman	roman	0
against	against	p-acp	against	against	0
Rhadagaisus	Rhadagaisus	np1	Rhadagaisus	Rhadagaisus	0
,	,	,	,	,	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Goths	Goths	np2	Goths	Goth	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
in	in	p-acp	in	in	0
oneday	oneday	n1	oneday	oneday	0
above	above	p-acp	above	above	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
thousand	thousand	crd	thousand	thousand	0
Goths	Goths	np2	Goths	Goth	0
were	were	vbdr	were	be	0
slaine	slaine	vvn	slain	slay	0
,	,	,	,	,	0
Austin	Austin	np1	Austin	Austin	0
.	.	.	.	.	0
de	de	dt	the	the	0
civ	civ	crd	civ	civ	0
.	.	.	.	.	1
Dei	Dei	fw-la	Dei	dei	0
,	,	,	,	,	0
l.	l.	n1	l.	l.	0
5.	5.	crd	5.	5.	0
c	c	sy	c	c	0
.	.	.	.	.	1
23.	23.	crd	23.	23.	1
Ne	Ne	ccx	Ne	ne	0
uno	uno	fw-la	uno	uno	0
quidem	quidem	fw-la	quidem	quidem	0
non	non	fw-fr	non	non	0
extincto	extincto	fw-la	extincto	extincto	0
,	,	,	,	,	0
sed	sed	fw-la	sed	sed	0
nec	nec	fw-la	nec	nec	0
vulnerato	vulnerato	fw-mi	vulnerato	vulnerato	0
Romanorum	Romanorum	fw-la	Romanorum	romanorum	0
.	.	.	.	.	1
Isa	Isa	np1	Isa	Isa	0
42.8	42.8	crd	42.8	42.8	0
.	.	.	.	.	0
the	the	dt	the	the	0
King	King	n1	King	king	0
and	and	cc	and	and	0
his	his	po31	his	his	0
sonnes	sonnes	n2	sons	son	0
taken	taken	vvn	taken	take	0
prisoners	prisoners	n2	prisoners	prisoner	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romans	Romans	njp2	Roman	roman	0
slaine	slaine	vvn	slain	slay	0
,	,	,	,	,	0
no	no	uh-dx	no	no	0
nor	nor	ccx	nor	nor	0
wounded	wounded	vvn	wounded	wound	0
;	;	;	;	;	0
trust	trust	vvb	trust	trust	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
God	God	n1	God	god	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
ingaged	ingaged	vvn	engaged	engage	0
his	his	po31	his	his	0
very	very	j	very	very	0
God-head	God-head	n1	Godhead	godhead	0
,	,	,	,	,	0
his	his	po31	his	his	0
I	I	pns11	I	i	0
AM	AM	vbm	AM	be	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Israels	Israels	npg1	Israels	Israel	0
good	good	j	good	good	0
;	;	;	;	;	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
name	name	n1	name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
glory	glory	n1	glory	glory	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
give	give	vvi	give	give	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
my	my	po11	my	my	0
praise	praise	n1	praise	praise	0
to	to	p-acp	to	to	0
graven	graven	j-vvn	graved	grave	0
Images	Images	n2	Images	image	0
.	.	.	.	.	1
Againe	Againe	av	Again	again	0
,	,	,	,	,	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
beseech	beseech	vvi	beseech	beseech	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
study	study	vvi	study	study	0
singlenesse	singlenesse	n1	singleness	singleness	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
abhorre	abhorre	vvb	abhor	abhor	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
vate-selfe	vate-selfe	n1	vate-selfe	vate-selfe	0
respects	respects	vvz	respects	respect	0
in	in	p-acp	in	in	0
managing	managing	vvg	managing	manage	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
startle	startle	vvi	startle	startle	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
very	very	j	very	very	0
thoughts	thoughts	n2	thoughts	thought	0
of	of	pp-f	of	of	0
hedging	hedging	vvg	hedging	hedge	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
ends	ends	n2	ends	end	0
,	,	,	,	,	0
or	or	cc	or	or	0
personall	personall	j	personal	personal	0
advantages	advantages	n2	advantages	advantage	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
Rem	Rem	vvg	Remembering	remember	0
magnam	magnam	fw-la	magnam	magnam	0
p.	p.	n1	p.	p.	0
aestas	aestas	fw-la	aestas	aestas	0
Zoile	Zoile	n1	Zoile	zoile	0
,	,	,	,	,	0
si	si	fw-mi	si	si	0
boeus	boeus	fw-mi	boeus	boeus	0
es	es	fw-mi	es	es	0
.	.	.	.	.	1
Austin	Austin	np1	Austin	Austin	0
.	.	.	.	.	1
Qui	Qui	np1	Qui	Qui	0
contemnit	contemnit	fw-la	contemnit	contemnit	0
judi	judi	fw-la	judi	judi	0
∣	∣	sy	∣	∣	0
cia	cia	fw-la	cia	cia	0
laudatium	laudatium	fw-la	laudatium	laudatium	0
,	,	,	,	,	0
contemnit	contemnit	fw-la	contemnit	contemnit	0
suspi	suspi	vvb	suspi	suspi	0
∣	∣	sy	∣	∣	0
cantium	cantium	fw-la	cantium	cantium	0
teme	teme	n1	teem	team	0
∣	∣	sy	∣	∣	0
ritatem	ritatem	fw-la	ritatem	ritatem	0
.	.	.	.	.	0
gaine	gaine	n1	gain	gain	0
,	,	,	,	,	0
or	or	cc	or	or	0
command	command	vvi	command	command	0
,	,	,	,	,	0
either	either	av-d	either	either	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
or	or	cc	or	or	0
yours	yours	png22	yours	you	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
squint-eyed	squint-eyed	j	squinteyed	squint-eyed	0
,	,	,	,	,	0
and	and	cc	and	and	0
selfe-aimed	selfe-aimed	j	selfe-aimed	selfe-aimed	0
in	in	p-acp	in	in	0
transacting	transacting	vvg	transacting	transact	0
the	the	dt	the	the	0
great	great	j	great	great	0
affaires	affaires	n2	affairs	affair	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
stands	stands	vvz	stands	stand	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Peace	Peace	n1	Peace	peace	0
;	;	;	;	;	0
move	move	vvb	move	move	0
upon	upon	p-acp	upon	upon	0
pious	pious	j	pious	pious	0
principles	principles	n2	principles	principle	0
,	,	,	,	,	0
goe	goe	vvb	go	go	0
on	on	a-acp	on	on	0
with	with	p-acp	with	with	0
plaine	plaine	j	plain	plain	0
honest	honest	j	honest	honest	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
neglect	neglect	vvb	neglect	neglect	0
the	the	dt	the	the	0
judgement	judgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
praise	praise	vvb	praise	praise	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
contemne	contemne	vvi	contemn	contemn	0
the	the	dt	the	the	0
rashnesse	rashnesse	n1	rashness	rashness	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
censure	censure	vvb	censure	censure	0
you	you	pn22	you	you	0
;	;	;	;	;	0
who	who	q-crq	who	who	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
faithfull	faithfull	j	faithful	faithful	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
quarrell	quarrell	n1	quarrel	quarrel	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
see	see	vvb	see	see	0
others	others	n2-jn	others	other	0
to	to	pc-acp	to	to	0
