IF	IF	cs	IF	if	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
moderating	moderating	vvg	moderating	moderate	0
the	the	dt	the	the	0
severity	severity	n1	severity	severity	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
(	(	(	(	(	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
being	being	vbg	being	be	0
their	their	po32	their	their	0
Moderator	Moderator	n1	Moderator	moderator	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
Arbitrator	Arbitrator	n1	Arbitrator	arbitrator	0
)	)	)	)	)	0
where	where	q-crq	where	where	0
it	it	pn31	it	it	0
becomes	becomes	vvz	becomes	become	0
impossible	impossible	j	impossible	impossible	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Subjects	Subjects	n2-jn	Subject's	subject	0
to	to	pc-acp	to	to	0
fulfil	fulfil	vvi	fulfil	fulfil	0
them	them	pno32	them	they	0
,	,	,	,	,	0
or	or	cc	or	or	0
inconvenient	inconvenient	j	inconvenient	inconvenient	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
or	or	cc	or	or	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
rigor	rigor	n1	rigor	rigor	0
to	to	pc-acp	to	to	0
execute	execute	vvi	execute	execute	0
them	them	pno32	them	they	0
,	,	,	,	,	0
(	(	(	(	(	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
your	your	po22	your	your	0
Subjects	Subjects	n2-jn	Subject's	subject	0
fault	fault	n1	fault	fault	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
less	less	av-dc	less	less	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
,	,	,	,	,	0
confer	confer	vvb	confer	confer	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
happiness	happiness	n1	happiness	happiness	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
by	by	p-acp	by	by	0
its	its	po31	its	its	0
effluence	effluence	n1	effluence	effluence	0
does	does	vdz	does	do	0
diffuse	diffuse	vvi	diffuse	diffuse	0
life	life	n1	life	life	0
and	and	cc	and	and	0
light	light	n1	light	light	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
various	various	j	various	various	0
creatures	creatures	n2	creatures	creature	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Universe	Universe	n1	Universe	universe	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
will	will	vmb	will	will	0
reduce	reduce	vvi	reduce	reduce	0
your	your	po22	your	your	0
wandring	wandring	j-vvg	wandering	wander	0
Subjects	Subjects	n2-jn	Subject's	subject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
secure	secure	j	secure	secure	0
and	and	cc	and	and	0
known	known	j-vvn	known	know	0
paths	paths	n2	paths	path	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Allegiance	Allegiance	n1	Allegiance	allegiance	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
gone	gone	vvn	gone	go	0
astray	astray	av	astray	astray	0
:	:	:	:	:	0
This	This	d	This	this	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
secure	secure	vvi	secure	secure	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
imputation	imputation	n1	imputation	imputation	0
of	of	pp-f	of	of	0
Tyranny	Tyranny	n1	Tyranny	tyranny	0
,	,	,	,	,	0
and	and	cc	and	and	0
convince	convince	vvi	convince	convince	0
your	your	po22	your	your	0
adversaries	adversaries	n2	adversaries	adversary	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
your	your	po22	your	your	0
fault	fault	n1	fault	fault	0
in	in	p-acp	in	in	0
governing	governing	vvg	governing	govern	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
theirs	theirs	png32	theirs	they	0
in	in	p-acp	in	in	0
disobeying	disobeying	vvg	disobeying	disobey	0
,	,	,	,	,	0
if	if	cs	if	if	0
hereafter	hereafter	av	hereafter	hereafter	0
they	they	pns32	they	they	0
bring	bring	vvb	bring	bring	0
upon	upon	p-acp	upon	upon	0
themselves	themselves	px32	themselves	themselves	0
the	the	dt	the	the	0
miseries	miseries	n2	misery's	misery	0
and	and	cc	and	and	0
calamities	calamities	n2	calamities	calamity	0
of	of	pp-f	of	of	0
another	another	j-jn	another	another	0
Civil	Civil	j	Civil	civil	0
war	war	n1	war	war	0
:	:	:	:	:	0
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
evidence	evidence	n1	evidence	evidence	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
then	then	av	then	then	0
your	your	po22	your	your	0
adversaries	adversaries	n2	adversaries	adversary	0
became	became	vvd	became	become	0
enemies	enemies	n2	enemies	enemy	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Royal	Royal	j	Royal	royal	0
Father	Father	n1	Father	father	0
and	and	cc	and	and	0
Self	Self	n1	Self	self	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
first	first	ord	first	first	0
trod	trod	vvd	trod	tread	0
under	under	p-acp	under	under	0
foot	foot	n1	foot	foot	0
the	the	dt	the	the	0
establish	establish	vvi	establish	establish	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
and	and	cc	and	and	0
received	received	j-vvn	received	receive	0
Laws	Laws	n2	Laws	law	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Country	Country	n1	Country	country	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
always	always	av	always	always	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
Usurpers	Usurpers	n2	Usurpers	usurper	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
having	having	vhg	having	have	0
no	no	dx	no	no	0
just	just	j	just	just	0
title	title	n1	title	title	0
but	but	p-acp	but	but	0
new	new	j	new	new	0
Oppression	Oppression	n1	Oppression	oppression	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
introduce	introduce	vvi	introduce	introduce	0
more	more	av-dc	more	more	0
new	new	j	new	new	0
Inventions	Inventions	n2	Inventions	invention	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
old	old	j	old	old	0
Laws	Laws	n2	Laws	law	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
after	after	p-acp	after	after	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
gracious	gracious	j	gracious	gracious	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
Oblivion	Oblivion	n1	Oblivion	oblivion	0
for	for	p-acp	for	for	0
crimes	crimes	n2	crimes	crime	0
past	past	j	past	past	0
,	,	,	,	,	0
will	will	vmb	will	will	0
so	so	av	so	so	0
settle	settle	vvi	settle	settle	0
the	the	dt	the	the	0
minds	minds	n2	minds	mind	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
known	known	j-vvn	known	know	0
ways	ways	n2	ways	way	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
ancestors	ancestors	n2	ancestors	ancestor	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pect	pect	n1	pect	pect	0
favor	favor	n1	favour	favour	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
so	so	av	so	so	0
genuinely	genuinely	av-jn	genuinely	genuine	0
and	and	cc	and	and	0
equally	equally	av-jn	equally	equal	0
support	support	vvi	support	support	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
Title	Title	n1	Title	title	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
so	so	av	so	so	0
derived	derived	vvn	derived	derive	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
loins	loins	n2	loins	loin	0
of	of	pp-f	of	of	0
innumerable	innumerable	j	innumerable	innumerable	0
Royal	Royal	j	Royal	royal	0
Ancestors	Ancestors	n2	Ancestors	ancestor	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
no	no	dx	no	no	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
shew	shew	vvi	show	show	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
began	began	vvd	began	begin	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
clear	clear	j	clear	clear	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
no	no	dx	no	no	0
man	man	n1	man	man	0
presumes	presumes	vv2	presumest	presume	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
in	in	p-acp	in	in	0
competition	competition	n1	competition	competition	0
with	with	p-acp	with	with	0
You	You	pn22	You	you	0
;	;	;	;	;	0
so	so	av	so	so	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
sup	sup	vvi	sup	sup	0
∣	∣	sy	∣	∣	0
ported	ported	j-vvn	ported	port	0
by	by	p-acp	by	by	0
received	received	j-vvn	received	receive	0
Laws	Laws	n2	Laws	law	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
continuance	continuance	n1	continuance	continuance	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
lost	lost	vvn	lost	lose	0
their	their	po32	their	their	0
first	first	ord	first	first	0
original	original	n-jn	original	original	0
.	.	.	.	.	1
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
not	not	xx	not	not	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
this	this	d	this	this	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
head	head	n1	head	head	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
advise	advise	vvi	advice	advise	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
much	much	d	much	much	0
less	less	dc	less	less	0
have	have	vhb	have	have	0
any	any	d	any	any	0
diffidence	diffidence	n1	diffidence	diffidence	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
governing	governing	vvg	governing	govern	0
your	your	po22	your	your	0
Subjects	Subjects	n2-jn	Subject's	subject	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
way	way	n1	way	way	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
established	established	vvn	established	establish	0
and	and	cc	and	and	0
received	received	vvn	received	receive	0
Laws	Laws	n2	Laws	law	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
mens	mens	ng2	men's	man	0
vices	vices	n2	vices	vice	0
and	and	cc	and	and	0
depraved	depraved	j-vvn	depraved	deprave	0
manners	manners	n2	manners	manner	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
require	require	vvi	require	require	0
new	new	j	new	new	0
ones	ones	pi2	ones	one	0
:	:	:	:	:	0
I	I	pns11	I	i	0
designe	designe	vvb	design	design	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
to	to	p-acp	to	to	0
demon	demon	n1	demon	daemon	0
∣	∣	sy	∣	∣	0
strate	strate	n1	strate	strate	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
Father's	Father's	ng1	Father's	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
own	own	d	own	own	0
adherence	adherence	n1	adherence	adherence	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
established	established	j-vvn	established	establish	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
iniquity	iniquity	n1	iniquity	iniquity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
times	times	n2	times	time	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
made	made	vvd	made	make	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
Victim	Victim	n1	Victim	victim	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Sacred	Sacred	j	Sacred	sacred	0
self	self	n1	self	self	0
an	an	dt	and	a	0
Exile	Exile	n1	Exile	exile	0
.	.	.	.	.	1
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
imprudent	imprudent	j	imprudent	imprudent	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majesties	Majesties	n2	Majesties	majesty	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
given	given	vvn	given	give	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
arbitrary	arbitrary	j-jn	arbitrary	arbitrary	0
lusts	lusts	n2	lustest	lust	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
one	one	crd	one	one	0
Faction	Faction	n1	Faction	faction	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majesties	Majesties	n2	Majesties	majesty	0
have	have	vhb	have	have	0
indifferently	indifferently	av-j	indifferently	indifferent	0
renounced	renounced	vvd	renounced	renounce	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
,	,	,	,	,	0
being	being	vbg	being	be	0
compounded	compounded	vvn	compounded	compound	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
differ	differ	vvi	differ	differ	0
∣	∣	sy	∣	∣	0
ent	ent	n1	ent	ent	0
and	and	cc	and	and	0
contrary	contrary	j-jn	contrary	contrary	0
humors	humors	n2	humours	humour	0
and	and	cc	and	and	0
affections	affections	n2	affections	affection	0
,	,	,	,	,	0
then	then	av	then	then	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
visible	visible	j	visible	visible	0
means	means	n2	means	mean	0
under	under	p-acp	under	under	0
Heaven	Heaven	n1	Heaven	heaven	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
cemented	cemented	vvn	cemented	cement	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
consequence	consequence	n1	consequence	consequence	0
your	your	po22	your	your	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
hostility	hostility	n1	hostility	hostility	0
and	and	cc	and	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
fusion	fusion	n1	fusion	fusion	0
continued	continued	vvd	continued	continue	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
own	own	d	own	own	0
conditions	conditions	n2	conditions	condition	0
no	no	dx	no	no	0
ways	ways	n2	ways	way	0
bettered	bettered	vvn	bettered	better	0
or	or	cc	or	or	0
secured	secured	vvn	secured	secure	0
:	:	:	:	:	0
Or	Or	cc	Or	or	0
should	should	vmd	should	shall	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majesties	Majesties	n2	Majesties	majesty	0
have	have	vhb	have	have	0
renounced	renounced	vvd	renounced	renounce	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
advanced	advanced	vvn	advanced	advance	0
any	any	d	any	any	0
one	one	crd	one	one	0
Faction	Faction	n1	Faction	faction	0
so	so	av	so	so	0
above	above	p-acp	above	above	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
your	your	po22	your	your	0
loyal	loyal	j	loyal	loyal	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
that	that	cst	that	that	0
their	their	po32	their	their	0
arbitrary	arbitrary	j-jn	arbitrary	arbitrary	0
wills	wills	n2	wills	will	0
and	and	cc	and	and	0
lusts	lusts	n2	lustest	lust	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
laws	laws	n2	laws	law	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
other	other	j-jn	other	other	0
Subjects	Subjects	n2-jn	Subject's	subject	0
also	also	av	also	also	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
should	should	vmd	should	shall	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
have	have	vhi	have	have	0
failed	failed	vvn	failed	fail	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
contented	contented	vvn	contented	content	0
that	that	d	that	that	0
Faction	Faction	n1	Faction	faction	0
,	,	,	,	,	0
(	(	(	(	(	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
Faction	Faction	n1	Faction	faction	0
,	,	,	,	,	0
never	never	av-x	never	never	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
any	any	d	any	any	0
grateful	grateful	j	grateful	grateful	0
acknowledgment	acknowledgment	n1	acknowledgment	acknowledgement	0
for	for	p-acp	for	for	0
benefits	benefits	n2	benefits	benefit	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
always	always	av	always	always	0
abuse	abuse	vvi	abuse	abuse	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
prejudice	prejudice	n1	prejudice	prejudice	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
received	received	vvd	received	receive	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
never	never	av-x	never	never	0
rest	rest	vvb	rest	rest	0
until	until	c-acp	until	until	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
themselves	themselves	px32	themselves	themselves	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Benefactors	Benefactors	n2	Benefactors	benefactor	0
nothing	nothing	pix	nothing	nothing	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
,	,	,	,	,	0
or	or	cc	or	or	0
vile	vile	j	vile	vile	0
and	and	cc	and	and	0
miserable	miserable	j	miserable	miserable	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
have	have	vhb	have	have	0
animated	animated	vvn	animated	animate	0
all	all	d	all	all	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
Factions	Factions	n2	Factions	faction	0
against	against	p-acp	against	against	0
your	your	po22	your	your	0
Majesties	Majesties	n2	Majesties	majesty	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
fulfilling	fulfilling	j-vvg	fulfilling	fulfil	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
singular	singular	j	singular	singular	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
Virtues	Virtues	n2	Virtues	virtue	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
Sacred	Sacred	j	Sacred	sacred	0
person	person	n1	person	person	0
,	,	,	,	,	0
is	is	vbz	is	be	0
added	added	vvn	added	add	0
Your	Your	po22	Your	your	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Nursing	Nursing	n-vvg	Nursing	nurse	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
immediately	immediately	av-j	immediately	immediate	0
sent	sent	vvn	sent	send	0
from	from	p-acp	from	from	0
Heaven	Heaven	n1	Heaven	heaven	0
to	to	pc-acp	to	to	0
cure	cure	vvi	cure	cure	0
and	and	cc	and	and	0
repair	repair	vvi	repair	repair	0
the	the	dt	the	the	0
wounds	wounds	n2	wounds	wound	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
most	most	av-ds	most	most	0
miserably	miserably	av-j	miserably	miserable	0
distracted	distracted	vvn	distracted	distract	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
although	although	cs	although	although	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
is	is	vbz	is	be	0
descended	descended	vvn	descended	descend	0
from	from	p-acp	from	from	0
in	in	a-acp	in	in	0
∣	∣	sy	∣	∣	0
numerable	numerable	j	numerable	numerable	0
Royal	Royal	j	Royal	royal	0
Ancestors	Ancestors	n2	Ancestors	ancestor	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
Nursing	Nursing	n-vvg	Nursing	nurse	0
Fathers	Fathers	n2	Father's	father	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
are	are	vbr	are	be	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
derived	derived	vvn	derived	derive	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
the	the	dt	the	the	0
least	least	ds	least	least	0
hand	hand	n1	hand	hand	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
late	late	j	late	late	0
Sacri	Sacri	fw-la	Sacri	sacri	0
∣	∣	sy	∣	∣	0
lege	lege	fw-la	lege	lege	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
and	and	cc	and	and	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Nursing	Nursing	n-vvg	Nursing	nurse	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
and	and	cc	and	and	0
Defence	Defence	n1	Defence	defence	0
against	against	p-acp	against	against	0
her	her	po31	her	her	0
ravenous	ravenous	j	ravenous	ravenous	0
and	and	cc	and	and	0
devouring	devouring	vvg	devouring	devour	0
Ad	Ad	fw-la	Ad	ad	0
∣	∣	sy	∣	∣	0
versaries	versaries	n2	versaries	versary	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
mortal	mortal	j-jn	mortal	mortal	0
men	men	n2	men	man	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
more	more	av-dc	more	more	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ligious	ligious	j	ligious	ligious	0
Sons	Sons	n2	Sons	son	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
then	then	cs	then	than	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
Your	Your	po22	Your	your	0
Saintlike	Saintlike	j	Saintlike	saintlike	0
Father	Father	n1	Father	father	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
unequal	unequal	j	unequal	unequal	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
unjust	unjust	j	unjust	unjust	0
then	then	av	then	then	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
sufferings	sufferings	n2	sufferings	suffering	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
so	so	av	so	so	0
just	just	j	just	just	0
,	,	,	,	,	0
so	so	av	so	so	0
religious	religious	j	religious	religious	0
,	,	,	,	,	0
caused	caused	vvd	caused	cause	0
by	by	p-acp	by	by	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stians	stians	n2	stians	stian	0
,	,	,	,	,	0
Your	Your	po22	Your	your	0
natural	natural	j	natural	natural	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
and	and	cc	and	and	0
