SIth	SIth	c-acp	SIth	sith	0
vocation	vocation	n1	vocation	vocation	0
.	.	.	.	.	1
And	And	cc	And	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
greeuouser	greeuouser	jc	greeuouser	greeuous	0
sicknesse	sicknesse	n1	sickness	sickness	0
,	,	,	,	,	0
or	or	cc	or	or	0
yet	yet	av	yet	yet	0
more	more	av-dc	more	more	0
daungerous	daungerous	j	dangerous	dangerous	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
feared	feared	vvn	feared	fear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
cōmon	cōmon	j	common	common	0
weale	weale	n1	weal	weal	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
mans	mans	n2	men	man	0
also	also	av	also	also	0
,	,	,	,	,	0
)	)	)	)	)	0
then	then	av	then	then	0
when	when	c-crq	when	when	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
members	members	n2	members	member	0
be	be	vbb	be	be	0
ill	ill	av-jn	ill	ill	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
and	and	cc	and	and	0
ordeined	ordeined	vvn	ordained	ordain	0
,	,	,	,	,	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
impossible	impossible	j	impossible	impossible	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
then	then	av	then	then	0
do	do	vdb	do	do	0
their	their	po32	their	their	0
office	office	n1	office	office	0
wel	wel	av	well	well	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
proofe	proofe	n1	proof	proof	0
herof	herof	av	hereof	hereof	0
,	,	,	,	,	0
let	let	vvb	let	let	0
vs	vs	pno12	us	we	0
behold	behold	vvi	behold	behold	0
all	all	d	all	all	0
the	the	dt	the	the	0
seigniories	seigniories	n2	signory	signory	0
&	&	cc	&	and	0
kingdoms	kingdoms	n2	kingdoms	kingdom	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
&	&	cc	&	and	0
we	we	pns12	we	we	0
shal	shal	vmb	shall	shall	0
vndoutedly	vndoutedly	av-j	undoubtedly	undoubted	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
careful	careful	j	careful	careful	0
diligence	diligence	n1	diligence	diligence	0
in	in	p-acp	in	in	0
ye	ye	pn22	you	you	0
wel	wel	av	well	well	0
choosing	choosing	vvg	choosing	choose	0
&	&	cc	&	and	0
ordering	ordering	n-vvg	ordering	order	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
ben	ben	vbn	been	be	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
continually	continually	av-j	continually	continual	0
prospered	prospered	vvd	prospered	prosper	0
,	,	,	,	,	0
and	and	cc	and	and	0
flourished	flourished	vvd	flourished	flourish	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
assoone	assoone	av	assoon	assoon	0
as	as	c-acp	as	as	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
ignoraunce	ignoraunce	n1	ignorance	ignorance	0
or	or	cc	or	or	0
negligence	negligence	n1	negligence	negligence	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
looked	looked	vvn	looked	look	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
force	force	n1	force	force	0
,	,	,	,	,	0
ambition	ambition	n1	ambition	ambition	0
,	,	,	,	,	0
fauour	fauour	n1	favour	favour	0
,	,	,	,	,	0
&	&	cc	&	and	0
auarice	auarice	n1	avarice	avarice	0
crept	crept	vvn	crept	creep	0
into	into	p-acp	into	into	0
them	them	pno32	them	they	0
,	,	,	,	,	0
straightways	straightways	av	straightways	straightway	0
they	they	pns32	they	they	0
began	began	vvd	began	begin	0
to	to	p-acp	to	to	0
And	And	cc	And	and	0
without	without	p-acp	without	without	0
seeking	seeking	vvg	seeking	seek	0
for	for	p-acp	for	for	0
other	other	j-jn	other	other	0
examples	examples	n2	examples	example	0
then	then	cs	then	than	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
,	,	,	,	,	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
thinke	thinke	vvi	think	think	0
that	that	cst	that	that	0
any	any	d	any	any	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
more	more	av-dc	more	more	0
prospered	prospered	vvd	prospered	prosper	0
the	the	dt	the	the	0
reigne	reigne	n1	reign	reign	0
of	of	pp-f	of	of	0
king	king	n1	king	king	0
Loys	Loys	vvz	Loys	loy	0
II.	II.	crd	II	ii	0
King	King	n1	King	king	0
Loys	Loys	vvz	Loys	loy	0
the	the	dt	the	the	0
II.	II.	crd	II	ii	0
of	of	pp-f	of	of	0
Fraunce	Fraunce	np1	Fraunce	France	0
.	.	.	.	.	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
name	name	n1	name	name	0
,	,	,	,	,	0
your	your	po22	your	your	0
auncestour	auncestour	n1	auncestour	auncestour	0
(	(	(	(	(	0
Syr	Syr	n1	Sir	sir	0
)	)	)	)	)	0
then	then	cs	then	than	0
his	his	po31	his	his	0
sin	sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
gular	gular	j	gular	gular	0
dexteritie	dexteritie	n1	dexterity	dexterity	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
feate	feate	n1	feat	feat	0
of	of	pp-f	of	of	0
vocation	vocation	n1	vocation	vocation	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
true	true	j	true	true	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
any	any	d	any	any	0
king	king	n1	king	king	0
bene	bene	vbn	be	be	0
before	before	p-acp	before	before	0
or	or	cc	or	or	0
sithens	sithens	p-acp	since	since	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
better	better	jc	better	better	0
skilled	skilled	vvn	skilled	skill	0
in	in	p-acp	in	in	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
meete	meete	vvb	meet	meet	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
&	&	cc	&	and	0
singularly	singularly	av-j	singularly	singular	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
authority	authority	n1	authority	authority	0
&	&	cc	&	and	0
credite	credite	n1	credit	credit	0
about	about	p-acp	about	about	0
his	his	po31	his	his	0
person	person	n1	person	person	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
in	in	p-acp	in	in	0
verie	verie	j	very	very	0
deed	deed	n1	deed	deed	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
whome	whome	ro-crq	whom	who	0
dependeth	dependeth	vvz	dependeth	depend	0
most	most	av-ds	most	most	0
good	good	j	good	good	0
and	and	cc	and	and	0
harme	harme	n1	harm	harm	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
administration	administration	n1	administration	administration	0
and	and	cc	and	and	0
gouernement	gouernement	n1	government	government	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Realme	Realme	n1	Realm	realm	0
:	:	:	:	:	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
negligence	negligence	n1	negligence	negligence	0
in	in	p-acp	in	in	0
taking	taking	vvg	taking	take	0
good	good	j	good	good	0
heede	heede	n1	heed	heed	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
oftimes	oftimes	av	oftimes	oftimes	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
seene	seene	vvn	seen	see	0
happen	happen	vvi	happen	happen	0
vnto	vnto	p-acp	unto	unto	0
kings	kings	n2	kings	king	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
chanceth	chanceth	vvz	chanceth	chance	0
vpon	vpon	p-acp	upon	upon	0
Theatres	Theatres	n2	Theatres	theatre	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
yt	yt	pn31	that	it	0
playeth	playeth	vvz	plays	play	0
the	the	dt	the	the	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
seruant	seruant	n1	servant	servant	0
,	,	,	,	,	0
cau	cau	vvn	caused	cause	0
∣	∣	sy	∣	∣	0
seth	seth	vvz	seth	se	0
himselfe	himselfe	px31	himself	himself	0
now	now	av	now	now	0
&	&	cc	&	and	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
better	better	av-jc	better	better	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
then	then	cs	then	than	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
holdeth	holdeth	vvz	holds	hold	0
the	the	dt	the	the	0
scepter	scepter	n1	sceptre	sceptre	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
scars	scars	n2	scars	scar	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
himselfe	himselfe	px31	himself	himself	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
vnderstoode	vnderstoode	vvd	understood	understand	0
:	:	:	:	:	0
And	And	cc	And	and	0
so	so	av	so	so	0
happened	happened	vvd	happened	happen	0
it	it	pn31	it	it	0
vnto	vnto	p-acp	unto	unto	0
king	king	n1	king	king	0
Agesilaus	Agesilaus	np1	Agesilaus	Agesilaus	0
,	,	,	,	,	0
Agesilaus	Agesilaus	np1	Agesilaus	Agesilaus	0
.	.	.	.	.	1
Lysander	Lysander	np1	Lysander	Lysander	0
:	:	:	:	:	0
Galba	Galba	np1	Galba	Galba	0
,	,	,	,	,	0
Ono	Ono	np1	Ono	Ono	0
∣	∣	sy	∣	∣	0
nias	nias	n1	nias	nias	0
&	&	cc	&	and	0
Lacon	Lacon	np1	Lacon	Lacon	0
.	.	.	.	.	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ambiti	ambiti	n1	ambiti	ambiti	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
enterprise	enterprise	n1	enterprise	enterprise	0
of	of	pp-f	of	of	0
Lysander	Lysander	np1	Lysander	Lysander	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
good	good	j	good	good	0
olde	olde	j	old	old	0
Emperour	Emperour	n1	Emperor	emperor	0
Galba	Galba	np1	Galba	Galba	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
arrogancie	arrogancie	n1	arrogancy	arrogancy	0
of	of	pp-f	of	of	0
Ononias	Ononias	np1	Ononias	Ononias	0
,	,	,	,	,	0
&	&	cc	&	and	0
Lacon	Lacon	np1	Lacon	Lacon	0
,	,	,	,	,	0
his	his	po31	his	his	0
seruants	seruants	n2	servants	servant	0
,	,	,	,	,	0
&	&	cc	&	and	0
sithens	sithens	p-acp	since	since	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
Also	Also	zz	Also	also	0
men	men	n2	men	man	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
thinke	thinke	vvi	think	think	0
that	that	cst	that	that	0
the	the	dt	the	the	0
infinite	infinite	j	infinite	infinite	0
disor	disor	n1	disor	disor	0
∣	∣	sy	∣	∣	0
ders	ders	n2-jn	dears	dear	0
,	,	,	,	,	0
troubles	troubles	n2	troubles	trouble	0
,	,	,	,	,	0
and	and	cc	and	and	0
confusions	confusions	n2	confusions	confusion	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
daily	daily	av-j	daily	daily	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
estates	estates	n2	estates	estate	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
be	be	vbb	be	be	0
they	they	pns32	they	they	0
Politike	Politike	j	Politic	politic	0
,	,	,	,	,	0
or	or	cc	or	or	0
Ecclesi	Ecclesi	np1	Ecclesi	Ecclesi	0
∣	∣	sy	∣	∣	0
astical	astical	j	astical	astical	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
exception	exception	n1	exception	exception	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
,	,	,	,	,	0
proceed	proceed	vvb	proceed	proceed	0
frō	frō	p-acp	from	from	0
else	else	av	else	else	0
where	where	c-crq	where	where	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
negligence	negligence	n1	negligence	negligence	0
,	,	,	,	,	0
&	&	cc	&	and	0
rechlesnesse	rechlesnesse	n1	rechlesnesse	rechlesnesse	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
tofore	tofore	av	tofore	tofore	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
feate	feate	n1	feat	feat	0
of	of	pp-f	of	of	0
vocation	vocation	n1	vocation	vocation	0
:	:	:	:	:	0
all	all	d	all	all	0
men	men	n2	men	man	0
hauing	hauing	vhg	having	have	0
ben	ben	vbn	been	be	0
indifferently	indifferently	av-j	indifferently	indifferent	0
admitted	admitted	vvn	admitted	admit	0
&	&	cc	&	and	0
receiued	receiued	vvn	received	receive	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lique	lique	n1	lique	lique	0
administration	administration	n1	administration	administration	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
that	that	cst	that	that	0
eue	eue	n1	eve	eve	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
heretofore	heretofore	av	heretofore	heretofore	0
ben	ben	vbn	been	be	0
allowed	allowed	vvn	allowed	allow	0
&	&	cc	&	and	0
aduanced	aduanced	vvd	advanced	advance	0
to	to	p-acp	to	to	0
charges	charges	n2	charges	charge	0
,	,	,	,	,	0
&	&	cc	&	and	0
dignities	dignities	n2	dignities	dignity	0
,	,	,	,	,	0
&	&	cc	&	and	0
offices	offices	n2	offices	office	0
,	,	,	,	,	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
demerite	demerite	vvb	demerit	demerit	0
,	,	,	,	,	0
and	and	cc	and	and	0
sufficiencie	sufficiencie	n1	sufficiency	sufficiency	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
vndue	vndue	j	undue	undue	0
&	&	cc	&	and	0
pernicious	pernicious	j	pernicious	pernicious	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
we	we	pns12	we	we	0
now	now	av	now	now	0
see	see	vvb	see	see	0
all	all	d	all	all	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
uerted	uerted	vvn	verted	vert	0
and	and	cc	and	and	0
mard	mard	vvn	marred	mar	0
by	by	p-acp	by	by	0
extreame	extreame	j-jn	extreme	extreme	0
confusion	confusion	n1	confusion	confusion	0
,	,	,	,	,	0
&	&	cc	&	and	0
disor	disor	n1	disor	disor	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
.	.	.	.	.	1
And	And	cc	And	and	0
therwithal	therwithal	av	therewithal	therewithal	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
worse	worse	av-jc	worse	worse	0
)	)	)	)	)	0
mens	mens	ng2	men's	man	0
wittes	wittes	n2	wits	wit	0
and	and	cc	and	and	0
vnderstandings	vnderstandings	n2	understandings	understanding	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
meane	meane	vvb	mean	mean	0
so	so	av	so	so	0
disturned	disturned	vvn	disturned	disturn	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
path	path	n1	path	path	0
and	and	cc	and	and	0
studie	studie	n1	study	study	0
of	of	pp-f	of	of	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
smally	smally	av-j	smally	small	0
regarded	regarded	vvn	regarded	regard	0
&	&	cc	&	and	0
lesse	lesse	av-dc	less	less	0
rewarded	rewarded	vvn	rewarded	reward	0
,	,	,	,	,	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
giuen	giuen	vvn	given	give	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
other	other	j-jn	other	other	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
&	&	cc	&	and	0
means	means	n2	means	mean	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
bringing	bringing	vvg	bringing	bring	0
solicitations	solicitations	n2	solicitations	solicitation	0
and	and	cc	and	and	0
secrete	secrete	j-jn	secret	secret	0
prac	prac	n1	prac	prac	0
∣	∣	sy	∣	∣	0
tises	tises	n2	tises	tise	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
monie	monie	n1	money	money	0
,	,	,	,	,	0
presentes	presentes	n2	presents	present	0
,	,	,	,	,	0
fauour	fauour	n1	favour	favour	0
,	,	,	,	,	0
and	and	cc	and	and	0
ambition	ambition	n1	ambition	ambition	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
plagues	plagues	n2	plagues	plague	0
&	&	cc	&	and	0
capital	capital	j	capital	capital	0
enimies	enimies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Com	Com	np1	Com	Com	0
¦	¦	sy	¦	¦	0
mon	mon	fw-fr	mon	mon	0
weale	weale	n1	weal	weal	0
:	:	:	:	:	0
Each	Each	d	Each	each	0
man	man	n1	man	man	0
beside	beside	p-acp	beside	beside	0
that	that	d	that	that	0
vsing	vsing	vvg	using	use	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
vo	vo	zz	vo	vo	0
∣	∣	sy	∣	∣	0
cation	cation	n1	cation	cation	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
haue	haue	vhb	have	have	0
once	once	a-acp	once	once	0
by	by	p-acp	by	by	0
hooke	hooke	n1	hook	hook	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
crooke	crooke	n1	crook	crook	0
atteined	atteined	vvn	attained	attain	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
the	the	dt	the	the	0
like	like	j	like	like	0
and	and	cc	and	and	0
very	very	j	very	very	0
selfe	selfe	n1	self	self	0
diligence	diligence	n1	diligence	diligence	0
and	and	cc	and	and	0
care	care	n1	care	care	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
bought	bought	vvn	bought	buy	0
a	a	dt	a	a	0
house	house	n1	house	house	0
or	or	cc	or	or	0
heritage	heritage	n1	heritage	heritage	0
to	to	p-acp	to	to	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
end	end	n1	end	end	0
and	and	cc	and	and	0
intent	intent	n1	intent	intent	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
what	what	r-crq	what	what	0
profite	profite	n1	profit	profit	0
or	or	cc	or	or	0
reuenue	reuenue	n1	revenue	revenue	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
liuing	liuing	vvg	living	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
The	The	dt	The	the	0
selling	selling	vvg	selling	sell	0
of	of	pp-f	of	of	0
Offices	Offices	n2	Offices	office	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
penly	penly	av-j	penly	pen	0
taunted	taunted	vvd	taunted	taunt	0
so	so	av	so	so	0
newfangled	newfangled	j	newfangled	new-fangled	0
and	and	cc	and	and	0
inconstant	inconstant	j	inconstant	inconstant	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
stay	stay	n1	stay	stay	0
,	,	,	,	,	0
assoone	assoone	av	assoon	assoon	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
entered	entered	vvn	entered	enter	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
liuing	liuing	vvg	living	live	0
,	,	,	,	,	0
they	they	pns32	they	they	0
straight	straight	av-j	straight	straight	0
seeke	seeke	vvb	seek	seek	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
or	or	cc	or	or	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
keepe	keepe	vvb	keep	keep	0
it	it	pn31	it	it	0
still	still	av	still	still	0
,	,	,	,	,	0
they	they	pns32	they	they	0
cause	cause	vvb	cause	cause	0
sun	sun	n1	sun	sun	0
∣	∣	sy	∣	∣	0
drie	drie	j	dry	dry	0
other	other	n-jn	other	other	0
and	and	cc	and	and	0
diuers	diuers	j	diverse	diverse	0
charges	charges	n2	charges	charge	0
together	together	av	together	together	0
,	,	,	,	,	0
changing	changing	vvg	changing	change	0
their	their	po32	their	their	0
roabe	roabe	n1	robe	robe	0
&	&	cc	&	and	0
fashion	fashion	n1	fashion	fashion	0
of	of	pp-f	of	of	0
liuing	liuing	vvg	living	live	0
as	as	c-acp	as	as	0
oft	oft	av	oft	oft	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
list	list	vvb	list	listen	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
publique	publique	j	public	public	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
their	their	po32	their	their	0
greedie	greedie	j	greedy	greedy	0
ambition	ambition	n1	ambition	ambition	0
and	and	cc	and	and	0
auarice	auarice	n1	avarice	avarice	0
.	.	.	.	.	1
Wherfore	Wherfore	c-crq	Wherefore	wherefore	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
maruell	maruell	vvi	marvel	marvel	0
at	at	p-acp	at	at	0
so	so	av	so	so	0
manifolde	manifolde	j	manifold	manifold	0
troubles	troubles	n2	troubles	trouble	0
,	,	,	,	,	0
inconueniences	inconueniences	n2	inconveniences	inconvenience	0
,	,	,	,	,	0
&	&	cc	&	and	0
disorders	disorders	n2	disorders	disorder	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
deed	deed	n1	deed	deed	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
pitifull	pitifull	j	pitiful	pitiful	0
then	then	cs	then	than	0
lamentable	lamentable	j	lamentable	lamentable	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
days	days	n2	days	day	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
(	(	(	(	(	0
Syr	Syr	n1	Sir	sir	0
)	)	)	)	)	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
crown	crown	vvb	crown	crown	0
by	by	p-acp	by	by	0
right	right	n-jn	right	right	0
&	&	cc	&	and	0
lawful	lawful	j	lawful	lawful	0
succession	succession	n1	succession	succession	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
hope	hope	n1	hope	hope	0
&	&	cc	&	and	0
assured	assured	j-vvn	assured	assure	0
expectation	expectation	n1	expectation	expectation	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
the	the	dt	the	the	0
giftes	giftes	n2	gifts	gift	0
,	,	,	,	,	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
&	&	cc	&	and	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tues	tues	n2	tues	tue	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
ancestours	ancestours	n2	ancestors	ancestor	0
,	,	,	,	,	0
shalbe	shalbe	vmb	shall	shall	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
hereditarie	hereditarie	j	hereditary	hereditary	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
then	then	cs	then	than	0
this	this	d	this	this	0
souereigne	souereigne	j-jn	sovereign	sovereign	0
,	,	,	,	,	0
royall	royall	j	royal	royal	0
,	,	,	,	,	0
&	&	cc	&	and	0
diuine	diuine	vvi	divine	divine	0
au	au	fw-fr	au	au	0
∣	∣	sy	∣	∣	0
thoritie	thoritie	n1	thoritie	thoritie	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
:	:	:	:	:	0
and	and	cc	and	and	0
my	my	po11	my	my	0
self	self	n1	self	self	0
being	being	vbg	being	be	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
obedient	obedient	j	obedient	obedient	0
