WHereas	WHereas	cs	WHereas	whereas	0
shall	shall	vmb	shall	shall	0
henceforth	henceforth	av	henceforth	henceforth	0
by	by	p-acp	by	by	0
speech	speech	n1	speech	speech	0
or	or	cc	or	or	0
writing	writing	n1	writing	writing	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
way	way	n1	way	way	0
notwithstand	notwithstand	vvi	notwithstand	notwithstand	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
these	these	d	these	these	0
Our	Our	po12	Our	our	0
right	right	j-jn	right	right	0
,	,	,	,	,	0
hearty	hearty	j	hearty	hearty	0
,	,	,	,	,	0
faithful	faithful	j	faithful	faithful	0
,	,	,	,	,	0
and	and	cc	and	and	0
solemn	solemn	j	solemn	solemn	0
Protestations	Protestations	n2	Protestations	protestation	0
made	made	vvn	made	make	0
before	before	p-acp	before	before	0
Him	Him	pno31	Him	he	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Deputy	Deputy	n1	Deputy	deputy	0
We	We	pns12	We	we	0
are	are	vbr	are	be	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
and	and	cc	and	and	0
every	every	d	every	every	0
intention	intention	n1	intention	intention	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Popish	Popish	j	Popish	popish	0
Innovation	Innovation	n1	Innovation	innovation	0
)	)	)	)	)	0
be	be	vbb	be	be	0
so	so	av	so	so	0
ungracious	ungracious	j	ungracious	ungracious	0
and	and	cc	and	and	0
presumptuous	presumptuous	j	presumptuous	presumptuous	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
vent	vent	vvi	vent	vent	0
any	any	d	any	any	0
poisoned	poisoned	j-vvn	poisoned	poison	0
conceits	conceits	n2	conceits	conceit	0
,	,	,	,	,	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
these	these	d	these	these	0
develish	develish	j	devilish	devilish	0
aspersions	aspersions	n2	aspersions	aspersion	0
and	and	cc	and	and	0
jealousies	jealousies	n2	jealousies	jealousy	0
upon	upon	p-acp	upon	upon	0
Our	Our	po12	Our	our	0
Royal	Royal	j	Royal	royal	0
and	and	cc	and	and	0
Godly	Godly	j	Godly	godly	0
proceedings	proceedings	n2-vvg	proceedings	proceed	0
,	,	,	,	,	0
We	We	pns12	We	we	0
require	require	vvb	require	require	0
all	all	d	all	all	0
Our	Our	po12	Our	our	0
loyal	loyal	j	loyal	loyal	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
forth	forth	av	forth	forth	0
∣	∣	sy	∣	∣	0
with	with	p-acp	with	with	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
same	same	d	same	same	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
Magistrate	Magistrate	n1	Magistrate	magistrate	0
,	,	,	,	,	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
or	or	cc	or	or	0
Civil	Civil	j	Civil	civil	0
:	:	:	:	:	0
And	And	cc	And	and	0
We	We	pns12	We	we	0
straightly	straightly	av-j	straightly	straight	0
charge	charge	vvb	charge	charge	0
all	all	d	all	all	0
Ordinaries	Ordinaries	n2-j	Ordinaries	ordinary	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
other	other	j-jn	other	other	0
person	person	n1	person	person	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thority	thority	n1	thority	thority	0
under	under	p-acp	under	under	0
Vs	Vs	pno12	Us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
answer	answer	vvi	answer	answer	0
the	the	dt	the	the	0
contra	contra	fw-la	contra	contra	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
utmost	utmost	j	utmost	utmost	0
peril	peril	n1	peril	peril	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
use	use	vvb	use	use	0
no	no	dx	no	no	0
palliati	palliati	n1	palliati	palliati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
connivance	connivance	n1	connivance	connivance	0
or	or	cc	or	or	0
delay	delay	n1	delay	delay	0
therein	therein	av	therein	therein	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
taking	taking	vvg	taking	take	0
particular	particular	j	particular	particular	0
information	information	n1	information	information	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
passages	passages	n2	passages	passage	0
,	,	,	,	,	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
forthwith	forthwith	av	forthwith	forthwith	0
certifie	certifie	vvi	certify	certify	0
the	the	dt	the	the	0
same	same	d	same	same	0
unto	unto	p-acp	unto	unto	0
Our	Our	po12	Our	our	0
Court	Court	n1	Court	court	0
of	of	pp-f	of	of	0
Commission	Commission	n1	Commission	commission	0
for	for	p-acp	for	for	0
causes	causes	n2	causes	cause	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
there	there	a-acp	there	there	0
examined	examined	vvn	examined	examine	0
,	,	,	,	,	0
and	and	cc	and	and	0
proceeded	proceeded	vvd	proceeded	proceed	0
in	in	p-acp	in	in	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
fidelity	fidelity	n1	fidelity	fidelity	0
and	and	cc	and	and	0
tenderness	tenderness	n1	tenderness	tenderness	0
of	of	pp-f	of	of	0
Our	Our	po12	Our	our	0
Royal	Royal	j	Royal	royal	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
Vs	Vs	pno12	Us	we	0
their	their	po32	their	their	0
Soveraign	Soveraign	j-jn	Sovereign	sovereign	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Governour	Governour	n1	Governor	governor	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
asmuch	asmuch	p-acp	as	as	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
well	well	av	well	well	0
percieve	percieve	vvb	perceive	perceive	0
that	that	cst	that	that	0
the	the	dt	the	the	0
misleaders	misleaders	n2	misleaders	misleader	0
of	of	pp-f	of	of	0
Our	Our	po12	Our	our	0
well-minded	well-minded	j	well-minded	well-minded	0
people	people	n1	people	people	0
do	do	vdb	do	do	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
advan	advan	j	advan	advan	0
∣	∣	sy	∣	∣	0
tage	tage	n1	tage	tage	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
nourishing	nourishing	j-vvg	nourishing	nourish	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
distemper	distemper	n1	distemper	distemper	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
Rites	Rites	n2	Rites	rite	0
and	and	cc	and	and	0
Ce	Ce	fw-fr	Ce	ce	0
∣	∣	sy	∣	∣	0
remonies	remonies	n2	remonies	remony	0
or	or	cc	or	or	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
are	are	vbr	are	be	0
now	now	av	now	now	0
insisted	insisted	vvd	insisted	insist	0
upon	upon	p-acp	upon	upon	0
but	but	p-acp	but	but	0
only	only	j	only	only	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
Diocesses	Diocesses	n2	Dioceses	diocese	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
generally	generally	av-j	generally	general	0
revived	revived	vvn	revived	revive	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
places	places	n2	places	place	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
constantly	constantly	av-j	constantly	constant	0
and	and	cc	and	and	0
uniform	uniform	j	uniform	uniform	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
practised	practised	vvn	practised	practise	0
thorowout	thorowout	p-acp	throughout	throughout	0
all	all	d	all	all	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
of	of	pp-f	of	of	0
Our	Our	po12	Our	our	0
Realm	Realm	n1	Realm	realm	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereupon	thereupon	av	thereupon	thereupon	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
liable	liable	j	liable	liable	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
quar	quar	fw-la	quar	quar	0
∣	∣	sy	∣	∣	0
relled	relled	j	relled	relled	0
and	and	cc	and	and	0
opposed	opposed	vvn	opposed	oppose	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
who	who	r-crq	who	who	0
use	use	vvb	use	use	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
;	;	;	;	;	0
We	We	pns12	We	we	0
therefore	therefore	av	therefore	therefore	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Our	Our	po12	Our	our	0
Princely	Princely	j	Princely	princely	0
inclination	inclination	n1	inclination	inclination	0
to	to	p-acp	to	to	0
Vniformity	Vniformity	n1	Uniformity	uniformity	0
and	and	cc	and	and	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
matters	matters	n2	matters	matter	0
especially	especially	av-j	especially	especial	0
that	that	cst	that	that	0
concern	concern	vvb	concern	concern	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
worship	worship	n1	worship	worship	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
proposing	proposing	vvg	proposing	propose	0
to	to	p-acp	to	to	0
Our	Our	po12	Our	our	0
Self	Self	n1	Self	self	0
herein	herein	av	herein	herein	0
the	the	dt	the	the	0
pious	pious	j	pious	pious	0
examples	examples	n2	examples	example	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
Edward	Edward	np1	Edward	Edward	0
the	the	dt	the	the	0
sixth	sixth	ord	sixth	six	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Queen	Queen	n1	Queen	queen	0
Elizabeth	Elizabeth	np1	Elizabeth	Elizabeth	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
sent	sent	vvd	sent	send	0
forth	forth	av	forth	forth	0
Injunctions	Injunctions	n2	Injunctions	injunction	0
,	,	,	,	,	0
and	and	cc	and	and	0
Orders	Orders	n1	Order	order	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
Divine	Divine	j-jn	Divine	divine	0
Ser	Ser	zz	Ser	ser	0
∣	∣	sy	∣	∣	0
vice	vice	n1	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Our	Our	po12	Our	our	0
dear	dear	j-jn	dear	dear	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
blessed	blessed	j-vvn	blessed	bless	0
memory	memory	n1	memory	memory	0
,	,	,	,	,	0
King	King	n1	King	king	0
James	James	np1	James	James	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
published	published	vvd	published	publish	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
Constitutions	Constitutions	n2	Constitutions	constitution	0
and	and	cc	and	and	0
Canons	Canons	n2	Canons	canon	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
;	;	;	;	;	0
and	and	cc	and	and	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
Par	Par	np1	Par	Par	0
∣	∣	sy	∣	∣	0
liament	liament	n1	liament	liament	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
behalf	behalf	n1	behalf	behalf	0
)	)	)	)	)	0
having	having	vhg	having	have	0
fully	fully	av-j	fully	full	0
advised	advised	vvn	advised	advise	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
with	with	p-acp	with	with	0
Our	Our	po12	Our	our	0
Metropolitan	Metropolitan	j-jn	Metropolitan	metropolitan	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
Our	Our	po12	Our	our	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
missioners	missioners	n2	missioners	missioner	0
authorised	authorised	vvn	authorised	authorise	0
under	under	p-acp	under	under	0
Our	Our	po12	Our	our	0
great	great	j	great	great	0
Seal	Seal	n1	Seal	seal	0
for	for	p-acp	for	for	0
causes	causes	n2	causes	cause	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
,	,	,	,	,	0
have	have	vhb	have	have	0
thought	thought	vvn	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
them	them	pno32	them	they	0
free	free	j	free	free	0
leave	leave	n1	leave	leave	0
to	to	pc-acp	to	to	0
treat	treat	vvi	treat	treat	0
in	in	p-acp	in	in	0
Convocation	Convocation	n1	Convocation	convocation	0
;	;	;	;	;	0
and	and	cc	and	and	0
agree	agree	vvb	agree	agree	0
upon	upon	p-acp	upon	upon	0
certain	certain	j	certain	certain	0
other	other	j-jn	other	other	0
Canons	Canons	n2	Canons	canon	0
necessary	necessary	j	necessary	necessary	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ad	ad	vvi	and	add	0
∣	∣	sy	∣	∣	0
vancement	vancement	n1	vancement	vancement	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
the	the	dt	the	the	0
edifying	edifying	n-vvg	edifying	edify	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
due	due	j-jn	due	due	0
reverence	reverence	n1	reverence	reverence	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
blessed	blessed	j-vvn	blessed	bless	0
My	My	po11	My	my	0
∣	∣	sy	∣	∣	0
steries	steries	n2	steries	stery	0
and	and	cc	and	and	0
Sacraments	Sacraments	n2	Sacraments	sacrament	0
:	:	:	:	:	0
that	that	d	that	that	0
as	as	c-acp	as	as	0
We	We	pns12	We	we	0
ever	ever	av	ever	ever	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
assistance	assistance	n1	assistance	assistance	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
alone	alone	av-j	alone	alone	0
We	We	pns12	We	we	0
Reign	Reign	vvi	Reign	reign	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
ever	ever	av	ever	ever	0
so	so	av	so	so	0
continue	continue	vvi	continue	continue	0
careful	careful	j	careful	careful	0
and	and	cc	and	and	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
cut	cut	vvi	cut	cut	0
off	off	a-acp	off	off	0
Superstition	Superstition	n1	Superstition	superstition	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
so	so	av	so	so	0
We	We	pns12	We	we	0
may	may	vmb	may	may	0
no	no	av-dx	no	no	0
less	less	av-dc	less	less	0
expel	expel	vvi	expel	expel	0
Irreverence	Irreverence	n1	Irreverence	irreverence	0
and	and	cc	and	and	0
Profaneness	Profaneness	n1	Profaneness	profaneness	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
Almighty	Almighty	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
bless	bless	vvi	bless	bless	0
Vs	Vs	pno12	Us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
Church	Church	n1	Church	church	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
Our	Our	po12	Our	our	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
at	at	p-acp	at	at	0
once	once	a-acp	once	once	0
return	return	vvi	return	return	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
true	true	j	true	true	0
former	former	j	former	former	0
splendour	splendour	n1	splendour	splendour	0
of	of	pp-f	of	of	0
Vniformity	Vniformity	n1	Uniformity	uniformity	0
,	,	,	,	,	0
Devotion	Devotion	n1	Devotion	devotion	0
,	,	,	,	,	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
the	the	dt	the	the	0
lustre	lustre	n1	lustre	lustre	0
whereof	whereof	c-crq	whereof	whereof	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
years	years	n2	years	year	0
by-past	by-past	j	bypast	bypast	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
overmuch	overmuch	av	overmuch	overmuch	0
obscured	obscured	vvn	obscured	obscure	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
devices	devices	n2	devices	device	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
ill-affected	ill-affected	j	ill-affected	ill-affected	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
sacred	sacred	j	sacred	sacred	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
long	long	av-j	long	long	0
stood	stood	vvn	stood	stand	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
very	very	j	very	very	0
beginning	beginning	n1	beginning	beginning	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Reformation	Reformation	n1	Reformation	reformation	0
,	,	,	,	,	0
and	and	cc	and	and	0
through	through	p-acp	through	through	0
inadvertency	inadvertency	n1	inadvertency	inadvertency	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
in	in	p-acp	in	in	0
Authority	Authority	n1	Authority	authority	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
under	under	p-acp	under	under	0
Vs	Vs	pno12	Us	we	0
:	:	:	:	:	0
We	We	pns12	We	we	0
therefore	therefore	av	therefore	therefore	0
by	by	p-acp	by	by	0
vertue	vertue	n1	virtue	virtue	0
of	of	pp-f	of	of	0
Our	Our	po12	Our	our	0
Prerogative	Prerogative	n1	Prerogative	prerogative	0
Royal	Royal	j	Royal	royal	0
,	,	,	,	,	0
and	and	cc	and	and	0
supreme	supreme	j	supreme	supreme	0
Authority	Authority	n1	Authority	authority	0
in	in	p-acp	in	in	0
causes	causes	n2	causes	cause	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Our	Our	po12	Our	our	0
several	several	j	several	several	0
and	and	cc	and	and	0
respective	respective	j	respective	respective	0
Letters	Letters	n2	Letters	letter	0
Patents	Patents	n2	Patents	patent	0
under	under	p-acp	under	under	0
Our	Our	po12	Our	our	0
Great	Great	j	Great	great	0
Seal	Seal	n1	Seal	seal	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
dated	dated	vvn	dated	date	0
the	the	dt	the	the	0
fifteenth	fifteenth	ord	fifteenth	fifteen	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
April	April	np1	April	April	0
now	now	av	now	now	0
last	last	vvi	last	last	0
past	past	j	past	past	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
twelfth	twelfth	ord	twelfth	twelve	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
May	May	vmb	May	may	0
then	then	av	then	then	0
next	next	ord	next	next	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Province	Province	n1	Province	province	0
of	of	pp-f	of	of	0
Canter	Canter	np1	Canter	Canter	0
∣	∣	sy	∣	∣	0
bury	bury	vvb	bury	bury	0
:	:	:	:	:	0
And	And	cc	And	and	0
by	by	p-acp	by	by	0
Our	Our	po12	Our	our	0
like	like	j	like	like	0
Letters	Letters	n2	Letters	letter	0
Patents	Patents	n2	Patents	patent	0
dated	dated	vvn	dated	date	0
the	the	dt	the	the	0
seven	seven	crd	seven	seven	0
and	and	cc	and	and	0
twentieth	twentieth	ord	twentieth	twenty	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
month	month	n1	month	month	0
of	of	pp-f	of	of	0
A	A	np1	A	A	0
∣	∣	sy	∣	∣	0
pril	pril	n1	pril	pril	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
twentieth	twentieth	ord	twentieth	twenty	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
month	month	n1	month	month	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Province	Province	n1	Province	province	0
of	of	pp-f	of	of	0
York	York	np1	York	York	0
,	,	,	,	,	0
did	did	vdd	did	do	0
give	give	vvi	give	give	0
and	and	cc	and	and	0
grant	grant	vvi	grant	grant	0
full	full	j	full	full	0
,	,	,	,	,	0
free	free	j	free	free	0
,	,	,	,	,	0
and	and	cc	and	and	0
lawful	lawful	j	lawful	lawful	0
liberty	liberty	n1	liberty	liberty	0
,	,	,	,	,	0
license	license	n1	license	licence	0
,	,	,	,	,	0
power	power	n1	power	power	0
and	and	cc	and	and	0
authority	authority	n1	authority	authority	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Lord	Lord	n1	Lord	lord	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
of	of	pp-f	of	of	0
Canterbury	Canterbury	np1	Canterbury	Canterbury	0
,	,	,	,	,	0
President	President	n1	President	precedent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Convocation	Convocation	n1	Convocation	convocation	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Province	Province	n1	Province	province	0
of	of	pp-f	of	of	0
Canterbury	Canterbury	np1	Canterbury	Canterbury	0
,	,	,	,	,	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Lord	Lord	n1	Lord	lord	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
of	of	pp-f	of	of	0
York	York	np1	York	York	0
,	,	,	,	,	0
President	President	n1	President	precedent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	vvn	said	say	0
Con	Con	fw-mi	Con	con	0
∣	∣	sy	∣	∣	0
vocation	vocation	n1	vocation	vocation	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Province	Province	n1	Province	province	0
of	of	pp-f	of	of	0
York	York	np1	York	York	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bishops	Bishops	n2	Bishops	bishop	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Provinces	Provinces	n2	Provinces	province	0
,	,	,	,	,	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
all	all	d	all	all	0
Deans	Deans	np1	Deans	Deans	0
of	of	pp-f	of	of	0
Cathedral	Cathedral	n1	Cathedral	cathedral	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
Archdeacons	Archdeacons	ng1	Archdeacons	archdeacon	0
,	,	,	,	,	0
Chapters	Chapters	n2	Chapters	chapter	0
and	and	cc	and	and	0
Colledges	Colledges	n2	Colleges	college	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Clergy	Clergy	n1	Clergy	clergy	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
several	several	j	several	several	0
Diocess	Diocess	n1	Diocese	diocese	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
several	several	j	several	several	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
vinces	vinces	fw-la	vinces	vinces	0
,	,	,	,	,	0
and	and	cc	and	and	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
and	and	cc	and	and	0
might	might	vmd	might	may	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
,	,	,	,	,	0
during	during	p-acp	during	during	0
the	the	dt	the	the	0
Present	Present	j	Present	present	0
Par	Par	fw-fr	Par	par	0
∣	∣	sy	∣	∣	0
liament	liament	n1	liament	liament	0
,	,	,	,	,	0
and	and	cc	and	and	0
further	further	av-jc	further	further	0
during	during	p-acp	during	during	0
Our	Our	po12	Our	our	0
will	will	n1	will	will	0
and	and	cc	and	and	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sure	sure	av-j	sure	sure	0
,	,	,	,	,	0
confer	confer	vvb	confer	confer	0
,	,	,	,	,	0
treat	treat	vvb	treat	treat	0
,	,	,	,	,	0
debate	debate	n1	debate	debate	0
,	,	,	,	,	0
consider	consider	vvb	consider	consider	0
,	,	,	,	,	0
consult	consult	vvb	consult	consult	0
,	,	,	,	,	0
and	and	cc	and	and	0
agree	agree	vvi	agree	agree	0
of	of	pp-f	of	of	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
Canons	Canons	n2	Canons	canon	0
,	,	,	,	,	0
Orders	Orders	n1	Order	order	0
,	,	,	,	,	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
and	and	cc	and	and	0
Constitutions	Constitutions	n2	Constitutions	constitution	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
think	think	vvi	think	think	0
necessary	necessary	j	necessary	necessary	0
,	,	,	,	,	0
fit	fit	j	fit	fit	0
and	and	cc	and	and	0
convenient	convenient	j	convenient	convenient	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
honor	honor	n1	honour	honour	0
and	and	cc	and	and	0
