Dearely	Dearely	av-jn	Dearly	dear	0
be	be	vbi	be	be	0
furnished	furnished	vvn	furnished	furnish	0
with	with	p-acp	with	with	0
ability	ability	n1	ability	ability	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
all	all	d	all	all	0
obje	obje	fw-fr	obje	obje	0
∣	∣	sy	∣	∣	0
ctions	ctions	n2	ctions	ction	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
made	made	vvn	made	make	0
to	to	p-acp	to	to	0
invalid	invalid	j	invalid	invalid	0
,	,	,	,	,	0
weaken	weaken	vvi	weaken	weaken	0
or	or	cc	or	or	0
innervate	innervate	vvi	innervate	innervate	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
committed	committed	vvn	committed	commit	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
patronaged	patronaged	vvn	patronaged	patronage	0
,	,	,	,	,	0
defended	defended	vvn	defended	defend	0
and	and	cc	and	and	0
spoken	spoken	vvn	spoken	speak	0
for	for	p-acp	for	for	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
which	which	r-crq	which	which	0
respects	respects	vvz	respects	respect	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
joyfully	joyfully	av-j	joyfully	joyful	0
presented	presented	vvn	presented	present	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
being	being	vbg	being	be	0
very	very	av	very	very	0
sensible	sensible	j	sensible	sensible	0
and	and	cc	and	and	0
willingly	willingly	av-j	willingly	willing	0
acknowledging	acknowledging	vvg	acknowledging	acknowledge	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
you	you	pn22	you	you	0
instruments	instruments	n2	instruments	instrument	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
consent	consent	vvi	consent	consent	0
unto	unto	p-acp	unto	unto	0
and	and	cc	and	and	0
conclude	conclude	vvi	conclude	conclude	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
and	and	cc	and	and	0
instruct	instruct	vvi	instruct	instruct	0
mee	mee	pno11	me	i	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
or	or	cc	or	or	0
such	such	d	such	such	0
like	like	j	like	like	0
principles	principles	n2	principles	principle	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
unto	unto	p-acp	unto	unto	0
my	my	po11	my	my	0
edification	edification	n1	edification	edification	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
cannot	cannot	vmbx	cannot	can	0
but	but	cc-acp	but	but	0
bee	bee	vbi	be	be	0
able	able	j	able	able	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
God	God	np1	God	God	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
discerne	discerne	vvi	discern	discern	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
benefit	benefit	n1	benefit	benefit	0
,	,	,	,	,	0
and	and	cc	and	and	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
answering	answering	n-vvg	answering	answer	0
of	of	pp-f	of	of	0
objections	objections	n2	objections	objection	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
Adversarie	Adversarie	n1	Adversary	adversary	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
knowing	knowing	vvg	knowing	know	0
very	very	av	very	very	0
well	well	av	well	well	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
solemne	solemne	j	solemn	solemn	0
exercises	exercises	n2	exercises	exercise	0
,	,	,	,	,	0
gaine-say	gaine-say	vvi	gainsay	gainsay	0
∣	∣	sy	∣	∣	0
ers	ers	uh	ers	ers	0
being	being	vbg	being	be	0
present	present	j	present	present	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
beene	beene	vbn	been	be	0
brought	brought	vvn	brought	bring	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
before	before	p-acp	before	before	0
worldly	worldly	j	worldly	worldly	0
Governours	Governours	n2	Governors	governor	0
,	,	,	,	,	0
Church-Assemblies	Church-Assemblies	n2	Church-Assemblies	church-assembly	0
,	,	,	,	,	0
and	and	cc	and	and	0
Jewish	Jewish	jp	Jewish	jewish	0
Senedrions	Senedrions	n2	Senedrions	senedrion	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
appeared	appeared	vvn	appeared	appear	0
a	a	dt	a	a	0
spirit	spirit	n1	spirit	spirit	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
resist	resist	vvi	resist	resist	0
or	or	cc	or	or	0
gaine-say	gaine-say	vvi	gainsay	gainsay	0
that	that	d	that	that	0
wisdome	wisdome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
spirit	spirit	n1	spirit	spirit	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
spokenAct	spokenAct	vvi	spokenAct	spokenact	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	0
10	10	crd	10	10	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
spirit	spirit	n1	spirit	spirit	0
uttereth	uttereth	vvz	utters	utter	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
freely	freely	av-j	freely	free	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
PersonsRom	PersonsRom	np1	PersonsRom	PersonsRom	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
11.	11.	crd	11.	11.	1
Acts	Acts	np1	Acts	Acts	0
10.	10.	crd	10.	10.	0
34	34	crd	34	34	0
35.	35.	crd	35.	35.	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
Congregations	Congregations	n2	Congregations	congregation	0
and	and	cc	and	and	0
Assem	Assem	fw-la	Assem	assem	0
∣	∣	sy	∣	∣	0
blies	blies	n2	blies	bly	0
of	of	pp-f	of	of	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
giving	giving	vvg	giving	give	0
words	words	n2	words	word	0
for	for	p-acp	for	for	0
edification	edification	n1	edification	edification	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
sometimes	sometimes	av	sometime	sometime	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
sometimes	sometimes	av	sometime	sometime	0
in	in	p-acp	in	in	0
ano	ano	fw-la	ano	ano	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
flesh	flesh	n1	flesh	flesh	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
silent	silent	j	silent	silent	0
before	before	p-acp	before	before	0
himZach	himZach	n1	himZach	himzach	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
12	12	crd	12	12	0
,	,	,	,	,	1
13.	13.	crd	13.	13.	0
,	,	,	,	,	0
and	and	cc	and	and	0
onely	onely	av-j	only	only	0
listen	listen	vvi	listen	listen	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Oracle	Oracle	n1	Oracle	oracle	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
bee	bee	n1	bee	bee	0
is	is	vbz	is	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
utter	utter	vvi	utter	utter	0
it1	it1	n1	it1	it1	0
Pet.	Pet.	np1	Pet.	Pet.	1
4.	4.	crd	4.	4.	0
11.	11.	crd	11.	11.	1
;	;	;	;	;	0
for	for	c-acp	for	for	0
yee	yee	pn22	ye	you	0
may	may	vmb	may	may	0
all	all	d	all	all	0
prophecy	prophecy	n1	prophecy	prophecy	0
one	one	crd	one	one	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
edification	edification	n1	edification	edification	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
bee	bee	vbi	be	be	0
revealed	revealed	vvn	revealed	reveal	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
that	that	cst	that	that	0
sits	sits	vvz	sits	sit	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
first	first	ord	first	first	0
hold	hold	vvi	hold	hold	0
his	his	po31	his	his	0
peace1	peace1	n1	peace1	peace1	0
Cor.	Cor.	np1	Cor.	Cor.	1
14.	14.	crd	14.	14.	0
29	29	crd	29	29	0
,	,	,	,	,	1
30	30	crd	30	30	0
,	,	,	,	,	0
31.	31.	crd	31.	31.	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
great	great	j	great	great	0
Saint	Saint	n1	Saint	saint	0
or	or	cc	or	or	0
holy	holy	j	holy	holy	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
confusion	confusion	n1	confusion	confusion	0
like	like	av-j	like	like	0
that	that	d	that	that	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
BabelTo	BabelTo	np1	BabelTo	BabelTo	0
speak	speak	vvb	speak	speak	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
verie	verie	j	very	very	0
one	one	pi	one	one	0
a	a	dt	a	a	0
several	several	j	several	several	0
lan	lan	zz	lan	lan	0
∣	∣	sy	∣	∣	0
guage	guage	n1	guage	guage	0
.	.	.	.	.	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
word	word	n1	word	word	0
signifies	signifies	vvz	signifies	signify	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
unity	unity	n1	unity	unity	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
every	every	d	every	every	0
Saint	Saint	n1	Saint	saint	0
is	is	vbz	is	be	0
one	one	pi	one	one	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
like	like	j	like	like	0
share	share	n1	share	share	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
particular	particular	j	particular	particular	0
grace	grace	n1	grace	grace	0
utte	utte	vvi	utte	utte	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
or	or	cc	or	or	0
exercised	exercised	vvn	exercised	exercise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
case	case	n1	case	case	0
the	the	dt	the	the	0
lamps	lamps	n2	lamps	lamp	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
be	be	vbb	be	be	0
trimedExod	trimedExod	j	trimedExod	trimedexod	0
.	.	.	.	.	1
27.	27.	crd	27.	27.	0
20.	20.	crd	20.	20.	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
boules	boules	n2	bouls	bowl	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
golden	golden	j	golden	golden	0
candlesticks	candlesticks	n2	candlesticks	candlestick	0
rightly	rightly	av-jn	rightly	right	0
filled	filled	vvn	filled	fill	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
two	two	crd	two	two	0
pipes	pipes	n2	pipes	pipe	0
that	that	cst	that	that	0
empty	empty	vvb	empty	empty	0
themselves	themselves	px32	themselves	themselves	0
into	into	p-acp	into	into	0
themZech	themZech	n1	themZech	themzech	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	0
11	11	crd	11	11	0
,	,	,	,	,	1
12	12	crd	12	12	0
,	,	,	,	,	0
13	13	crd	13	13	0
,	,	,	,	,	0
14.	14.	crd	14.	14.	0
,	,	,	,	,	0
otherwise	otherwise	av	otherwise	otherwise	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
find	find	vvb	find	find	0
the	the	dt	the	the	0
Ministery	Ministery	n1	Ministry	ministry	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
so	so	av	so	so	0
monopolized	monopolized	vvn	monopolized	monopolize	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
tyed	tyed	vvn	tied	tie	0
unto	unto	p-acp	unto	unto	0
one	one	pi	one	one	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
or	or	cc	or	or	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
one	one	pi	one	one	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
justified	justified	vvn	justified	justify	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
head	head	n1	head	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
prerogative	prerogative	n1	prerogative	prerogative	0
royall	royall	j	royal	royal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
great	great	j	great	great	0
heards-man	heards-man	n1	herdsman	herdsman	0
,	,	,	,	,	0
shepheard	shepheard	n1	shepherd	shepherd	0
,	,	,	,	,	0
and	and	cc	and	and	0
feeder	feeder	n1	feeder	feeder	0
of	of	pp-f	of	of	0
IsraelPsal	IsraelPsal	np1	IsraelPsal	IsraelPsal	0
.	.	.	.	.	1
80.	80.	crd	80.	80.	0
1.	1.	crd	1.	1.	1
Psal.	Psal.	np1	Psal.	Psal.	0
23.	23.	crd	23.	23.	0
1.	1.	crd	1.	1.	1
Ioh.	Ioh.	np1	Ioh.	Ioh.	0
10.	10.	crd	10.	10.	0
11	11	crd	11	11	0
,	,	,	,	,	1
12	12	crd	12	12	0
,	,	,	,	,	0
13	13	crd	13	13	0
,	,	,	,	,	0
14.	14.	crd	14.	14.	1
Gen.	Gen.	np1	Gen.	Gen.	0
49.	49.	crd	49.	49.	0
24.	24.	crd	24.	24.	1
)	)	)	)	)	0
then	then	av	then	then	0
may	may	vmb	may	may	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
place	place	n1	place	place	0
vision	vision	n1	vision	vision	0
failesIsa	failesIsa	np1	failesIsa	failesIsa	0
.	.	.	.	.	1
28.	28.	crd	28.	28.	0
7.	7.	crd	7.	7.	1
Ezek.	Ezek.	np1	Ezek.	Ezek.	0
7.	7.	crd	7.	7.	0
26.	26.	crd	26.	26.	1
Ezek.	Ezek.	np1	Ezek.	Ezek.	0
13.	13.	crd	13.	13.	0
6	6	crd	6	6	0
,	,	,	,	,	1
7.	7.	crd	7.	7.	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sanctuary	Sanctuary	n1	Sanctuary	sanctuary	0
is	is	vbz	is	be	0
gone	gone	vvn	gone	go	0
out	out	av	out	out	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
hewen	hewen	vvn	hewn	hew	0
out	out	av	out	out	0
unto	unto	p-acp	unto	unto	0
themselves	themselves	px32	themselves	themselves	0
a	a	dt	a	a	0
Ministery	Ministery	n1	Ministry	ministry	0
,	,	,	,	,	0
divination	divination	n1	divination	divination	0
,	,	,	,	,	0
and	and	cc	and	and	0
vision	vision	n1	vision	vision	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
art	art	n1	art	art	0
,	,	,	,	,	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
,	,	,	,	,	0
prostrating	prostrating	vvg	prostrating	prostrate	0
themselves	themselves	px32	themselves	themselves	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
depending	depending	vvg	depending	depend	0
upon	upon	p-acp	upon	upon	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
utters	utters	vvz	utters	utter	0
himselfe	himselfe	px31	himself	himself	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
pleaseth	pleaseth	vvz	pleases	please	0
,	,	,	,	,	0
choo	choo	uh	choo	choo	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
the	the	pno32	thee	they	0
foolish	foolish	j	foolish	foolish	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
confound	confound	vvi	confound	confound	0
the	the	dt	the	the	0
wise1	wise1	n1	wise1	wise1	0
Cor.	Cor.	np1	Cor.	Cor.	1
1.	1.	crd	1.	1.	0
27	27	crd	27	27	0
,	,	,	,	,	0
28	28	crd	28	28	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
plainely	plainely	av-j	plainly	plain	0
discerne	discerne	vvi	discern	discern	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
waies	waies	n2	ways	way	0
of	of	pp-f	of	of	0
Ministery	Ministery	n1	Ministry	ministry	0
the	the	dt	the	the	0
people	people	n1	people	people	0
sits	sits	vvz	sits	sit	0
in	in	p-acp	in	in	0
darknesse	darknesse	n1	darkness	darkness	0
,	,	,	,	,	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
shadow	shadow	n1	shadow	shadow	0
and	and	cc	and	and	0
regiment	regiment	n1	regiment	regiment	0
of	of	pp-f	of	of	0
deathIer	deathIer	np1	deathIer	deathIer	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	0
4.	4.	crd	4.	4.	1
Mat.	Mat.	np1	Mat.	Mat	0
4.	4.	crd	4.	4.	0
15.	15.	crd	15.	15.	0
16.	16.	crd	16.	16.	1
Isa.	Isa.	np1	Isa.	Isa.	0
9.	9.	crd	9.	9	0
1	1	crd	1	1	0
,	,	,	,	,	1
2.	2.	crd	2.	2.	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
condition	condition	n1	condition	condition	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
speakes	speakes	vvz	speaks	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
behold	behold	vvb	behold	behold	0
the	the	dt	the	the	0
peo	peo	fw-la	peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
borrow	borrow	vvi	borrow	borrow	0
much	much	d	much	much	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
never	never	av-x	never	never	0
pay	pay	vvb	pay	pay	0
againe	againe	av	again	again	0
,	,	,	,	,	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
is	is	vbz	is	be	0
mercifull	mercifull	j	merciful	merciful	0
and	and	cc	and	and	0
giveth	giveth	vvz	gives	give	0
liberallyPsal	liberallyPsal	np1	liberallyPsal	liberallyPsal	0
.	.	.	.	.	1
37.	37.	crd	37.	37.	0
21.	21.	crd	21.	21.	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
two	two	crd	two	two	0
daughters	daughters	n2	daughters	daughter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Horse-leech	Horse-leech	n1	Horseleech	horseleech	0
,	,	,	,	,	0
they	they	pns32	they	they	0
cry	cry	vvb	cry	cry	0
give	give	vvi	give	give	0
,	,	,	,	,	0
giveProv	giveProv	np1	giveProv	giveProv	0
.	.	.	.	.	1
30.	30.	crd	30.	30.	0
15.	15.	crd	15.	15.	0
,	,	,	,	,	0
are	are	vbr	are	be	0
alwaies	alwaies	av	always	always	0
in	in	p-acp	in	in	0
want	want	n1	want	want	0
and	and	cc	and	and	0
necessity	necessity	n1	necessity	necessity	0
of	of	pp-f	of	of	0
hearing	hearing	vvg	hearing	hear	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
never	never	av-x	never	never	0
bring	bring	vvb	bring	bring	0
forth	forth	av	forth	forth	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
againe	againe	av	again	again	0
in	in	p-acp	in	in	0
publishing	publishing	vvg	publishing	publish	0
the	the	dt	the	the	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
they	they	pns32	they	they	0
never	never	av-x	never	never	0
pay	pay	vvb	pay	pay	0
againe	againe	av	again	again	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
the	the	dt	the	the	0
word	word	n1	word	word	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
put	put	vvn	put	put	0
forth	forth	av	forth	forth	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
exchangersMat	exchangersMat	n1	exchangersMat	exchangersmat	0
.	.	.	.	.	1
25.	25.	crd	25.	25.	0
27	27	crd	27	27	0
,	,	,	,	,	0
28	28	crd	28	28	0
,	,	,	,	,	0
29	29	crd	29	29	0
,	,	,	,	,	0
and	and	cc	and	and	0
binds	binds	vvz	binds	bind	0
them	them	pno32	them	they	0
over	over	a-acp	over	over	0
to	to	pc-acp	to	to	0
returne	returne	vvi	return	return	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
increase	increase	n1	increase	increase	0
and	and	cc	and	and	0
advantage	advantage	n1	advantage	advantage	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
that	that	d	that	that	0
sort	sort	n1	sort	sort	0
are	are	vbr	are	be	0
these	these	d	these	these	0
(	(	(	(	(	0
that	that	d	that	that	0
tie	tie	vvb	tie	tie	0
the	the	dt	the	the	0
Ministration	Ministration	n1	Ministration	ministration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
particular	particular	j	particular	particular	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Congregation	Congregation	n1	Congregation	congregation	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
Apo	Apo	p-acp	Upon	upon	0
∣	∣	sy	∣	∣	0
stle	stle	n1	stle	stle	0
speakes	speakes	vvz	speaks	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
ever	ever	av	ever	ever	0
learning	learning	vvg	learning	learn	0
and	and	cc	and	and	0
never	never	av-x	never	never	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth2	truth2	n1	truth2	truth2	0
Tim.	Tim.	np1	Tim.	Tim.	1
3.	3.	crd	3.	3.	0
6	6	crd	6	6	0
,	,	,	,	,	1
7	7	crd	7	7	0
,	,	,	,	,	0
8.	8.	crd	8.	8.	0
,	,	,	,	,	0
ever	ever	av	ever	ever	0
borrowing	borrowing	vvg	borrowing	borrow	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
never	never	av-x	never	never	0
found	found	vvd	found	find	0
pay	pay	n1	pay	pay	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
againPsal	againPsal	np1	againPsal	againPsal	0
.	.	.	.	.	1
37.	37.	crd	37.	37.	0
21.	21.	crd	21.	21.	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
think	think	vvb	think	think	0
and	and	cc	and	and	0
boast	boast	vvi	boast	boast	0
,	,	,	,	,	0
they	they	pns32	they	they	0
receive	receive	vvb	receive	receive	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
cheerfulnesse	cheerfulnesse	n1	cheerfulness	cheerfulness	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
no	no	dx	no	no	0
small	small	j	small	small	0
ingagements	ingagements	n2	engagements	engagement	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
maintenance	maintenance	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
brings	brings	vvz	brings	bring	0
it	it	pn31	it	it	0
,	,	,	,	,	0
