ETERNALL	ETERNALL	j	ETERNAL	eternal	0
Thou	Thou	pns21	Thou	thou	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
God	God	np1	God	God	0
,	,	,	,	,	0
art	art	n1	art	art	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
weakeones	weakeones	n2	weakeones	weakeone	0
,	,	,	,	,	0
the	the	dt	the	the	0
best	best	js	best	best	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
the	the	dt	the	the	0
surest	surest	js	surest	sure	0
Sheld	Sheld	n1	Shield	shield	0
and	and	cc	and	and	0
Buckler	Buckler	n1	Buckler	buckler	0
:	:	:	:	:	0
Shew	Shew	vvb	Show	show	0
therefore	therefore	av	therefore	therefore	0
thy	thy	po21	thy	thy	0
marueilous	marueilous	j	marvelous	marvelous	0
louing	louing	j-vvg	loving	love	0
kind	kind	n1	kind	kind	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
thou	thou	pns21	thou	thou	0
that	that	cst	that	that	0
sauest	sauest	vv2	savest	save	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
trust	trust	vvb	trust	trust	0
in	in	p-acp	in	in	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
that	that	cst	that	that	0
resist	resist	vvb	resist	resist	0
thy	thy	po21	thy	thy	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
that	that	cst	that	that	0
canst	canst	vm2	canst	can	0
mani	mani	fw-la	mani	mani	0
∣	∣	sy	∣	∣	0
fest	fest	n1	fist	fist	0
thy	thy	po21	thy	thy	0
might	might	n1	might	might	0
in	in	p-acp	in	in	0
weakenesse	weakenesse	n1	weakness	weakness	0
,	,	,	,	,	0
Bow	Bow	vvb	Bow	bow	0
the	the	dt	the	the	0
heauens	heauens	n2	heavens	heaven	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
come	come	vvb	come	come	0
downe	downe	a-acp	down	down	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvb	make	make	0
thy	thy	po21	thy	thy	0
Name	Name	n1	Name	name	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
thine	thine	po21	thine	thy	0
aduersaries	aduersaries	n2	adversaries	adversary	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Nations	Nations	n2	Nations	nation	0
may	may	vmb	may	may	0
tremble	tremble	vvi	tremble	tremble	0
at	at	p-acp	at	at	0
thy	thy	po21	thy	thy	0
presence	presence	n1	presence	presence	0
:	:	:	:	:	0
Cast	Cast	vvb	Cast	cast	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
strong	strong	j	strong	strong	0
holds	holds	n2	holds	hold	0
and	and	cc	and	and	0
high	high	j	high	high	0
conceits	conceits	n2	conceits	conceit	0
of	of	pp-f	of	of	0
proud	proud	j	proud	proud	0
Heretickes	Heretickes	n2	Heretics	heretic	0
,	,	,	,	,	0
exalted	exalted	vvn	exalted	exalt	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
the	the	dt	the	the	0
only	only	j	only	only	0
true	true	j	true	true	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
Sonne	Sonne	n1	Son	son	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
whom	whom	ro-crq	whom	who	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
sent	sent	vvn	sent	send	0
:	:	:	:	:	0
Bring	Bring	vvb	Bring	bring	0
into	into	p-acp	into	into	0
captiuitie	captiuitie	n1	captivity	captivity	0
euery	euery	d	every	every	0
thought	thought	n1	thought	thought	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
obedience	obedience	n1	obedience	obedience	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
thine	thine	po21	thine	thy	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
that	that	cst	that	that	0
then	then	cs	then	than	0
thou	thou	pns21	thou	thou	0
shouldest	shouldest	vmd2	shouldst	shall	0
rule	rule	vvi	rule	rule	0
all	all	d	all	all	0
,	,	,	,	,	0
thine	thine	po21	thine	thy	0
the	the	dt	the	the	0
power	power	n1	power	power	0
and	and	cc	and	and	0
the	the	dt	the	the	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
giuing	giuing	vvg	giving	give	0
and	and	cc	and	and	0
effecting	effecting	vvg	effecting	effect	0
all	all	d	all	all	0
good	good	j	good	good	0
things	things	n2	things	thing	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
thy	thy	po21	thy	thy	0
Sonne	Sonne	n1	Son	son	0
our	our	po12	our	our	0
Sauiour	Sauiour	n1	Saviour	saviour	0
,	,	,	,	,	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
holy	holy	j	holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
three	three	crd	three	three	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
one	one	crd	one	one	0
true	true	j	true	true	0
and	and	cc	and	and	0
euerliuing	euerliuing	j	everliving	everliving	0
God	God	np1	God	God	0
,	,	,	,	,	0
be	be	vbb	be	be	0
giuen	giuen	vvn	given	give	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
due	due	j-jn	due	due	0
is	is	vbz	is	be	0
,	,	,	,	,	0
all	all	d	all	all	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
and	and	cc	and	and	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
now	now	av	now	now	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
