Curteous	Curteous	j	Courteous	courteous	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
rejoycing	rejoycing	vvg	rejoicing	rejoice	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
greater	greater	jc	greater	great	0
Joy	Joy	n1	Joy	joy	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
behold	behold	vvi	behold	behold	0
their	their	po32	their	their	0
Children	Children	n2	Children	child	0
walking	walking	vvg	walking	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
love	love	vvi	love	love	0
and	and	cc	and	and	0
obey	obey	vvi	obey	obey	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
lead	lead	vvi	led	lead	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
improvement	improvement	n1	improvement	improvement	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
time	time	n1	time	time	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Obedient	Obedient	j	Obedient	obedient	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Parents	Parents	n2	Parents	parent	0
,	,	,	,	,	0
and	and	cc	and	and	0
Subject	Subject	j-jn	Subject	subject	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Tutors	Tutors	n2	Tutors	tutor	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
meek	meek	j	meek	meek	0
and	and	cc	and	and	0
lowly	lowly	j	lowly	lowly	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
affraid	affraid	j	afraid	afraid	0
to	to	pc-acp	to	to	0
commit	commit	vvi	commit	commit	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
Evil	Evil	j-jn	Evil	evil	0
,	,	,	,	,	0
though	though	cs	though	though	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
secret	secret	j-jn	secret	secret	0
Corner	Corner	n1	Corner	corner	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
wear	wear	vvi	wear	wear	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
needless	needless	j	needless	needless	0
or	or	cc	or	or	0
superfluous	superfluous	j	superfluous	superfluous	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
Truth	Truth	n1	Truth	truth	0
is	is	vbz	is	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
teach	teach	vvi	teach	teach	0
thee	thee	pno21	thee	thou	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
learn	learn	vvi	learn	learn	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
become	become	vvi	become	become	0
more	more	av-dc	more	more	0
Excellent	Excellent	j	Excellent	excellent	0
then	then	cs	then	than	0
thy	thy	po21	thy	thy	0
Neighbours	Neighbours	n2	Neighbours	neighbour	0
,	,	,	,	,	0
and	and	cc	and	and	0
wilt	wilt	vm2	wilt	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
seduced	seduced	vvn	seduced	seduce	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Wicked	Wicked	j	Wicked	wicked	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
let	let	vvb	let	let	0
thy	thy	po21	thy	thy	0
mind	mind	n1	mind	mind	0
out	out	av	out	out	0
after	after	p-acp	after	after	0
their	their	po32	their	their	0
vain	vain	j	vain	vain	0
and	and	cc	and	and	0
foolish	foolish	j	foolish	foolish	0
Fashions	Fashions	n2	Fashions	fashion	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
delight	delight	n1	delight	delight	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
evil	evil	j-jn	evil	evil	0
Practices	Practices	n2	Practices	practice	0
and	and	cc	and	and	0
proud	proud	j	proud	proud	0
Dresses	Dresses	n2	Dresses	dress	0
,	,	,	,	,	0
and	and	cc	and	and	0
false	false	j	false	false	0
Speech	Speech	n1	Speech	speech	0
,	,	,	,	,	0
and	and	cc	and	and	0
corrupt	corrupt	j	corrupt	corrupt	0
Communication	Communication	n1	Communication	communication	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
single	single	j	single	single	0
Language	Language	n1	Language	language	0
,	,	,	,	,	0
the	the	dt	the	the	0
plain	plain	j	plain	plain	0
and	and	cc	and	and	0
decent	decent	j	decent	decent	0
Dresses	Dresses	n2	Dresses	dress	0
and	and	cc	and	and	0
Apparel	Apparel	n1	Apparel	apparel	0
that	that	cst	that	that	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
of	of	pp-f	of	of	0
Old	Old	n1	Old	eld	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
are	are	vbr	are	be	0
Adorned	Adorned	vvn	Adorned	adorn	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
September	September	np1	September	September	0
the	the	dt	the	the	0
26th	26th	ord	26th	26th	0
1689.	1689.	crd	1689.	1689.	1
