Srs.	Srs.	np1	Srs.	Srs.	0
haue	haue	vhi	have	have	0
one	one	crd	one	one	0
Citty	Citty	n1	City	city	0
built	built	vvn	built	build	0
and	and	cc	and	and	0
dedicated	dedicated	vvn	dedicated	dedicate	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
wherem	wherem	fw-la	wherem	wherem	0
his	his	png31	his	he	0
Seruants	Seruants	n2	Servants	servant	0
who	who	r-crq	who	who	0
wait	wait	vvb	wait	wait	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Courts	Courts	n2	Courts	court	0
and	and	cc	and	and	0
Minister	Minister	vvi	Minister	minister	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Altar	Altar	n1	Altar	altar	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
honourably	honourably	av-j	honourably	honourable	0
provided	provided	vvn	provided	provide	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
that	that	cst	that	that	0
their	their	po32	their	their	0
Lineings	Lineings	n2	Linings	line	0
and	and	cc	and	and	0
fortunes	fortunes	n2	fortune's	fortune	0
may	may	vmb	may	may	0
noe	noe	dx	no	no	0
more	more	av-dc	more	more	0
be	be	vbi	be	be	0
precarions	precarions	j	precarions	precarions	0
,	,	,	,	,	0
and	and	cc	and	and	0
subject	subject	n-jn	subject	subject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Will	Will	n1	Will	will	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Shame	Shame	n1	Shame	shame	0
of	of	pp-f	of	of	0
Christianity	Christianity	np1	Christianity	Christianity	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
.	.	.	.	.	1
I	I	pns11	I	i	0
could	could	vmd	could	can	0
men	men	n2	men	man	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
what	what	q-crq	what	what	0
evill	evill	n-jn	evil	evil	0
hath	hath	vhz	hath	have	0
befaln	befaln	vvn	befallen	befall	0
the	the	dt	the	the	0
World	World	n1	World	world	0
on	on	p-acp	on	on	0
accont	accont	n1	account	account	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Ministers	Ministers	n2	Ministers	minister	0
being-chosen	being-chosen	j	being-chosen	being-chosen	0
by	by	p-acp	by	by	0
men	men	n2	men	man	0
and	and	cc	and	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
Lot	Lot	n1	Lot	lot	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
haueing	haueing	vhg	having	have	0
their	their	po32	their	their	0
allowance	allowance	n1	allowance	allowance	0
and	and	cc	and	and	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
pendance	pendance	n1	pendance	pendance	0
from	from	p-acp	from	from	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
here	here	av	here	here	0
omit	omit	vvi	omit	omit	0
it	it	pn31	it	it	0
haueing	haueing	vhg	having	have	0
spoaken	spoaken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
another	another	j-jn	another	another	0
place	place	n1	place	place	0
.	.	.	.	.	1
I	I	pns11	I	i	0
could	could	vmd	could	can	0
heartily	heartily	av-j	heartily	hearty	0
wish	wish	vvi	wish	wish	0
that	that	d	that	that	0
Christian	Christian	njp	Christian	christian	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
and	and	cc	and	and	0
all	all	d	all	all	0
Tem	Tem	n1	Tem	tem	0
∣	∣	sy	∣	∣	0
porall	porall	j	porall	porall	0
Governments	Governments	n2	Governments	government	0
would	would	vmd	would	will	0
Seriously	Seriously	av-j	Seriously	serious	0
consider	consider	vvi	consider	consider	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
Point	Point	n1	Point	point	0
.	.	.	.	.	1
Who	Who	q-crq	Who	who	0
can	can	vmb	can	can	0
tell	tell	vvi	tell	tell	0
but	but	p-acp	but	but	0
that	that	d	that	that	0
their	their	po32	their	their	0
building	building	n1	building	building	0
Such	Such	d	Such	such	0
a	a	dt	a	a	0
Citty	Citty	n1	City	city	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Dispensers	Dispensers	n2	Dispensers	dispenser	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Graces	Graces	n2	Graces	grace	0
and	and	cc	and	and	0
Blessings	Blessings	n2	Blessings	blessing	0
to	to	p-acp	to	to	0
each	each	d	each	each	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
may	may	vmb	may	may	0
dwell	dwell	vvi	dwell	dwell	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
Sweet	Sweet	j	Sweet	sweet	0
incense	incense	n1	incense	incense	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Nostrills	Nostrills	n2	Nostrils	nostril	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
some	some	d	some	some	0
measure	measure	n1	measure	measure	0
attone	attone	vvi	atone	atone	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stop	stop	vvi	stop	stop	0
the	the	dt	the	the	0
Rage	Rage	n1	Rage	rage	0
of	of	pp-f	of	of	0
Fire	Fire	n1	Fire	fire	0
and	and	cc	and	and	0
Sword	Sword	n1	Sword	sword	0
which	which	r-crq	which	which	0
at	at	p-acp	at	at	0
present	present	n1	present	present	0
layes	layes	vvz	lays	lay	0
somany	somany	n1	somany	somany	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
Cittyes	Cittyes	ng1	Cities	cities	0
wast	wast	n1	waste	waste	0
?	?	?	?	?	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
hope	hope	vvi	hope	hope	0
there	there	a-acp	there	there	0
fore	fore	a-acp	before	fore	0
,	,	,	,	,	0
That	That	cst	That	that	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Dauid	Dauid	np1	Dauid	David	0
Thought	Thought	vvd	Thought	think	0
of	of	pp-f	of	of	0
building	building	vvg	building	build	0
Gods	Gods	n2	Gods	god	0
a	a	dt	a	a	0
House	House	n1	House	house	0
)	)	)	)	)	0
soe	soe	av	so	so	0
that	that	cst	that	that	0
Some	Some	d	Some	some	0
King	King	n1	King	king	0
or	or	cc	or	or	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
deliner	deliner	n1	deliner	deliner	0
from	from	p-acp	from	from	0
many	many	d	many	many	0
Trou	Trou	fw-fr	Trou	trou	0
∣	∣	sy	∣	∣	0
bles	bles	fw-fr	bles	bles	0
,	,	,	,	,	0
and	and	cc	and	and	0
bestow	bestow	vvi	bestow	bestow	0
on	on	p-acp	on	on	0
him	him	pno31	him	he	0
Crownes	Crownes	n2	Crowns	crown	0
and	and	cc	and	and	0
victory	victory	n1	victory	victory	0
over	over	p-acp	over	over	0
his	his	po31	his	his	0
Enimyes	Enimyes	n2	Enemies	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
Establish	Establish	vvb	Establish	establish	0
him	him	pno31	him	he	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
Throne	Throne	n1	Throne	throne	0
in	in	p-acp	in	in	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
will	will	vmb	will	will	0
thinke	thinke	vvi	think	think	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
holy	holy	j	holy	holy	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
gratefull	gratefull	j	grateful	grateful	0
heart	heart	n1	heart	heart	0
build	build	vvi	built	build	0
a	a	dt	a	a	0
Royall	Royall	j	Royal	royal	0
Citty	Citty	n1	City	city	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Pattern	Pattern	n1	Pattern	pattern	0
and	and	cc	and	and	0
Example	Example	n1	Example	example	0
to	to	p-acp	to	to	0
other	other	j-jn	other	other	0
Princes	Princes	n2	Princes	prince	0
.	.	.	.	.	1
And	And	cc	And	and	0
tis	tis	pn31|vbz	this	it|be	0
my	my	po11	my	my	0
oppinion	oppinion	n1	opinion	opinion	0
that	that	cst	that	that	0
That	That	d	That	that	0
Prince	Prince	n1	Prince	prince	0
who	who	r-crq	who	who	0
first	first	ord	first	first	0
sets	sets	vvz	sets	set	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
holy	holy	j	holy	holy	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
will	will	vmb	will	will	0
as	as	a-acp	as	as	0
far	far	av-j	far	far	0
exceed	exceed	vvi	exceed	exceed	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Citty	Citty	n1	City	city	0
shall	shall	vmb	shall	shall	0
exceed	exceed	vvi	exceed	exceed	0
a	a	dt	a	a	0
house	house	n1	house	house	0
or	or	cc	or	or	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
T'or	T'or	j	T'or	t'or	0
as	as	c-acp	as	as	0
Soloman	Soloman	np1	Soloman	Soloman	0
exceed	exceed	vvi	exceed	exceed	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Kings	Kings	n2	Kings	king	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Time	Time	n1	Time	time	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
you	you	pn22	you	you	0
Therefore	Therefore	av	Therefore	therefore	0
the	the	dt	the	the	0
Preachers	Preachers	n2	Preachers	preacher	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Inhabiters	Inhabiters	n2	Inhabiters	inhabiter	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Citty	Citty	n1	City	city	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
interests	interests	n2	interests	interest	0
are	are	vbr	are	be	0
soe	soe	av	so	so	0
unhappily	unhappily	av-j	unhappily	unhappy	0
mixt	mixt	vvn	mixed	mix	0
in	in	p-acp	in	in	0
Temporalls	Temporalls	n2	Temporals	temporal	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
you	you	pn22	you	you	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
soe	soe	av	so	so	0
much	much	av-d	much	much	0
abused	abused	vvn	abused	abuse	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	q-crq	who	who	0
haue	haue	vhb	have	have	0
abused	abused	vvn	abused	abuse	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
you	you	pn22	you	you	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
soe	soe	av	so	so	0
unhappily	unhappily	av-j	unhappily	unhappy	0
and	and	cc	and	and	0
unequally	unequally	av-j	unequally	unequal	0
provided	provided	vvn	provided	provide	0
for	for	p-acp	for	for	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Late	Late	j	Late	late	0
Administration	Administration	n1	Administration	administration	0
,	,	,	,	,	0
I	I	pns11	I	i	0
addresse	addresse	vvi	address	address	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
;	;	;	;	;	0
And	And	cc	And	and	0
make	make	vvb	make	make	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
Request	Request	n1	Request	request	0
,	,	,	,	,	0
that	that	cst	that	that	0
instead	instead	av	instead	instead	0
of	of	pp-f	of	of	0
writeing	writeing	vvg	writing	write	0
,	,	,	,	,	0
disputing	disputing	vvg	disputing	dispute	0
and	and	cc	and	and	0
Preaching	Preaching	vvg	Preaching	preach	0
one	one	pi	one	one	0
against	against	p-acp	against	against	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
and	and	cc	and	and	0
instead	instead	av	instead	instead	0
of	of	pp-f	of	of	0
makeing	makeing	vvg	making	make	0
partyes	partyes	n2	parties	party	0
and	and	cc	and	and	0
Factions	Factions	n2	Factions	faction	0
,	,	,	,	,	0
and	and	cc	and	and	0
stirring	stirring	vvg	stirring	stir	0
up	up	a-acp	up	up	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Particular	Particular	j-jn	Particular	particular	0
States	States	n2	States	state	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
dwell	dwell	vvb	dwell	dwell	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
your	your	po22	your	your	0
Controversyes	Controversyes	n2	Controversies	controversy	0
and	and	cc	and	and	0
interests	interests	n2	interests	interest	0
;	;	;	;	;	0
That	That	cst	That	that	0
you	you	pn22	you	you	0
rather	rather	av-c	rather	rather	0
apply	apply	vvi	apply	apply	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
to	to	pc-acp	to	to	0
dispose	dispose	vvi	dispose	dispose	0
and	and	cc	and	and	0
move	move	vvi	move	move	0
the	the	dt	the	the	0
Hearts	Hearts	n2	Hearts	heart	0
of	of	pp-f	of	of	0
Prince	Prince	n1	Prince	prince	0
and	and	cc	and	and	0
People	People	n1	People	people	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
building	building	n1	building	building	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
Citty	Citty	n1	City	city	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
liue	liue	vvi	live	live	0
peaccably	peaccably	av-j	peaccably	peaccable	0
,	,	,	,	,	0
and	and	cc	and	and	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
wen	wen	n1	wen	wen	0
.	.	.	.	.	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
with	with	p-acp	with	with	0
ease	ease	n1	ease	ease	0
and	and	cc	and	and	0
Comfort	Comfort	n1	Comfort	comfort	0
dispence	dispence	vvi	dispense	dispense	0
the	the	dt	the	the	0
pure	pure	j	pure	pure	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
Each	Each	d	Each	each	0
Nation	Nation	n1	Nation	nation	0
.	.	.	.	.	1
This	This	d	This	this	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Honour	Honour	n1	Honour	honour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
interest	interest	n1	interest	interest	0
and	and	cc	and	and	0
happinesse	happinesse	n1	happiness	happiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
interest	interest	n1	interest	interest	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
Happinesse	Happinesse	n1	Happiness	happiness	0
of	of	pp-f	of	of	0
each	each	d	each	each	0
King	King	n1	King	king	0
and	and	cc	and	and	0
People	People	n1	People	people	0
.	.	.	.	.	1
And	And	cc	And	and	0
who	who	q-crq	who	who	0
then	then	av	then	then	0
is	is	vbz	is	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
consecrate	consecrate	vvi	consecrate	consecrate	0
his	his	po31	his	his	0
Service	Service	n1	Service	service	0
this	this	d	this	this	0
day	day	n1	day	day	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
?	?	?	?	?	1
The	The	dt	The	the	0
1	1	crd	1	1	0
Cron.	Cron.	np1	Cron.	Cron.	0
29	29	crd	29	29	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
&	&	cc	&	and	0
5	5	crd	5	5	0
verse	verse	n1	verse	verse	0
.	.	.	.	.	1
This	This	np1	This	This	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
seemes	seemes	vvz	seems	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
pleasing	pleasing	j-vvg	pleasing	please	0
Text	Text	n1	Text	text	0
then	then	av	then	then	0
,	,	,	,	,	0
Curse	Curse	vvb	Curse	curse	0
ye	ye	pn22	you	you	0
Meros	Meros	fw-la	Meros	meros	0
,	,	,	,	,	0
or	or	cc	or	or	0
Some	Some	d	Some	some	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
Name	Name	vvi	Name	name	0
,	,	,	,	,	0
I	I	pns11	I	i	0
recommend	recommend	vvb	recommend	recommend	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Demonstration	Demonstration	n1	Demonstration	demonstration	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
modell	modell	n1	model	model	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Citty	Citty	n1	City	city	0
and	and	cc	and	and	0
followeing	followeing	vvg	following	follow	0
Pages	Pages	n2	Pages	page	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
further	further	av-jc	further	further	0
adde	adde	vvi	add	add	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
when	when	c-crq	when	when	0
your	your	po22	your	your	0
Citty	Citty	n1	City	city	0
is	is	vbz	is	be	0
built	built	vvn	built	build	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Possessions	Possessions	n2	Possessions	possession	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
very	very	av	very	very	0
Thanke	Thanke	vvb	Thank	thank	0
full	full	j	full	full	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
ands	ands	n2-cc	ands	and	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
alltogether	alltogether	av	altogether	altogether	0
unmindfull	unmindfull	j	unmindful	unmindful	0
of	of	pp-f	of	of	1
