IDo	IDo	np1	IDo	IDo	0
nothynge	nothynge	pix	nothing	nothing	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
oure	oure	po12	our	our	0
dayes	dayes	n2	days	day	0
regarded	regarded	vvn	regarded	regard	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
why	why	q-crq	why	why	0
?	?	?	?	?	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
many	many	d	many	many	0
wiues	wiues	n2	wives	wife	0
at	at	p-acp	at	at	0
once	once	a-acp	once	once	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
fuse	fuse	n1	fuse	fuse	0
her	her	pno31	her	she	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
cautell	cautell	n1	cautel	cautel	0
or	or	cc	or	or	0
false	false	j	false	false	0
interpreta	interpreta	fw-la	interpreta	interpreta	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
gods	gods	n2	gods	god	0
moste	moste	av-ds	most	most	0
holy	holy	j	holy	holy	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
that	that	cst	that	that	0
mysty	mysty	j	mysty	misty	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
,	,	,	,	,	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
present	present	n1	present	present	0
but	but	p-acp	but	but	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
men	men	n2	men	man	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
)	)	)	)	)	0
a	a	dt	a	a	0
shifte	shifte	n1	shift	shift	0
of	of	pp-f	of	of	0
descante	descante	n1	descant	descant	0
.	.	.	.	.	1
O	O	sy	O	o	0
heauē	heauē	n1	heaven	heaven	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
earthe	earthe	n1	earth	earth	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
who	who	q-crq	who	who	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
that	that	cst	that	that	0
goeth	goeth	vvz	goes	go	0
aboute	aboute	p-acp	about	about	0
to	to	pc-acp	to	to	0
counsell	counsell	vvi	counsel	counsel	0
you	you	pn22	you	you	0
so	so	av	so	so	0
prudent	prudent	j	prudent	prudent	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
so	so	av	so	so	0
well	well	av	well	well	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
so	so	av	so	so	0
circumspecte	circumspecte	j	circumspect	circumspect	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
thynges	thynges	n2	things	thing	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
forehande	forehande	n1	forehand	forehand	0
proued	proued	vvd	proved	prove	0
the	the	dt	the	the	0
course	course	n1	course	course	0
and	and	cc	and	and	0
trace	trace	vvi	trace	trace	0
of	of	pp-f	of	of	0
matrimony	matrimony	n1	matrimony	matrimony	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
godly	godly	j	godly	godly	0
&	&	cc	&	and	0
plesant	plesant	j	pleasant	pleasant	0
a	a	dt	a	a	0
thinge	thinge	n1	thing	thing	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
parties	parties	n2	parties	party	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
accord	accord	n1	accord	accord	0
&	&	cc	&	and	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
Christes	Christes	npg1	Christes	Christ	0
true	true	j	true	true	0
religion	religion	n1	religion	religion	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
sayth	sayth	vvz	say	say	0
&	&	cc	&	and	0
opinion	opinion	n1	opinion	opinion	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
noble	noble	j	noble	noble	0
orator	orator	n1	orator	orator	0
Mayster	Mayster	n1	Master	master	0
Uiues	Uiues	np1	Uiues	Uiues	0
be	be	vbb	be	be	0
al	al	d	all	all	0
mens	mens	ng2	men's	man	0
guyde	guyde	n1	guide	guide	0
and	and	cc	and	and	0
counseyler	counseyler	n1	counseyler	counseyler	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
weyghty	weyghty	j	weighty	weighty	0
mater	mater	fw-la	mater	mater	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
lyke	lyke	av-j	like	like	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ware	ware	n1	ware	ware	0
of	of	pp-f	of	of	0
temerarious	temerarious	j	temerarious	temerarious	0
hastynesse	hastynesse	n1	hastynesse	hastynesse	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
beleue	beleue	vvb	believe	believe	0
not	not	xx	not	not	0
yonge	yonge	j	young	young	0
and	and	cc	and	and	0
lyght	lyght	vvi	light	light	0
counseller	counseller	n1	counseller	counseller	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
after	after	p-acp	after	after	0
light	light	j	light	light	0
credence	credence	n1	credence	credence	0
,	,	,	,	,	0
commeth	commeth	vvz	comes	come	0
heauy	heauy	j	heavy	heavy	0
repen	repen	vvb	repen	repen	0
∣	∣	sy	∣	∣	0
taunce	taunce	n1	taunce	taunce	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
god	god	n1	god	god	0
preserue	preserue	vvi	preserve	preserve	0
your	your	po22	your	your	0
mayster	mayster	vvb	master	master	0
shyppe	shyppe	n1	ship	ship	0
,	,	,	,	,	0
moste	moste	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
desyrynge	desyrynge	vvg	desiring	desire	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
this	this	d	this	this	0
my	my	po11	my	my	0
rude	rude	j	rude	rude	0
translation	translation	n1	translation	translation	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
parte	parte	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
token	token	n1	token	token	0
and	and	cc	and	and	0
a	a	dt	a	a	0
pledge	pledge	n1	pledge	pledge	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
fayned	fayned	vvn	feigned	feign	0
and	and	cc	and	and	0
cordiall	cordiall	j	cordial	cordial	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
wardes	wardes	n2	wards	ward	0
.	.	.	.	.	1
