OF	OF	pp-f	OF	of	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
lighte	lighte	n1	light	light	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
sal	sal	fw-la	sal	sal	0
∣	∣	sy	∣	∣	0
uation	uation	n1	uation	uation	0
.	.	.	.	.	1
We	We	pns12	We	we	0
had	had	vhd	had	have	0
thought	thought	vvn	thought	think	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
recei	recei	n1	recei	recei	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
their	their	po32	their	their	0
aunswere	aunswere	n1	answer	answer	0
long	long	av-j	long	long	0
agoe	agoe	av	ago	ago	0
,	,	,	,	,	0
&	&	cc	&	and	0
would	would	vmd	would	will	0
neuer	neuer	av-x	never	never	0
haue	haue	vhi	have	have	0
durste	durste	vvd	durst	dare	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
face	face	n1	face	face	0
againe	againe	av	again	again	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
nowe	nowe	av	now	now	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
continually	continually	av-j	continually	continual	0
instructed	instructed	vvn	instructed	instruct	0
from	from	p-acp	from	from	0
that	that	cst	that	that	0
same	same	d	same	same	0
enemy	enemy	n1	enemy	enemy	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
bring	bring	vvb	bring	bring	0
forth	forth	av	forth	forth	0
their	their	po32	their	their	0
olde	olde	j	old	old	0
rotten	rotten	j-vvn	rotten	rot	0
stuffe	stuffe	n1	stuff	stuff	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
new	new	j	new	new	0
Iesuites	Iesuites	np2	Iesuites	Jesuit	0
haue	haue	vhb	have	have	0
furbushed	furbushed	vvd	furbushed	furbush	0
ouer	ouer	p-acp	over	over	0
their	their	po32	their	their	0
olde	olde	j	old	old	0
argu	argu	n1	argu	argu	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
blinde	blinde	j	blind	blind	0
predecessors	predecessors	n2	predecessors	predecessor	0
,	,	,	,	,	0
&	&	cc	&	and	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
spicke	spicke	j	spick	spick	0
&	&	cc	&	and	0
spanne	spanne	j	span	span	0
newe	newe	j	new	new	0
,	,	,	,	,	0
they	they	pns32	they	they	0
offer	offer	vvb	offer	offer	0
them	them	pno32	them	they	0
vnto	vnto	p-acp	unto	unto	0
vs.	vs.	pno12	us	we	0
But	But	cc-acp	But	but	0
we	we	pns12	we	we	0
finde	finde	vvb	find	find	0
them	them	pno32	them	they	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
metall	metall	n1	metal	metal	0
.	.	.	.	.	1
This	This	np1	This	This	0
onely	onely	av-j	only	only	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
diffe	diffe	n1	diffe	diffe	0
∣	∣	sy	∣	∣	0
rence	rence	vvi	rence	rinse	0
,	,	,	,	,	0
that	that	cst	that	that	0
whereas	whereas	cs	whereas	whereas	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
language	language	n1	language	language	0
and	and	cc	and	and	0
like	like	vvi	like	like	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
nowe	nowe	av	now	now	0
they	they	pns32	they	they	0
speake	speake	vvb	speak	speak	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
dissembling	dissembling	j-vvg	dissembling	dissemble	0
voyce	voyce	n1	voice	voice	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
case	case	n1	case	case	0
to	to	pc-acp	to	to	0
couch	couch	vvi	couch	couch	0
for	for	p-acp	for	for	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whippe	whippe	n1	whip	whip	0
,	,	,	,	,	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
turned	turned	vvn	turned	turn	0
their	their	po32	their	their	0
rustie	rustie	j	rusty	rusty	0
roughnes	roughnes	n1	roughness	roughness	0
into	into	p-acp	into	into	0
some	some	d	some	some	0
smoothnes	smoothnes	n1	smoothness	smoothness	0
,	,	,	,	,	0
and	and	cc	and	and	0
like	like	j	like	like	0
Angels	Angels	n2	Angels	angel	0
of	of	pp-f	of	of	0
lighte	lighte	n1	light	light	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
some	some	d	some	some	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
tertainment	tertainment	n1	tertainment	tertainment	0
amongest	amongest	p-acp	amongst	amongst	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
infect	infect	vvi	infect	infect	0
the	the	dt	the	the	0
lande	lande	n1	land	land	0
againe	againe	av	again	again	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
idolatries	idolatries	n2	idolatries	idolatry	0
,	,	,	,	,	0
and	and	cc	and	and	0
turne	turne	vvi	turn	turn	0
vpside	vpside	av	upside	upside	0
downe	downe	p-acp	down	down	0
the	the	dt	the	the	0
quiet	quiet	j-jn	quiet	quiet	0
peace	peace	n1	peace	peace	0
the	the	dt	the	the	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
drinke	drinke	vvi	drink	drink	0
vp	vp	a-acp	up	up	0
our	our	po12	our	our	0
bloud	bloud	n1	blood	blood	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
Anti	Anti	fw-la	Anti	anti	0
∣	∣	sy	∣	∣	0
christ	christ	np1	christ	Christ	0
their	their	po32	their	their	0
head	head	n1	head	head	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
times	times	n2	times	time	0
past	past	j	past	past	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
countries	countries	n2	countries	country	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
had	had	vhn	had	have	0
entertainment	entertainment	n1	entertainment	entertainment	0
rounde	rounde	j	round	round	0
about	about	p-acp	about	about	0
vs	vs	pno12	us	we	0
;	;	;	;	;	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
strong	strong	j	strong	strong	0
flatterie	flatterie	n1	flattery	flattery	0
,	,	,	,	,	0
they	they	pns32	they	they	0
prepare	prepare	vvb	prepare	prepare	0
euen	euen	av-j	even	even	0
to	to	pc-acp	to	to	0
creepe	creepe	vvi	creep	creep	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
bosomes	bosomes	n2	bosoms	bosom	0
.	.	.	.	.	1
And	And	cc	And	and	0
hēce	hēce	av	hence	hence	0
are	are	vbr	are	be	0
those	those	d	those	those	0
speaches	speaches	n2	speeches	speech	0
vsed	vsed	vvn	used	use	0
by	by	p-acp	by	by	0
Parsons	Parsons	np1	Parsons	Parsons	0
Howlet	Howlet	n1	Howlet	owlet	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
yt	yt	pn31	that	it	0
fraudulent	fraudulent	j	fraudulent	fraudulent	0
and	and	cc	and	and	0
doubling	doubling	vvg	doubling	double	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
hath	hath	vhz	hath	have	0
presumed	presumed	vvn	presumed	presume	0
to	to	pc-acp	to	to	0
whoope	whoope	vvi	whoop	whoop	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eares	eares	n2	ears	ear	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Soueraigne	Soueraigne	j-jn	Sovereign	sovereign	0
Highnes	Highnes	n1	Highness	highness	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
dealt	dealt	vvn	dealt	deal	0
more	more	av-dc	more	more	0
fully	fully	av-j	fully	full	0
in	in	p-acp	in	in	0
another	another	j-jn	another	another	0
place	place	n1	place	place	0
,	,	,	,	,	0
now	now	av	now	now	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
but	but	p-acp	but	but	0
touch	touch	vvi	touch	touch	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
greatest	greatest	js	greatest	great	0
daunger	daunger	n1	danger	danger	0
when	when	c-crq	when	when	0
foes	foes	n2	foes	foe	0
beginne	beginne	vvb	begin	begin	0
to	to	pc-acp	to	to	0
faigne	faigne	vvi	feign	feign	0
,	,	,	,	,	0
so	so	av	so	so	0
haue	haue	vhb	have	have	0
we	we	pns12	we	we	0
greatest	greatest	js	greatest	great	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
distrust	distrust	vvi	distrust	distrust	0
these	these	d	these	these	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
weale	weale	n1	weal	weal	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
their	their	po32	their	their	0
tongues	tongues	n2	tongues	tongue	0
most	most	av-ds	most	most	0
glyb	glyb	vvb	glyb	glyb	0
and	and	cc	and	and	0
smoothe	smoothe	vvi	smooth	smoothe	0
to	to	p-acp	to	to	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
ceaue	ceaue	vvb	ceaue	ceaue	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
August	August	np1	August	August	0
.	.	.	.	.	0
in	in	p-acp	in	in	0
Psal.	Psal.	np1	Psal.	Psal.	1
9.	9.	crd	9.	9	0
that	that	d	that	that	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
saith	saith	vvz	says	say	0
verie	verie	av	very	very	0
well	well	av	well	well	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
binde	binde	vvi	bind	bind	0
mēs	mēs	ng2	men's	men	0
soules	soules	n2	souls	soul	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
sinnes	sinnes	n2	sins	sin	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
a	a	dt	a	a	0
sinner	sinner	n1	sinner	sinner	0
delighteth	delighteth	vvz	delights	delight	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
those	those	d	those	those	0
things	things	n2	things	thing	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
prouer	prouer	n1	prover	prover	0
is	is	vbz	is	be	0
feared	feared	vvn	feared	fear	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
the	the	dt	the	the	0
praiser	praiser	n1	praiser	praiser	0
is	is	vbz	is	be	0
heard	heard	vvn	herd	hear	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
therfore	therfore	av	therefore	therefore	0
more	more	dc	more	more	0
dangers	dangers	n2	dangers	danger	0
vnder	vnder	p-acp	under	under	0
ye	ye	pn22	you	you	0
tongue	tongue	n1	tongue	tongue	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
flatterer	flatterer	n1	flatterer	flatterer	0
,	,	,	,	,	0
then	then	av	then	then	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
persecutor	persecutor	n1	persecutor	persecutor	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
where	where	c-crq	where	where	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
hande	hande	n1	hand	hand	0
reacheth	reacheth	vvz	reaches	reach	0
but	but	p-acp	but	but	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
bodie	bodie	n1	body	body	0
,	,	,	,	,	0
the	the	dt	the	the	0
false	false	j	false	false	0
praise	praise	n1	praise	praise	0
and	and	cc	and	and	0
faigned	faigned	j-vvn	feigned	feign	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
flat	flat	n1	flat	flat	0
¦	¦	sy	¦	¦	0
terer	terer	n1	terer	terer	0
,	,	,	,	,	0
turneth	turneth	vvz	turns	turn	0
mens	mens	ng2	men's	man	0
hearts	hearts	n2	hearts	heart	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
syn	syn	n1	sin	sin	0
∣	∣	sy	∣	∣	0
ceritie	ceritie	n1	ceritie	ceritie	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
we	we	pns12	we	we	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
heede	heede	n1	heed	heed	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
flattering	flattering	j-vvg	flattering	flatter	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
August	August	np1	August	August	0
.	.	.	.	.	0
ad	ad	fw-la	ad	ad	0
Demetria	Demetria	np1	Demetria	Demetria	0
∣	∣	sy	∣	∣	0
dem	dem	fw-ge	dem	dem	0
.	.	.	.	.	1
Epist.	Epist.	np1	Epist.	Epist.	0
142	142	crd	142	142	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
dies	dies	fw-la	dies	dies	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
softest	softest	js	softest	soft	0
spe	spe	fw-la	spe	spe	0
¦	¦	sy	¦	¦	0
ches	ches	n1	ches	ches	0
and	and	cc	and	and	0
glauering	glauering	j-vvg	glavering	glaver	0
praises	praises	n2	praises	praise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
pounce	pounce	n1	pounce	pounce	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vttermost	vttermost	j	uttermost	uttermost	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
steale	steale	vvi	steal	steal	0
in	in	p-acp	in	in	0
vpon	vpon	p-acp	upon	upon	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
gain	gain	vvi	gain	gain	0
against	against	p-acp	against	against	0
ye	ye	pn22	you	you	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
are	are	vbr	are	be	0
so	so	av	so	so	0
many	many	d	many	many	0
swords	swords	n2	swords	sword	0
&	&	cc	&	and	0
darts	darts	n2	darts	dart	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
soules	soules	n2	souls	soul	0
.	.	.	.	.	1
Thei	Thei	pns32	They	they	0
corrupt	corrupt	vvb	corrupt	corrupt	0
light	light	j	light	light	0
mindes	mindes	n2	minds	mind	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
faigned	faigned	j-vvn	feigned	feign	0
praises	praises	n2	praises	praise	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mindes	mindes	n2	minds	mind	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
light	light	j	light	light	0
of	of	pp-f	of	of	0
credite	credite	n1	credit	credit	0
,	,	,	,	,	0
they	they	pns32	they	they	0
giue	giue	vvb	give	give	0
gentle	gentle	j	gentle	gentle	0
woūds	woūds	n2	wounds	wound	0
.	.	.	.	.	1
Thei	Thei	pns32	They	they	0
couer	couer	vvb	cover	cover	0
their	their	po32	their	their	0
poison	poison	n1	poison	poison	0
with	with	p-acp	with	with	0
hony	hony	n1	honey	honey	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
vice	vice	n1	vice	vice	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
encreased	encreased	vvn	increased	increase	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
our	our	po12	our	our	0
age	age	n1	age	age	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
it	it	pn31	it	it	0
stands	stands	vvz	stands	stand	0
at	at	p-acp	at	at	0
ye	ye	pn22	you	you	0
last	last	ord	last	last	0
stint	stint	n1	stint	stint	0
&	&	cc	&	and	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
encreased	encreased	vvn	increased	increase	0
:	:	:	:	:	0
euery	euery	d	every	every	0
mā	mā	n1	man	man	0
applieth	applieth	vvz	applieth	appli	0
this	this	d	this	this	0
study	study	n1	study	study	0
,	,	,	,	,	0
&	&	cc	&	and	0
giueth	giueth	vvz	gives	give	0
himselfe	himselfe	px31	himself	himself	0
wholy	wholy	av-jn	wholly	whole	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
this	this	d	this	this	0
schole	schole	n1	school	school	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
deceiue	deceiue	vvi	deceive	deceive	0
&	&	cc	&	and	0
be	be	vbi	be	be	0
deceiued	deceiued	vvn	deceived	deceive	0
.	.	.	.	.	0
we	we	pns12	we	we	0
receaue	receaue	vvb	receive	receive	0
that	that	cst	that	that	0
willingly	willingly	av-j	willingly	willing	0
of	of	a-acp	of	off	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
offer	offer	vvb	offer	offer	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
gift	gift	n1	gift	gift	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
receauing	receauing	vvg	receiving	receive	0
praise	praise	n1	praise	praise	0
maketh	maketh	vvz	makes	make	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
praise	praise	vvi	praise	praise	0
those	those	d	those	those	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
faces	faces	n2	faces	face	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
praised	praised	vvn	praised	praise	0
.	.	.	.	.	1
We	We	pns12	We	we	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
refuse	refuse	vvi	refuse	refuse	0
the	the	dt	the	the	0
praise	praise	n1	praise	praise	0
of	of	pp-f	of	of	0
flatterers	flatterers	n2	flatterers	flatterer	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
speake	speake	vvb	speak	speak	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
faces	faces	n2	faces	face	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
nourish	nourish	vvb	nourish	nourish	0
their	their	po32	their	their	0
flatteries	flatteries	n2	flatteries	flattery	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
mindes	mindes	n2	minds	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
thinke	thinke	vvb	think	think	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
gained	gained	vvn	gained	gain	0
much	much	av-d	much	much	0
with	with	p-acp	with	with	0
men	men	n2	men	man	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
God	God	np1	God	God	0
knoweth	knoweth	vvz	knoweth	know	0
&	&	cc	&	and	0
our	our	po12	our	our	0
consciences	consciences	n2	consciences	conscience	0
tell	tell	vvb	tell	tell	0
vs	vs	pno12	us	we	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
forged	forged	vvn	forged	forge	0
and	and	cc	and	and	0
faigned	faigned	j-vvn	feigned	feign	0
.	.	.	.	.	1
We	We	pns12	We	we	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
thinke	thinke	vvi	think	think	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
And	And	cc	And	and	0
hence	hence	av	hence	hence	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
most	most	ds	most	most	0
men	men	n2	men	man	0
push	push	vvb	push	push	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
:	:	:	:	:	0
they	they	pns32	they	they	0
labour	labour	vvb	labour	labour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
well	well	av	well	well	0
thought	thought	vvn	thought	think	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
fetching	fetching	vvg	fetching	fetch	0
the	the	dt	the	the	0
te	te	fw-la	te	te	0
∣	∣	sy	∣	∣	0
stimony	stimony	n1	stimony	stimony	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
credite	credite	n1	credit	credit	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
lying	lying	j-vvg	lying	lie	0
fame	fame	n1	fame	fame	0
,	,	,	,	,	0
than	than	cs	than	than	0
a	a	dt	a	a	0
sounde	sounde	n1	sound	sound	0
conscience	conscience	n1	conscience	conscience	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
happie	happie	j	happy	happy	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
perfectly	perfectly	av-j	perfectly	perfect	0
ouer	ouer	p-acp	over	over	0
∣	∣	sy	∣	∣	0
come	come	zz	come	come	0
this	this	d	this	this	0
vice	vice	n1	vice	vice	0
,	,	,	,	,	0
that	that	cst	that	that	0
neither	neither	dx	neither	neither	0
flatter	flatter	vvb	flatter	flatter	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
beleue	beleue	vvi	believe	believe	0
those	those	d	those	those	0
that	that	cst	that	that	0
flatter	flatter	vvb	flatter	flatter	0
,	,	,	,	,	0
that	that	cst	that	that	0
depend	depend	vvb	depend	depend	0
not	not	xx	not	not	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
blasts	blasts	n2	blasts	blast	0
of	of	pp-f	of	of	0
mens	mens	ng2	men's	man	0
mouthes	mouthes	n2	mouths	mouth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
studie	studie	n1	study	study	0
to	to	pc-acp	to	to	0
approue	approue	vvi	approve	approve	0
themselues	themselues	px32	themselves	themselves	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
iudgement	iudgement	n1	judgement	judgement	0
is	is	vbz	is	be	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
her	her	po31	her	her	0
Highnes	Highnes	n1	Highness	highness	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
her	her	po31	her	her	0
Coūsel	Coūsel	n1	Counsel	counsel	0
&	&	cc	&	and	0
Nobles	Nobles	n2-j	Nobles	noble	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
indued	indued	vvn	endued	endue	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
wisdome	wisdome	n1	wisdom	wisdom	0
from	from	p-acp	from	from	0
aboue	aboue	a-acp	above	above	0
,	,	,	,	,	0
(	(	(	(	(	0
because	because	c-acp	because	because	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
,	,	,	,	,	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
dāger	dāger	n1	danger	danger	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
sweete	sweete	j	sweet	sweet	0
poisoners	poisoners	n2	poisoners	poisoner	0
)	)	)	)	)	0
yt	yt	pn31	that	it	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
shun	shun	vvi	shun	shun	0
&	&	cc	&	and	0
auoyde	auoyde	vvi	avoid	avoid	0
their	their	po32	their	their	0
pleasant	pleasant	j	pleasant	pleasant	0
hissings	hissings	n2-vvg	hissings	hiss	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
albeit	albeit	cs	albeit	albeit	0
now	now	av	now	now	0
they	they	pns32	they	they	0
creepe	creepe	vvb	creep	creep	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
goe	goe	vvi	go	go	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
time	time	n1	time	time	0
was	was	vbds	was	be	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
ran	ran	vvd	ran	run	0
&	&	cc	&	and	0
made	made	vvd	made	make	0
deepe	deepe	j-jn	deep	deep	0
