One	One	crd	One	one	0
noble	noble	j	noble	noble	0
Generall	Generall	n1	General	general	0
,	,	,	,	,	0
togither	togither	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
vnited	vnited	j-vvn	united	unite	0
loue	loue	n1	love	love	0
vnspotted	vnspotted	j	unspotted	unspotted	0
loayltie	loayltie	n1	loayltie	loayltie	0
,	,	,	,	,	0
and	and	cc	and	and	0
rare	rare	j	rare	rare	0
iudgment	iudgment	n1	judgement	judgement	0
of	of	pp-f	of	of	0
other	other	n-jn	other	other	0
his	his	po31	his	his	0
Maiesties	Maiesties	ng1	Majesties	majesty	0
Nobles	Nobles	n2-j	Nobles	noble	0
and	and	cc	and	and	0
faithfull	faithfull	j	faithful	faithful	0
subiects	subiects	n2-jn	subjects	subject	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
executions	executions	n2	executions	execution	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
occasions	occasions	n2	occasions	occasion	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
thy	thy	po21	thy	thy	0
Excellencies	Excellencies	n2	Excellencies	excellency	0
leaue	leaue	vvb	leave	leave	0
)	)	)	)	)	0
both	both	d	both	both	0
enlighten	enlighten	vvi	enlighten	enlighten	0
my	my	po11	my	my	0
beloueded	beloueded	vvd	beloueded	belouede	0
contrymen	contrymen	n2	countrymen	countryman	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
thehonor	thehonor	n1	thehonor	thehonor	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Heroicall	Heroicall	j	Heroical	heroical	0
Acts	Acts	n2	Acts	act	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rarieties	rarieties	n2	rarities	rariety	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
famous	famous	j	famous	famous	0
siege	siege	n1	siege	siege	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
innu	innu	fw-fr	innu	innu	0
∣	∣	sy	∣	∣	0
merable	merable	j	merable	merable	0
plots	plots	n2	plots	plot	0
and	and	cc	and	and	0
stratagemes	stratagemes	n2	stratagems	stratagem	0
of	of	pp-f	of	of	0
war	war	n1	war	war	0
,	,	,	,	,	0
practised	practised	vvn	practised	practise	0
as	as	p-acp	as	as	0
well	well	av	well	well	0
on	on	p-acp	on	on	0
Thine	Thine	png21	Thine	thou	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
thy	thy	po21	thy	thy	0
enimies	enimies	ng1	enemies	enemy	0
side	side	n1	side	side	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
other	other	j-jn	other	other	0
Captaines	Captaines	n2	Captains	captain	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
contrymen	contrymen	n2	countrymen	countryman	0
,	,	,	,	,	0
serued	serued	vvn	served	serve	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
siege	siege	n1	siege	siege	0
vnder	vnder	p-acp	under	under	0
thy	thy	po21	thy	thy	0
co	co	n1	counterfeit	counterfeit	0
∣	∣	sy	∣	∣	0
lors	lors	fw-fr	lors	lors	0
,	,	,	,	,	0
euen	euen	av-j	even	even	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
first	first	ord	first	first	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
last	last	ord	last	last	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
receiuing	receiuing	vvg	receiving	receive	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
thy	thy	po21	thy	thy	0
Noble	Noble	j	Noble	noble	0
handes	handes	n2	hands	hand	0
such	such	d	such	such	0
infinit	infinit	j	infinite	infinite	0
honor	honor	n1	honour	honour	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hath	hath	vhz	hath	have	0
and	and	cc	and	and	0
euershall	euershall	vvb	euershall	euershall	0
,	,	,	,	,	0
iustly	iustly	av-j	justly	just	0
oblige	oblige	vvi	oblige	oblige	0
our	our	po12	our	our	0
liues	liues	n2	lives	life	0
vnto	vnto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
∣	∣	sy	∣	∣	0
ce	ce	fw-fr	ce	ce	0
I	I	pns11	I	i	0
douted	douted	vvd	doubted	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	d	that	that	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
publishing	publishing	vvg	publishing	publish	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
both	both	d	both	both	0
my	my	po11	my	my	0
dutie	dutie	n1	duty	duty	0
and	and	cc	and	and	0
desire	desire	n1	desire	desire	0
was	was	vbds	was	be	0
)	)	)	)	)	0
perpetuat	perpetuat	vvi	perpetuate	perpetuate	0
thy	thy	po21	thy	thy	0
excellent	excellent	j	excellent	excellent	0
praises	praises	n2	praises	praise	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
posteritie	posteritie	n1	posterity	posterity	0
amongst	amongst	p-acp	among	among	0
my	my	po11	my	my	0
nation	nation	n1	nation	nation	0
;	;	;	;	;	0
so	so	av	so	so	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
reape	reape	vvi	reap	reap	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
much	much	d	much	much	0
frute	frute	n1	fruit	fruit	0
therby	therby	av	thereby	thereby	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
contemplation	contemplation	n1	contemplation	contemplation	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
with	with	p-acp	with	with	0
as	as	a-acp	as	as	0
willing	willing	j	willing	willing	0
mindes	mindes	n2	minds	mind	0
receiue	receiue	vvi	receive	receive	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
willingly	willingly	av-j	willingly	willing	0
employed	employed	vvn	employed	employ	0
my	my	po11	my	my	0
pai	pai	n1	pai	pai	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
in	in	p-acp	in	in	0
setting	setting	vvg	setting	set	0
it	it	pn31	it	it	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
principally	principally	av-j	principally	principal	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
secon	secon	n1	secon	secon	0
∣	∣	sy	∣	∣	0
darily	darily	av-j	darily	dary	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
vtilities	vtilities	n2	utilities	utility	0
,	,	,	,	,	0
such	such	d	such	such	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
as	as	c-acp	as	as	0
ar	ar	vbr	are	be	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
clined	clined	vvn	clined	cline	0
to	to	p-acp	to	to	0
warres	warres	n2	wars	war	0
;	;	;	;	;	0
and	and	cc	and	and	0
ar	ar	vbr	are	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
some	some	d	some	some	0
curiosi	curiosi	fw-la	curiosi	curiosi	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
armes	armes	n2	arms	arm	0
.	.	.	.	.	1
Raigne	Raigne	vvi	Reign	reign	0
,	,	,	,	,	0
Conquer	Conquer	vvb	Conquer	conquer	0
,	,	,	,	,	0
and	and	cc	and	and	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
Ouercome	Ouercome	vvn	Overcome	overcome	0
(	(	(	(	(	0
inuincible	inuincible	j	invincible	invincible	0
Prince	Prince	n1	Prince	prince	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
thy	thy	po21	thy	thy	0
Excellen	Excellen	j	Excellent	excellent	0
∣	∣	sy	∣	∣	0
cies	cies	n2	cies	eye	0
seruant	seruant	n1	servant	servant	0
and	and	cc	and	and	0
moste	moste	av-ds	most	most	0
loyal	loyal	j	loyal	loyal	0
Captaine	Captaine	n1	Captain	captain	0
,	,	,	,	,	0
and	and	cc	and	and	0
humble	humble	j	humble	humble	0
Ora	Ora	np1	Ora	Ora	0
∣	∣	sy	∣	∣	0
tor	tor	p-acp	tor	for	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
euer	euer	av	ever	ever	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
during	during	p-acp	during	during	0
life	life	n1	life	life	0
.	.	.	.	.	1
