FOrsomuch	FOrsomuch	av	FOrsomuch	forsomuch	0
reformation	reformation	n1	reformation	reformation	0
,	,	,	,	,	0
and	and	cc	and	and	0
destruction	destruction	n1	destruction	destruction	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
seat	seat	n1	seat	seat	0
and	and	cc	and	and	0
citie	citie	n1	city	city	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
wordes	wordes	n2	words	word	0
prophecied	prophecied	vvd	prophesied	prophesy	0
,	,	,	,	,	0
Apoc.	Apoc.	np1	Apoc.	Apoc.	1
17.	17.	crd	17.	17.	0
saying	saying	n1	saying	saying	0
:	:	:	:	:	0
The	The	dt	The	the	0
ten	ten	crd	ten	ten	0
horns	horns	n2	horns	horn	0
are	are	vbr	are	be	0
ten	ten	crd	ten	ten	0
Kings	Kings	n2	Kings	king	0
&c.	&c.	av	etc.	etc	1
These	These	d	These	these	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
hate	hate	vvi	hate	hate	0
that	that	d	that	that	0
harlot	harlot	n1	harlot	harlot	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
make	make	vvi	make	make	0
her	her	po31	her	her	0
desolate	desolate	j	desolate	desolate	0
and	and	cc	and	and	0
naked	naked	j	naked	naked	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
eate	eate	vvi	eat	eat	0
vp	vp	a-acp	up	up	0
her	her	po31	her	her	0
flesh	flesh	n1	flesh	flesh	0
and	and	cc	and	and	0
burne	burne	vvi	burn	burn	0
her	her	po31	her	her	0
selfe	selfe	n1	self	self	0
with	with	p-acp	with	with	0
fire	fire	n1	fire	fire	0
:	:	:	:	:	0
Beside	Beside	p-acp	Beside	beside	0
also	also	av	also	also	0
a	a	dt	a	a	0
warrant	warrant	n1	warrant	warrant	0
and	and	cc	and	and	0
commaund	commaund	vvi	command	command	0
generally	generally	av-j	generally	general	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
men	men	n2	men	man	0
.	.	.	.	.	1
Apoc.	Apoc.	np1	Apoc.	Apoc.	0
18.	18.	crd	18.	18.	0
saying	saying	n1	saying	saying	0
,	,	,	,	,	0
Rewarde	Rewarde	n1	Reward	reward	0
her	her	pno31	her	she	0
euen	euen	av-j	even	even	0
as	as	c-acp	as	as	0
shee	shee	pns31	she	she	0
hath	hath	vhz	hath	have	0
rewarded	rewarded	vvn	rewarded	reward	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
giue	giue	vvi	give	give	0
her	her	po31	her	her	0
double	double	j-jn	double	double	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cup	cup	n1	cup	cup	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
hath	hath	vhz	hath	have	0
filled	filled	vvn	filled	fill	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
fill	fill	vvb	fill	fill	0
her	her	pno31	her	she	0
the	the	dt	the	the	0
double	double	j-jn	double	double	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
both	both	av-d	both	both	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
his	his	po31	his	his	0
Prophets	Prophets	n2	Prophets	prophet	0
generally	generally	av-j	generally	general	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
S.	S.	n1	S.	saint	0
Iohn	Iohn	np1	Iohn	John	0
particularly	particularly	av-jn	particularly	particular	0
,	,	,	,	,	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mends	mends	vvz	mends	mend	0
and	and	cc	and	and	0
directs	directs	vvz	directs	direct	0
the	the	dt	the	the	0
execution	execution	n1	execution	execution	0
of	of	pp-f	of	of	0
Iustice	Iustice	n1	Justice	justice	0
to	to	p-acp	to	to	0
kings	kings	n2	kings	king	0
and	and	cc	and	and	0
ru	ru	n2	ru	ru	0
∣	∣	sy	∣	∣	0
lers	lers	fw-fr	lers	lers	0
,	,	,	,	,	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
no	no	dx	no	no	0
man	man	n1	man	man	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
our	our	po12	our	our	0
discouery	discouery	n1	discovery	discovery	0
(	(	(	(	(	0
wherein	wherein	c-crq	wherein	wherein	0
is	is	vbz	is	be	0
contained	contained	vvn	contained	contain	0
Gods	Gods	npg1	Gods	God	0
Iustice	Iustice	n1	Justice	justice	0
and	and	cc	and	and	0
seuere	seuere	j	severe	severe	0
iudgement	iudgement	n1	judgement	judgement	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
the	the	dt	the	the	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
seate	seate	n1	seat	seat	0
)	)	)	)	)	0
can	can	vmb	can	can	0
more	more	av-dc	more	more	0
iustly	iustly	av-j	justly	just	0
be	be	vbi	be	be	0
dedicate	dedicate	vvn	dedicate	dedicate	0
vnto	vnto	p-acp	unto	unto	0
any	any	d	any	any	0
man	man	n1	man	man	0
,	,	,	,	,	0
than	than	cs	than	than	0
vnto	vnto	p-acp	unto	unto	0
these	these	d	these	these	0
ten	ten	crd	ten	ten	0
Christian	Christian	np1	Christian	Christian	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
times	times	av	times	time	0
maintainers	maintainers	n2	maintainers	maintainer	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
seat	seat	n1	seat	seat	0
,	,	,	,	,	0
whome	whome	ro-crq	whom	who	0
,	,	,	,	,	0
or	or	cc	or	or	0
whose	whose	rg-crq	whose	who	0
successors	successors	n2	successors	successor	0
now	now	av	now	now	0
both	both	av-d	both	both	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
promises	promises	vvz	promises	promise	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
executers	executers	n2	executers	executer	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
iudg	iudg	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
whose	whose	rg-crq	whose	who	0
kingdomes	kingdomes	ng1	kingdoms	kingdom	0
reformation	reformation	n1	reformation	reformation	0
is	is	vbz	is	be	0
already	already	av	already	already	0
begunne	begunne	vvn	begun	begin	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
,	,	,	,	,	0
sometimes	sometimes	av	sometime	sometime	0
main	main	j	main	main	0
∣	∣	sy	∣	∣	0
tainers	tainers	n2	tainers	tainer	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
seate	seate	n1	seat	seat	0
,	,	,	,	,	0
and	and	cc	and	and	0
nowe	nowe	av	now	now	0
desisting	desisting	vvg	desisting	desist	0
therefro	therefro	av	therefrom	therefrom	0
,	,	,	,	,	0
this	this	d	this	this	0
your	your	po22	your	your	0
M.	M.	n1	M.	m.	0
Realme	Realme	n1	Realm	realm	0
is	is	vbz	is	be	0
vndoubtedly	vndoubtedly	av-j	undoubtedly	undoubted	0
one	one	crd	one	one	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
this	this	d	this	this	0
present	present	j	present	present	0
treatise	treatise	n1	treatise	treatise	0
both	both	av-d	both	both	0
being	being	vbg	being	be	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
subiect	subiect	j-jn	subject	subject	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
M.	M.	n1	M.	m.	0
natiue	natiue	j-jn	native	native	0
language	language	n1	language	language	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
vnproper	vnproper	j	unproper	unprope	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
directed	directed	vvn	directed	direct	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
Princes	Princes	n2	Princes	prince	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
necessitie	necessitie	n1	necessity	necessity	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
led	led	vvn	led	lead	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
eare	eare	n1	ear	ear	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
&	&	cc	&	and	0
dedicate	dedicate	vvi	dedicate	dedicate	0
these	these	d	these	these	0
primices	primices	n2	primices	primice	0
&	&	cc	&	and	0
first	first	ord	first	first	0
fruites	fruites	n2	fruits	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
study	study	n1	study	study	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
,	,	,	,	,	0
if	if	cs	if	if	0
perchance	perchance	av	perchance	perchance	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
seme	seme	vvi	seem	seem	0
any	any	d	any	any	0
waies	waies	n2	ways	way	0
more	more	av-dc	more	more	0
presumpteous	presumpteous	j	presumptuous	presumptuous	0
then	then	cs	then	than	0
acceptable	acceptable	j	acceptable	acceptable	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
M.	M.	n1	M.	m.	0
clemencie	clemencie	n1	clemency	clemency	0
will	will	vmb	will	will	0
pardone	pardone	vvi	pardon	pardon	0
that	that	cst	that	that	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sumption	sumption	n1	sumption	sumption	0
that	that	cst	that	that	0
comes	comes	vvz	comes	come	0
of	of	pp-f	of	of	0
necessitie	necessitie	n1	necessity	necessity	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
contrarily	contrarily	av-jn	contrarily	contrary	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
herein	herein	av	herein	herein	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
acceptable	acceptable	j	acceptable	acceptable	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
verely	verely	av-j	verily	very	0
I	I	pns11	I	i	0
look	look	vvb	look	look	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
M.	M.	n1	M.	m.	0
humanitie	humanitie	n1	humanity	humanity	0
)	)	)	)	)	0
then	then	av	then	then	0
certainly	certainly	av-j	certainly	certain	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
conioyne	conioyne	vvi	conjoin	conjoin	0
I	I	pns11	I	i	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
former	former	j	former	former	0
necessitie	necessitie	n1	necessity	necessity	0
,	,	,	,	,	0
a	a	dt	a	a	0
voluntary	voluntary	j-jn	voluntary	voluntary	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
do	do	vdb	do	do	0
offer	offer	vvi	offer	offer	0
these	these	d	these	these	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sents	sents	zz	sents	sents	0
,	,	,	,	,	0
both	both	av-d	both	both	0
gladly	gladly	av-j	gladly	glad	0
&	&	cc	&	and	0
necessarily	necessarily	av-j	necessarily	necessary	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
incourage	incourage	vvi	encourage	encourage	0
both	both	d	both	both	0
me	me	pno11	me	i	0
and	and	cc	and	and	0
others	others	ng2-jn	others	other	0
your	your	po22	your	your	0
M.	M.	n1	M.	m.	0
Lieges	Lieges	ng2	Lieges'	liege	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
proceede	proceede	vvi	proceed	proceed	0
every	every	d	every	every	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
own	own	d	own	own	0
calling	calling	n-vvg	calling	call	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
exercises	exercises	n2	exercises	exercise	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
aedifica	aedifica	fw-la	aedifica	aedifica	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
renowne	renowne	n1	renown	renown	0
,	,	,	,	,	0
and	and	cc	and	and	0
welfare	welfare	n1	welfare	welfare	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
M.	M.	n1	M.	m.	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
your	your	po22	your	your	0
clemencie	clemencie	n1	clemency	clemency	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
come	come	vvi	come	come	0
the	the	dt	the	the	0
Patrone	Patrone	n1	Patron	patron	0
and	and	cc	and	and	0
protector	protector	n1	protector	protector	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
zealous	zealous	j	zealous	zealous	0
students	students	n2	students	student	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
allower	allower	n1	allower	allower	0
and	and	cc	and	and	0
accepter	accepter	n1	accepter	accepter	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
godly	godly	j	godly	godly	0
exercises	exercises	n2	exercises	exercise	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
let	let	vvb	let	let	0
not	not	xx	not	not	0
your	your	po22	your	your	0
M.	M.	n1	M.	m.	0
doubt	doubt	n1	doubt	doubt	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
within	within	p-acp	within	within	0
your	your	po22	your	your	0
Realme	Realme	n1	Realm	realm	0
(	(	(	(	(	0
als	als	av	also	also	0
wel	wel	av	well	well	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
countries	countries	n2	countries	country	0
)	)	)	)	)	0
godly	godly	j	godly	godly	0
and	and	cc	and	and	0
good	good	j	good	good	0
ingynes	ingynes	n2	engines	engine	0
,	,	,	,	,	0
versed	versed	vvn	versed	verse	0
&	&	cc	&	and	0
exercised	exercised	vvn	exercised	exercise	0
in	in	p-acp	in	in	0
al	al	d	all	all	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
honest	honest	j	honest	honest	0
science	science	n1	science	science	0
,	,	,	,	,	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
discipline	discipline	n1	discipline	discipline	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
M.	M.	n1	M.	m.	0
instigation	instigation	n1	instigation	instigation	0
might	might	vmd	might	may	0
yeelde	yeelde	vvi	yield	yield	0
foorth	foorth	av	forth	forth	0
workes	workes	n2	works	work	0
and	and	cc	and	and	0
fruites	fruites	n2	fruits	fruit	0
woorthie	woorthie	j	worthy	worthy	0
of	of	pp-f	of	of	0
memory	memory	n1	memory	memory	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
otherwise	otherwise	av	otherwise	otherwise	0
(	(	(	(	(	0
lacking	lacking	vvg	lacking	lack	0
some	some	d	some	some	0
mightie	mightie	j	mighty	mighty	0
Maecenas	Maecenas	np1	Maecenas	Maecenas	0
to	to	pc-acp	to	to	0
incourage	incourage	vvi	encourage	encourage	0
them	them	pno32	them	they	0
)	)	)	)	)	0
may	may	vmb	may	may	0
perchance	perchance	av	perchance	perchance	0
be	be	vbi	be	be	0
buried	buried	vvn	buried	bury	0
with	with	p-acp	with	with	0
aeternall	aeternall	j	eternal	eternal	0
silence	silence	n1	silence	silence	0
.	.	.	.	.	1
Hoping	Hoping	vvg	Hoping	hope	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
protector	protector	n1	protector	protector	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
and	and	cc	and	and	0
our	our	po12	our	our	0
godly	godly	j	godly	godly	0
exerci	exerci	fw-la	exerci	exerci	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
:	:	:	:	:	0
wee	wee	pns12	we	we	0
pray	pray	vvb	pray	pray	0
and	and	cc	and	and	0
humblie	humblie	av-j	humbly	humble	0
beseech	beseech	vvb	beseech	beseech	0
the	the	dt	the	the	0
Almightie	Almightie	j-jn	Almighty	almighty	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
also	also	av	also	also	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
honourable	honourable	j	honourable	honourable	0
bedfellowe	bedfellowe	n1	bedfellow	bedfellow	0
,	,	,	,	,	0
the	the	dt	the	the	0
Queenes	Queenes	ng1	Queens	queen	0
M.	M.	n1	M.	m.	0
a	a	dt	a	a	0
perpetuall	perpetuall	j	perpetual	perpetual	0
protector	protector	n1	protector	protector	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
honourable	honourable	j	honourable	honourable	0
estates	estates	n2	estates	estate	0
and	and	cc	and	and	0
welfare	welfare	n1	welfare	welfare	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
persones	persones	n2	persons	person	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
body	body	n1	body	body	0
and	and	cc	and	and	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
quieting	quieting	vvg	quieting	quiet	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
M.	M.	n1	M.	m.	0
lieges	lieges	ng2	lieges'	liege	0
,	,	,	,	,	0
increase	increase	vvb	increase	increase	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
church	church	n1	church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Trinitie	Trinitie	np1	Trinitie	Trinity	0
and	and	cc	and	and	0
Vnitie	Vnitie	n1	Unity	unity	0
bee	bee	vbb	be	be	0
praise	praise	n1	praise	praise	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
Marchistoun	Marchistoun	np1	Marchistoun	Marchistoun	0
the	the	dt	the	the	0
29.	29.	crd	29.	29.	0
daye	daye	n1	day	day	0
of	of	pp-f	of	of	0
Ianuar.	Ianuar.	np1	Ianuar.	Ianuar.	0
1593.	1593.	crd	1593.	1593.	1
