1.	1.	crd	1.	1.	1
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
would	would	vmd	would	will	0
neuer	neuer	av-x	never	never	0
take	take	vvi	take	take	0
away	away	av	away	away	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
mouth	mouth	n1	mouth	mouth	0
?	?	?	?	?	1
Hoc	Hoc	fw-la	Hoc	hoc	0
foedus	foedus	fw-la	foedus	foedus	0
meum	meum	fw-la	meum	meum	0
cum	cum	fw-la	cum	cum	0
eis	eis	fw-la	eis	eis	0
dicit	dicit	fw-la	dicit	dicit	0
Dominus	Dominus	fw-la	Dominus	dominus	0
.	.	.	.	.	1
Spiritus	Spiritus	fw-la	Spiritus	spiritus	0
meus	meus	fw-la	meus	meus	0
,	,	,	,	,	0
Isai.	Isai.	np1	Isai.	Isai.	0
59.21	59.21	crd	59.21	59.21	0
.	.	.	.	.	0
qui	qui	fw-la	qui	qui	0
est	est	fw-la	est	est	0
in	in	p-acp	in	in	0
te	te	fw-la	te	te	0
,	,	,	,	,	0
&	&	cc	&	and	0
verba	verba	fw-la	verba	verba	0
mea	mea	fw-la	mea	mea	0
,	,	,	,	,	0
quae	quae	fw-la	quae	quae	0
po	po	fw-la	po	po	0
∣	∣	sy	∣	∣	0
sui	sui	fw-la	sui	svi	0
in	in	fw-la	in	in	0
ore	ore	n1	over	ore	0
tuo	tuo	fw-la	tuo	tuo	0
,	,	,	,	,	0
non	non	fw-fr	non	non	0
recedent	recedent	n1	recedent	recedent	0
de	de	fw-fr	de	de	0
ore	ore	n1	over	ore	0
tuo	tuo	fw-la	tuo	tuo	0
,	,	,	,	,	0
&	&	cc	&	and	0
de	de	dt	the	the	0
ore	ore	n1	over	ore	0
seminis	seminis	fw-la	seminis	seminis	0
tui	tui	fw-la	tui	tui	0
,	,	,	,	,	0
&	&	cc	&	and	0
de	de	dt	the	the	0
ore	ore	n1	over	ore	0
Seminis	Seminis	fw-la	Seminis	seminis	0
Seminis	Seminis	fw-la	Seminis	seminis	0
tui	tui	fw-la	tui	tui	0
,	,	,	,	,	0
dicit	dicit	fw-la	dicit	dicit	0
Dominus	Dominus	fw-la	Dominus	dominus	0
,	,	,	,	,	0
amo	amo	fw-la	amo	amo	0
∣	∣	sy	∣	∣	0
do	do	n1	doe	do	0
&	&	cc	&	and	0
vsque	vsque	fw-la	vsque	usque	0
in	in	p-acp	in	in	0
sempiternum	sempiternum	fw-la	sempiternum	sempiternum	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
couenant	couenant	n1	covenant	covenant	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
saith	saith	vvz	says	say	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
My	My	po11	My	my	0
spiritt	spiritt	n1	spirit	spirit	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
words	words	n2	words	word	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
put	put	vvn	put	put	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
mouth	mouth	n1	mouth	mouth	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
depart	depart	vvi	depart	depart	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
mouth	mouth	n1	mouth	mouth	0
,	,	,	,	,	0
and	and	cc	and	and	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
seede	seede	n1	seed	seed	0
,	,	,	,	,	0
and	and	cc	and	and	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
Seed's	Seed's	ng1	Seed's	seed	0
seede	seede	n1	seed	seed	0
saith	saith	vvz	says	say	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
present	present	j	present	present	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
Who	Who	r-crq	Who	who	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
our	our	po12	our	our	0
blessed	blessed	j-vvn	blessed	bless	0
Sauiour	Sauiour	n1	Saviour	saviour	0
himself	himself	px31	himself	himself	0
in	in	p-acp	in	in	0
person	person	n1	person	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
mouth	mouth	n1	mouth	mouth	0
promised	promised	vvd	promised	promise	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
send	send	vvi	send	send	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
to	to	pc-acp	to	to	0
remayne	remayne	vvi	remain	remain	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
?	?	?	?	?	0
and	and	cc	and	and	0
that	that	d	that	that	0
himself	himself	n1	himself	himself	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
consum	consum	vvi	consume	consume	0
∣	∣	sy	∣	∣	0
mation	mation	n1	mansion	mansion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
?	?	?	?	?	1
Soe	Soe	av	So	so	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
trouersy	trouersy	n1	trouersy	trouersy	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
out	out	av	out	out	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
visi	visi	fw-la	visi	visi	0
∣	∣	sy	∣	∣	0
bility	bility	n1	bility	bility	0
and	and	cc	and	and	0
succession	succession	n1	succession	succession	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
not	not	xx	not	not	0
soe	soe	av	so	so	0
much	much	av-d	much	much	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
it	it	pn31	it	it	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
way	way	n1	way	way	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
proue	proue	vvi	prove	prove	0
that	that	cst	that	that	0
the	the	dt	the	the	0
doctri	doctri	fw-la	doctri	doctri	0
∣	∣	sy	∣	∣	0
ne	ne	ccx	ne	ne	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Protestant	Protestant	n1	Protestant	protestant	0
church	church	n1	church	church	0
,	,	,	,	,	0
was	was	vbds	was	be	0
taught	taught	vvn	taught	teach	0
anciently	anciently	av-jn	anciently	ancient	0
:	:	:	:	:	0
though	though	cs	though	though	0
that	that	d	that	that	0
can	can	vmb	can	can	0
ne	ne	ccx	ne	ne	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
bee	bee	vbi	be	be	0
proued	proued	vvn	proved	prove	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
the	the	dt	the	the	0
que	que	fw-fr	que	que	0
∣	∣	sy	∣	∣	0
stion	stion	n1	scion	scion	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
persons	persons	n2	persons	person	0
:	:	:	:	:	0
Wherein	Wherein	c-crq	Wherein	wherein	0
the	the	dt	the	the	0
Iesuit	Iesuit	np1	Iesuit	Jesuit	0
tooke	tooke	vvd	took	take	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
way	way	n1	way	way	0
,	,	,	,	,	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
wise	wise	j	wise	wise	0
man	man	n1	man	man	0
and	and	cc	and	and	0
a	a	dt	a	a	0
good	good	j	good	good	0
scholar	scholar	n1	scholar	scholar	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
out	out	av	out	out	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
more	more	av-dc	more	more	0
spirituall	spirituall	j	spiritual	spiritual	0
and	and	cc	and	and	0
lesse	lesse	av-dc	less	less	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
corporall	corporall	j	corporal	corporal	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
way	way	n1	way	way	0
that	that	cst	that	that	0
all	all	d	all	all	0
Scholars	Scholars	n2	Scholars	scholar	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
teaching	teaching	n-vvg	teaching	teach	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Sciences	Sciences	n2	Sciences	science	0
take	take	vvi	take	take	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
beginne	beginne	vvi	begin	begin	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
knowne	knowne	vvn	known	know	0
and	and	cc	and	and	0
eui	eui	fw-fr	eui	eui	0
∣	∣	sy	∣	∣	0
dent	dent	fw-la	dent	dent	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
hidden	hidden	vvn	hidden	hide	0
,	,	,	,	,	0
accor	accor	n1	accor	accor	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
to	to	p-acp	to	to	0
Aristotel's	Aristotel's	npg1	Aristotel's	aristotel	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	1
And	And	cc	And	and	0
this	this	d	this	this	0
hath	hath	vhz	hath	have	0
euer	euer	av	ever	ever	0
beene	beene	vbn	been	be	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
fathers	fathers	n2	father's	father	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
,	,	,	,	,	0
ey	ey	uh	ey	ey	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
in	in	p-acp	in	in	0
prouing	prouing	vvg	proving	prove	0
the	the	dt	the	the	0
Catholique	Catholique	jp	Catholic	catholique	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
or	or	cc	or	or	0
disprouinge	disprouinge	vvg	disproving	disprove	0
of	of	pp-f	of	of	0
heresies	heresies	n2	heresies	heresy	0
.	.	.	.	.	1
Soe	Soe	av	So	so	0
Tertullian	Tertullian	np1	Tertullian	Tertullian	0
,	,	,	,	,	0
praescrip	praescrip	n1	praescrip	praescrip	0
.	.	.	.	.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
32.	32.	crd	32.	32.	0
&	&	cc	&	and	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
car	car	n1	car	car	0
.	.	.	.	.	0
adu	adu	fw-la	adu	adu	0
.	.	.	.	.	1
Marcio	Marcio	np1	Marcio	Marcio	0
.	.	.	.	.	0
soe	soe	av	so	so	0
Irenaeus	Irenaeus	np1	Irenaeus	Irenaeus	0
,	,	,	,	,	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
1.2.3	1.2.3	crd	1.2.3	1.2.3	0
.	.	.	.	.	1
&	&	cc	&	and	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
43.45.46	43.45.46	crd	43.45.46	43.45.46	0
.	.	.	.	.	0
soe	soe	av	so	so	0
Cyprian	Cyprian	np1	Cyprian	Cyprian	0
,	,	,	,	,	0
ep	ep	vvb	ep	ep	0
.	.	.	.	.	1
52.	52.	crd	52.	52.	1
&	&	cc	&	and	0
76.	76.	crd	76.	76.	1
Op	Op	np1	Op	Op	0
∣	∣	sy	∣	∣	0
tatus	tatus	n1	tatus	tatus	0
,	,	,	,	,	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
aduer	aduer	av	aduer	aduer	0
.	.	.	.	.	1
Parm.	Parm.	np1	Parm.	Parm.	0
and	and	cc	and	and	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
that	that	cst	that	that	0
great	great	j	great	great	0
Do	Do	vdb	Do	do	0
∣	∣	sy	∣	∣	0
ctour	ctour	n1	ctour	ctour	0
S.	S.	n1	S.	saint	0
Augustinepsal	Augustinepsal	np1	Augustinepsal	Augustinepsal	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
part	part	n1	part	part	0
.	.	.	.	.	1
Don.	Don.	n1	Don.	don	0
&	&	cc	&	and	0
ep	ep	n1	ep	ep	0
.	.	.	.	.	1
165.	165.	crd	165.	165.	0
&	&	cc	&	and	0
de	de	dt	the	the	0
vtil	vtil	j	vtil	vtil	0
.	.	.	.	.	0
cre	cre	c-acp	credit	ere	0
∣	∣	sy	∣	∣	0
dend	dend	n1	dend	dend	0
.	.	.	.	.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
7.	7.	crd	7.	7.	0
in	in	p-acp	in	in	0
seuerall	seuerall	j	several	several	0
places	places	n2	places	place	0
;	;	;	;	;	0
and	and	cc	and	and	0
particularly	particularly	av-j	particularly	particular	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
booke	booke	n1	book	book	0
de	de	fw-la	de	de	0
vtilitate	vtilitate	fw-la	vtilitate	vtilitate	0
credenai	credenai	fw-la	credenai	credenai	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
writinge	writinge	n1	writing	writing	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
freind	freind	n1	friend	friend	0
Honoratus	Honoratus	np1	Honoratus	Honoratus	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
laboureth	laboureth	vvz	laboureth	labour	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Manichaean	Manichaean	jp	Manichaean	manichaean	0
heresy	heresy	n1	heresy	heresy	0
,	,	,	,	,	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
∣	∣	sy	∣	∣	0
ting	ting	uh	ting	ting	0
case	case	n1	case	case	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
doubt	doubt	vvi	doubt	doubt	0
what	what	r-crq	what	what	0
reli	reli	fw-la	reli	reli	0
∣	∣	sy	∣	∣	0
gion	gion	n1	gion	gion	0
to	to	p-acp	to	to	0
follow	follow	vvi	follow	follow	0
,	,	,	,	,	0
he	he	pns31	he	he	0
saith	saith	vvz	says	say	0
without	without	p-acp	without	without	0
doubt	doubt	n1	doubt	doubt	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
beginne	beginne	vvi	begin	begin	0
his	his	po31	his	his	0
enquiry	enquiry	n1	enquiry	enquiry	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Catholique	Catholique	jp	Catholic	catholique	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
Proculdubio	Proculdubio	np1	Proculdubio	Proculdubio	0
ab	ab	fw-la	ab	ab	0
Ecclesia	Ecclesia	np1	Ecclesia	Ecclesia	0
Catholica	Catholica	fw-la	Catholica	catholica	0
sumendum	sumendum	fw-la	sumendum	sumendum	0
exordium	exordium	fw-la	exordium	exordium	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
saith	saith	vvz	says	say	0
hee	hee	pns31	he	he	0
,	,	,	,	,	0
whereas	whereas	cs	whereas	whereas	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
among	among	p-acp	among	among	0
Christians	Christians	np1	Christians	Christians	0
many	many	d	many	many	0
heresies	heresies	n2	heresies	heresy	0
,	,	,	,	,	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
sire	sire	vvb	sire	sire	0
to	to	pc-acp	to	to	0
seeme	seeme	vvi	seem	seem	0
Catholiques	Catholiques	njp2	Catholics	catholic	0
,	,	,	,	,	0
and	and	cc	and	and	0
call	call	vvi	call	call	0
others	others	n2-jn	others	other	0
Haeretiques	Haeretiques	n2	Heretics	heretic	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
all	all	d	all	all	0
graunt	graunt	n1	grant	grant	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
reguard	reguard	vvi	reguard	regard	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
refertior	refertior	fw-la	refertior	refertior	0
multitudine	multitudine	fw-la	multitudine	multitudine	0
,	,	,	,	,	0
vt	vt	fw-la	vt	ut	0
autem	autem	fw-la	autem	autem	0
qui	qui	fw-la	qui	qui	0
nouerunt	nouerunt	fw-la	nouerunt	nouerunt	0
affirmant	affirmant	j	affirmant	affirmant	0
etiam	etiam	fw-la	etiam	etiam	0
veritate	veritate	fw-la	veritate	veritate	0
sincerior	sincerior	n1	sincerior	sincerior	0
caeteris	caeteris	fw-la	caeteris	caeteris	0
omnibus	omnibus	fw-la	omnibus	omnibus	0
,	,	,	,	,	0
sed	sed	fw-la	sed	sed	0
de	de	fw-la	de	de	0
veritate	veritate	fw-la	veritate	veritate	0
alia	alia	fw-la	alia	alia	0
quae	quae	fw-la	quae	quae	0
∣	∣	sy	∣	∣	0
stio	stio	fw-la	stio	stio	0
est	est	fw-la	est	est	0
.	.	.	.	.	1
More	More	dc	More	more	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
know	know	vvb	know	know	0
her	her	pno31	her	she	0
for	for	p-acp	for	for	0
truth	truth	n1	truth	truth	0
more	more	av-dc	more	more	0
sincere	sincere	j	sincere	sincere	0
then	then	cs	then	than	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
another	another	j-jn	another	another	0
question	question	n1	question	question	0
.	.	.	.	.	1
Soe	Soe	av	So	so	0
as	as	c-acp	as	as	0
heere	heere	av	here	here	0
Saint	Saint	n1	Saint	saint	0
Augustine	Augustine	np1	Augustine	Augustine	0
maketh	maketh	vvz	makes	make	0
the	the	dt	the	the	0
first	first	ord	first	first	0
question	question	n1	question	question	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
:	:	:	:	:	0
Which	Which	r-crq	Which	which	0
he	he	pns31	he	he	0
maketh	maketh	vvz	makes	make	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
a	a	dt	a	a	0
man	man	n1	man	man	0
that	that	cst	that	that	0
doubteth	doubteth	vvz	doubteth	doubt	0
and	and	cc	and	and	0
seeketh	seeketh	vvz	seeks	seek	0
to	to	pc-acp	to	to	0
saue	saue	vvi	save	save	0
his	his	po31	his	his	0
soule	soule	n1	soul	soul	0
must	must	vmb	must	must	0
enquire	enquire	vvi	inquire	inquire	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
leauing	leauing	vvg	leaving	leave	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
disputed	disputed	vvn	disputed	dispute	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
cond	cond	zz	cond	cond	0
place	place	n1	place	place	0
.	.	.	.	.	0
praescr	praescr	j	praescr	praescr	0
.	.	.	.	.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
19.	19.	crd	19.	19	1
The	The	dt	The	the	0
like	like	j	like	like	0
also	also	av	also	also	0
hath	hath	vhz	hath	have	0
Tertullian	Tertullian	np1	Tertullian	Tertullian	0
giuing	giuing	vvg	giving	give	0
withall	withall	av	withal	withal	0
a	a	dt	a	a	0
good	good	j	good	good	0
reason	reason	n1	reason	reason	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
making	making	vvg	making	make	0
this	this	d	this	this	0
prescription	prescription	n1	prescription	prescription	0
or	or	cc	or	or	0
excep	excep	c-acp	except	except	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
against	against	p-acp	against	against	0
Haeretiques	Haeretiques	n2	Heretics	heretic	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
admitt	admitt	vvi	admit	admit	0
them	them	pno32	them	they	0
soe	soe	av	so	so	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
pute	pute	vvb	pute	pute	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
he	he	pns31	he	he	0
sayth	sayth	vvz	say	say	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
disputed	disputed	vvn	disputed	dispute	0
.	.	.	.	.	1
Quibus	Quibus	fw-la	Quibus	quibus	0
competat	competat	fw-la	competat	competat	0
fides	fides	fw-la	fides	fides	0
ipsa	ipsa	fw-la	ipsa	ipsa	0
&c.	&c.	av	etc.	etc	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
faith	faith	n1	faith	faith	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
belongeth	belongeth	vvz	belongeth	belong	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
pertaine	pertaine	vvi	pertain	pertain	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
that	that	d	that	that	0
discipline	discipline	n1	discipline	discipline	0
was	was	vbds	was	be	0
deliuered	deliuered	vvn	delivered	deliver	0
,	,	,	,	,	0
whe	whe	c-crq	when	when	0
∣	∣	sy	∣	∣	0
reby	reby	av	reby	reby	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
Christians	Christians	np1	Christians	Christians	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
appeare	appeare	vvi	appear	appear	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
Christian	Christian	njp	Christian	christian	0
discipline	discipline	n1	discipline	discipline	0
and	and	cc	and	and	0
faith	faith	n1	faith	faith	0
there	there	a-acp	there	there	0
shalbe	shalbe	vmb	shall	shall	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
scri	scri	fw-la	scri	scri	0
∣	∣	sy	∣	∣	0
ptures	ptures	n2	ptures	pture	0
and	and	cc	and	and	0
expositions	expositions	n2	expositions	exposition	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
Chri	Chri	n1	Chri	chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
traditions	traditions	n2	traditions	tradition	0
,	,	,	,	,	0
soe	soe	av	so	so	0
Tertullian	Tertullian	np1	Tertullian	Tertullian	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
whose	whose	rg-crq	whose	who	0
iudgement	iudgement	n1	judgement	judgement	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
plaine	plaine	j	plain	plain	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
the	the	dt	the	the	0
persons	persons	n2	persons	person	0
that	that	cst	that	that	0
professe	professe	vvb	profess	profess	0
