YF	YF	cs	IF	if	0
vnto	vnto	p-acp	unto	unto	0
our	our	po12	our	our	0
English	English	jp	English	english	0
aunciters	aunciters	n2	aunciters	aunciter	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
euer	euer	av	ever	ever	0
vntil	vntil	c-acp	until	until	0
that	that	d	that	that	0
time	time	n1	time	time	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
Pagans	Pagans	n2-jn	Pagans	pagan	0
,	,	,	,	,	0
&	&	cc	&	and	0
bondslaues	bondslaues	n2	bondslaves	bondslave	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
S.	S.	np1	S.	S.	0
Beda	Beda	np1	Beda	Beda	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
Idols	Idols	n2	Idols	idol	0
:	:	:	:	:	0
only	only	av-j	only	only	0
Rome	Rome	vvb	Room	roam	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
c	c	sy	c	c	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
put	put	vvn	put	put	0
forth	forth	av	forth	forth	0
hir	hir	po31	his	her	0
helping	helping	j-vvg	helping	help	0
hand	hand	n1	hand	hand	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
thē	thē	pno32	them	they	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
darcknes	darcknes	n1	darkness	darkness	0
&	&	cc	&	and	0
miserie	miserie	n1	misery	misery	0
of	of	pp-f	of	of	0
Infidelity	Infidelity	n1	Infidelity	infidelity	0
.	.	.	.	.	1
For	For	c-acp	For	for	0
no	no	av-dx	no	no	0
sooner	sooner	av-c	sooner	soon	0
that	that	d	that	that	0
blessed	blessed	j-vvn	blessed	bless	0
&	&	cc	&	and	0
holie	holie	j	holy	holy	0
father	father	n1	father	father	0
S.	S.	n1	S.	saint	0
Gregory	Gregory	np1	Gregory	Gregory	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Gadwin	Gadwin	np1	Gadwin	Gadwin	0
P.	P.	np1	P.	P.	0
Gregory	Gregory	np1	Gregory	Gregory	0
.	.	.	.	.	1
An.	An.	np1	An.	An.	0
596.	596.	crd	596.	596.	0
loc	loc	n1	loc	loc	0
.	.	.	.	.	0
cit	cit	fw-la	cit	cit	0
.	.	.	.	.	0
calleth	calleth	vvz	calls	call	0
him	him	pno31	him	he	0
)	)	)	)	)	0
vnderstood	vnderstood	vvd	understood	understand	0
that	that	d	that	that	0
the	the	dt	the	the	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
gles	gles	n2-j	gles	gles	0
or	or	cc	or	or	0
English	English	np1	English	English	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
bewtie	bewtie	n1	beauty	beauty	0
and	and	cc	and	and	0
his	his	po31	his	his	0
tender	tender	j	tender	tender	0
affection	affection	n1	affection	affection	0
he	he	pns31	he	he	0
called	called	vvd	called	call	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
gels	gels	n2	gels	gel	0
)	)	)	)	)	0
were	were	vbdr	were	be	0
Pagans	Pagans	n2-jn	Pagans	pagan	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
forthwith	forthwith	av	forthwith	forthwith	0
he	he	pns31	he	he	0
Beda	Beda	np1	Beda	Beda	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
c	c	sy	c	c	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
Malmesb.	Malmesb.	np1	Malmesb.	Malmesb.	0
l.	l.	n1	l.	l.	0
1.	1.	crd	1.	1.	1
Reg.	Reg.	np1	Reg.	Reg.	0
went	went	vvd	went	go	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
P	P	sy	P	p	0
:	:	:	:	:	0
(	(	(	(	(	0
being	being	vbg	being	be	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
yet	yet	av	yet	yet	0
a	a	dt	a	a	0
monke	monke	n1	monk	monk	0
)	)	)	)	)	0
and	and	cc	and	and	0
desired	desired	vvd	desired	desire	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
Preachers	Preachers	n2	Preachers	preacher	0
into	into	p-acp	into	into	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
offering	offering	vvg	offering	offer	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
one	one	pi	one	one	0
:	:	:	:	:	0
And	And	cc	And	and	0
obtaining	obtaining	vvg	obtaining	obtain	0
Ioan.	Ioan.	np1	Ioan.	Joan.	0
Di.	Di.	np1	Di.	Di.	0
in	in	p-acp	in	in	0
vit	vit	fw-fr	vit	vit	0
.	.	.	.	.	1
Gre	Gre	np1	Gre	Gre	0
∣	∣	sy	∣	∣	0
gor	gor	uh	gor	gor	0
.	.	.	.	.	0
licence	licence	n1	licence	licence	0
came	came	vvd	came	come	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
voyadge	voyadge	n1	voyadge	voyadge	0
towards	towards	p-acp	towards	towards	0
England	England	np1	England	England	0
three	three	crd	three	three	0
daies	daies	ng2	days	day	0
Iourney	Iourney	n1	Journey	journey	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
was	was	vbds	was	be	0
recalled	recalled	vvn	recalled	recall	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
importunity	importunity	n1	importunity	importunity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ro	Ro	np1	Ro	Ro	0
∣	∣	sy	∣	∣	0
manes	manes	fw-la	manes	manes	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
vnwilling	vnwilling	j	unwilling	unwilling	0
to	to	pc-acp	to	to	0
forgoe	forgoe	vvi	forgo	forgo	0
soe	soe	av	so	so	0
worthie	worthie	j	worthy	worthy	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
neuertheles	neuertheles	av	nevertheless	nevertheless	0
he	he	pns31	he	he	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
got	got	vvn	god	get	0
not	not	xx	not	not	0
his	his	po31	his	his	0
holie	holie	j	holy	holy	0
enterprise	enterprise	n1	enterprise	enterprise	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	c-acp	as	as	0
soone	soone	av	soon	soon	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
S.	S.	np1	S.	S.	0
Beda	Beda	np1	Beda	Beda	0
l.	l.	n1	l.	l.	1
1.	1.	crd	1.	1.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
high	high	j	high	high	0
Bishop	Bishop	n1	Bishop	bishop	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
vvhole	vvhole	j-jn	whole	whole	0
vvorlde	vvorlde	n1	world	world	0
,	,	,	,	,	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
our	our	po12	our	our	0
nation	nation	n1	nation	nation	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
euer	euer	av	ever	ever	0
vntil	vntil	c-acp	until	until	0
that	that	d	that	that	0
time	time	n1	time	time	0
the	the	dt	the	the	0
bondslaue	bondslaue	n1	bondslave	bondslave	0
of	of	pp-f	of	of	0
Idols	Idols	n2	Idols	idol	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeare	yeare	n1	year	year	0
596.	596.	crd	596.	596.	1
Beda	Beda	np1	Beda	Beda	0
sup	sup	vvb	sup	sup	0
.	.	.	.	.	1
Stovv	Stovv	np1	Stovv	Stovv	0
.	.	.	.	.	1
An.	An.	np1	An.	An.	0
596.	596.	crd	596.	596.	1
God	God	np1	God	God	0
∣	∣	sy	∣	∣	0
vvin	vvin	n1	win	win	0
.	.	.	.	.	0
sup	sup	vvb	sup	sup	0
.	.	.	.	.	0
sent	sent	vvn	sent	send	0
hither	hither	av	hither	hither	0
S.	S.	n1	S.	saint	0
Augustin	Augustin	np1	Augustin	Augustin	0
with	with	p-acp	with	with	0
almost	almost	av	almost	almost	0
forty	forty	crd	forty	forty	0
Moncks	Moncks	n2	Monks	monk	0
more	more	av-dc	more	more	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
receaued	receaued	vvn	received	receive	0
of	of	pp-f	of	of	0
K	K	n1	K	king	0
:	:	:	:	:	0
Ethelbert	Ethelbert	np1	Ethelbert	Ethelbert	0
in	in	p-acp	in	in	0
short	short	j	short	short	0
time	time	n1	time	time	0
conuerted	conuerted	vvd	converted	convert	0
both	both	av-d	both	both	0
him	him	pno31	him	he	0
&	&	cc	&	and	0
his	his	po31	his	his	0
Coū	Coū	n1	Coum	coum	0
∣	∣	sy	∣	∣	0
try	try	n1	try	try	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
preached	preached	vvd	preached	preach	0
the	the	dt	the	the	0
true	true	j	true	true	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
religion	religion	n1	religion	religion	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
appeared	appeared	vvd	appeared	appear	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
miracles	miracles	n2	miracles	miracle	0
they	they	pns32	they	they	0
wrought	wrought	vvd	wrought	wrought	0
in	in	p-acp	in	in	0
testi	testi	n1	testi	testi	0
∣	∣	sy	∣	∣	0
mony	mony	n1	money	money	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
great	great	j	great	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
seemed	seemed	vvd	seemed	seem	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
S.	S.	np1	S.	S.	0
Gre	Gre	n1	Gre	gre	0
∣	∣	sy	∣	∣	0
gory	gory	j	gory	gory	0
)	)	)	)	)	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
7.	7.	crd	7.	7.	0
epist	epist	vvn	epist	epist	0
.	.	.	.	.	1
30.	30.	crd	30.	30.	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
imitated	imitated	vvd	imitated	imitate	0
the	the	dt	the	the	0
vertues	vertues	n2	virtues	virtue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
miracles	miracles	n2	miracles	miracle	0
they	they	pns32	they	they	0
wrought	wrought	vvd	wrought	wrought	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
withal	withal	av	withal	withal	0
so	so	av	so	so	0
certaine	certaine	j	certain	certain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
testified	testified	vvn	testified	testify	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
S.	S.	n1	S.	saint	0
Gre	Gre	fw-fr	Gre	gre	0
∣	∣	sy	∣	∣	0
gory	gory	j	gory	gory	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
9.	9.	crd	9.	9	0
ep	ep	n1	ep	ep	0
.	.	.	.	.	1
56.	56.	crd	56.	56.	0
8.	8.	crd	8.	8.	1
Beda	Beda	np1	Beda	Beda	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
c	c	sy	c	c	0
.	.	.	.	.	1
31.	31.	crd	31.	31.	0
l.	l.	n1	l.	l.	0
2.	2.	crd	2.	2.	0
c	c	sy	c	c	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Apud	Apud	fw-la	Apud	apud	0
God	God	np1	God	God	0
∣	∣	sy	∣	∣	0
vvin	vvin	n1	win	win	0
.	.	.	.	.	0
in	in	p-acp	in	in	0
vit	vit	fw-fr	vit	vit	0
.	.	.	.	.	1
August	August	np1	August	August	0
.	.	.	.	.	1
Godvvin	Godvvin	np1	Godvvin	Godvvin	0
.	.	.	.	.	0
sup	sup	vvb	sup	sup	0
.	.	.	.	.	1
Stovv	Stovv	np1	Stovv	Stovv	0
An.	An.	np1	An.	An.	1
603.	603.	crd	603.	603.	1
Cambd.	Cambd.	np1	Cambd.	Cambd.	0
in	in	p-acp	in	in	0
Britan.	Britan.	np1	Britan.	Britan.	0
p.	p.	n1	p.	p.	0
104.	104.	crd	104.	104.	0
in	in	p-acp	in	in	0
diuers	diuers	j	diverse	diverse	0
places	places	n2	places	place	0
,	,	,	,	,	0
S.	S.	n1	S.	saint	0
Beda	Beda	np1	Beda	Beda	0
&	&	cc	&	and	0
other	other	j-jn	other	other	0
ancient	ancient	j	ancient	ancient	0
writers	writers	n2	writers	writer	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Epitaph	Epitaph	n1	Epitaph	epitaph	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Augustins	Augustins	npg1	Augustins	augustins	0
tombe	tombe	n1	tomb	tomb	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
cōfessed	cōfessed	vvd	confessed	confess	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
diuers	diuers	j	diverse	diverse	0
Protestants	Protestants	n2	Protestants	protestant	0
.	.	.	.	.	1
Againe	Againe	av	Again	again	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeare	yeare	n1	year	year	0
601.	601.	crd	601.	601.	0
he	he	pns31	he	he	0
sent	sent	vvd	sent	send	0
more	more	dc	more	more	0
Preachers	Preachers	n2	Preachers	preacher	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
al	al	d	all	all	0
things	things	n2	things	thing	0
necessary	necessary	j	necessary	necessary	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
furniture	furniture	n1	furniture	furniture	0
and	and	cc	and	and	0
seruice	seruice	n1	service	service	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
holie	holie	j	holy	holy	0
vessels	vessels	n2	vessels	vessel	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
S.	S.	np1	S.	S.	0
Beda	Beda	np1	Beda	Beda	0
)	)	)	)	)	0
Aultar	Aultar	n1	Altar	altar	0
Beda	Beda	np1	Beda	Beda	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
c	c	sy	c	c	0
.	.	.	.	.	1
29.	29.	crd	29.	29.	0
clothes	clothes	n2	clothes	clothes	0
,	,	,	,	,	0
apparel	apparel	n1	apparel	apparel	0
for	for	p-acp	for	for	0
priests	priests	n2	priests	priest	0
and	and	cc	and	and	0
Clarcks	Clarcks	n2	Clark's	clark	0
,	,	,	,	,	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
liques	liques	n2	liques	lique	0
of	of	pp-f	of	of	0
holie	holie	j	holy	holy	0
Apostles	Apostles	n2	Apostles	apostle	0
and	and	cc	and	and	0
Martirs	Martirs	n2	Martyrs	martyr	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Palle	Palle	n1	Pall	pall	0
to	to	p-acp	to	to	0
S.	S.	n1	S.	saint	0
Augustin	Augustin	np1	Augustin	Augustin	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
only	only	av-j	only	only	0
(	(	(	(	(	0
writeth	writeth	vvz	writeth	write	0
S.	S.	np1	S.	S.	0
Gregory	Gregory	np1	Gregory	Gregory	0
)	)	)	)	)	0
at	at	p-acp	at	at	0
Masse	Masse	n1	Mass	mass	0
,	,	,	,	,	0
Apud	Apud	fw-la	Apud	apud	0
Bed.	Bed.	n1	Bed.	bed	0
sup	sup	vvi	sup	sup	0
.	.	.	.	.	0
appointed	appointed	vvn	appointed	appoint	0
also	also	av	also	also	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ouer	ouer	p-acp	over	over	0
al	al	d	all	all	0
the	the	dt	the	the	0
Bishops	Bishops	n2	Bishops	bishop	0
and	and	cc	and	and	0
Priests	Priests	n2	Priests	priest	0
of	of	pp-f	of	of	0
Britany	Britany	np1	Britany	Britain	0
,	,	,	,	,	0
and	and	cc	and	and	0
gaue	gaue	vvd	gave	give	0
him	him	pno31	him	he	0
licence	licence	n1	licence	licence	0
to	to	pc-acp	to	to	0
institute	institute	vvi	institute	institute	0
24.	24.	crd	24.	24.	1
Bi	Bi	p-acp	By	by	0
∣	∣	sy	∣	∣	0
shopricks	shopricks	n2	shopricks	shoprick	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
12.	12.	crd	12.	12.	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
vnder	vnder	p-acp	under	under	0
his	his	po31	his	his	0
prouince	prouince	n1	province	province	0
,	,	,	,	,	0
and	and	cc	and	and	0
12.	12.	crd	12.	12.	0
vnder	vnder	p-acp	under	under	0
yorke	yorke	n1	york	york	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
he	he	pns31	he	he	0
sent	sent	vvd	sent	send	0
rich	rich	j	rich	rich	0
presents	presents	n2	presents	present	0
of	of	pp-f	of	of	0
Bed.	Bed.	n1	Bed.	bed	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
c	c	sy	c	c	0
.	.	.	.	.	1
32.	32.	crd	32.	32.	1
Gregor	Gregor	np1	Gregor	Gregor	0
.	.	.	.	.	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
9.	9.	crd	9.	9	0
epist	epist	vvn	epist	epist	0
.	.	.	.	.	1
59.	59.	crd	59.	59	0
60.	60.	crd	60.	60.	0
diuers	diuers	j	diverse	diverse	0
sorts	sorts	n2	sorts	sort	0
,	,	,	,	,	0
and	and	cc	and	and	0
letters	letters	n2	letters	letter	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
King	King	n1	King	king	0
and	and	cc	and	and	0
Queene	Queene	n1	Queen	queen	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
confirme	confirme	vvi	confirm	confirm	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
faith	faith	n1	faith	faith	0
:	:	:	:	:	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
order	order	n1	order	order	0
also	also	av	also	also	0
into	into	p-acp	into	into	0
Gregor	Gregor	np1	Gregor	Gregor	0
.	.	.	.	.	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
5.	5.	crd	5.	5.	0
epist	epist	vvn	epist	epist	0
.	.	.	.	.	1
10.	10.	crd	10.	10.	1
France	France	np1	France	France	0
to	to	pc-acp	to	to	0
buy	buy	vvi	buy	buy	0
such	such	d	such	such	0
English	English	jp	English	english	0
youths	youths	n2	youths	youth	0
as	as	c-acp	as	as	0
were	were	vbdr	were	be	0
there	there	a-acp	there	there	0
slaues	slaues	n2	slaves	slave	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
them	them	pno32	them	they	0
vp	vp	a-acp	up	up	0
to	to	pc-acp	to	to	0
Rome	Rome	vvi	Room	roam	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
vertue	vertue	n1	virtue	virtue	0
&	&	cc	&	and	0
learning	learning	n1	learning	learning	0
.	.	.	.	.	1
VVherein	VVherein	c-crq	Wherein	wherein	0
he	he	pns31	he	he	0
gaue	gaue	vvd	gave	give	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
English	English	jp	English	english	0
Seminary	Seminary	n1	Seminary	seminary	0
which	which	r-crq	which	which	0
not	not	xx	not	not	0
long	long	av-j	long	long	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
our	our	po12	our	our	0
English	English	jp	English	english	0
Kings	Kings	n2	Kings	king	0
founded	founded	vvn	founded	found	0
in	in	p-acp	in	in	0
Rome	Rome	n1	Room	room	0
.	.	.	.	.	1
This	This	d	This	this	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
B.	B.	np1	B.	B.	0
Pope	Pope	n1	Pope	pope	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
our	our	po12	our	our	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
vvhom	vvhom	ro-crq	whom	who	0
vve	vve	pns12	we	we	0
may	may	vmb	may	may	0
vvel	vvel	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
must	must	vmb	must	must	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
S.	S.	np1	S.	S.	0
Beda	Beda	np1	Beda	Beda	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
c	c	sy	c	c	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
)	)	)	)	)	0
cal	cal	vvb	call	call	0
our	our	po12	our	our	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
lavvfullie	lavvfullie	av-j	lawfully	lawful	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
nounce	nounce	vvb	nounce	nounce	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
saying	saying	vvg	saying	say	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
Cor.	Cor.	np1	Cor.	Cor.	0
.	.	.	.	.	1
Although	Although	cs	Although	although	0
he	he	pns31	he	he	0
vvere	vvere	vbdr	were	be	0
not	not	xx	not	not	0
an	an	dt	and	a	0
Apostle	Apostle	n1	Apostle	apostle	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
vvas	vvas	vbds	was	be	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
signe	signe	n1	sign	sign	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Apostleship	Apostleship	n1	Apostleship	apostleship	0
vve	vve	pns12	we	we	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
was	was	vbds	was	be	0
this	this	d	this	this	0
great	great	j	great	great	0
good	good	j	good	good	0
so	so	av	so	so	0
hap	hap	vvb	hap	hap	0
∣	∣	sy	∣	∣	0
pilie	pilie	av-j	pilie	pilie	0
begun	begun	vvn	begun	begin	0
and	and	cc	and	and	0
planted	planted	vvn	planted	plant	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
nation	nation	n1	nation	nation	0
by	by	p-acp	by	by	0
S.	S.	n1	S.	saint	0
Gregorie	Gregorie	np1	Gregorie	Gregory	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Legates	Legates	n2	Legates	legate	0
,	,	,	,	,	0
negle	negle	vvi	negle	negle	0
∣	∣	sy	∣	∣	0
cted	cted	n1	cted	cted	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Popes	Popes	n2	Popes	pope	0
his	his	po31	his	his	0
successors	successors	n2	successors	successor	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
diligentlie	diligentlie	av-j	diligently	diligent	0
watered	watered	vvn	watered	water	0
and	and	cc	and	and	0
furde	furde	vvn	furde	fur	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
appeareth	appeareth	vvz	appears	appear	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
let	let	n1	let	let	0
∣	∣	sy	∣	∣	0
ters	ters	n1	ters	ters	0
Bed.	Bed.	n1	Bed.	bed	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
c	c	sy	c	c	0
.	.	.	.	.	1
10.	10.	crd	10.	10.	0
11.	11.	crd	11.	11.	1
Hun	Hun	np1	Hun	Hun	0
∣	∣	sy	∣	∣	0
tingt	tingt	fw-fr	tingt	tingt	0
.	.	.	.	.	0
l.	l.	n1	l.	l.	0
3.	3.	crd	3.	3.	1
Bed.	Bed.	n1	Bed.	bed	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
c	c	sy	c	c	0
.	.	.	.	.	1
17.	17.	crd	17.	17.	1
Hunting	Hunting	vvg	Hunting	hunt	0
.	.	.	.	.	0
sup	sup	vvb	sup	sup	0
.	.	.	.	.	1
Bed.	Bed.	n1	Bed.	bed	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	0
c	c	sy	c	c	0
.	.	.	.	.	1
18.	18.	crd	18.	18.	1
Hunt.	Hunt.	np1	Hunt.	Hunt.	0
l.	l.	n1	l.	l.	0
4.	4.	crd	4.	4.	0
p.	p.	n1	p.	p.	0
335.	335.	crd	335.	335.	1
Malmesbur	Malmesbur	np1	Malmesbur	Malmesbur	0
.	.	.	.	.	0
l.	l.	n1	l.	l.	0
1.	1.	crd	1.	1.	1
Pontif.	Pontif.	np1	Pontif.	Pontif.	0
p.	p.	n1	p.	p.	0
197.	197.	crd	197.	197.	1
VVestm	VVestm	np1	VVestm	VVestm	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
nast	nast	zz	nast	nast	0
.	.	.	.	.	1
A.	A.	sy	A.	a	0
789.	789.	crd	789.	789.	1
Malmesb.	Malmesb.	np1	Malmesb.	Malmesb.	0
l.	l.	n1	l.	l.	0
2.	2.	crd	2.	2.	1
Reg.	Reg.	np1	Reg.	Reg.	0
p.	p.	n1	p.	p.	0
47.	47.	crd	47.	47.	1
A.	A.	sy	A.	a	0
804.	804.	crd	804.	804.	1
P.	P.	np1	P.	P.	0
Honorlus	Honorlus	np1	Honorlus	Honorlus	0
An.	An.	np1	An.	An.	0
635.	635.	crd	635.	635.	1
Bed.	Bed.	n1	Bed.	bed	0
l.	l.	n1	l.	l.	0
3.	3.	crd	3.	3.	0
