MEN	MEN	n2	MEN	man	0
the	the	dt	the	the	0
lord	lord	n1	lord	lord	0
of	of	pp-f	of	of	0
hostes	hostes	n2	hosts	host	0
,	,	,	,	,	0
wyth	wyth	p-acp	with	with	0
prophane	prophane	j	profane	profane	0
and	and	cc	and	and	0
irreuerente	irreuerente	j	irreuerente	irreuerente	0
eyes	eyes	n2	eyes	eye	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
exposytyon	exposytyon	n1	exposytyon	exposytyon	0
and	and	cc	and	and	0
ministring	ministring	j-vvg	ministering	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sacramentes	sacramentes	n2	sacraments	sacrament	0
,	,	,	,	,	0
that	that	cst	that	that	0
one	one	pi	one	one	0
∣	∣	sy	∣	∣	0
lye	lye	vvb	lie	lie	0
whyche	whyche	r-crq	which	which	0
is	is	vbz	is	be	0
prescribed	prescribed	vvn	prescribed	prescribe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
scryptures	scryptures	n2	scriptures	scripture	0
muste	muste	vmb	must	must	0
of	of	pp-f	of	of	0
ne	ne	zz	ne	ne	0
∣	∣	sy	∣	∣	0
cessytye	cessytye	n1	cessytye	cessytye	0
be	be	vbi	be	be	0
folowed	folowed	vvn	followed	follow	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
nowe	nowe	av	now	now	0
let	let	vvb	let	let	0
vs	vs	pno12	us	we	0
cō	cō	vvi	con	con	0
¦	¦	sy	¦	¦	0
pare	pare	vvb	pare	pare	0
thys	thys	d	this	this	0
worlde	worlde	n1	world	world	0
wyth	wyth	p-acp	with	with	0
those	those	d	those	those	0
auncyente	auncyente	j	auncyente	auncyente	0
tymes	tymes	n2	times	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
in	in	p-acp	in	in	0
thys	thys	d	this	this	0
matter	matter	n1	matter	matter	0
fynd	fynd	vvi	find	find	0
theym	theym	pno32	them	they	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
thynges	thynges	n2	things	thing	0
lyke	lyke	av-j	like	like	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
thou	thou	pns21	thou	thou	0
shalte	shalte	vm2	shalt	shall	0
fynde	fynde	vvi	find	find	0
some	some	d	some	some	0
whyche	whyche	r-crq	which	which	0
attrybute	attrybute	n1	attrybute	attrybute	0
all	all	d	all	all	0
As	As	c-acp	As	as	0
if	if	cs	if	if	0
a	a	dt	a	a	0
manne	manne	n1	man	man	0
forsaking	forsaking	vvg	forsaking	forsake	0
pro	pro	fw-la	pro	pro	0
¦	¦	sy	¦	¦	0
digalitie	digalitie	n1	digalitie	digalitie	0
shuld	shuld	vmd	should	shall	0
fal	fal	vvi	fall	fall	0
into	into	p-acp	into	into	0
beget	beget	vvi	beget	beget	0
¦	¦	sy	¦	¦	0
ly	ly	vvb	lie	lie	0
nigardship	nigardship	n1	nigardship	nigardship	0
or	or	cc	or	or	0
forsakynge	forsakynge	vvg	forsaking	forsake	0
vngodlynesse	vngodlynesse	n1	ungodliness	ungodliness	0
,	,	,	,	,	0
shulde	shulde	vmd	should	shall	0
fal	fal	vvi	fall	fall	0
into	into	p-acp	into	into	0
superstition	superstition	n1	superstition	superstition	0
.	.	.	.	.	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
thynges	thynges	n2	things	thing	0
too	too	av	too	too	0
the	the	dt	the	the	0
Sacramentes	Sacramentes	n2	Sacraments	sacrament	0
and	and	cc	and	and	0
agayne	agayne	av	again	again	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
some	some	d	some	some	0
other	other	n-jn	other	other	0
whych	whych	r-crq	which	which	0
doo	doo	vdb	do	do	0
attrybute	attrybute	n1	attrybute	attrybute	0
nothinge	nothinge	pi2	nothing	nothing	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
Soo	Soo	av	So	so	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
thys	thys	d	this	this	0
poynte	poynte	n1	point	point	0
,	,	,	,	,	0
that	that	cst	that	that	0
whyche	whyche	r-crq	which	which	0
the	the	dt	the	the	0
heathen	heathen	j-jn	heathen	heathen	0
Poete	Poete	n1	Poet	poet	0
Flaccus	Flaccus	np1	Flaccus	Flaccus	0
doth	doth	vdz	does	do	0
wryte	wryte	vvi	write	write	0
proueth	proueth	vvz	proves	prove	0
moste	moste	av-ds	most	most	0
trewe	trewe	j	true	true	0
.	.	.	.	.	1
Fooles	Fooles	ng1	Fools	fool	0
whyles	whyles	n2	whiles	while	0
they	they	pns32	they	they	0
doo	doo	vdb	do	do	0
flye	flye	vvi	fly	fly	0
from	from	p-acp	from	from	0
one	one	crd	one	one	0
synne	synne	n1	sin	sin	0
,	,	,	,	,	0
they	they	pns32	they	they	0
doo	doo	vdb	do	do	0
runne	runne	vvi	run	run	0
intoo	intoo	p-acp	into	into	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
contrarye	contrarye	j-jn	contrary	contrary	0
vyce	vyce	n1	vice	vice	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
there	there	a-acp	there	there	0
be	be	vbb	be	be	0
many	many	d	many	many	0
whiche	whiche	r-crq	which	which	0
doo	doo	vdb	do	do	0
adscribe	adscribe	vvi	adscribe	ascribe	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
sacramentes	sacramentes	n2	sacraments	sacrament	0
,	,	,	,	,	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
iustyficatiō	iustyficatiō	n1	iustyfication	iustyfication	0
health	health	n1	health	health	0
and	and	cc	and	and	0
saluation	saluation	n1	salvation	salvation	0
most	most	av-ds	most	most	0
seruillye	seruillye	av-j	seruillye	seruillye	0
,	,	,	,	,	0
as	as	a-acp	as	as	0
.	.	.	.	.	1
S	S	sy	S	s	0
Angustine	Angustine	np1	Angustine	Angustine	0
doth	doth	vdz	does	do	0
say	say	vvi	say	say	0
,	,	,	,	,	0
worshipping	worshipping	vvg	worshipping	worship	0
and	and	cc	and	and	0
ve	ve	zz	ve	ve	0
¦	¦	sy	¦	¦	0
nerating	nerating	vvg	nerating	nerate	0
the	the	dt	the	the	0
signes	signes	n2	signs	sign	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
whi	whi	q-crq	whi	why	0
∣	∣	sy	∣	∣	0
che	che	pns11	i	i	0
by	by	a-acp	by	by	0
the	the	dt	the	the	0
signes	signes	n2	signs	sign	0
are	are	vbr	are	be	0
signified	signified	vvn	signified	signify	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
mē	mē	n2	men	man	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
sacrilege	sacrilege	n1	sacrilege	sacrilege	0
and	and	cc	and	and	0
spy	spy	n1	spy	spy	0
∣	∣	sy	∣	∣	0
ritual	ritual	j	ritual	ritual	0
thefte	thefte	n1	theft	theft	0
,	,	,	,	,	0
taken	taken	vvn	taken	take	0
a	a	dt	a	a	0
waie	waie	n1	way	way	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
full	full	j	full	full	0
,	,	,	,	,	0
the	the	dt	the	the	0
cuppe	cuppe	n1	cup	cup	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lordes	lordes	ng1	lords	lord	0
bloude	bloude	n1	blood	blood	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
∣	∣	sy	∣	∣	0
sides	sides	n2	sides	side	0
that	that	cst	that	that	0
,	,	,	,	,	0
all	all	d	all	all	0
men	men	n2	men	man	0
doo	doo	vdi	do	do	0
knowe	knowe	vvi	know	know	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
Ye	Ye	pn22	You	you	0
shall	shall	vmb	shall	shall	0
rede	rede	vvi	rede	read	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
masse	masse	n1	mass	mass	0
bookes	bookes	n2	books	book	0
howe	howe	c-crq	how	how	0
thei	thei	pns32	they	they	0
said	said	vvd	said	say	0
Mas	Mas	n1	Mass	mass	0
for	for	p-acp	for	for	0
mesel	mesel	n1	mesel	mesel	0
swin	swin	n1	swin	swim	0
for	for	p-acp	for	for	0
scalde	scalde	j	scalde	scalde	0
hor	hor	uh	hor	hor	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
.	.	.	.	.	1
&c.	&c.	av	etc.	etc	0
haue	haue	vhb	have	have	0
abused	abused	vvn	abused	abuse	0
the	the	dt	the	the	0
lordes	lordes	ng1	lords	lord	0
supper	supper	n1	supper	supper	0
too	too	av	too	too	0
heale	heale	vvi	heal	heal	0
diseases	diseases	n2	diseases	disease	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
driue	driue	vvi	driven	drive	0
away	away	av	away	away	0
foule	foule	j	foul	foul	0
spirites	spirites	n2	spirits	spirit	0
,	,	,	,	,	0
too	too	av	too	too	0
make	make	vvb	make	make	0
fayre	fayre	j	fair	fair	0
weather	weather	n1	weather	weather	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
vile	vile	j	vile	vile	0
and	and	cc	and	and	0
filthy	filthy	j	filthy	filthy	0
things	things	n2	things	thing	0
.	.	.	.	.	1
And	And	cc	And	and	0
agayne	agayne	av	again	again	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
vtterly	vtterly	av-j	utterly	utter	0
subuerting	subuerting	vvg	subverting	subvert	0
the	the	dt	the	the	0
outward	outward	j	outward	outward	0
sig	sig	n1	sig	sig	0
¦	¦	sy	¦	¦	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
dyd	dyd	vdd	did	do	0
contende	contende	vvi	contend	contend	0
and	and	cc	and	and	0
affirme	affirme	vvi	affirm	affirm	0
,	,	,	,	,	0
that	that	cst	that	that	0
ney	ney	zz	ney	ney	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
breade	breade	n1	bread	bread	0
nor	nor	ccx	nor	nor	0
wyne	wyne	n1	wine	wine	0
did	did	vdd	did	do	0
remaine	remaine	vvi	remain	remain	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ye	ye	pn22	you	you	0
body	body	n1	body	body	0
and	and	cc	and	and	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lord	lord	n1	lord	lord	0
onely	onely	av-j	only	only	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
whyche	whyche	r-crq	which	which	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
beynge	beynge	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sacra	Sacra	fw-la	Sacra	sacra	0
∣	∣	sy	∣	∣	0
mente	mente	fw-la	mente	mente	0
miraculouslye	miraculouslye	av-j	miraculously	miraculous	0
,	,	,	,	,	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
dys	dys	zz	dys	dys	0
∣	∣	sy	∣	∣	0
puted	puted	j-vvn	puted	put	0
manye	manye	d	many	many	0
thynges	thynges	n2	things	thing	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
thee	thee	pno21	thee	thou	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
postles	postles	n2	postles	postle	0
neuer	neuer	av-x	never	never	0
knewe	knewe	vvd	knew	know	0
,	,	,	,	,	0
beatynge	beatynge	vvg	beating	beat	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
ignoraunte	ignoraunte	j	ignorant	ignorant	0
peoples	peoples	ng1	peoples	people	0
eares	eares	n2	ears	ear	0
,	,	,	,	,	0
this	this	d	this	this	0
opynion	opynion	n1	opinion	opinion	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
too	too	av	too	too	0
saye	saye	vvb	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
thinges	thinges	n2	things	thing	0
were	were	vbdr	were	be	0
offered	offered	vvn	offered	offer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Minyster	Minyster	n1	Minister	minister	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
Masse	Masse	n1	Mass	mass	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
satysfaccyon	satysfaccyon	n1	satisfaction	satisfaction	0
of	of	pp-f	of	of	0
synne	synne	n1	sin	sin	0
,	,	,	,	,	0
bothe	bothe	d	both	both	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
quycke	quycke	j	quick	quick	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
deade	deade	j	dead	dead	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
decretalles	decretalles	n2-jn	decretals	decretal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hyghe	hyghe	j	high	high	0
Tryny	Tryny	j	Tryny	tryny	0
∣	∣	sy	∣	∣	0
tye	tye	n1	tie	tie	0
and	and	cc	and	and	0
catholyke	catholyke	j-jn	catholic	catholic	0
fayth	fayth	n1	faith	faith	0
,	,	,	,	,	0
Titu	Titu	fw-la	Titu	titu	0
.	.	.	.	.	0
firmiter	firmiter	fw-la	firmiter	firmiter	0
cre	cre	c-acp	credit	ere	0
¦	¦	sy	¦	¦	0
dimus	dimus	fw-la	dimus	dimus	0
.	.	.	.	.	1
Reade	Reade	np1	Reade	Reade	0
ye	ye	pn22	you	you	0
boke	boke	n1	book	book	0
of	of	pp-f	of	of	0
yt	yt	pn31	that	it	0
decretals	decretals	n2	decretals	decretal	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
title	title	n1	title	title	0
fyr	fyr	n1	fyr	fyr	0
¦	¦	sy	¦	¦	0
miter	miter	n1	miter	miter	0
credi	credi	n1	credi	credi	0
∣	∣	sy	∣	∣	0
mus	mus	n1	mus	muss	0
All	All	d	All	all	0
men	men	n2	men	man	0
doo	doo	vdb	do	do	0
alsoo	alsoo	av	also	also	0
knowe	knowe	vvi	know	know	0
and	and	cc	and	and	0
see	see	vvi	see	see	0
what	what	r-crq	what	what	0
worshyppe	worshyppe	n1	worship	worship	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
dayelye	dayelye	av-j	daily	day	0
done	done	vdn	done	do	0
too	too	av	too	too	0
the	the	dt	the	the	0
mystycall	mystycall	j	mystical	mystical	0
breade	breade	n1	bread	bread	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
we	we	pns12	we	we	0
do	do	vdb	do	do	0
synne	synne	vvi	sin	sin	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
nowe	nowe	av	now	now	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sacramente	Sacramente	n1	Sacrament	sacrament	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
dye	dye	n1	die	dye	0
and	and	cc	and	and	0
bloude	bloude	n1	blood	blood	0
of	of	pp-f	of	of	0
Christe	Christe	np1	Christe	Christe	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
aun	aun	dt	an	an	0
∣	∣	sy	∣	∣	0
cy	cy	uh	cy	cy	0
auntye	auntye	n1	auntye	auntye	0
dyd	dyd	vdd	did	do	0
synne	synne	vvi	sin	sin	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lordes	Lordes	ng1	Lords	lord	0
couenaunte	couenaunte	n1	covenant	covenant	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
the	the	dt	the	the	0
righ	righ	j-jn	righ	right	0
¦	¦	sy	¦	¦	0
tuouse	tuouse	j	tuouse	tuouse	0
Whithe	Whithe	np1	Whithe	Whithe	0
lord	lord	n1	lord	lord	0
dothe	dothe	vdz	doth	do	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
presente	presente	j	present	present	0
time	time	n1	time	time	0
so	so	av	so	so	0
horibly	horibly	av-j	horibly	horrible	0
pla	pla	zz	pla	pla	0
¦	¦	sy	¦	¦	0
gue	gue	zz	gue	gue	0
ye	ye	pn22	you	you	0
world	world	n1	world	world	0
.	.	.	.	.	0
lorde	lorde	n1	lord	lord	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
wythoute	wythoute	p-acp	without	without	0
doubte	doubte	n1	doubt	doubt	0
pu	pu	fw-fr	pu	pu	0
∣	∣	sy	∣	∣	0
nysshe	nysshe	j	nysshe	nysshe	0
nowe	nowe	av	now	now	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
wyth	wyth	p-acp	with	with	0
greate	greate	j	great	great	0
&	&	cc	&	and	0
horryble	horryble	j	horrible	horrible	0
plagues	plagues	n2	plagues	plague	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
nowe	nowe	av	now	now	0
that	that	cst	that	that	0
these	these	d	these	these	0
vngodlye	vngodlye	j	ungodly	ungodly	0
and	and	cc	and	and	0
superstycyons	superstycyons	n2	superstitions	superstition	0
opynyons	opynyons	n2	opinions	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacramentes	Sacramentes	n2	Sacraments	sacrament	0
,	,	,	,	,	0
are	are	vbr	are	be	0
oppugned	oppugned	vvn	oppugned	oppugn	0
by	by	p-acp	by	by	0
theym	theym	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
syncerely	syncerely	av-j	sincerely	sincere	0
preached	preached	vvn	preached	preach	0
the	the	dt	the	the	0
iustyfycatyon	iustyfycatyon	n1	iustyfycatyon	justification	0
of	of	pp-f	of	of	0
faythe	faythe	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lorde	Lorde	n1	Lord	lord	0
and	and	cc	and	and	0
Sauyoure	Sauyoure	n1	Saviour	saviour	0
Iesu	Iesu	np1	Iesu	Jesus	0
Christe	Christe	np1	Christe	Christe	0
,	,	,	,	,	0
not	not	xx	not	not	0
too	too	av	too	too	0
thys	thys	d	this	this	0
entente	entente	n1	entente	intent	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Sacramentes	Sacramentes	n2	Sacraments	sacrament	0
shoulde	shoulde	vmd	should	shall	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
awaye	awaye	av	away	away	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
the	the	dt	the	the	0
abuses	abuses	n2	abuses	abuse	0
whyche	whyche	r-crq	which	which	0
are	are	vbr	are	be	0
aboute	aboute	p-acp	about	about	0
theym	theym	pno32	them	they	0
,	,	,	,	,	0
super	super	fw-la	super	super	0
¦	¦	sy	¦	¦	0
stycyouslye	stycyouslye	av-j	stycyouslye	stycyouslye	0
and	and	cc	and	and	0
vngodlye	vngodlye	j	ungodly	ungodly	0
taughte	taughte	vvn	taught	teach	0
,	,	,	,	,	0
moughte	moughte	vmd	mought	mought	0
be	be	vbi	be	be	0
cleane	cleane	av-j	clean	clean	0
abolysshed	abolysshed	vvn	abolished	abolish	0
:	:	:	:	:	0
lo	lo	uh	lo	lo	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
and	and	cc	and	and	0
by	by	a-acp	by	by	0
spryngeth	spryngeth	vvz	springeth	springe	0
furthe	furthe	av-j	forth	further	0
a	a	dt	a	a	0
newe	newe	j	new	new	0
sorte	sorte	n1	sort	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
is	is	vbz	is	be	0
fallen	fallen	vvn	fallen	fall	0
intoo	intoo	p-acp	into	into	0
Scilla	Scilla	np1	Scilla	Scylla	0
Scilla	Scilla	np1	Scilla	Scylla	0
and	and	cc	and	and	0
C	C	sy	C	c	0
¦	¦	sy	¦	¦	0
ribdis	ribdis	n1	ribdis	ribdis	0
are	are	vbr	are	be	0
,	,	,	,	,	0
i	i	pns11	i	i	0
paros	paros	fw-la	paros	paros	0
ro	ro	p-acp	ro	to	0
¦	¦	sy	¦	¦	0
kes	kes	uh	kes	kes	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
e	e	fw-la	e	e	0
of	of	pp-f	of	of	0
Scicilia	Scicilia	np1	Scicilia	Scicilia	0
.	.	.	.	.	0
couetynge	couetynge	vvg	coveting	covete	0
too	too	av	too	too	0
sonne	sonne	n1	son	son	0
Caribdis	Caribdis	np1	Caribdis	Charybdis	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
saye	saye	vvi	say	say	0
they	they	pns32	they	they	0
:	:	:	:	:	0
yf	yf	cs	if	if	0
the	the	dt	the	the	0
breade	breade	n1	bread	bread	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
made	made	vvn	made	make	0
and	and	cc	and	and	0
turned	turned	vvn	turned	turn	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
verye	verye	j	very	very	0
naturall	naturall	j	natural	natural	0
bodye	bodye	n1	body	body	0
of	of	pp-f	of	of	0
Christe	Christe	np1	Christe	Christe	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wyne	wyne	n1	wine	wine	0
intoo	intoo	p-acp	into	into	0
hys	hys	po31	his	his	0
verye	verye	j	very	very	0
bloude	bloude	n1	blood	blood	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
yf	yf	cs	if	if	0
the	the	dt	the	the	0
Sacramente	Sacramente	n1	Sacrament	sacrament	0
dothe	dothe	vdz	doth	do	0
not	not	xx	not	not	0
iustyfye	iustyfye	vvi	iustyfye	justify	0
,	,	,	,	,	0
and	and	cc	and	and	0
brynge	brynge	vvi	bring	bring	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
bare	bare	j	bore	bare	0
breade	breade	n1	bread	bread	0
and	and	cc	and	and	0
wyne	wyne	n1	wine	wine	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
it	it	pn31	it	it	0
skylleth	skylleth	vvz	skylleth	skyll	0
not	not	xx	not	not	0
whether	whether	c-crq	whither	whither	0
we	we	pns12	we	we	0
re	re	zz	re	re	0
¦	¦	sy	¦	¦	0
ceiue	ceiue	n1	ceiue	ceiue	0
it	it	pn31	it	it	0
or	or	cc	or	or	0
not	not	xx	not	not	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
these	these	d	these	these	0
irreuerent	irreuerent	j	irreverent	irreverent	0
per	per	fw-la	per	per	0
¦	¦	sy	¦	¦	0
sons	sons	n2	sons	son	0
do	do	vdi	do	do	0
atrybute	atrybute	n1	atrybute	atrybute	0
to	to	p-acp	to	to	0
little	little	j	little	little	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
sacra	sacra	fw-la	sacra	sacra	0
∣	∣	sy	∣	∣	0
mente	mente	fw-la	mente	mente	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
dydde	dydde	vdd	did	do	0
attrybute	attrybute	n1	attrybute	attrybute	0
too	too	av	too	too	0
muche	muche	av-d	much	much	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
the	the	dt	the	the	0
Mynystre	Mynystre	n1	Minister	minister	0
shall	shall	vmb	shall	shall	0
What	What	r-crq	What	what	0
meane	meane	n1	mean	mean	0
the	the	dt	the	the	0
Ministre	Ministre	fw-fr	Ministre	ministre	0
ought	ought	pi	ought	aught	0
to	to	pc-acp	to	to	0
kepe	kepe	vvi	keep	keep	0
in	in	p-acp	in	in	0
ye	ye	pn22	you	you	0
sacramēt	sacramēt	n1	sacrament	sacrament	0
.	.	.	.	.	0
wyth	wyth	p-acp	with	with	0
a	a	dt	a	a	0
wyse	wyse	n1	wise	wise	0
and	and	cc	and	and	0
reuerente	reuerente	j	reverent	reverent	0
symplycytie	symplycytie	n1	symplycytie	symplycytie	0
kepe	kepe	vvi	keep	keep	0
a	a	dt	a	a	0
meane	meane	j	mean	mean	0
betwene	betwene	p-acp	between	between	0
,	,	,	,	,	0
and	and	cc	and	and	0
reiectynge	reiectynge	vvg	rejecting	reject	0
all	all	d	all	all	0
those	those	d	those	those	0
superstycyons	superstycyons	n2	superstitions	superstition	0
and	and	cc	and	and	0
peruerse	peruerse	j	perverse	perverse	0
o	o	uh	oh	oh	0
∣	∣	sy	∣	∣	0
pynyons	pynyons	n2	pynyons	pynyon	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
teache	teache	vvi	teach	teach	0
that	that	d	that	that	0
twoo	twoo	crd	twoo	two	0
thyn	thyn	zz	thyn	thyn	0
∣	∣	sy	∣	∣	0
ges	ges	zz	ges	ges	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sacramente	Sacramente	n1	Sacrament	sacrament	0
,	,	,	,	,	0
muste	muste	vmb	must	must	0
be	be	vbi	be	be	0
obser	obser	jc	obser	obs	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
and	and	cc	and	and	0
consydered	consydered	vvn	considered	considere	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
too	too	av	too	too	0
saye	saye	vvb	say	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
sygne	sygne	n1	sign	sign	0
or	or	cc	or	or	0
earthelye	earthelye	j	earthly	earthly	0
elemente	elemente	n1	element	element	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
breade	breade	n1	bread	bread	0
and	and	cc	and	and	0
wyne	wyne	n1	wine	wine	0
,	,	,	,	,	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
outewarde	outewarde	j	outward	outward	0
myny	myny	n1	myny	myny	0
∣	∣	sy	∣	∣	0
stratyon	stratyon	n1	stratyon	stratyon	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
thynge	thynge	n1	thing	thing	0
whyche	whyche	r-crq	which	which	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sygne	sygne	n1	sign	sign	0
is	is	vbz	is	be	0
represented	represented	vvn	represented	represent	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
feloweshyp	feloweshyp	n1	feloweshyp	feloweshyp	0
of	of	pp-f	of	of	0
Christes	Christes	npg1	Christes	Christ	0
churche	churche	n1	church	church	0
,	,	,	,	,	0
