Worcester	Worcester	np1	Worcester	Worcester	0
Effects	Effects	n2	Effects	effect	0
of	of	pp-f	of	of	0
Christ's	Christ's	npg1	Christ's	Christ	0
Propitiation	Propitiation	n1	Propitiation	propitiation	0
,	,	,	,	,	0
and	and	cc	and	and	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
distinguished	distinguished	vvn	distinguished	distinguish	0
from	from	p-acp	from	from	0
what	what	r-crq	what	what	0
follows	follows	vvz	follows	follow	0
,	,	,	,	,	0
Reconciliation	Reconciliation	n1	Reconciliation	reconciliation	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
Parts	Parts	n2	Parts	part	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Particular	Particular	j-jn	Particular	particular	0
Effects	Effects	n2	Effects	effect	0
,	,	,	,	,	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
di	di	dt	di	the	0
∣	∣	sy	∣	∣	0
stinguished	stinguished	vvn	stinguished	stinguish	0
from	from	p-acp	from	from	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
the	the	dt	the	the	0
Question	Question	n1	Question	question	0
arises	arises	vvz	arises	arise	0
,	,	,	,	,	0
Whether	Whether	cs	Whither	whether	0
God	God	np1	God	God	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
infinite	infinite	j	infinite	infinite	0
Goodness	Goodness	n1	Goodness	goodness	0
,	,	,	,	,	0
do	do	vdb	do	do	0
bestow	bestow	vvi	bestow	bestow	0
them	them	pno32	them	they	0
on	on	p-acp	on	on	0
those	those	d	those	those	0
whom	whom	r-crq	whom	who	0
he	he	pns31	he	he	0
designs	designs	n2	designs	design	0
for	for	p-acp	for	for	0
Happi	Happi	fw-la	Happi	happi	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
without	without	p-acp	without	without	0
regard	regard	n1	regard	regard	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
theirs	theirs	png32	theirs	they	0
?	?	?	?	?	1
Or	Or	cc	Or	or	0
whether	whether	cs	whither	whether	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
be	be	vbb	be	be	0
hath	hath	vhz	hath	have	0
limited	limited	vvn	limited	limit	0
the	the	dt	the	the	0
Conveyance	Conveyance	n1	Conveyance	conveyance	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Performance	Performance	n1	Performance	performance	0
of	of	pp-f	of	of	0
certain	certain	j	certain	certain	0
Conditions	Conditions	n2	Conditions	condition	0
?	?	?	?	?	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
Question	Question	n1	Question	question	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
if	if	cs	if	if	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
Freeness	Freeness	n1	Freeness	freeness	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
be	be	vbb	be	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
look'd	look'd	vvn	looked	look	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
much	much	av-d	much	much	0
freer	freer	jc	freer	free	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
requires	requires	vvz	requires	require	0
no	no	dx	no	no	0
Conditions	Conditions	n2	Conditions	condition	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
expects	expects	vvz	expects	expect	0
any	any	d	any	any	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
expected	expected	vvn	expected	expect	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Gratitude	Gratitude	n1	Gratitude	gratitude	0
,	,	,	,	,	0
or	or	cc	or	or	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
real	real	j	real	real	0
Conditions	Conditions	n2	Conditions	condition	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
End.	End.	n1	End.	end	0
But	But	cc-acp	But	but	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
look	look	vvi	look	look	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Freeness	Freeness	n1	Freeness	freeness	0
of	of	pp-f	of	of	0
God's	God's	npg1	God's	God	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Foundation	Foundation	n1	Foundation	foundation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Terms	Terms	n2	Terms	term	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
God	God	n1	God	god	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Infinite	Infinite	j	Infinite	infinite	0
Goodness	Goodness	n1	Goodness	goodness	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Propitiation	Propitiation	n1	Propitiation	propitiation	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
Sins	Sins	n2	Sins	sin	0
;	;	;	;	;	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
suppose	suppose	vvi	suppose	suppose	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
Covenant	Covenant	n1	Covenant	covenant	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
repugnant	repugnant	j	repugnant	repugnant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Perfections	Perfections	n2	Perfections	perfection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Divine	Divine	j-jn	Divine	divine	0
Nature	Nature	n1	Nature	nature	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
Holiness	Holiness	n1	Holiness	holiness	0
and	and	cc	and	and	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
are	are	vbr	are	be	0
essential	essential	j	essential	essential	0
Attri	Attri	np1	Attri	Attri	0
∣	∣	sy	∣	∣	0
butes	butes	n2	butes	bute	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
and	and	cc	and	and	0
any	any	d	any	any	0
such	such	d	such	such	0
Covenant	Covenant	n1	Covenant	covenant	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Consequence	Consequence	n1	Consequence	consequence	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
overthrows	overthrows	vvz	overthrows	overthrow	0
the	the	dt	the	the	0
Rules	Rules	n2	Rules	rule	0
of	of	pp-f	of	of	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
and	and	cc	and	and	0
Holiness	Holiness	n1	Holiness	holiness	0
,	,	,	,	,	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
look's	look's	n2	look's	look	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pure	Pure	j	Pure	pure	0
and	and	cc	and	and	0
Holy	Holy	j	Holy	holy	0
Nature	Nature	n1	Nature	nature	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
such	such	d	such	such	0
a	a	dt	a	a	0
Cove	Cove	zz	Cove	cove	0
∣	∣	sy	∣	∣	0
nant	nant	n1	nant	nant	0
as	as	c-acp	as	as	0
consists	consists	vvz	consists	consist	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
absolute	absolute	j	absolute	absolute	0
Promises	Promises	vvz	Promises	promise	0
(	(	(	(	(	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
a	a	dt	a	a	0
Cove	Cove	zz	Cove	cove	0
∣	∣	sy	∣	∣	0
nant	nant	n1	nant	nant	0
)	)	)	)	)	0
must	must	vmb	must	must	0
supersede	supersede	vvi	supersede	supersede	0
any	any	d	any	any	0
Obligation	Obligation	n1	Obligation	obligation	0
on	on	p-acp	on	on	0
Man's	Man's	ng1	Man's	man	0
Part	Part	n1	Part	part	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
Duty	Duty	n1	Duty	duty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Condition	Condition	n1	Condition	condition	0
of	of	pp-f	of	of	0
enjoying	enjoying	vvg	enjoying	enjoy	0
the	the	dt	the	the	0
Benefit	Benefit	n1	Benefit	benefit	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Promises	Promises	vvz	Promises	promise	0
;	;	;	;	;	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
overthrow	overthrow	vvi	overthrow	overthrow	0
the	the	dt	the	the	0
Rules	Rules	n2	Rules	rule	0
of	of	pp-f	of	of	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
.	.	.	.	.	1
Psal.	Psal.	np1	Psal.	Psal.	0
11.7	11.7	crd	11.7	11.7	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Righteous	Righteous	j	Righteous	righteous	0
Lord	Lord	n1	Lord	lord	0
lo	lo	uh	lo	lo	0
∣	∣	sy	∣	∣	0
veth	veth	vvz	veth	ve	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
.	.	.	.	.	1
And	And	cc	And	and	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
doth	doth	vdz	does	do	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
is	is	vbz	is	be	0
Righteous,1	Righteous,1	np1	Righteous,1	Righteous,1	0
John	John	np1	John	John	0
3.7	3.7	crd	3.7	3.7	0
.	.	.	.	.	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
Righteous	Righteous	j	Righteous	righteous	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
then	then	av	then	then	0
possible	possible	j	possible	possible	0
to	to	pc-acp	to	to	0
conceive	conceive	vvi	conceive	conceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
should	should	vmd	should	shall	0
make	make	vvi	make	make	0
such	such	d	such	such	0
a	a	dt	a	a	0
Covenant	Covenant	n1	Covenant	covenant	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
with	with	p-acp	with	with	0
Mankind	Mankind	n1	Mankind	mankind	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
regard	regard	n1	regard	regard	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Practise	Practise	n1	practice	practice	0
of	of	pp-f	of	of	0
real	real	j	real	real	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
?	?	?	?	?	1
And	And	cc	And	and	0
this	this	d	this	this	0
Supposition	Supposition	n1	Supposition	supposition	0
must	must	vmb	must	must	0
lessen	lessen	vvi	lessen	lessen	0
our	our	po12	our	our	0
esteem	esteem	n1	esteem	esteem	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Divine	Divine	j-jn	Divine	divine	0
Nature	Nature	n1	Nature	nature	0
and	and	cc	and	and	0
Perfe	Perfe	n1	Perfe	perfe	0
∣	∣	sy	∣	∣	0
ctions	ctions	n2	ctions	ction	0
,	,	,	,	,	0
overthrow	overthrow	vvb	overthrow	overthrow	0
the	the	dt	the	the	0
Design	Design	n1	Design	design	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
God	God	np1	God	God	0
a	a	dt	a	a	0
Respecter	Respecter	n1	Respecter	respecter	0
of	of	pp-f	of	of	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
taking	taking	vvg	taking	take	0
no	no	dx	no	no	0
Notice	Notice	n1	Notice	notice	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
inward	inward	j	inward	inward	0
Qualities	Qualities	n2	Qualities	quality	0
and	and	cc	and	and	0
Dispo	Dispo	n2	Dispo	dispo	0
∣	∣	sy	∣	∣	0
sitions	sitions	n2	sitions	sition	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
are	are	vbr	are	be	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
dangerous	dangerous	j	dangerous	dangerous	0
Consequence	Consequence	n1	Consequence	consequence	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
hardly	hardly	av	hardly	hardly	0
believe	believe	vvi	believe	believe	0
that	that	cst	that	that	0
any	any	d	any	any	0
who	who	r-crq	who	who	0
pretend	pretend	vvb	pretend	pretend	0
to	to	pc-acp	to	to	0
love	love	vvi	love	love	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
Sincerity	Sincerity	n1	Sincerity	sincerity	0
should	should	vmd	should	shall	0
entertain	entertain	vvi	entertain	entertain	0
such	such	d	such	such	0
Principles	Principles	n2	Principles	principle	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
too	too	av	too	too	0
naturally	naturally	av-j	naturally	natural	0
fol	fol	zz	fol	fol	0
∣	∣	sy	∣	∣	0
low	low	j	low	low	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
Person	Person	n1	Person	person	0
should	should	vmd	should	shall	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
his	his	po31	his	his	0
Business	Business	n1	Business	business	0
to	to	pc-acp	to	to	0
render	render	vvi	render	render	0
Christianity	Christianity	np1	Christianity	Christianity	0
suspected	suspected	vvn	suspected	suspect	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Design	Design	n1	Design	design	0
to	to	pc-acp	to	to	0
Promote	Promote	vvi	Promote	promote	0
Libertinism	Libertinism	np1	Libertinism	Libertinism	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
a	a	dt	a	a	0
Pretence	Pretence	n1	Pretence	pretence	0
of	of	pp-f	of	of	0
advancing	advancing	vvg	advancing	advance	0
Free	Free	j	Free	free	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
make	make	vvi	make	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Hy	Hy	uh	High	hy	0
∣	∣	sy	∣	∣	0
pothesis	pothesis	n1	pothesis	pothesis	0
more	more	av-dc	more	more	0
effectual	effectual	j	effectual	effectual	0
than	than	cs	than	than	0
this	this	d	this	this	0
;	;	;	;	;	0
That	That	cst	That	that	0
God	God	np1	God	God	0
requires	requires	vvz	requires	require	0
no	no	dx	no	no	0
Conditions	Conditions	n2	Conditions	condition	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Benefit	Benefit	n1	Benefit	benefit	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
Promises	Promises	vvz	Promises	promise	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
to	to	pc-acp	to	to	0
suppose	suppose	vvi	suppose	suppose	0
that	that	cst	that	that	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
so	so	av	so	so	0
Gra	Gra	uh	Gram	gra	0
∣	∣	sy	∣	∣	0
cious	cious	uh	cious	cious	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
forgive	forgive	vvi	forgive	forgive	0
the	the	dt	the	the	0
Sins	Sins	n2	Sins	sin	0
of	of	pp-f	of	of	0
truly	truly	av-j	truly	true	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
penitent	penitent	j-jn	penitent	penitent	0
Sinners	Sinners	n2	Sinners	sinner	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
resolve	resolve	vvb	resolve	resolve	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Grace	Grace	n1	Grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
depart	depart	vvi	depart	depart	0
from	from	p-acp	from	from	0
Iniquity	Iniquity	n1	Iniquity	iniquity	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
as	as	c-acp	as	as	0
becomes	becomes	vvz	becomes	become	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
is	is	vbz	is	be	0
so	so	av	so	so	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
Incongruity	Incongruity	n1	Incongruity	incongruity	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Divine	Divine	j-jn	Divine	divine	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
tends	tends	vvz	tends	tend	0
more	more	dc	more	more	0
to	to	pc-acp	to	to	0
advance	advance	vvi	advance	advance	0
our	our	po12	our	our	0
Apprehensions	Apprehensions	n2	Apprehensions	apprehension	0
of	of	pp-f	of	of	0
God's	God's	npg1	God's	God	0
Goodness	Goodness	n1	Goodness	goodness	0
joyned	joyned	vvn	joined	join	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
and	and	cc	and	and	0
Holiness	Holiness	n1	Holiness	holiness	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
brings	brings	vvz	brings	bring	0
Mankind	Mankind	n1	Mankind	mankind	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
due	due	j-jn	due	due	0
Love	Love	n1	Love	love	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Hatred	Hatred	n1	Hatred	hatred	0
of	of	pp-f	of	of	0
Sin.	Sin.	np1	Sin.	Sin.	1
As	As	p-acp	As	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Terms	Terms	n2	Terms	term	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Covenant	Covenant	n1	Covenant	covenant	0
,	,	,	,	,	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
possible	possible	j	possible	possible	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
unprejudiced	unprejudiced	j	unprejudiced	unprejudiced	0
Person	Person	n1	Person	person	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
the	the	dt	the	the	0
New	New	j	New	new	0
Testament	Testament	n1	Testament	testament	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
still	still	av	still	still	0
supposes	supposes	vvz	supposes	suppose	0
Conditions	Conditions	n2	Conditions	condition	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
us	us	pno12	us	we	0
Partakers	Partakers	n2	Partakers	partaker	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Benefit	Benefit	n1	Benefit	benefit	0
of	of	pp-f	of	of	0
Christ's	Christ's	npg1	Christ's	Christ	0
Sufferings	Sufferings	n2	Sufferings	suffering	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
possible	possible	j	possible	possible	0
for	for	p-acp	for	for	0
Men	Men	n2	Men	man	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
fond	fond	j	found	fond	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
particular	particular	j	particular	particular	0
Opinion	Opinion	n1	Opinion	opinion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
before	before	p-acp	before	before	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
accommodate	accommodate	vvi	accommodate	accommodate	0
all	all	d	all	all	0
places	places	n2	places	place	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
darling	darling	j-jn	darling	darling	0
Notion	Notion	n1	Notion	notion	0
;	;	;	;	;	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
as	as	a-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
absolute	absolute	j	absolute	absolute	0
freeness	freeness	n1	freeness	freeness	0
of	of	pp-f	of	of	0
God's	God's	npg1	God's	God	0
Grace	Grace	n1	Grace	grace	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
pursued	pursued	vvn	pursued	pursue	0
,	,	,	,	,	0
must	must	vmb	must	must	0
everthrow	everthrow	vvi	everthrow	everthrow	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
the	the	dt	the	the	0
Satisfaction	Satisfaction	n1	Satisfaction	satisfaction	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Conditions	Conditions	n2	Conditions	condition	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
Part.	Part.	n1	Part.	part	1
But	But	p-acp	But	but	0
here	here	av	here	here	0
lies	lies	vvz	lies	lie	0
the	the	dt	the	the	0
great	great	j	great	great	0
Difficulty	Difficulty	n1	Difficulty	difficulty	0
;	;	;	;	;	0
How	How	q-crq	How	how	0
can	can	vmb	can	can	0
we	we	pns12	we	we	0
be	be	vbi	be	be	0
justified	justified	vvn	justified	justify	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
a	a	av	a	a	0
perfect	perfect	j	perfect	perfect	0
righteousness	righteousness	n1	righteousness	righteousness	0
?	?	?	?	?	1
And	And	cc	And	and	0
our	our	po12	our	our	0
own	own	d	own	own	0
Performances	Performances	n2	Performances	performance	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
best	best	js	best	best	0
make	make	vvi	make	make	0
but	but	p-acp	but	but	0
an	an	dt	and	a	0
imperfect	imperfect	j	imperfect	imperfect	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
perfect	perfect	j	perfect	perfect	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
imputed	imputed	vvn	imputed	impute	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
:	:	:	:	:	0
And	And	cc	And	and	0
if	if	cs	if	if	0
a	a	dt	a	a	0
perfect	perfect	j	perfect	perfect	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
joined	joined	vvn	joined	join	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
Justification	Justification	n1	Justification	justification	0
?	?	?	?	?	1
This	This	d	This	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Force	Force	n1	Force	force	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Reasoning	Reasoning	vvg	Reasoning	reason	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
met	met	vvn	met	meet	0
with	with	p-acp	with	with	0
about	about	p-acp	about	about	0
this	this	d	this	this	0
Matter	Matter	n1	Matter	matter	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
give	give	vvi	give	give	0
a	a	dt	a	a	0
plain	plain	j	plain	plain	0
and	and	cc	and	and	0
dictinct	dictinct	j	dictinct	dictinct	0
Answer	Answer	n1	Answer	answer	0
:	:	:	:	:	0
1.	1.	crd	1.	1.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
disowning	disowning	vvg	disowning	disown	0
the	the	dt	the	the	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
a	a	dt	a	a	0
perfect	perfect	j	perfect	perfect	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
;	;	;	;	;	0
or	or	cc	or	or	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
only	only	j	only	only	0
meritorious	meritorious	j	meritorious	meritorious	0
Cause	Cause	n1	Cause	cause	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Justification	Justification	n1	Justification	justification	0
.	.	.	.	.	1
Or	Or	cc	Or	or	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
plainer	plainer	av-jc	plainer	plain	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
freely	freely	av-j	freely	free	0
own	own	d	own	own	0
the	the	dt	the	the	0
Satisfa	Satisfa	np1	Satisfa	Satisfa	0
∣	∣	sy	∣	∣	0
