BEinge	BEinge	vbg	Being	be	0
hart	hart	n1	heart	hart	0
)	)	)	)	)	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
founde	founde	vvn	found	find	0
you	you	pn22	you	you	0
so	so	av	so	so	0
equall	equall	j-jn	equal	equal	0
vnto	vnto	p-acp	unto	unto	0
mine	mine	po11	mine	my	0
affections	affections	n2	affections	affection	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fauouring	fauouring	vvg	favouring	favour	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
comfort	comfort	n1	comfort	comfort	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
take	take	vvb	take	take	0
by	by	p-acp	by	by	0
beholdyng	beholdyng	vvg	beholding	behold	0
the	the	dt	the	the	0
blisful	blisful	j	blissful	blissful	0
daies	daies	n2	days	day	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
sanctified	sanctified	j-vvn	sanctified	sanctify	0
DEBORA	DEBORA	np1	DEBORA	Deborah	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
so	so	av	so	so	0
Ialous	Ialous	j	Jealous	jealous	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Regestryng	Regestryng	n-vvg	Registering	register	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
highnesse	highnesse	n1	highness	highness	0
prayses	prayses	n2	praises	praise	0
(	(	(	(	(	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
ye	ye	pn22	you	you	0
prayses	prayses	n2	praises	praise	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
)	)	)	)	)	0
vnto	vnto	p-acp	unto	unto	0
posteritie	posteritie	n1	posterity	posterity	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
other	other	j-jn	other	other	0
meane	meane	j	mean	mean	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
acceptably	acceptably	av-j	acceptably	acceptable	0
,	,	,	,	,	0
then	then	av	then	then	0
thus	thus	av	thus	thus	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
first	first	ord	first	first	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
my	my	po11	my	my	0
trauayles	trauayles	n2	travails	travail	0
(	(	(	(	(	0
employed	employed	vvn	employed	employ	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
)	)	)	)	)	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
manifest	manifest	vvi	manifest	manifest	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
sincerity	sincerity	n1	sincerity	sincerity	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
vndoubtedly	vndoubtedly	av-j	undoubtedly	undoubted	0
you	you	pn22	you	you	0
shuld	shuld	vmd	should	shall	0
finde	finde	vvi	find	find	0
me	me	pno11	me	i	0
so	so	av	so	so	0
for	for	p-acp	for	for	0
ward	ward	n1	ward	ward	0
to	to	pc-acp	to	to	0
accomplishe	accomplishe	vvi	accomplish	accomplish	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
deede	deede	n1	deed	deed	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
vtmost	vtmost	j	utmost	utmost	0
limit	limit	n1	limit	limit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
degree	degree	n1	degree	degree	0
,	,	,	,	,	0
shuld	shuld	vmd	should	shall	0
be	be	vbi	be	be	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
knowne	knowne	vvn	known	know	0
what	what	r-crq	what	what	0
vnfayned	vnfayned	j	unfeigned	unfeigned	0
loue	loue	n1	love	love	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
beare	beare	vvi	bear	bear	0
you	you	pn22	you	you	0
.	.	.	.	.	1
And	And	cc	And	and	0
wheras	wheras	cs	whereas	whereas	0
the	the	dt	the	the	0
dedication	dedication	n1	dedication	dedication	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
bookes	bookes	n2	books	book	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
)	)	)	)	)	0
doe	doe	vdb	do	do	0
seeme	seeme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
craue	craue	vvi	crave	crave	0
countinaunce	countinaunce	n1	countinaunce	countinaunce	0
and	and	cc	and	and	0
defence	defence	n1	defence	defence	0
at	at	p-acp	at	at	0
ye	ye	pn22	you	you	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
patron	patron	n1	patron	patron	0
,	,	,	,	,	0
this	this	d	this	this	0
my	my	po11	my	my	0
small	small	j	small	small	0
booke	booke	n1	book	book	0
(	(	(	(	(	0
assure	assure	vvb	assure	assure	0
your	your	po22	your	your	0
self	self	n1	self	self	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
dignitie	dignitie	n1	dignity	dignity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
personage	personage	n1	personage	personage	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
treateth	treateth	vvz	treateth	treat	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
matter	matter	n1	matter	matter	0
yt	yt	pn31	that	it	0
it	it	pn31	it	it	0
conteineth	conteineth	vvz	containeth	contain	0
,	,	,	,	,	0
shalbe	shalbe	vmb	shall	shall	0
able	able	j	able	able	0
enough	enough	av-d	enough	enough	0
(	(	(	(	(	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
geue	geue	vvi	give	give	0
both	both	d	both	both	0
countinaunce	countinaunce	n1	countinaunce	countinaunce	0
and	and	cc	and	and	0
commen	commen	vvn	come	come	0
∣	∣	sy	∣	∣	0
dation	dation	n1	dation	dation	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
person	person	n1	person	person	0
,	,	,	,	,	0
being	being	vbg	being	be	0
indeede	indeede	av	indeed	indeed	0
,	,	,	,	,	0
the	the	dt	the	the	0
verye	verye	j	very	very	0
man	man	n1	man	man	0
(	(	(	(	(	0
amongst	amongst	p-acp	among	among	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
place	place	n1	place	place	0
and	and	cc	and	and	0
calling	calling	n1	calling	calling	0
)	)	)	)	)	0
whose	whose	rg-crq	whose	who	0
loy	loy	n1	loy	loy	0
∣	∣	sy	∣	∣	0
all	all	d	all	all	0
harte	harte	n1	heart	heart	0
and	and	cc	and	and	0
religious	religious	j	religious	religious	0
minde	minde	n1	mind	mind	0
(	(	(	(	(	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
conside	conside	n1-an	conside	conside	0
∣	∣	sy	∣	∣	0
racion	racion	n1	ration	ration	0
of	of	pp-f	of	of	0
priuate	priuate	j	private	private	0
duties	duties	n2	duties	duty	0
of	of	pp-f	of	of	0
loue	loue	n1	love	love	0
)	)	)	)	)	0
may	may	vmb	may	may	0
challenge	challenge	vvi	challenge	challenge	0
frō	frō	p-acp	from	from	0
me	me	pno11	me	i	0
such	such	d	such	such	0
affection	affection	n1	affection	affection	0
as	as	p-acp	as	as	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
becōmeth	becōmeth	vvz	becomes	become	0
a	a	dt	a	a	0
christian	christian	njp	christian	christian	0
louer	louer	n1	lover	lover	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
friend	friend	n1	friend	friend	0
so	so	av	so	so	0
wel	wel	av	well	well	0
approued	approued	vvn	approved	approve	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
be	be	vbb	be	be	0
but	but	p-acp	but	but	0
litle	litle	j	little	little	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
ye	ye	pn22	you	you	0
personage	personage	n1	personage	personage	0
of	of	pp-f	of	of	0
whō	whō	ro-crq	whom	who	0
it	it	pn31	it	it	0
treateth	treateth	vvz	treateth	treat	0
is	is	vbz	is	be	0
great	great	j	great	great	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
great	great	j	great	great	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
Booke	Booke	n1	Book	book	0
may	may	vmb	may	may	0
sooner	sooner	av-c	sooner	soon	0
be	be	vbi	be	be	0
countenaunced	countenaunced	vvn	countenanced	countenance	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
royaltie	royaltie	n1	royalty	royalty	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
highnesse	highnesse	n1	highness	highness	0
name	name	n1	name	name	0
,	,	,	,	,	0
than	than	cs	than	than	0
be	be	vbi	be	be	0
able	able	j	able	able	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
ye	ye	pn22	you	you	0
thowsande	thowsande	crd	thowsande	thousand	0
parte	parte	n1	part	part	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
show	show	vvi	show	show	0
foorth	foorth	av	forth	forth	0
ye	ye	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
princely	princely	j	princely	princely	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
large	large	j	large	large	0
benefites	benefites	n2	benefits	benefit	0
that	that	cst	that	that	0
infinitely	infinitely	av-j	infinitely	infinite	0
arise	arise	vvb	arise	arise	0
vnto	vnto	p-acp	unto	unto	0
our	our	po12	our	our	0
common	common	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
euery	euery	d	every	every	0
member	member	n1	member	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
goodnesse	goodnesse	n1	goodness	goodness	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
rarest	rarest	js	rarest	rare	0
gouernment	gouernment	n1	government	government	0
:	:	:	:	:	0
Some	Some	d	Some	some	0
particuler	particuler	j	particular	particular	0
partes	partes	n2	parts	part	0
whereof	whereof	q-crq	whereof	whereof	0
are	are	vbr	are	be	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
before	before	a-acp	before	before	0
is	is	vbz	is	be	0
declared	declared	vvn	declared	declare	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Quaires	Quaires	n2	Quaires	quaire	0
,	,	,	,	,	0
though	though	cs	though	though	0
brieflye	brieflye	av-j	briefly	brief	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
truely	truely	av-j	truly	true	0
discoursed	discoursed	vvn	discoursed	discourse	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
nowe	nowe	av	now	now	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
some	some	d	some	some	0
way	way	n1	way	way	0
answere	answere	vvi	answer	answer	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
Booke	Booke	n1	Book	book	0
:	:	:	:	:	0
although	although	cs	although	although	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
hath	hath	vhz	hath	have	0
defence	defence	n1	defence	defence	0
sufficient	sufficient	j	sufficient	sufficient	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
is	is	vbz	is	be	0
able	able	j	able	able	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
faces	faces	n2	faces	face	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
ye	ye	pn22	you	you	0
enimies	enimies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
because	because	c-acp	because	because	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
sorte	sorte	n1	sort	sort	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
feare	feare	vvb	fear	fear	0
me	me	pno11	me	i	0
,	,	,	,	,	0
more	more	n1	more	moor	0
of	of	pp-f	of	of	0
enuy	enuy	n1	envy	envy	0
,	,	,	,	,	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
true	true	j	true	true	0
zeale	zeale	n1	zeal	zeal	0
or	or	cc	or	or	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
well	well	av	well	well	0
doynge	doynge	vdg	doing	do	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
hauyng	hauyng	vhg	having	have	0
an	an	dt	and	a	0
awstere	awstere	j	awstere	awstere	0
regard	regard	n1	regard	regard	0
vnto	vnto	p-acp	unto	unto	0
my	my	po11	my	my	0
vocation	vocation	n1	vocation	vocation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
,	,	,	,	,	0
resteth	resteth	vvz	rests	rest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Study	Study	n1	Study	study	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
meane	meane	j	mean	mean	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
practise	practise	n1	practice	practice	0
of	of	pp-f	of	of	0
ye	ye	pn22	you	you	0
cōmon	cōmon	j	common	common	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
)	)	)	)	)	0
will	will	vmb	will	will	0
recken	recken	vvi	reckon	reckon	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
ordinary	ordinary	j	ordinary	ordinary	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
sorte	sorte	n1	sort	sort	0
so	so	av	so	so	0
transcende	transcende	vvi	transcend	transcend	0
the	the	dt	the	the	0
limits	limits	n2	limits	limit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
sayd	sayd	j-vvn	said	say	0
vocation	vocation	n1	vocation	vocation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
spendyng	spendyng	vvg	spending	spend	0
my	my	po11	my	my	0
time	time	n1	time	time	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
,	,	,	,	,	0
some	some	d	some	some	0
parte	parte	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
thyngs	thyngs	n2	things	thing	0
by	by	p-acp	by	by	0
semblaunce	semblaunce	n1	semblance	semblance	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
discrepaunte	discrepaunte	vvi	discrepaunte	discrepaunte	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
profession	profession	n1	profession	profession	0
:	:	:	:	:	0
let	let	vvb	let	let	0
my	my	po11	my	my	0
defense	defense	n1	defence	defence	0
be	be	vbb	be	be	0
so	so	av	so	so	0
made	made	vvn	made	make	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beseeche	beseeche	vvb	beseech	beseech	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
in	in	p-acp	in	in	0
equall	equall	j-jn	equal	equal	0
sort	sort	n1	sort	sort	0
be	be	vbi	be	be	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	av-ds	least	least	0
wise	wise	j	wise	wise	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
enforced	enforced	vvd	inforced	enforce	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
how	how	c-crq	how	how	0
muche	muche	d	much	much	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
largely	largely	av-j	largely	large	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
zeale	zeale	n1	zeal	zeal	0
are	are	vbr	are	be	0
hable	hable	j	able	able	0
to	to	pc-acp	to	to	0
woorke	woorke	vvi	work	work	0
and	and	cc	and	and	0
brynge	brynge	vvi	bring	bring	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
in	in	p-acp	in	in	0
men	men	n2	men	man	0
other	other	j-jn	other	other	0
∣	∣	sy	∣	∣	0
whyles	whyles	cs	whiles	while	0
conuersaunt	conuersaunt	j	conversant	conversant	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
thynges	thynges	n2	things	thing	0
high	high	j	high	high	0
and	and	cc	and	and	0
precious	precious	j	precious	precious	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
how	how	c-crq	how	how	0
seemely	seemely	j	seemly	seemly	0
a	a	dt	a	a	0
thyng	thyng	n1	thing	thing	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
well	well	av	well	well	0
agreeable	agreeable	j	agreeable	agreeable	0
with	with	p-acp	with	with	0
euery	euery	d	every	every	0
vocation	vocation	n1	vocation	vocation	0
to	to	pc-acp	to	to	0
aduaunce	aduaunce	vvi	advance	advance	0
and	and	cc	and	and	0
set	set	vvi	set	set	0
foorth	foorth	av	forth	forth	0
the	the	dt	the	the	0
high	high	j	high	high	0
prayses	prayses	n2	praises	praise	0
of	of	pp-f	of	of	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
vertuous	vertuous	j	virtuous	virtuous	0
personages	personages	n2	personages	personage	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
batter	batter	vvi	batter	batter	0
&	&	cc	&	and	0
beate	beate	vvi	beat	beat	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
enforcementes	enforcementes	n2	enforcements	enforcement	0
of	of	pp-f	of	of	0
vyce	vyce	n1	vice	vice	0
and	and	cc	and	and	0
vicious	vicious	j	vicious	vicious	0
mon	mon	fw-fr	mon	mon	0
∣	∣	sy	∣	∣	0
sters	sters	ng1	sters	sters	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
boldly	boldly	av-j	boldly	bold	0
to	to	pc-acp	to	to	0
affirme	affirme	vvi	affirm	affirm	0
vnto	vnto	p-acp	unto	unto	0
all	all	d	all	all	0
suche	suche	d	such	such	0
discontented	discontented	j-vvn	discontented	discontent	0
myndes	myndes	n2	minds	mind	0
(	(	(	(	(	0
especially	especially	av-j	especially	especial	0
vnto	vnto	p-acp	unto	unto	0
those	those	d	those	those	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
common	common	j	common	common	0
lawes	lawes	n2	laws	law	0
for	for	p-acp	for	for	0
theyr	theyr	po32	their	their	0
profession	profession	n1	profession	profession	0
)	)	)	)	)	0
yt	yt	pn31	that	it	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
littel	littel	j	little	little	0
booke	booke	n1	book	book	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
voyde	voyde	j	void	void	0
of	of	pp-f	of	of	0
excuse	excuse	n1	excuse	excuse	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
substaunce	substaunce	n1	substance	substance	0
&	&	cc	&	and	0
ful	ful	j	full	full	0
scope	scope	n1	scope	scope	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
yeelde	yeelde	vvi	yield	yield	0
foorth	foorth	av	forth	forth	0
a	a	dt	a	a	0
stronge	stronge	j	strong	strong	0
and	and	cc	and	and	0
ryghtfull	ryghtfull	j	rightful	rightful	0
defense	defense	n1	defence	defence	0
agaynst	agaynst	p-acp	against	against	0
these	these	d	these	these	0
nice	nice	j	nice	nice	0
and	and	cc	and	and	0
ouer	ouer	p-acp	over	over	0
curious	curious	j	curious	curious	0
repro	repro	n1	repro	repro	0
∣	∣	sy	∣	∣	0
uers	uers	fw-la	uers	uers	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
concerneth	concerneth	vvz	concerns	concern	0
the	the	dt	the	the	0
speciall	speciall	j	special	special	0
prayse	prayse	n1	praise	praise	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Commemoration	Commemoration	n1	Commemoration	commemoration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Queenes	Queenes	ng1	Queens	queen	0
Maiesties	Maiesties	n2	Majesties	majesty	0
most	most	av-ds	most	most	0
prosperous	prosperous	j	prosperous	prosperous	0
and	and	cc	and	and	0
peaceable	peaceable	j	peaceable	peaceable	0
gouernment	gouernment	n1	government	government	0
:	:	:	:	:	0
So	So	av	So	so	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
vnknowne	vnknowne	j	unknown	unknown	0
that	that	cst	that	that	0
touchinge	touchinge	vvg	touching	touch	0
the	the	dt	the	the	0
Regiment	Regiment	n1	Regiment	regiment	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
Lawes	Lawes	n2	Laws	law	0
,	,	,	,	,	0
the	the	dt	the	the	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
Coun	Coun	np1	Coun	Coun	0
∣	∣	sy	∣	∣	0
saylers	saylers	ng2	sailors	sailor	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
authorytie	authorytie	n1	authorytie	authority	0
of	of	pp-f	of	of	0
Iudges	Iudges	n2	Judges	judge	0
,	,	,	,	,	0
the	the	dt	the	the	0
volumes	volumes	n2	volumes	volume	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lawes	Lawes	n2	Laws	law	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
barrein	barrein	j	barren	barren	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
minister	minister	vvi	minister	minister	0
matter	matter	n1	matter	matter	0
aboundantlye	aboundantlye	av-j	abundantly	abundant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profes	profes	vvi	profess	profess	0
∣	∣	sy	∣	∣	0
sors	sors	ng2	sors	sors	0
and	and	cc	and	and	0
students	students	n2	students	student	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
to	to	pc-acp	to	to	0
discerne	discerne	vvi	discern	discern	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
deeme	deeme	vvi	deem	deem	0
indifferently	indifferently	av-j	indifferently	indifferent	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
all	all	d	all	all	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
whether	whether	cs	whither	whether	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
consider	consider	vvi	consider	consider	0
the	the	dt	the	the	0
good	good	j	good	good	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
gouernment	gouernment	n1	government	government	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Prince	Prince	n1	Prince	prince	0
by	by	p-acp	by	by	0
often	often	av	often	often	0
pardoning	pardoning	vvg	pardoning	pardon	0
of	of	pp-f	of	of	0
offences	offences	n2	offences	offence	0
in	in	p-acp	in	in	0
mer	mer	n1	mere	mere	0
∣	∣	sy	∣	∣	0
cye	cye	n1	cye	cye	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
sharplie	sharplie	av-j	sharply	sharp	0
punishing	punishing	vvg	punishing	punish	0
of	of	pp-f	of	of	0
offenders	offenders	n2	offenders	offender	0
in	in	p-acp	in	in	0
iustice	iustice	n1	justice	justice	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
planting	planting	vvg	planting	plant	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
&	&	cc	&	and	0
wholesome	wholesome	j	wholesome	wholesome	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
repea	repea	n1	repea	repea	0
∣	∣	sy	∣	∣	0
lyng	lyng	n1	ling	ling	0
of	of	pp-f	of	of	0
euill	euill	j-jn	evil	evil	0
and	and	cc	and	and	0
vnnecessary	vnnecessary	j	unnecessary	unnecessary	0
Statutes	Statutes	n2	Statutes	statute	0
:	:	:	:	:	0
Not	Not	xx	Not	not	0
onely	onely	av-j	only	only	0
Bracton	Bracton	np1	Bracton	Bracton	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
