EMonge	EMonge	p-acp	Among	among	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Latin	Latin	jp	Latin	latin	0
tonge	tonge	n1	tongue	tongue	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
Wherin	Wherin	c-crq	Wherein	wherein	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
syre	syre	n1	sire	sire	0
yow	yow	pn22	you	you	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
my	my	po11	my	my	0
good	good	j	good	good	0
wyll	wyll	n1	will	will	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
colde	colde	j-jn	cold	cold	0
extende	extende	vvb	extend	extend	0
farther	farther	av-jc	farther	far	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
moch	moch	av-d	much	much	0
better	better	jc	better	better	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
yf	yf	cs	if	if	0
ye	ye	pn22	you	you	0
do	do	vdb	do	do	0
,	,	,	,	,	0
it	it	pn31	it	it	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
a	a	dt	a	a	0
great	great	j	great	great	0
incourage	incourage	vvi	encourage	encourage	0
and	and	cc	and	and	0
vrgent	vrgent	j	urgent	urgent	0
cause	cause	n1	cause	cause	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
employ	employ	vvi	employ	employ	0
and	and	cc	and	and	0
bestowe	bestowe	vvi	bestow	bestow	0
the	the	dt	the	the	0
reste	reste	n1	rest	rest	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
studie	studie	n1	study	study	0
,	,	,	,	,	0
dilygence	dilygence	n1	diligence	diligence	0
and	and	cc	and	and	0
laboure	laboure	n1	labour	labour	0
her	her	pno31	her	she	0
∣	∣	sy	∣	∣	0
after	after	c-acp	after	after	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
affayres	affayres	n2	affairs	affair	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
truste	truste	n1	trust	trust	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
acceptable	acceptable	j	acceptable	acceptable	0
vnto	vnto	p-acp	unto	unto	0
yowe	yowe	n1	yowe	yowe	0
,	,	,	,	,	0
then	then	av	then	then	0
great	great	j	great	great	0
furtherance	furtherance	n1	furtherance	furtherance	0
to	to	p-acp	to	to	0
myne	myne	po11	mine	my	0
onne	onne	n1	onne	onne	0
profyt	profyt	n1	profit	profit	0
&	&	cc	&	and	0
vtilitie	vtilitie	n1	utility	utility	0
.	.	.	.	.	1
The	The	dt	The	the	0
spirite	spirite	n1	spirit	spirit	0
of	of	pp-f	of	of	0
treuthe	treuthe	n1	treuthe	treuthe	0
be	be	vbb	be	be	0
with	with	p-acp	with	with	0
yow	yow	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
guide	guide	vvb	guide	guide	0
yow	yow	pn22	you	you	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
your	your	po22	your	your	0
pathes	pathes	n2	paths	path	0
,	,	,	,	,	0
acording	acording	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
will	will	n1	will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
lead	lead	vvb	led	lead	0
yow	yow	pn22	you	you	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
gotlye	gotlye	j	gotlye	gotlye	0
knowlege	knowlege	n1	knowledge	knowledge	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
Argentyne	Argentyne	np1	Argentyne	Argentyne	0
,	,	,	,	,	0
Kalendis	Kalendis	fw-la	Kalendis	kalendis	0
Februarij	Februarij	fw-la	Februarij	februarij	0
.	.	.	.	.	1
