BRethren	BRethren	ng1	BRethren	brethren	0
;	;	;	;	;	0
my	my	po11	my	my	0
Answer	Answer	n1	Answer	answer	0
is	is	vbz	is	be	0
,	,	,	,	,	0
'Twas	'Twas	pn31|vbds	'Twas	it|be	0
my	my	po11	my	my	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
vented	vented	vvd	vented	vent	0
it	it	pn31	it	it	0
,	,	,	,	,	0
could	could	vmd	could	can	0
I	I	pns11	I	i	0
with	with	p-acp	with	with	0
fidelity	fidelity	n1	fidelity	fidelity	0
and	and	cc	and	and	0
pru	pru	n2	pru	pru	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
have	have	vhb	have	have	0
effected	effected	vvn	effected	effect	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
denyed	denyed	vvn	denied	deny	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
slipt	slipt	vvd	slipped	slip	0
over	over	p-acp	over	over	0
some	some	d	some	some	0
Particulars	Particulars	n2-j	Particulars	particular	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
more	more	dc	more	more	0
largel	largel	n1	largel	largel	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
insisted	insisted	vvd	insisted	insist	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
Exception	Exception	n1	Exception	exception	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
spared	spared	vvn	spared	spare	0
:	:	:	:	:	0
And	And	cc	And	and	0
now	now	av	now	now	0
my	my	po11	my	my	0
dearly	dearly	av-jn	dearly	dear	0
Beloved	Beloved	j-vvn	Beloved	belove	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
importunity	importunity	n1	importunity	importunity	0
begat	begat	vvd	begat	beget	0
me	me	pno11	me	i	0
this	this	d	this	this	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
Let	Let	vvb	Let	let	0
me	me	pno11	me	i	0
now	now	av	now	now	0
crave	crave	vvi	crave	crave	0
leave	leave	n1	leave	leave	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
I	I	pns11	I	i	0
conclude	conclude	vvb	conclude	conclude	0
this	this	d	this	this	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
request	request	vvi	request	request	0
a	a	dt	a	a	0
few	few	d	few	few	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
My	My	po11	My	my	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
Advantage	Advantage	n1	Advantage	advantage	0
,	,	,	,	,	0
Content	Content	j	Content	content	0
,	,	,	,	,	0
or	or	cc	or	or	0
Comfort	Comfort	n1	Comfort	comfort	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
perusing	perusing	vvg	perusing	peruse	0
these	these	d	these	these	0
Lines	Lines	n2	Lines	line	0
,	,	,	,	,	0
pray	pray	vvb	pray	pray	0
give	give	vvb	give	give	0
all	all	d	all	all	0
the	the	dt	the	the	0
praise	praise	n1	praise	praise	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
hand	hand	n1	hand	hand	0
alone	alone	av-j	alone	alone	0
hath	hath	vhz	hath	have	0
wrought	wrought	vvn	wrought	wrought	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
whose	whose	r-crq	whose	who	0
Spi	Spi	np1	Spi	Spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
hath	hath	vhz	hath	have	0
revealed	revealed	vvn	revealed	reveal	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
think	think	vvb	think	think	0
often	often	av	often	often	0
upon	upon	p-acp	upon	upon	0
1	1	crd	1	1	0
Chron.	Chron.	np1	Chron.	Chron.	1
29.10	29.10	crd	29.10	29.10	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
16.	16.	crd	16.	16.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
Pray	Pray	vvb	Pray	pray	0
be	be	vbi	be	be	0
not	not	xx	not	not	0
only	only	j	only	only	0
knowers	knowers	n2	knowers	knower	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Truths	Truths	n2	Truths	truth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
do	do	vdi	do	do	0
∣	∣	sy	∣	∣	0
ers	ers	n1	ers	ers	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
,	,	,	,	,	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
so	so	av	so	so	0
prin	prin	vvb	prin	prin	0
∣	∣	sy	∣	∣	0
cipled	cipled	vvn	cipled	ciple	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
so	so	av	so	so	0
practising	practising	vvg	practising	practise	0
;	;	;	;	;	0
also	also	av	also	also	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
height	height	n1	height	height	0
of	of	pp-f	of	of	0
Holiness	Holiness	n1	Holiness	holiness	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
discovered	discovered	vvn	discovered	discover	0
,	,	,	,	,	0
be	be	vbb	be	be	0
your	your	po22	your	your	0
main	main	j	main	main	0
business	business	n1	business	business	0
to	to	pc-acp	to	to	0
attain	attain	vvi	attain	attain	0
,	,	,	,	,	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
want	want	vvi	want	want	0
a	a	dt	a	a	0
good	good	j	good	good	0
reward	reward	n1	reward	reward	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
my	my	po11	my	my	0
labour	labour	n1	labour	labour	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
Labour	Labour	vvb	Labour	labour	0
to	to	pc-acp	to	to	0
train	train	vvi	train	train	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
educate	educate	vvi	educate	educate	0
your	your	po22	your	your	0
Families	Families	n2	Families	family	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
good	good	j	good	good	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
shew	shew	vvi	show	show	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
good	good	j	good	good	0
old	old	j	old	old	0
way	way	n1	way	way	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
walk	walk	vvi	walk	walk	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Moses	Moses	np1	Moses	Moses	0
adviseth	adviseth	vvz	adviseth	advise	0
,	,	,	,	,	0
Deut.	Deut.	np1	Deut.	Deut.	1
4.9.10	4.9.10	crd	4.9.10	4.9.10	0
.	.	.	.	.	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
Only	Only	av-j	Only	only	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
keep	keep	vvb	keep	keep	0
thy	thy	po21	thy	thy	0
Soul	Soul	n1	Soul	soul	0
dili	dili	j	dili	dili	0
∣	∣	sy	∣	∣	0
gently	gently	av-j	gently	gentle	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
thou	thou	pns21	thou	thou	0
forget	forget	vvb	forget	forget	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
thine	thine	po21	thine	thy	0
eyes	eyes	n2	eyes	eye	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
and	and	cc	and	and	0
lest	lest	cs	lest	lest	0
they	they	pns32	they	they	0
depart	depart	vvb	depart	depart	0
from	from	p-acp	from	from	0
thy	thy	po21	thy	thy	0
heart	heart	n1	heart	heart	0
all	all	d	all	all	0
the	the	dt	the	the	0
dayes	dayes	n2	days	day	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
life	life	n1	life	life	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
teach	teach	vvb	teach	teach	0
them	them	pno32	them	they	0
thy	thy	po21	thy	thy	0
Sons	Sons	n2	Sons	son	0
,	,	,	,	,	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
Sons	Sons	n2	Sons	son	0
Sons	Sons	n2	Sons	son	0
:	:	:	:	:	0
Especially	Especially	av-j	Especially	especial	0
the	the	dt	the	the	0
day	day	n1	day	day	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
stoodest	stoodest	vvd2	stoodst	stand	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
thy	thy	po21	thy	thy	0
God	God	n1	God	god	0
in	in	p-acp	in	in	0
Horeb	Horeb	np1	Horeb	Horeb	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
said	said	vvd	said	say	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
Ga	Ga	np1	Ga	Ga	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
people	people	n1	people	people	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
hear	hear	vvb	hear	hear	0
my	my	po11	my	my	0
words	words	n2	words	word	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
learn	learn	vvi	learn	learn	0
to	to	pc-acp	to	to	0
fear	fear	vvi	fear	fear	0
me	me	pno11	me	i	0
all	all	d	all	all	0
the	the	dt	the	the	0
dayes	dayes	n2	days	day	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
live	live	vvi	live	live	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
teach	teach	vvi	teach	teach	0
their	their	po32	their	their	0
Chil	Chil	pns11|vmb	Chil	I|will	0
∣	∣	sy	∣	∣	0
dren	dren	n2	dren	dren	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
11	11	crd	11	11	0
,	,	,	,	,	0
19.	19.	crd	19.	19	1
Fourthly	Fourthly	ord	Fourthly	four	0
,	,	,	,	,	0
Wonder	Wonder	vvb	Wonder	wonder	0
not	not	xx	not	not	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
be	be	vbi	be	be	0
stumbled	stumbled	vvn	stumbled	stumble	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
find	find	vvb	find	find	0
these	these	d	these	these	0
Truths	Truths	ng1	Truths	truth	0
evil	evil	j-jn	evil	evil	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
scorned	scorned	vvd	scorned	scorn	0
,	,	,	,	,	0
traduced	traduced	vvn	traduced	traduce	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
remember	remember	vvb	remember	remember	0
,	,	,	,	,	0
this	this	d	this	this	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
expected	expected	vvn	expected	expect	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
a	a	dt	a	a	0
day	day	n1	day	day	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
.	.	.	.	.	1
And	And	np1	And	And	0
,	,	,	,	,	0
lastly	lastly	ord	lastly	last	0
,	,	,	,	,	0
Forget	Forget	vvb	Forget	forget	0
not	not	xx	not	not	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
prevailed	prevailed	vvn	prevailed	prevail	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
your	your	po22	your	your	0
supplications	supplications	n2	supplications	supplication	0
remember	remember	vvb	remember	remember	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
pray	pray	vvb	pray	pray	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
both	both	d	both	both	0
night	night	n1	night	night	0
and	and	cc	and	and	0
day	day	n1	day	day	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
faithful	faithful	j	faithful	faithful	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
fil	fil	vvi	fill	fill	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
abundant	abundant	j	abundant	abundant	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Work	Work	n1	Work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
my	my	po11	my	my	0
La	La	uh	La	la	0
∣	∣	sy	∣	∣	0
bours	bours	ng1	bours	bours	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
acceptable	acceptable	j	acceptable	acceptable	0
and	and	cc	and	and	0
succesful	succesful	j	successful	successful	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mong	mong	p-acp	mong	among	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
finish	finish	vvi	finish	finish	0
my	my	po11	my	my	0
course	course	n1	course	course	0
with	with	p-acp	with	with	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
grief	grief	n1	grief	grief	0
,	,	,	,	,	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cording	cording	vvg	cording	cord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Will	Will	n1	Will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
Prayers	Prayers	n2	Prayers	prayer	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
also	also	av	also	also	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
you	you	pn22	you	you	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
an	an	dt	and	a	0
Inheritance	Inheritance	n1	Inheritance	inheritance	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
them	them	pno32	them	they	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
Sanctified	Sanctified	vvn	Sanctified	sanctify	0
.	.	.	.	.	1
