Men	Men	np1	Men	Men	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
hinder	hinder	vvi	hinder	hinder	0
her	her	po31	her	her	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Commandments	Commandments	n2	Commandments	commandment	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
particularly	particularly	av-j	particularly	particular	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Baptisme	Baptisme	n1	Baptism	baptism	0
;	;	;	;	;	0
presenting	presenting	vvg	presenting	present	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
poor	poor	j	poor	poor	0
low	low	j	low	low	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
,	,	,	,	,	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
onely	onely	av-j	only	only	0
give	give	vvi	give	give	0
thee	thee	pno21	thee	thou	0
notice	notice	n1	notice	notice	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
she	she	pns31	she	she	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
revelati	revelati	n1	revelati	revelati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
sealing	sealing	j-vvg	sealing	seal	0
Testimonies	Testimonies	n2	Testimonies	testimony	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
She	She	pns31	She	she	0
was	was	vbds	was	be	0
then	then	av	then	then	0
led	led	vvn	led	lead	0
forth	forth	av	forth	forth	0
most	most	av-ds	most	most	0
affectionately	affectionately	av-j	affectionately	affectionate	0
to	to	p-acp	to	to	0
own	own	d	own	own	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
despised	despised	j-vvn	despised	despise	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
and	and	cc	and	and	0
appointment	appointment	n1	appointment	appointment	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
;	;	;	;	;	0
as	as	a-acp	as	as	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
seen	seen	vvn	seen	see	0
more	more	av-dc	more	more	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Narrative	Narrative	j-jn	Narrative	narrative	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
;	;	;	;	;	0
suitable	suitable	j	suitable	suitable	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
word	word	n1	word	word	0
given	given	vvn	given	give	0
to	to	p-acp	to	to	0
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
great	great	j	great	great	0
revelations	revelations	n2	revelations	revelation	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
22.16	22.16	crd	22.16	22.16	0
.	.	.	.	.	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
said	said	vvn	said	say	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
And	And	cc	And	and	0
now	now	av	now	now	0
why	why	q-crq	why	why	0
tarriest	tarriest	vv2	tarriest	tarry	0
thou	thou	pns21	thou	thou	0
?	?	?	?	?	0
arise	arise	vvb	arise	arise	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
Baptized	Baptized	j-vvn	Baptised	baptise	0
,	,	,	,	,	0
and	and	cc	and	and	0
wash	wash	vvi	wash	wash	0
away	away	av	away	away	0
thy	thy	po21	thy	thy	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
calling	calling	vvg	calling	call	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
What	What	r-crq	What	what	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
further	further	av-jc	further	further	0
say	say	vvi	say	say	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
onely	onely	j	only	only	0
to	to	pc-acp	to	to	0
signifie	signifie	vvi	signify	signify	0
,	,	,	,	,	0
that	that	cst	that	that	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
(	(	(	(	(	0
she	she	pns31	she	she	0
desiring	desiring	vvg	desiring	desire	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
up	up	a-acp	up	up	0
her	her	po31	her	her	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
his	his	po31	his	his	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
mandments	mandments	n2	mandments	mandment	0
blamelessely	blamelessely	av-j	blamelessely	blamelesse	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
fellowship	fellowship	n1	fellowship	fellowship	0
and	and	cc	and	and	0
communion	communion	n1	communion	communion	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Gospel-Priviledges	Gospel-Priviledges	n2	Gospel-Priviledges	gospel-priviledge	0
instituted	instituted	vvn	instituted	institute	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
their	their	po32	their	their	0
King	King	n1	King	king	0
and	and	cc	and	and	0
Head	Head	n1	Head	head	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Body	Body	n1	Body	body	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
and	and	cc	and	and	0
particularly	particularly	av-j	particularly	particular	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
Congregation	Congregation	n1	Congregation	congregation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
watch	watch	vvi	watch	watch	0
(	(	(	(	(	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
watched	watched	vvn	watched	watch	0
over	over	a-acp	over	over	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
)	)	)	)	)	0
She	She	pns31	She	she	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
universal	universal	j	universal	universal	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
accepted	accepted	vvd	accepted	accept	0
,	,	,	,	,	0
and	and	cc	and	and	0
accordingly	accordingly	av-vvg	accordingly	accord	0
Baptized	Baptized	j-vvn	Baptised	baptise	0
,	,	,	,	,	0
and	and	cc	and	and	0
received	received	vvn	received	receive	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
fierce	fierce	j	fierce	fierce	0
Assaults	Assaults	n2	Assaults	assault	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
Enemy	Enemy	n1	Enemy	enemy	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
peace	peace	n1	peace	peace	0
made	made	vvd	made	make	0
against	against	p-acp	against	against	0
her	her	pno31	her	she	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
chain	chain	n1	chain	chain	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
bondage	bondage	n1	bondage	bondage	0
was	was	vbds	was	be	0
broken	broken	vvn	broken	break	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
very	very	av	very	very	0
gracious	gracious	j	gracious	gracious	0
provision	provision	n1	provision	provision	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
word	word	n1	word	word	0
;	;	;	;	;	0
bringing	bringing	vvg	bringing	bring	0
home	home	av-an	home	home	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Power	Power	n1	Power	power	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Spirit	Spirit	n1	Spirit	spirit	0
)	)	)	)	)	0
many	many	d	many	many	0
sull	sull	j	sull	full	0
promises	promises	n2	promises	promise	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
establishing	establishing	vvg	establishing	establish	0
her	her	pno31	her	she	0
through	through	p-acp	through	through	0
them	them	pno32	them	they	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
own	own	d	own	own	0
Rich	Rich	j	Rich	rich	0
and	and	cc	and	and	0
free	free	j	free	free	0
love	love	n1	love	love	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
many	many	d	many	many	0
years	years	n2	years	year	0
horrour	horrour	n1	horror	horror	0
of	of	pp-f	of	of	0
soul	soul	n1	soul	soul	0
)	)	)	)	)	0
is	is	vbz	is	be	0
become	become	vvn	become	become	0
her	her	po31	her	her	0
Peace	Peace	n1	Peace	peace	0
;	;	;	;	;	0
do	do	vdb	do	do	0
we	we	pns12	we	we	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
commit	commit	vvi	commit	commit	0
all	all	d	all	all	0
his	his	po31	his	his	0
chosen	chosen	j-vvn	chosen	choose	0
Vessels	Vessels	n2	Vessels	vessel	0
to	to	p-acp	to	to	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
calling	calling	n-vvg	calling	call	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
sea	sea	n1	sea	sea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
unto	unto	p-acp	unto	unto	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
establishing	establishing	n-vvg	establishing	establish	0
and	and	cc	and	and	0
growth	growth	n1	growth	growth	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
Jesus	Jesus	np1	Jesus	Jesus	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
Jesus	Jesus	np1	Jesus	Jesus	0
we	we	pns12	we	we	0
desire	desire	vvb	desire	desire	0
to	to	p-acp	to	to	0
own	own	d	own	own	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
King	King	n1	King	king	0
,	,	,	,	,	0
our	our	po12	our	our	0
Crown	Crown	n1	Crown	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
whose	whose	rg-crq	whose	who	0
appearing	appearing	vvg	appearing	appear	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
glorious	glorious	j	glorious	glorious	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
we	we	pns12	we	we	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
dayly	dayly	av-j	daily	daily	0
better	better	jc	better	better	0
prepared	prepared	vvn	prepared	prepare	0
:	:	:	:	:	0
That	That	cst	That	that	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
coming	coming	n-vvg	coming	come	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
blessed	blessed	j-vvn	blessed	bless	0
number	number	n1	number	number	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
wait	wait	vvi	wait	wait	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
Hallelujahs	Hallelujahs	n2	Hallelujahs	hallelujah	0
,	,	,	,	,	0
singing	singing	vvg	singing	sing	0
forth	forth	av	forth	forth	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
glory	glory	n1	glory	glory	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lamb	Lamb	n1	Lamb	lamb	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
