SOme	SOme	d	SOme	some	0
fines	fines	n2	fines	fine	0
Act.	Act.	n1	Act.	act	0
10.43	10.43	crd	10.43	10.43	0
.	.	.	.	.	0
they	they	pns32	they	they	0
believed	believed	vvd	believed	believe	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
saved	saved	vvn	saved	save	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
15.11	15.11	crd	15.11	15.11	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
faith	faith	n1	faith	faith	0
they	they	pns32	they	they	0
all	all	d	all	all	0
died	died	vvd	died	die	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
11.13	11.13	crd	11.13	11.13	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
This	This	d	This	this	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
as	as	c-acp	as	as	0
faith	faith	n1	faith	faith	0
is	is	vbz	is	be	0
one	one	pi	one	one	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
object	object	n1	object	object	0
,	,	,	,	,	0
Eph.	Eph.	np1	Eph.	Eph.	1
4.5	4.5	crd	4.5	4.5	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
clares	clares	vvz	clares	clare	0
our	our	po12	our	our	0
faith	faith	n1	faith	faith	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
exemple	exemple	n1	exemple	example	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
antientes	antientes	n2	antientes	antiente	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
did	did	vdd	did	do	0
they	they	pns32	they	they	0
rest	rest	vvi	rest	rest	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
promises	promises	n2	promises	promise	0
as	as	a-acp	as	as	0
only	only	av-j	only	only	0
earthly	earthly	j	earthly	earthly	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
desired	desired	vvd	desired	desire	0
a	a	dt	a	a	0
better	better	jc	better	better	0
countrie	countrie	n1	country	country	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
heavenly	heavenly	j	heavenly	heavenly	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
11.16	11.16	crd	11.16	11.16	0
:	:	:	:	:	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
wer	wer	vbdr	were	be	0
tortured	tortured	vvn	tortured	torture	0
,	,	,	,	,	0
they	they	pns32	they	they	0
wold	wold	vmd	would	will	0
not	not	xx	not	not	0
accept	accept	vvi	accept	accept	0
deliverance	deliverance	n1	deliverance	deliverance	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
tormentes	tormentes	n2	torments	torment	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
micht	micht	vmd	might	may	0
obtain	obtain	vvi	obtain	obtain	0
a	a	dt	a	a	0
better	better	jc	better	better	0
resurrection	resurrection	n1	resurrection	resurrection	0
v.	v.	n1	v.	v.	0
35.	35.	crd	35.	35.	1
Wes	Wes	np1	Wes	Wes	0
that	that	cst	that	that	0
an	an	dt	and	a	0
earthly	earthly	j	earthly	earthly	0
hope	hope	n1	hope	hope	0
?	?	?	?	?	0
no	no	uh-dx	no	no	0
:	:	:	:	:	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
lieved	lieved	fw-fr	lieved	lieved	0
the	the	dt	the	the	0
redemption	redemption	n1	redemption	redemption	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
soules	soules	n2	souls	soul	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Messias	Messias	np1	Messias	Messiah	0
Psal.	Psal.	np1	Psal.	Psal.	1
34.22	34.22	crd	34.22	34.22	0
;	;	;	;	;	0
that	that	d	that	that	0
he	he	pns31	he	he	0
wes	wes	zz	wes	wes	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wounded	wounded	vvn	wounded	wound	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
transgressiones	transgressiones	n2	transgressiones	transgressione	0
,	,	,	,	,	0
and	and	cc	and	and	0
bruised	bruised	vvn	bruised	bruise	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
iniquities	iniquities	n2	iniquities	iniquity	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
chastisement	chastisement	n1	chastisement	chastisement	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
peace	peace	n1	peace	peace	0
wes	wes	zz	wes	wes	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
upon	upon	p-acp	upon	upon	0
Him	Him	pno31	Him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
wer	wer	vbdr	were	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
healed	healed	vvn	healed	heal	0
by	by	p-acp	by	by	0
His	His	po31	His	his	0
stripes	stripes	n2	stripes	stripe	0
,	,	,	,	,	0
Esa.	Esa.	np1	Esa.	Esa.	1
53.5	53.5	crd	53.5	53.5	0
.	.	.	.	.	1
And	And	cc	And	and	0
Symeon	Symeon	np1	Symeon	Symeon	0
waiting	waiting	vvg	waiting	wait	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
consolation	consolation	n1	consolation	consolation	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
sawe	sawe	vvd	saw	see	0
Him	Him	pno31	Him	he	0
,	,	,	,	,	0
blessed	blessed	j-vvn	blessed	bless	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
sayd	sayd	vvd	said	say	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
now	now	av	now	now	0
let	let	vvb	let	let	0
thy	thy	po21	thy	thy	0
servant	servant	n1	servant	servant	0
departe	departe	vvi	depart	depart	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
—	—	—	—	—	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
eyes	eyes	n2	eyes	eye	0
have	have	vhb	have	have	0
seenethy	seenethy	j	seenethy	seenethy	0
salvation	salvation	n1	salvation	salvation	0
,	,	,	,	,	0
Luk.	Luk.	np1	Luk.	Luk.	1
2.29	2.29	crd	2.29	2.29	0
.	.	.	.	.	1
He	He	pns31	He	he	0
craves	craves	vvz	craves	crave	0
not	not	xx	not	not	0
longer	longer	av-jc	longer	long	0
lyf	lyf	n1	life	life	0
to	to	pc-acp	to	to	0
reigne	reigne	vvi	reign	reign	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
wes	wes	zz	wes	wes	0
content	content	n1	content	content	0
to	to	pc-acp	to	to	0
departe	departe	vvi	depart	depart	0
,	,	,	,	,	0
having	having	vhg	having	have	0
seen	seen	vvn	seen	see	0
the	the	dt	the	the	0
salvation	salvation	n1	salvation	salvation	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
licht	licht	n1	licht	licht	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gentiles	gentiles	n2-j	gentiles	gentile	0
and	and	cc	and	and	0
glorie	glorie	n1	glory	glory	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
.	.	.	.	.	1
And	And	cc	And	and	0
neverthelesse	neverthelesse	av	nevertheless	nevertheless	0
many	many	d	many	many	0
Iewes	Iewes	np2	Iewes	Jew	0
sought	sought	vvn	sought	seek	0
richteousnesse	richteousnesse	n1	richteousnesse	richteousnesse	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lawe	Lawe	n1	Law	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
9.32	9.32	crd	9.32	9.32	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
looked	looked	vvd	looked	look	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
promises	promises	n2	promises	promise	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
bodily	bodily	j	bodily	bodily	0
ey	ey	n1	ey	eye	0
only	only	av-j	only	only	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Messias	Messias	np1	Messias	Messiah	0
wer	wer	vbdr	were	be	0
to	to	pc-acp	to	to	0
erect	erect	vvi	erect	erect	0
an	an	dt	and	a	0
earthly	earthly	j	earthly	earthly	0
Monarchie	Monarchie	n1	Monarchy	monarchy	0
at	at	p-acp	at	at	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
:	:	:	:	:	0
and	and	cc	and	and	0
looking	looking	vvg	looking	look	0
thorow	thorow	p-acp	thorough	through	0
these	these	d	these	these	0
spectacles	spectacles	n2	spectacles	spectacle	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
think	think	vvi	think	think	0
that	that	cst	that	that	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Messias	Messias	np1	Messias	Messiah	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
they	they	pns32	they	they	0
stumbled	stumbled	vvd	stumbled	stumble	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
worldly	worldly	j	worldly	worldly	0
basenesse	basenesse	n1	baseness	baseness	0
,	,	,	,	,	0
&	&	cc	&	and	0
being	being	vbg	being	be	0
miscaried	miscaried	vvn	miscarried	miscarry	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
braines	braines	n2	brains	brain	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
His	His	po31	His	his	0
spiritual	spiritual	j	spiritual	spiritual	0
power	power	n1	power	power	0
and	and	cc	and	and	0
benefites	benefites	n2	benefits	benefit	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
their	their	po32	their	their	0
miserable	miserable	j	miserable	miserable	0
exemple	exemple	n1	exemple	example	0
others	others	n2-jn	others	other	0
acknowled	acknowled	vvd	acknowled	acknowl	0
∣	∣	sy	∣	∣	0
ging	ging	n1	ging	ging	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
promised	promised	j-vvn	promised	promise	0
Messias	Messias	np1	Messias	Messiah	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
considering	considering	vvg	considering	consider	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
promises	promises	n2	promises	promise	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
attained	attained	vvn	attained	attain	0
fully	fully	av-j	fully	full	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
have	have	vhb	have	have	0
erred	erred	vvn	erred	err	0
in	in	p-acp	in	in	0
mistaking	mistaking	vvg	mistaking	mistake	0
His	His	po31	His	his	0
natures	natures	n2	nature's	nature	0
and	and	cc	and	and	0
benefites	benefites	n2	benefits	benefit	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
Ebion	Ebion	np1	Ebion	Ebion	0
thought	thought	vvd	thought	think	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
man	man	n1	man	man	0
and	and	cc	and	and	0
not	not	xx	not	not	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
all	all	d	all	all	0
the	the	dt	the	the	0
promises	promises	n2	promises	promise	0
could	could	vmd	could	can	0
been	been	vbi	been	be	0
performed	performed	vvn	performed	perform	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
man	man	n1	man	man	0
endowed	endowed	vvn	endowed	endow	0
with	with	p-acp	with	with	0
singulare	singulare	j	singular	singular	0
grace	grace	n1	grace	grace	0
.	.	.	.	.	1
Cerinthus	Cerinthus	np1	Cerinthus	Cerinthus	0
lykwise	lykwise	av	lykwise	likewise	0
held	held	vvd	held	hold	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
only	only	av-j	only	only	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
sawe	sawe	vvd	saw	see	0
Him	Him	pno31	Him	he	0
not	not	xx	not	not	0
sitting	sitting	vvg	sitting	sit	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
throne	throne	n1	throne	throne	0
of	of	pp-f	of	of	0
David	David	np1	David	David	0
,	,	,	,	,	0
he	he	pns31	he	he	0
held	held	vvd	held	hold	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
risen	risen	vvn	risen	rise	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
shal	shal	vmb	shall	shall	0
rise	rise	vvi	rise	rise	0
and	and	cc	and	and	0
reigne	reigne	vvi	reign	reign	0
in	in	p-acp	in	in	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
1000	1000	crd	1000	1000	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
His	His	po31	His	his	0
subjectes	subjectes	n2-jn	subjects	subject	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
satis	satis	fw-la	satis	satis	0
∣	∣	sy	∣	∣	0
fied	fied	vvn	fied	fie	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
pleasures	pleasures	n2	pleasures	pleasure	0
in	in	p-acp	in	in	0
meat	meat	n1	meat	meat	0
,	,	,	,	,	0
drinke	drinke	n1	drink	drink	0
,	,	,	,	,	0
mariage	mariage	n1	marriage	marriage	0
,	,	,	,	,	0
festival	festival	n1	festival	festival	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
offer	offer	vvi	offer	offer	0
oblationes	oblationes	fw-la	oblationes	oblationes	0
and	and	cc	and	and	0
sacrifices	sacrifices	n2	sacrifices	sacrifice	0
,	,	,	,	,	0
Euseb.	Euseb.	np1	Euseb.	Euseb.	0
lib	lib	n1	lib	lib	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
c	c	sy	c	c	0
.	.	.	.	.	1
25.	25.	crd	25.	25.	1
Vpon	Vpon	p-acp	Upon	upon	0
this	this	d	this	this	0
occasion	occasion	n1	occasion	occasion	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
Iohn	Iohn	np1	Iohn	John	0
wrote	wrote	vvd	wrote	write	0
the	the	dt	the	the	0
gospell	gospell	n1	gospel	gospel	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
largely	largely	av-j	largely	large	0
than	than	cs	than	than	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Euangelistes	Euangelistes	n2	Evangelists	evangelist	0
speakes	speakes	vvz	speaks	speak	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
Godheid	Godheid	np1	Godheid	Godheid	0
,	,	,	,	,	0
his	his	po31	his	his	0
wonderfull	wonderfull	j	wonderful	wonderful	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
his	his	po31	his	his	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
resurrection	resurrection	n1	resurrection	resurrection	0
and	and	cc	and	and	0
his	his	po31	his	his	0
coming	coming	vvg	coming	come	0
again	again	av	again	again	0
,	,	,	,	,	0
especiall	especiall	j	especial	especial	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Sone	Sone	av	Soon	soon	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
now	now	av	now	now	0
glorified	glorified	vvn	glorified	glorify	0
c	c	sy	c	c	0
.	.	.	.	.	1
16.33	16.33	crd	16.33	16.33	0
.	.	.	.	.	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hes	hes	zz	hes	hes	0
overcome	overcome	vvb	overcome	overcome	0
the	the	dt	the	the	0
world	world	n1	world	world	0
c	c	sy	c	c	0
.	.	.	.	.	1
16.33	16.33	crd	16.33	16.33	0
.	.	.	.	.	0
that	that	d	that	that	0
his	his	po31	his	his	0
kingdome	kingdome	n1	kingdom	kingdom	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
his	his	po31	his	his	0
kingdome	kingdome	n1	kingdom	kingdom	0
wer	wer	vbdr	were	be	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
his	his	po31	his	his	0
servantes	servantes	n2	servants	servant	0
wold	wold	vmd	would	will	0
feight	feight	vvi	fight	fight	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
kingdome	kingdome	n1	kingdom	kingdom	0
not	not	xx	not	not	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
c	c	sy	c	c	0
.	.	.	.	.	1
18.36	18.36	crd	18.36	18.36	0
:	:	:	:	:	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cōdition	cōdition	n1	condition	condition	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
subjectes	subjectes	n2-jn	subjects	subject	0
he	he	pns31	he	he	0
sayth	sayth	vvz	say	say	0
,	,	,	,	,	0
Remember	Remember	vvb	Remember	remember	0
the	the	dt	the	the	0
word	word	n1	word	word	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
sayd	sayd	vvd	said	say	0
unto	unto	p-acp	unto	unto	0
yow	yow	pn22	you	you	0
,	,	,	,	,	0
the	the	dt	the	the	0
servant	servant	n1	servant	servant	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
greater	greater	jc	greater	great	0
than	than	cs	than	than	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
:	:	:	:	:	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
persecuted	persecuted	vvn	persecuted	persecute	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
also	also	av	also	also	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
secute	secute	vvi	secute	secute	0
yow	yow	pn22	you	you	0
c	c	sy	c	c	0
.	.	.	.	.	1
15.20	15.20	crd	15.20	15.20	0
:	:	:	:	:	0
Verely	Verely	av-j	Verily	very	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
unto	unto	p-acp	unto	unto	0
yow	yow	pn22	you	you	0
,	,	,	,	,	0
Yee	Yee	pn22	Ye	you	0
shall	shall	vmb	shall	shall	0
weep	weep	vvi	weep	weep	0
and	and	cc	and	and	0
lament	lament	vvi	lament	lament	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
world	world	n1	world	world	0
shall	shall	vmb	shall	shall	0
rejoyce	rejoyce	vvi	rejoice	rejoice	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
sorowfull	sorowfull	j	sorrowful	sorrowful	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
sorowe	sorowe	n1	sorrow	sorrow	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
turned	turned	vvn	turned	turn	0
into	into	p-acp	into	into	0
joy	joy	n1	joy	joy	0
:	:	:	:	:	0
these	these	d	these	these	0
thinges	thinges	n2	things	thing	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
spoken	spoken	vvn	spoken	speak	0
unto	unto	p-acp	unto	unto	0
yow	yow	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
mee	mee	pno11	me	i	0
yee	yee	pn22	ye	you	0
micht	micht	vmd	might	may	0
have	have	vhi	have	have	0
peace	peace	n1	peace	peace	0
i	i	uh	i	i	0
he	he	pns31	he	he	0
world	world	n1	world	world	0
yow	yow	pn22	you	you	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
tribulation	tribulation	n1	tribulation	tribulation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
cheer	cheer	n1	cheer	cheer	0
c	c	sy	c	c	0
.	.	.	.	.	1
16.20.33	16.20.33	crd	16.20.33	16.20.33	0
:	:	:	:	:	0
And	And	cc	And	and	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
coming	coming	vvg	coming	come	0
again	again	av	again	again	0
he	he	pns31	he	he	0
sayth	sayth	vvz	say	say	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
my	my	po11	my	my	0
Fathers	Fathers	ng1	Father's	father	0
house	house	n1	house	house	0
ar	ar	vbr	are	be	0
many	many	d	many	many	0
mansiones	mansiones	n2	mansiones	mansione	0
—	—	—	—	—	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
goe	goe	vvb	go	go	0
and	and	cc	and	and	0
prepare	prepare	vvi	prepare	prepare	0
a	a	dt	a	a	0
place	place	n1	place	place	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
come	come	vvi	come	come	0
again	again	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
receive	receive	vvb	receive	receive	0
you	you	pn22	you	you	0
unto	unto	p-acp	unto	unto	0
myself	myself	px11	myself	myself	0
,	,	,	,	,	0
that	that	cst	that	that	0
wer	wer	vbdr	were	be	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
also	also	av	also	also	0
c	c	sy	c	c	0
.	.	.	.	.	1
14,2	14,2	crd	14,2	14,2	0
:	:	:	:	:	0
now	now	av	now	now	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
sorowe	sorowe	n1	sorrow	sorrow	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
see	see	vvi	see	see	0
you	you	pn22	you	you	0
again	again	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
shal	shal	vmb	shall	shall	0
rejoice	rejoice	vvi	rejoice	rejoice	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
joy	joy	n1	joy	joy	0
no	no	dx	no	no	0
man	man	n1	man	man	0
takes	takes	vvz	takes	take	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
c	c	sy	c	c	0
.	.	.	.	.	1
16.22	16.22	crd	16.22	16.22	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
wordes	wordes	n2	words	word	0
wer	wer	vbdr	were	be	0
written	written	vvn	written	write	0
flatly	flatly	av-j	flatly	flat	0
aganst	aganst	p-acp	against	against	0
the	the	dt	the	the	0
errores	errores	n2	errores	errore	0
of	of	pp-f	of	of	0
Cerin	Cerin	np1	Cerin	Cerin	0
∣	∣	sy	∣	∣	0
thus	thus	av	thus	thus	0
,	,	,	,	,	0
and	and	cc	and	and	0
teach	teach	vvb	teach	teach	0
us	us	pno12	us	we	0
that	that	d	that	that	0
Christs	Christs	npg1	Christs	Christ	0
kingdome	kingdome	n1	kingdom	kingdom	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
an	an	dt	and	a	0
earthly	earthly	j	earthly	earthly	0
king	king	n1	king	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
delayed	delayed	vvd	delayed	delay	0
for	for	p-acp	for	for	0
one	one	crd	one	one	0
or	or	cc	or	or	0
two	two	crd	two	two	0
1000	1000	crd	1000	1000	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
now	now	av	now	now	0
he	he	pns31	he	he	0
hes	hes	po31	hes	his	0
overcome	overcome	vvn	overcome	overcome	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
his	his	po31	his	his	0
subjectes	subjectes	n2-jn	subjects	subject	0
ar	ar	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
without	without	p-acp	without	without	0
persecution	persecution	n1	persecution	persecution	0
and	and	cc	and	and	0
sorow	sorow	n1	sorrow	sorrow	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
comes	comes	vvz	comes	come	0
again	again	av	again	again	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
receive	receive	vvi	receive	receive	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
Fathers	Fathers	ng1	Father's	father	0
mansiones	mansiones	n2	mansiones	mansione	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
sorow	sorow	n1	sorrow	sorrow	0
