(	(	(	(	(	0
.	.	.	.	.	1
Too	Too	av	Too	too	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
tenderness	tenderness	n1	tenderness	tenderness	0
was	was	vbds	was	be	0
expressed	expressed	vvn	expressed	express	0
afterward	afterward	av	afterwards	afterward	0
by	by	p-acp	by	by	0
King	King	n1	King	king	0
James	James	np1	James	James	0
,	,	,	,	,	0
becaus	becaus	c-acp	because	because	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
former	former	j	former	former	0
Reign	Reign	vvi	Reign	reign	0
,	,	,	,	,	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
)	)	)	)	)	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
counted	counted	vvn	counted	count	0
Reason	Reason	n1	Reason	reason	0
of	of	pp-f	of	of	0
State	State	n1	State	state	0
to	to	pc-acp	to	to	0
permit	permit	vvi	permit	permit	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
thrive	thrive	vvi	thrive	thrive	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
turning	turning	vvg	turning	turn	0
that	that	cst	that	that	0
favorable	favorable	j	favourable	favourable	0
Permission	Permission	n1	Permission	permission	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Licentious	Licentious	j	Licentious	licentious	0
Encroaching	Encroaching	n-vvg	Encroaching	encroach	0
beyond	beyond	p-acp	beyond	beyond	0
due	due	j-jn	due	due	0
Limits	Limits	n2	Limits	limit	0
,	,	,	,	,	0
put	put	vvd	put	put	0
the	the	dt	the	the	0
King	King	n1	King	king	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
world	world	n1	world	world	0
of	of	pp-f	of	of	0
Trou	Trou	fw-fr	Trou	trou	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
and	and	cc	and	and	0
Charge	Charge	vvb	Charge	charge	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Ambassies	Ambassies	n2	Ambassies	ambassy	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
∣	∣	sy	∣	∣	0
wise	wise	n1	wise	wise	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
assert	assert	vvb	assert	assert	0
his	his	po31	his	his	0
own	own	d	own	own	0
interest	interest	n1	interest	interest	0
,	,	,	,	,	0
and	and	cc	and	and	0
dispute	dispute	vvi	dispute	dispute	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
reasonable	reasonable	j	reasonable	reasonable	0
submission	submission	n1	submission	submission	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
Rights	Rights	n2-jn	Rights	right	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
received	received	vvn	received	receive	0
before	before	a-acp	before	before	0
as	as	p-acp	as	as	0
indisputable	indisputable	j	indisputable	indisputable	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
refer	refer	vvi	refer	refer	0
your	your	po22	your	your	0
Honors	Honors	n2	Honours	honour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Memorials	Memorials	n2	Memorials	memorial	0
of	of	pp-f	of	of	0
several	several	j	several	several	0
Transactions	Transactions	n2	Transactions	transaction	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
daies	daies	n2	days	day	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
added	added	vvn	added	add	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
;	;	;	;	;	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
stand	stand	vvb	stand	stand	0
indebted	indebted	vvn	indebted	indebt	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
other	other	n-jn	other	other	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
vors	vors	fw-la	vors	vors	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Right	Right	n-jn	Right	right	0
honorable	honorable	j	honourable	honourable	0
Member	Member	n1	Member	member	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
great	great	j	great	great	0
Assembly	Assembly	n1	Assembly	assembly	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
also	also	av	also	also	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
appear	appear	vvi	appear	appear	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
this	this	d	this	this	0
People	People	n1	People	people	0
perceiving	perceiving	vvg	perceiving	perceive	0
that	that	d	that	that	0
King	King	n1	King	king	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
temper	temper	n1	temper	temper	0
disposed	disposed	vvn	disposed	dispose	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
arguments	arguments	n2	arguments	argument	0
but	but	p-acp	but	but	0
words	words	n2	words	word	0
,	,	,	,	,	0
held	held	vvd	held	hold	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
play	play	n1	play	play	0
with	with	p-acp	with	with	0
words	words	n2	words	word	0
again	again	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
while	while	cs	while	while	0
they	they	pns32	they	they	0
tri	tri	fw-la	tri	tri	0
∣	∣	sy	∣	∣	0
fled	fled	vvd	fled	flee	0
out	out	av	out	out	0
his	his	po31	his	his	0
Reign	Reign	vvi	Reign	reign	0
in	in	p-acp	in	in	0
Debates	Debates	n2	Debates	debate	0
and	and	cc	and	and	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
,	,	,	,	,	0
carried	carried	vvn	carried	carry	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
design	design	n1	design	design	0
still	still	av	still	still	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
height	height	n1	height	height	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
collusion	collusion	n1	collusion	collusion	0
of	of	pp-f	of	of	0
Agencies	Agencies	n2	Agencies	agency	0
and	and	cc	and	and	0
Ventilations	Ventilations	n2	Ventilations	ventilation	0
to	to	p-acp	to	to	0
and	and	cc	and	and	0
agen	agen	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
daily	daily	j	daily	daily	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
trusion	trusion	n1	trusion	trusion	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Territorie	Territorie	n1	Territory	territory	0
by	by	p-acp	by	by	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
they	they	pns32	they	they	0
durst	durst	vvd	durst	dare	0
plead	plead	vvi	plead	plead	0
and	and	cc	and	and	0
print	print	vvi	print	print	0
Mare	Mare	n1	Mare	mare	0
Li	Li	crd	Li	li	0
∣	∣	sy	∣	∣	0
berum	berum	fw-la	berum	berum	0
;	;	;	;	;	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
Charls	Charls	np1	Charls	Charles	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
,	,	,	,	,	0
they	they	pns32	they	they	0
in	in	p-acp	in	in	0
effect	effect	n1	effect	effect	0
made	made	vvd	made	make	0
it	it	pn31	it	it	0
so	so	av	so	so	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
though	though	cs	though	though	0
hee	hee	pns31	he	he	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
Right	Right	j-jn	Right	right	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
appear's	appear's	vvz	appear's	appear	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
esteem	esteem	n1	esteem	esteem	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
his	his	po31	his	his	0
Preparations	Preparations	n2	Preparations	preparation	0
,	,	,	,	,	0
and	and	cc	and	and	0
Proclamation	Proclamation	n1	Proclamation	proclamation	0
for	for	p-acp	for	for	0
Restraint	Restraint	n1	Restraint	restraint	0
of	of	pp-f	of	of	0
Fishing	Fishing	vvg	Fishing	fish	0
without	without	p-acp	without	without	0
Licence	Licence	n1	Licence	licence	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Yet	Yet	av	Yet	yet	0
hee	hee	pns31	he	he	0
never	never	av-x	never	never	0
made	made	vvd	made	make	0
any	any	d	any	any	0
farther	farther	jc	farther	far	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
milk	milk	vvi	milk	milk	0
away	away	av	away	away	0
the	the	dt	the	the	0
Subjects	Subjects	n2-jn	Subject's	subject	0
monie	monie	n1	money	money	0
under	under	p-acp	under	under	0
pretence	pretence	n1	pretence	pretence	0
of	of	pp-f	of	of	0
building	building	vvg	building	build	0
Ships	Ships	n2	Ships	ship	0
to	to	pc-acp	to	to	0
maintein	maintein	vvi	maintain	maintain	0
his	his	po31	his	his	0
Autoritie	Autoritie	n1	Authority	authority	0
by	by	p-acp	by	by	0
Sea	Sea	n1	Sea	sea	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
beeing	beeing	vbg	being	be	0
served	served	vvn	served	serve	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
immediately	immediately	av-j	immediately	immediate	0
let	let	vvd	let	let	0
fall	fall	vvi	fallen	fall	0
the	the	dt	the	the	0
prosecution	prosecution	n1	prosecution	prosecution	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
hee	hee	pns31	he	he	0
preten	preten	av-j	preten	preten	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
:	:	:	:	:	0
So	So	av	So	so	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
over-much	over-much	av	overmuch	overmuch	0
easi	easi	n1	easi	easi	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
and	and	cc	and	and	0
indulgence	indulgence	n1	indulgence	indulgence	0
of	of	pp-f	of	of	0
preceding	preceding	j-vvg	preceding	precede	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
they	they	pns32	they	they	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
short	short	j	short	short	0
time	time	n1	time	time	0
arrived	arrived	vvn	arrived	arrive	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
loftie	loftie	j	lofty	lofty	0
a	a	dt	a	a	0
Presumption	Presumption	n1	Presumption	presumption	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
seem	seem	vvi	seem	seem	0
to	to	pc-acp	to	to	0
forget	forget	vvi	forget	forget	0
and	and	cc	and	and	0
que	que	fw-fr	que	que	0
∣	∣	sy	∣	∣	0
stion	stion	n1	scion	scion	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
most	most	ds	most	most	0
perfidi	perfidi	fw-la	perfidi	perfidi	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
actings	actings	n2-vvg	actings	acting	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
defie	defie	vvi	defy	defy	0
the	the	dt	the	the	0
Dominion	Dominion	n1	Dominion	dominion	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
Sea.	Sea.	n1	Sea.	sea	1
These	These	np1	These	Theise	0
things	things	n2	things	thing	0
beeing	beeing	vbg	being	be	0
consider'd	consider'd	vvn	considered	consider	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
supposed	supposed	vvn	supposed	suppose	0
this	this	d	this	this	0
Translation	Translation	n1	Translation	translation	0
(	(	(	(	(	0
it	it	pn31	it	it	0
beeing	beeing	vbg	being	be	0
a	a	dt	a	a	0
no	no	uh-x	no	no	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
Plea	Plea	n1	Plea	plea	0
asserting	asserting	vvg	asserting	assert	0
that	that	d	that	that	0
Dominion	Dominion	n1	Dominion	dominion	0
)	)	)	)	)	0
would	would	vmd	would	will	0
bee	bee	vbi	be	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
seasonable	seasonable	j	seasonable	seasonable	0
Service	Service	n1	Service	service	0
;	;	;	;	;	0
which	which	q-crq	which	which	0
(	(	(	(	(	0
how	how	c-crq	how	how	0
poorly	poorly	j	poorly	poor	0
soëver	soëver	av	soëver	soëver	0
it	it	pn31	it	it	0
bee	bee	vbi	be	be	0
apparel'd	apparel'd	vvd	appareled	apparel	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
English	English	jp	English	english	0
dress	dress	n1	dress	dress	0
)	)	)	)	)	0
is	is	vbz	is	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
Claim	Claim	n1	Claim	claim	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Honors	Honors	n2	Honours	honour	0
as	as	p-acp	as	as	0
its	its	po31	its	its	0
proper	proper	j	proper	proper	0
Patrons	Patrons	n2	Patrons	patron	0
,	,	,	,	,	0
concei	concei	fw-la	concei	concei	0
∣	∣	sy	∣	∣	0
ving	ving	n1	ving	ving	0
it	it	pn31	it	it	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
no	no	dx	no	no	0
less	less	dc	less	less	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
tection	tection	n1	tection	tection	0
than	than	cs	than	than	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
:	:	:	:	:	0
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
let	let	vvb	let	let	0
mee	mee	pno11	me	i	0
have	have	vhi	have	have	0
leav	leav	n1	leave	leave	0
here	here	av	here	here	0
(	(	(	(	(	0
without	without	p-acp	without	without	0
Flatterie	Flatterie	n1	Flattery	flattery	0
or	or	cc	or	or	0
Vanitie	Vanitie	n1	Vanity	vanity	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
though	though	cs	though	though	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
injure	injure	vvi	injure	injure	0
the	the	dt	the	the	0
eminent	eminent	j	eminent	eminent	0
Autor	Autor	n1	Author	author	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
a	a	dt	a	a	0
Gainer	Gainer	n1	Gainer	gainer	0
,	,	,	,	,	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Book	Book	n1	Book	book	0
is	is	vbz	is	be	0
now	now	av	now	now	0
faln	faln	vvn	fallen	fall	0
under	under	p-acp	under	under	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
noble	noble	j	noble	noble	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
tuition	tuition	n1	tuition	tuition	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
heroïck	heroïck	j	heroïck	heroïck	0
Patriots	Patriots	n2	Patriots	patriot	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
observing	observing	vvg	observing	observe	0
the	the	dt	the	the	0
errors	errors	n2	errors	error	0
and	and	cc	and	and	0
defects	defects	n2	defects	defect	0
of	of	pp-f	of	of	0
former	former	j	former	former	0
Rulers	Rulers	n2	Rulers	ruler	0
,	,	,	,	,	0
are	are	vbr	are	be	0
resolved	resolved	vvn	resolved	resolve	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
our	our	po12	our	our	0
Sea-Territo	Sea-Territo	j	Sea-Territo	sea-territo	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
as	as	c-acp	as	as	0
bravely	bravely	av-j	bravely	brave	0
mainteined	mainteined	vvn	maintained	maintain	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Sword	Sword	n1	Sword	sword	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Learned	Learned	j	Learned	learned	0
Pen	Pen	n1	Pen	pen	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
gallant	gallant	j-jn	gallant	gallant	0
sight	sight	n1	sighed	sight	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
Sword	Sword	n1	Sword	sword	0
and	and	cc	and	and	0
Pen	Pen	n1	Pen	pen	0
in	in	p-acp	in	in	0
victorious	victorious	j	victorious	victorious	0
Equipage	Equipage	n1	Equipage	equipage	0
together	together	av	together	together	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
this	this	d	this	this	0
subdue's	subdue's	vvz	subdue's	subdue'	0
the	the	dt	the	the	0
souls	souls	n2	souls	soul	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
by	by	p-acp	by	by	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
that	that	cst	that	that	0
onely	onely	av-j	only	only	0
their	their	po32	their	their	0
bodies	bodies	n2	bodies	body	0
by	by	p-acp	by	by	0
force	force	n1	force	force	0
.	.	.	.	.	1
The	The	dt	The	the	0
Pen	Pen	n1	Pen	pen	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
which	which	r-crq	which	which	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
nifest's	nifest's	ng1	nifest's	nifest	0
the	the	dt	the	the	0
Right	Right	n-jn	Right	right	0
of	of	pp-f	of	of	0
Things	Things	n2	Things	thing	0
;	;	;	;	;	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
that	that	d	that	that	0
is	is	vbz	is	be	0
once	once	a-acp	once	once	0
cleared	cleared	vvn	cleared	clear	0
,	,	,	,	,	0
it	it	pn31	it	it	0
give's	give's	vvb|pno12	give's	give|we	0
spurs	spurs	n2	spurs	spur	0
to	to	pc-acp	to	to	0
resolu	resolu	fw-la	resolu	resolu	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
becaus	becaus	c-acp	because	because	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
never	never	av-x	never	never	0
raised	raised	vvn	raised	raise	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
high	high	j	high	high	0
a	a	dt	a	a	0
pitch	pitch	n1	pitch	pitch	0
of	of	pp-f	of	of	0
action	action	n1	actium	action	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
swaded	swaded	vvd	swaded	swade	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
engage	engage	vvb	engage	engage	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
righteous	righteous	j	righteous	righteous	0
caus	caus	n1	cause	cause	0
;	;	;	;	;	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
old	old	j	old	old	0
Versicle	Versicle	n1	Versicle	versicle	0
,	,	,	,	,	0
Frangit	Frangit	np1	Frangit	Frangit	0
,	,	,	,	,	0
&	&	cc	&	and	0
attollit	attollit	fw-la	attollit	attollit	0
vires	vires	fw-la	vires	vires	0
in	in	p-acp	in	in	0
Milite	Milite	np1	Milite	Milite	0
causa	causa	fw-la	causa	causa	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
seeing	seeing	vvg	seeing	see	0
you	you	pn22	you	you	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
Honora	Honora	np1	Honora	Honora	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
!	!	!	!	!	0
)	)	)	)	)	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
so	so	av	so	so	0
frequent	frequent	j	frequent	frequent	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
late	late	j	late	late	0
Wars	Wars	n2	Wars	war	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
Pen	Pen	n1	Pen	pen	0
Militant	Militant	j	Militant	militant	0
hath	hath	vhz	hath	have	0
had	had	vhn	had	have	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
sharp	sharp	j	sharp	sharp	0
ran	ran	vvd	ran	run	0
∣	∣	sy	∣	∣	0
counters	counters	n2	counters	counter	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Sword	Sword	n1	Sword	sword	0
,	,	,	,	,	0
and	and	cc	and	and	0
born	born	vvn	born	bear	0
away	away	av	away	away	0
as	as	p-acp	as	as	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
Trophies	Trophies	n2	Trophies	trophy	0
from	from	p-acp	from	from	0
home-bred	home-bred	j	homebred	homebred	0
Enemies	Enemies	n2	Enemies	enemy	0
in	in	p-acp	in	in	0
prosecution	prosecution	n1	prosecution	prosecution	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
righteous	righteous	j	righteous	righteous	0
caus	caus	n1	cause	cause	0
by	by	p-acp	by	by	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
certainly	certainly	av-j	certainly	certain	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
yield	yield	vvi	yield	yield	0
it	it	pn31	it	it	0
no	no	av-dx	no	no	0
less	less	av-dc	less	less	0
necessarie	necessarie	j	necessary	necessary	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Instruction	Instruction	n1	Instruction	instruction	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
rous	rous	fw-la	rous	rous	0
and	and	cc	and	and	0
ingenious	ingenious	j	ingenious	ingenious	0
people	people	n1	people	people	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
vindicating	vindicating	vvg	vindicating	vindicate	0
your	your	po22	your	your	0
just	just	j	just	just	0
Rights	Rights	n2-jn	Rights	right	0
by	by	p-acp	by	by	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
vain	vain	j	vain	vain	0
Pretences	Pretences	n2	Pretences	pretence	0
and	and	cc	and	and	0
Projects	Projects	n2	Projects	project	0
of	of	pp-f	of	of	0
encroaching	encroaching	j-vvg	encroaching	encroach	0
Neighbors	Neighbors	n2	Neighbours	neighbour	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
true	true	j	true	true	0
English	English	jp	English	english	0
heart	heart	n1	heart	heart	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
swell	swell	vvi	swell	swell	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
made	made	vvn	made	make	0
clear	clear	j	clear	clear	0
and	and	cc	and	and	0
evident	evident	j	evident	evident	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
)	)	)	)	)	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Sove	Sove	av	Soon	soon	0
∣	∣	sy	∣	∣	0
raigntie	raigntie	n1	raigntie	raigntie	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Seas	Seas	n2	Seas	sea	0
flowing	flowing	vvg	flowing	flow	0
about	about	p-acp	about	about	0
this	this	d	this	this	0
I	I	pns11	I	i	0
∣	∣	sy	∣	∣	0
sland	sland	n1	sland	sland	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
times	times	n2	times	time	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
there	there	pc-acp	there	there	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
main's	main's	npg1-n	main's	main	0
any	any	d	any	any	0
written	written	vvn	written	write	0
Testimonie	Testimonie	n1	Testimony	testimony	0
,	,	,	,	,	0
both	both	d	both	both	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
the	the	dt	the	the	0
old	old	j	old	old	0
Roman	Roman	njp	Roman	roman	0
Invasion	Invasion	n1	Invasion	invasion	0
and	and	cc	and	and	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
every	every	d	every	every	0
Revolution	Revolution	n1	Revolution	revolution	0
,	,	,	,	,	0
down	down	a-acp	down	down	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
present	present	j	present	present	0
Age	Age	n1	Age	age	0
,	,	,	,	,	0
been	been	vbn	been	be	0
held	held	vvn	held	hold	0
and	and	cc	and	and	0
acknowledged	acknowledged	vvn	acknowledged	acknowledge	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
inseparable	inseparable	j	inseparable	inseparable	0
appendant	appendant	j-jn	appendant	appendant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
British	British	jp	British	british	0
Empire	Empire	n1	Empire	empire	0
;	;	;	;	;	0
And	And	cc	And	and	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
