WHO	WHO	r-crq	WHO	who	0
preceptes	preceptes	n2	precepts	precept	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
kyndes	kyndes	n2	kinds	kind	0
of	of	pp-f	of	of	0
lyfe	lyfe	n1	life	life	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
conditions	conditions	n2	conditions	condition	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
preceptes	preceptes	n2	precepts	precept	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
harbour	harbour	vvb	harbour	harbour	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
breaste	breaste	n1	breast	breast	0
,	,	,	,	,	0
muste	muste	vmb	must	must	0
nedes	nedes	av	needs	needs	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
greate	greate	j	great	great	0
stay	stay	n1	stay	stay	0
,	,	,	,	,	0
helpe	helpe	vvb	help	help	0
and	and	cc	and	and	0
comforte	comforte	vvi	comfort	comfort	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
tēdre	tēdre	j	tender	tend	0
age	age	n1	age	age	0
.	.	.	.	.	1
They	They	pns32	They	they	0
shal	shal	vmb	shall	shall	0
bring	bring	vvi	bring	bring	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
many	many	d	many	many	0
thynges	thynges	n2	things	thing	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
lyfe	lyfe	n1	life	life	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
greate	greate	j	great	great	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
payne	payne	n1	pain	pain	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
otherwyse	otherwyse	av	otherwise	otherwise	0
expe	expe	vvi	expe	expe	0
∣	∣	sy	∣	∣	0
rience	rience	vvb	rience	rience	0
ofte	ofte	av	oft	oft	0
tymes	tymes	n2	times	time	0
poudred	poudred	vvn	powdered	powder	0
with	with	p-acp	with	with	0
byt	byt	n1	bit	bit	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
repentance	repentance	n1	repentance	repentance	0
,	,	,	,	,	0
shulde	shulde	vmd	should	shall	0
sease	sease	vvi	seize	seize	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
teache	teache	vvi	teach	teach	0
you	you	pn22	you	you	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
wyse	wyse	j	wise	wise	0
Socrates	Socrates	np1	Socrates	Socrates	0
sayeth	sayeth	vvz	sayeth	say	0
:	:	:	:	:	0
Preceptes	Preceptes	n2	Precepts	precept	0
of	of	pp-f	of	of	0
learnyng	learnyng	n1	learning	learning	0
were	were	vbdr	were	be	0
inuented	inuented	vvn	invented	invent	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
fyrste	fyrste	ord	fyrste	first	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
nedefull	nedefull	j	needful	needful	0
staye	staye	n1	stay	stay	0
and	and	cc	and	and	0
succour	succour	vvi	succour	succour	0
vnto	vnto	p-acp	unto	unto	0
mans	mans	ng1	men	man	0
mynde	mynde	n1	mind	mind	0
,	,	,	,	,	0
wanting	wanting	vvg	wanting	want	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
experience	experience	n1	experience	experience	0
:	:	:	:	:	0
euen	euen	av	even	even	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
staffe	staffe	n1	staff	staff	0
is	is	vbz	is	be	0
gyuen	gyuen	vvn	given	give	0
of	of	pp-f	of	of	0
necessitie	necessitie	n1	necessity	necessity	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
staye	staye	vvi	stay	stay	0
vp	vp	a-acp	up	up	0
a	a	dt	a	a	0
feeble	feeble	j	feeble	feeble	0
bodye	bodye	n1	body	body	0
.	.	.	.	.	1
Assuredly	Assuredly	av-vvn	Assuredly	assure	0
,	,	,	,	,	0
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
no	no	dx	no	no	0
one	one	crd	one	one	0
booke	booke	n1	book	book	0
vntranslated	vntranslated	vvn	untranslated	untranslate	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
halfe	halfe	n-jn	half	half	0
so	so	av	so	so	0
many	many	d	many	many	0
holsome	holsome	j	wholesome	wholesome	0
do	do	vdb	do	do	0
∣	∣	sy	∣	∣	0
cumentes	cumentes	n2	cumentes	cumente	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
hathe	hathe	vhz	hath	have	0
,	,	,	,	,	0
none	none	pi	none	none	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
so	so	av	so	so	0
well	well	av	well	well	0
leade	leade	vvi	lead	lead	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
ryght	ryght	j-jn	right	right	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
true	true	j	true	true	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
none	none	pix	none	none	0
where	where	c-crq	where	where	0
ye	ye	pn22	you	you	0
maye	maye	vmb	may	may	0
eyther	eyther	av-d	either	either	0
with	with	p-acp	with	with	0
more	more	dc	more	more	0
delite	delite	n1	delight	delight	0
,	,	,	,	,	0
or	or	cc	or	or	0
more	more	dc	more	more	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
game	game	n1	game	game	0
,	,	,	,	,	0
trace	trace	vvb	trace	trace	0
trewe	trewe	j	true	true	0
nobilitie	nobilitie	n1	nobility	nobility	0
.	.	.	.	.	1
Folowe	Folowe	vvi	Follow	follow	0
your	your	po22	your	your	0
leader	leader	n1	leader	leader	0
,	,	,	,	,	0
go	go	vvb	go	go	0
on	on	a-acp	on	on	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
guyde	guyde	n1	guide	guide	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
fynde	fynde	vvi	find	find	0
all	all	d	all	all	0
the	the	dt	the	the	0
steppes	steppes	n2	steps	step	0
and	and	cc	and	and	0
grices	grices	n2	grices	grice	0
,	,	,	,	,	0
wherby	wherby	c-crq	whereby	whereby	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
my	my	po11	my	my	0
lord	lord	n1	lord	lord	0
your	your	po22	your	your	0
father	father	n1	father	father	0
,	,	,	,	,	0
honourably	honourably	av-j	honourably	honourable	0
hathe	hathe	vhz	hath	have	0
clim	clim	vvb	clime	climb	0
∣	∣	sy	∣	∣	0
med	med	j	med	med	0
to	to	pc-acp	to	to	0
nobilitie	nobilitie	n1	nobility	nobility	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
al	al	d	all	all	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
dede	dede	n1	deed	deed	0
are	are	vbr	are	be	0
or	or	cc	or	or	0
were	were	vbdr	were	be	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
tyme	tyme	n1	time	time	0
noble	noble	j	noble	noble	0
.	.	.	.	.	1
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
fynde	fynde	vvi	find	find	0
many	many	d	many	many	0
thynges	thynges	n2	things	thing	0
here	here	av	here	here	0
that	that	cst	that	that	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
wealthe	wealthe	n1	wealth	wealth	0
and	and	cc	and	and	0
worshyp	worshyp	vvi	worship	worship	0
an	an	dt	and	a	0
ornament	ornament	n1	ornament	ornament	0
,	,	,	,	,	0
many	many	d	many	many	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
to	to	p-acp	to	to	0
men	men	n2	men	man	0
assauted	assauted	vvn	assaulted	assault	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
surges	surges	n2	surges	surge	0
of	of	pp-f	of	of	0
sower	sower	j	sour	sour	0
fortune	fortune	n1	fortune	fortune	0
,	,	,	,	,	0
sure	sure	j	sure	sure	0
coūsailours	coūsailours	n2	counsellors	counsellor	0
,	,	,	,	,	0
brin	brin	av	brin	brin	0
∣	∣	sy	∣	∣	0
gyng	gyng	n1	ging	ging	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
besydes	besydes	p-acp	besides	beside	0
ryght	ryght	j-jn	right	right	0
and	and	cc	and	and	0
honest	honest	j	honest	honest	0
consolation	consolation	n1	consolation	consolation	0
,	,	,	,	,	0
muche	muche	d	much	much	0
delectable	delectable	j	delectable	delectable	0
doctrine	doctrine	n1	doctrine	doctrine	0
:	:	:	:	:	0
finally	finally	av-j	finally	final	0
,	,	,	,	,	0
many	many	d	many	many	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
uerayne	uerayne	j-jn	uerayne	uerayne	0
medicine	medicine	n1	medicine	medicine	0
al	al	d	all	all	0
moste	moste	av-ds	most	most	0
for	for	p-acp	for	for	0
al	al	d	all	all	0
dis	dis	fw-fr	dis	dis	0
∣	∣	sy	∣	∣	0
eases	eases	vvz	eases	ease	0
.	.	.	.	.	1
The	The	dt	The	the	0
booke	booke	n1	book	book	0
is	is	vbz	is	be	0
nowe	nowe	av	now	now	0
youres	youres	png22	yours	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
truste	truste	vvi	trust	trust	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Iewels	Iewels	n2	Jewels	jewel	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
it	it	pn31	it	it	0
offe	offe	zz	offe	offe	0
∣	∣	sy	∣	∣	0
reth	reth	n1	reth	reth	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
be	be	vbb	be	be	0
great	great	j	great	great	0
,	,	,	,	,	0
rare	rare	j	rare	rare	0
,	,	,	,	,	0
and	and	cc	and	and	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
ciouse	ciouse	n1	ciouse	ciouse	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
ye	ye	pn22	you	you	0
wol	wol	zf	will	wool	0
se	se	zz	se	se	0
them	them	pno32	them	they	0
layd	layd	vvn	laid	lay	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
mete	mete	vvi	meet	mete	0
for	for	p-acp	for	for	0
suche	suche	d	such	such	0
ryches	ryches	n2	riches	riches	0
.	.	.	.	.	1
Locke	Locke	n1	Lock	lock	0
them	them	pno32	them	they	0
faste	faste	j	fast	fast	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cheste	cheste	n1	chest	chest	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
harte	harte	n1	heart	heart	0
,	,	,	,	,	0
gyue	gyue	vvi	gyve	give	0
the	the	dt	the	the	0
keye	keye	n1	key	key	0
to	to	p-acp	to	to	0
remembrance	remembrance	n1	remembrance	remembrance	0
,	,	,	,	,	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
may	may	vmb	may	may	0
let	let	vvi	let	let	0
them	them	pno32	them	they	0
out	out	av	out	out	0
,	,	,	,	,	0
and	and	cc	and	and	0
carye	carye	vvi	carry	carry	0
them	them	pno32	them	they	0
home	home	av-an	home	home	0
agayne	agayne	av	again	again	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
suche	suche	d	such	such	0
tymes	tymes	n2	times	time	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
shall	shall	vmb	shall	shall	0
thynke	thynke	vvi	think	think	0
conuenient	conuenient	j	convenient	convenient	0
.	.	.	.	.	1
If	If	cs	If	if	0
ye	ye	pn22	you	you	0
make	make	vvb	make	make	0
these	these	d	these	these	0
preceptes	preceptes	n2	precepts	precept	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
speaking	speaking	vvg	speaking	speak	0
as	as	a-acp	as	as	0
they	they	pns32	they	they	0
teach	teach	vvb	teach	teach	0
you	you	pn22	you	you	0
,	,	,	,	,	0
working	working	vvg	working	work	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
aduise	aduise	vvb	advise	advise	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
haue	haue	vhi	have	have	0
more	more	dc	more	more	0
cause	cause	n1	cause	cause	0
to	to	p-acp	to	to	0
reioyse	reioyse	vvb	rejoice	rejoice	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
than	than	cs	than	than	0
you	you	pn22	you	you	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
?	?	?	?	?	0
wherin	wherin	c-crq	wherein	wherein	0
can	can	vmb	can	can	0
you	you	pn22	you	you	0
more	more	av-dc	more	more	0
plese	plese	vvb	please	please	0
my	my	po11	my	my	0
lorde	lorde	n1	lord	lord	0
your	your	po22	your	your	0
fathers	fathers	ng1	father's	father	0
mynde	mynde	n1	mind	mind	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
thynge	thynge	n1	thing	thing	0
can	can	vmb	can	can	0
more	more	av-dc	more	more	0
satisfye	satisfye	vvi	satisfy	satisfy	0
his	his	po31	his	his	0
desyre	desyre	n1	desire	desire	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
greater	greater	jc	greater	great	0
comforte	comforte	n1	comfort	comfort	0
can	can	vmb	can	can	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
lordshyp	lordshyp	n1	lordship	lordship	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
se	se	vvi	see	see	0
you	you	pn22	you	you	0
most	most	av-ds	most	most	0
lyke	lyke	av-j	like	like	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
conditions	conditions	n2	conditions	condition	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
greater	greater	jc	greater	great	0
worshyp	worshyp	n1	worship	worship	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
treade	treade	vvi	tread	tread	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
steppes	steppes	n2	steps	step	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
hygher	hygher	jc	higher	high	0
pleasure	pleasure	n1	pleasure	pleasure	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
loue	loue	vvb	love	love	0
bothe	bothe	d	both	both	0
?	?	?	?	?	0
your	your	po22	your	your	0
countrey	countrey	n1	country	country	0
knoweth	knoweth	vvz	knoweth	know	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
noble	noble	j	noble	noble	0
feates	feates	n2	feats	feat	0
my	my	po11	my	my	0
lord	lord	n1	lord	lord	0
your	your	po22	your	your	0
father	father	n1	father	father	0
hathe	hathe	vhz	hath	have	0
wrought	wrought	vvn	wrought	wrought	0
by	by	p-acp	by	by	0
wyse	wyse	j	wise	wise	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
,	,	,	,	,	0
lady	lady	n1	lady	lady	0
gouernour	gouernour	n1	governor	governor	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
vertues	vertues	n2	virtues	virtue	0
?	?	?	?	?	0
who	who	q-crq	who	who	0
knoweth	knoweth	vvz	knoweth	know	0
not	not	xx	not	not	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
honesty	honesty	n1	honesty	honesty	0
may	may	vmb	may	may	0
reioyse	reioyse	vvb	rejoice	rejoice	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
truthe	truthe	n1	truth	truth	0
&	&	cc	&	and	0
religion	religion	n1	religion	religion	0
maye	maye	vmb	may	may	0
holde	holde	vvi	hold	hold	0
vp	vp	a-acp	up	up	0
theyr	theyr	po32	their	their	0
handes	handes	n2	hands	hand	0
to	to	p-acp	to	to	0
heuen	heuen	n1	heaven	heaven	0
,	,	,	,	,	0
that	that	cst	that	that	0
god	god	n1	god	god	0
hath	hath	vhz	hath	have	0
sente	sente	vvn	sent	send	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
gratiouse	gratiouse	j	gracious	gracious	0
so	so	av	so	so	0
pru	pru	n2	pru	pru	0
∣	∣	sy	∣	∣	0
dent	dent	n1	dent	dent	0
&	&	cc	&	and	0
wyse	wyse	n1	wise	wise	0
a	a	dt	a	a	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
so	so	av	so	so	0
good	good	j	good	good	0
so	so	av	so	so	0
wyse	wyse	j	wise	wise	0
and	and	cc	and	and	0
so	so	av	so	so	0
faythefull	faythefull	j	faithful	faithful	0
a	a	dt	a	a	0
councellour	councellour	n1	counselor	counsellor	0
?	?	?	?	?	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
noble	noble	j	noble	noble	0
a	a	dt	a	a	0
mayster	mayster	vvb	master	master	0
,	,	,	,	,	0
soo	soo	av	so	so	0
deligente	deligente	j	deligente	deligente	0
a	a	dt	a	a	0
mini	mini	fw-la	mini	mini	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
hyghe	hyghe	j	high	high	0
couragiouse	couragiouse	j	couragiouse	couragiouse	0
and	and	cc	and	and	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tuouse	tuouse	j	tuouse	tuouse	0
a	a	dt	a	a	0
kynge	kynge	n1	king	king	0
,	,	,	,	,	0
a	a	dt	a	a	0
subiecte	subiecte	n-jn	subject	subject	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
noble	noble	j	noble	noble	0
an	an	dt	and	a	0
harte	harte	n1	heart	heart	0
and	and	cc	and	and	0
stomacke	stomacke	n1	stomach	stomach	0
?	?	?	?	?	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
leaue	leaue	vvi	leave	leave	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
entred	entred	vvn	entered	enter	0
iuto	iuto	n1	juto	juto	0
to	to	p-acp	to	to	0
longe	longe	av-j	long	long	0
a	a	dt	a	a	0
mat	mat	n1	mat	mat	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
shorte	shorte	j	short	short	0
epistle	epistle	n1	epistle	epistle	0
.	.	.	.	.	1
Wherfore	Wherfore	c-crq	Wherefore	wherefore	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
al	al	d	all	all	0
harte	harte	n1	heart	heart	0
,	,	,	,	,	0
desire	desire	vvb	desire	desire	0
god	god	n1	god	god	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
hym	hym	pno31	him	he	0
,	,	,	,	,	0
longe	longe	av-j	long	long	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
noble	noble	j	noble	noble	0
HENRY	HENRY	np1	HENRY	Henry	0
the	the	dt	the	the	0
VIII	VIII	crd	VIII	viii	0
.	.	.	.	.	0
styll	styll	av	still	still	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
wealthe	wealthe	n1	wealth	wealth	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
honour	honour	n1	honour	honour	0
to	to	pc-acp	to	to	0
reygne	reygne	vvi	reign	reign	0
ouer	ouer	p-acp	over	over	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
settyng	settyng	vvg	setting	set	0
forthe	forthe	av	forth	forth	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
goddis	goddis	n2	gods	god	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
spredyng	spredyng	j-vvg	spreading	spread	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
brode	brode	j	broad	broad	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
magnifieng	magnifieng	vvg	magnifying	magnify	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
name	name	n1	name	name	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
places	places	n2	places	place	0
,	,	,	,	,	0
longe	longe	av-j	long	long	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
my	my	po11	my	my	0
lord	lord	n1	lord	lord	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
furthe	furthe	av	forth	forth	0
∣	∣	sy	∣	∣	0
rance	rance	n1	rance	rance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
Finally	Finally	av-j	Finally	final	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
heyre	heyre	n1	heir	heir	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
lordeshyps	lordeshyps	n2	lordships	lordship	0
qua	qua	fw-la	qua	qua	0
∣	∣	sy	∣	∣	0
lities	lities	n2	lities	lity	0
and	and	cc	and	and	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tues	tues	n2	tues	tue	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
worldely	worldely	j	worldly	worldly	0
dignitie	dignitie	n1	dignity	dignity	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
our	our	po12	our	our	0
lord	lord	n1	lord	lord	0
send	send	vvb	send	send	0
you	you	pn22	you	you	0
euer	euer	av	ever	ever	0
well	well	av	well	well	0
to	to	pc-acp	to	to	0
fare	fare	vvi	fare	fare	0
.	.	.	.	.	1
❧	❧	sy	❧	❧	1
