MAster	MAster	n1	MAster	master	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
trou	trou	fw-fr	trou	trou	0
∣	∣	sy	∣	∣	0
bles	bles	fw-fr	bles	bles	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
greiuous	greiuous	j	grievous	grievous	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
heauy	heauy	j	heavy	heavy	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
gracious	gracious	j	gracious	gracious	0
blessing	blessing	n1	blessing	blessing	0
and	and	cc	and	and	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
spirit	spirit	n1	spirit	spirit	0
)	)	)	)	)	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
(	(	(	(	(	0
as	as	p-acp	as	as	0
holyer	holyer	jc	holier	holy	0
and	and	cc	and	and	0
better	better	av-jc	better	better	0
,	,	,	,	,	0
so	so	av	so	so	0
)	)	)	)	)	0
fitter	fitter	n1	fitter	fit	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
and	and	cc	and	and	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
kindes	kindes	n2	kinds	kind	0
▪	▪	▪	▪	▪	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
and	and	cc	and	and	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
trou	trou	fw-fr	trou	trou	0
∣	∣	sy	∣	∣	0
bles	bles	fw-fr	bles	bles	0
and	and	cc	and	and	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
supports	supports	n2	supports	support	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
best	best	js	best	best	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
,	,	,	,	,	0
and	and	cc	and	and	0
discourse	discourse	n1	discourse	discourse	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Mysteries	Mysteries	n2	Mysteries	mystery	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
Nauita	Nauita	n1	Navita	navita	0
de	de	fw-fr	de	de	0
ventis	ventis	fw-la	ventis	ventis	0
,	,	,	,	,	0
de	de	fw-la	de	de	0
tauris	tauris	fw-la	tauris	tauris	0
narrat	narrat	fw-la	narrat	narrat	0
arator	arator	n1	arator	arator	0
,	,	,	,	,	0
enumerat	enumerat	j	enumerate	enumerate	0
miles	miles	n2	miles	mile	0
vulnera	vulnera	fw-la	vulnera	vulnera	0
,	,	,	,	,	0
pastor	pastor	n1	pastor	pastor	0
oues	oues	fw-la	oues	oues	0
.	.	.	.	.	1
Propert.	Propert.	np1	Propert.	Propert.	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
that	that	d	that	that	0
man	man	n1	man	man	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
long	long	av-j	long	long	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
troubles	troubles	n2	troubles	trouble	0
,	,	,	,	,	0
fittest	fittest	js	fittest	fit	0
to	to	p-acp	to	to	0
write	write	vvi	write	write	0
and	and	cc	and	and	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
That	That	cst	That	that	0
this	this	d	this	this	0
man	man	n1	man	man	0
was	was	vbds	was	be	0
,	,	,	,	,	0
(	(	(	(	(	0
both	both	av-d	both	both	0
then	then	av	then	then	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
writ	writ	vvd	writ	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
spake	spake	vvd	spoke	speak	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
beene	beene	vbn	been	be	0
for	for	p-acp	for	for	0
long	long	j	long	long	0
time	time	n1	time	time	0
before	before	a-acp	before	before	0
)	)	)	)	)	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
troubles	troubles	n2	troubles	trouble	0
,	,	,	,	,	0
and	and	cc	and	and	0
heauy	heauy	j	heavy	heavy	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
testimony	testimony	n1	testimony	testimony	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
that	that	cst	that	that	0
knew	knew	vvd	knew	know	0
him	him	pno31	him	he	0
,	,	,	,	,	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
words	words	n2	words	word	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
written	written	vvn	written	write	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
hand	hand	n1	hand	hand	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Preface	Preface	n1	Preface	preface	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
following	following	j-vvg	following	follow	0
Sermons	Sermons	n2	Sermons	sermon	0
)	)	)	)	)	0
doe	doe	vdb	do	do	0
plainely	plainely	av-j	plainly	plain	0
shew	shew	vvi	show	show	0
,	,	,	,	,	0
his	his	po31	his	his	0
words	words	n2	words	word	0
are	are	vbr	are	be	0
these	these	d	these	these	0
:	:	:	:	:	0
After	After	p-acp	After	after	0
a	a	dt	a	a	0
heauy	heauy	j	heavy	heavy	0
burthen	burthen	n1	burden	burden	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
heauy	heauy	j	heavy	heavy	0
infirmi	infirmi	fw-fr	infirmi	infirmi	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
,	,	,	,	,	0
and	and	cc	and	and	0
sore	sore	j	soar	sore	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
and	and	cc	and	and	0
hideous	hideous	j	hideous	hideous	0
temptations	temptations	n2	temptations	temptation	0
,	,	,	,	,	0
long	long	av-j	long	long	0
endured	endured	vvn	endured	endure	0
,	,	,	,	,	0
and	and	cc	and	and	0
still	still	av	still	still	0
continuing	continuing	vvg	continuing	continue	0
vpon	vpon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
come	come	vvn	come	come	0
forth	forth	av	forth	forth	0
once	once	a-acp	once	once	0
againe	againe	av	again	again	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
,	,	,	,	,	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
sence	sence	n1	sense	sense	0
of	of	pp-f	of	of	0
strength	strength	n1	strength	strength	0
recouered	recouered	vvn	recovered	recover	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
liuely	liuely	j	lively	lively	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
abi	abi	fw-la	abi	abi	0
∣	∣	sy	∣	∣	0
lity	lity	n1	lity	lity	0
to	to	p-acp	to	to	0
goe	goe	vvi	go	go	0
through	through	p-acp	through	through	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
great	great	j	great	great	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
bedience	bedience	n1	bedience	bedience	0
to	to	p-acp	to	to	0
Gods	Gods	npg1	Gods	God	0
commandement	commandement	n1	commandment	commandment	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
now	now	av	now	now	0
brought	brought	vvn	brought	bring	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
how	how	c-crq	how	how	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
this	this	d	this	this	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
faith	faith	n1	faith	faith	0
alone	alone	av-j	alone	alone	0
.	.	.	.	.	1
This	This	d	This	this	0
Treatise	Treatise	n1	Treatise	treatise	0
(	(	(	(	(	0
excellent	excellent	j	excellent	excellent	0
as	as	c-acp	as	as	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
many	many	d	many	many	0
respects	respects	n2	respects	respect	0
)	)	)	)	)	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
mooued	mooued	vvn	moved	move	0
to	to	p-acp	to	to	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
Mr.	Mr.	n1	Mr.	mr.	1
Doctor	Doctor	n1	Doctor	doctor	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
louing	louing	j-vvg	loving	love	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
three	three	crd	three	three	0
reasons	reasons	n2	reasons	reason	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
conceiue	conceiue	vvb	conceive	conceive	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
more	more	n1	more	moor	0
properly	properly	av-j	properly	proper	0
belong	belong	vvi	belong	belong	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
should	should	vmd	should	shall	0
it	it	pn31	it	it	0
belong	belong	vvi	belong	belong	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	1
Doctor	Doctor	n1	Doctor	doctor	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
succeed	succeed	vvb	succeed	succeed	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
pastorall	pastorall	j-jn	pastoral	pastoral	0
charge	charge	n1	charge	charge	0
?	?	?	?	?	0
whereby	whereby	c-crq	whereby	whereby	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
how	how	c-crq	how	how	0
&	&	cc	&	and	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
nourishment	nourishment	n1	nourishment	nourishment	0
,	,	,	,	,	0
he	he	pns31	he	he	0
fed	fed	vvd	fed	feed	0
his	his	po31	his	his	0
,	,	,	,	,	0
now	now	av	now	now	0
your	your	po22	your	your	0
people	people	n1	people	people	0
:	:	:	:	:	0
And	And	cc	And	and	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
people	people	n1	people	people	0
doth	doth	vdz	does	do	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
properly	properly	av-j	properly	proper	0
belong	belong	vvi	belong	belong	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
my	my	po11	my	my	0
louing	louing	n1	loving	love	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
conceiued	conceiued	vvn	conceived	conceive	0
,	,	,	,	,	0
studyed	studyed	j-vvn	studied	study	0
,	,	,	,	,	0
penned	penned	vvn	penned	pen	0
,	,	,	,	,	0
and	and	cc	and	and	0
preached	preached	vvn	preached	preach	0
?	?	?	?	?	1
Se	Se	fw-la	Se	se	0
∣	∣	sy	∣	∣	0
condly	condly	av-j	condly	cond	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
manifest	manifest	vvi	manifest	manifest	0
my	my	po11	my	my	0
intire	intire	j	entire	entire	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
hearty	hearty	j	hearty	hearty	0
wel-wishing	wel-wishing	j	wellwishing	wellwishing	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
all	all	d	all	all	0
,	,	,	,	,	0
amongst	amongst	p-acp	among	among	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
exercised	exercised	vvn	exercised	exercise	0
my	my	po11	my	my	0
Ministery	Ministery	n1	Ministry	ministry	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
nine	nine	crd	nine	nine	0
yeares	yeares	n2	years	year	0
last	last	ord	last	last	0
past	past	vvn	passed	pass	0
,	,	,	,	,	0
and	and	cc	and	and	0
still	still	av	still	still	0
doe	doe	vdb	do	do	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
bee	bee	vbi	be	be	0
a	a	dt	a	a	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
further	further	jc	further	further	0
knitting	knitting	n-vvg	knitting	knit	0
,	,	,	,	,	0
and	and	cc	and	and	0
continuing	continuing	vvg	continuing	continue	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
vnfai	vnfai	fw-fr	vnfai	vnfai	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
loue	loue	n1	love	love	0
one	one	crd	one	one	0
towards	towards	p-acp	towards	towards	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
ioyning	ioyning	vvg	joining	join	0
you	you	pn22	you	you	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
speciall	speciall	j	special	special	0
prouidence	prouidence	n1	providence	providence	0
,	,	,	,	,	0
ioyned	ioyned	vvd	joined	join	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
neere	neere	j	near	near	0
band	band	n1	band	band	0
of	of	pp-f	of	of	0
relation	relation	n1	relation	relation	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Pastor	Pastor	n1	Pastor	pastor	0
and	and	cc	and	and	0
people	people	n1	people	people	0
.	.	.	.	.	1
That	That	cst	That	that	0
this	this	d	this	this	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
,	,	,	,	,	0
may	may	vmb	may	may	0
gaine	gaine	vvi	gain	gain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
spirituall	spirituall	j	spiritual	spiritual	0
good	good	j	good	good	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
stu	stu	fw-la	stu	stu	0
∣	∣	sy	∣	∣	0
dying	dying	j-vvg	dying	die	0
,	,	,	,	,	0
penning	penning	vvg	penning	pen	0
,	,	,	,	,	0
and	and	cc	and	and	0
preaching	preaching	vvg	preaching	preach	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
in	in	p-acp	in	in	0
publishing	publishing	vvg	publishing	publish	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
pray	pray	vvi	pray	pray	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
giuer	giuer	n1	giver	giver	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Sonne	Sonne	n1	Son	son	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
and	and	cc	and	and	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
things	things	n2	things	thing	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	1
