THOMAS	THOMAS	np1	THOMAS	Thomas	0
have	have	vhb	have	have	0
felt	felt	vvn	felt	feel	0
the	the	dt	the	the	0
smart	smart	n1	smart	smart	0
of	of	pp-f	of	of	0
)	)	)	)	)	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
your	your	po22	your	your	0
portion	portion	n1	portion	portion	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
shallow	shallow	j	shallow	shallow	0
water	water	n1	water	water	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
now	now	av	now	now	0
wade	wade	vvi	wade	wade	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
look	look	vvb	look	look	0
(	(	(	(	(	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
footing	footing	n-vvg	footing	foot	0
,	,	,	,	,	0
and	and	cc	and	and	0
give	give	vvi	give	give	0
God	God	np1	God	God	0
the	the	dt	the	the	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
call	call	vvi	call	call	0
you	you	pn22	you	you	0
hereafter	hereafter	av	hereafter	hereafter	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
bid	bid	vvi	bid	bid	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
more	more	dc	more	more	0
swelling	swelling	j-vvg	swelling	swell	0
waves	waves	n2	waves	wave	0
,	,	,	,	,	0
and	and	cc	and	and	0
expose	expose	vvb	expose	expose	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
more	more	av-dc	more	more	0
violent	violent	j	violent	violent	0
temptations	temptations	n2	temptations	temptation	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
withstand	withstand	vvi	withstand	withstand	0
,	,	,	,	,	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
done	done	vdn	done	do	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
speakes	speakes	vvz	speaks	speak	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
willingly	willingly	av-j	willingly	willing	0
be	be	vbi	be	be	0
tedious	tedious	j	tedious	tedious	0
,	,	,	,	,	0
my	my	po11	my	my	0
intentions	intentions	n2	intentions	intention	0
at	at	p-acp	at	at	0
first	first	ord	first	first	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
much	much	av-d	much	much	0
,	,	,	,	,	0
only	only	av-j	only	only	0
some	some	d	some	some	0
short	short	j	short	short	0
Epistle	Epistle	n1	Epistle	epistle	0
and	and	cc	and	and	0
no	no	dx	no	no	0
more	more	av-dc	more	more	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
being	being	vbg	being	be	0
importuned	importuned	vvn	importuned	importune	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
command	command	vvi	command	command	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
a	a	dt	a	a	0
copy	copy	n1	copy	copy	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
poore	poore	j	poor	poor	0
Sermom	Sermom	n1	Sermom	sermom	0
,	,	,	,	,	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
preached	preached	vvn	preached	preach	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
funerall	funerall	n1	funeral	funeral	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
Husband	Husband	n1	Husband	husband	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
honorable	honorable	j	honourable	honourable	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
shame	shame	n1	shame	shame	0
send	send	vvi	send	send	0
it	it	pn31	it	it	0
bluntly	bluntly	av-j	bluntly	blunt	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
some	some	d	some	some	0
small	small	j	small	small	0
preface	preface	n1	preface	preface	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
way	way	n1	way	way	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
usher	usher	vvi	usher	usher	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Ladiships	Ladiships	ng1	Ladyships	ladyship	0
hands	hands	n2	hands	hand	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
such	such	d	such	such	0
matter	matter	n1	matter	matter	0
as	as	c-acp	as	as	0
can	can	vmb	can	can	0
much	much	av-d	much	much	0
informe	informe	vvi	inform	inform	0
your	your	po22	your	your	0
Judgment	Judgment	n1	Judgement	judgement	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
(	(	(	(	(	0
happily	happily	av-j	happily	happy	0
)	)	)	)	)	0
worke	worke	vvb	work	work	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
affections	affections	n2	affections	affection	0
;	;	;	;	;	0
what	what	r-crq	what	what	0
ere	ere	c-acp	ere	ere	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
presented	presented	vvn	presented	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
private	private	j	private	private	0
cabinit	cabinit	j	cabinit	cabinit	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
selfe	selfe	n1	self	self	0
;	;	;	;	;	0
yours	yours	png22	yours	you	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
is	is	vbz	is	be	0
hee	hee	pns31	he	he	0
that	that	cst	that	that	0
made	made	vvd	made	make	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
preacht	preacht	vvd	preached	preach	0
it	it	pn31	it	it	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
cease	cease	vvi	cease	cease	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
good	good	j	good	good	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
that	that	cst	that	that	0
God	God	np1	God	God	0
Almighty	Almighty	j-jn	Almighty	almighty	0
would	would	vmd	would	will	0
blesse	blesse	vvi	bless	bless	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
spirituall	spirituall	j	spiritual	spiritual	0
blessings	blessings	n2	blessings	blessing	0
in	in	p-acp	in	in	0
heavenly	heavenly	j	heavenly	heavenly	0
things	things	n2	things	thing	0
;	;	;	;	;	0
give	give	vvb	give	give	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
endue	endue	vvb	endue	endue	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
Courage	Courage	n1	Courage	courage	0
,	,	,	,	,	0
Constancy	Constancy	n1	Constancy	constancy	0
,	,	,	,	,	0
Pati	Pati	fw-la	Pati	pati	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
,	,	,	,	,	0
meeknesse	meeknesse	n1	meekness	meekness	0
and	and	cc	and	and	0
every	every	d	every	every	0
good	good	j	good	good	0
grace	grace	n1	grace	grace	0
;	;	;	;	;	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
crowne	crowne	vvi	crown	crown	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
plenty	plenty	n1	plenty	plenty	0
,	,	,	,	,	0
welfare	welfare	n1	welfare	welfare	0
,	,	,	,	,	0
health	health	n1	health	health	0
and	and	cc	and	and	0
happinesse	happinesse	n1	happiness	happiness	0
of	of	pp-f	of	of	0
soule	soule	n1	soul	soul	0
and	and	cc	and	and	0
body	body	n1	body	body	0
:	:	:	:	:	0
this	this	d	this	this	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
unfained	unfained	j	unfeigned	unfeigned	0
desires	desires	n2	desires	desire	0
and	and	cc	and	and	0
harty	harty	j	hearty	hearty	0
prayers	prayers	n2	prayers	prayer	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
humbly	humbly	av-j	humbly	humble	0
wisheth	wisheth	vvz	wishes	wish	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
esteemed	esteemed	vvn	esteemed	esteem	0
Stokedawbernon	Stokedawbernon	np1	Stokedawbernon	Stokedawbernon	0
,	,	,	,	,	0
Apil	Apil	n1	Apil	apil	0
20.	20.	crd	20.	20.	0
1640.	1640.	crd	1640.	1640.	1
