LORDS	LORDS	ng1	LORDS	lord	0
,	,	,	,	,	0
so	so	av	so	so	0
therefore	therefore	av	therefore	therefore	0
must	must	vmb	must	must	0
our	our	po12	our	our	0
assis	assis	n1	assis	assis	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
They	They	pns32	They	they	0
are	are	vbr	are	be	0
neere	neere	av-j	near	near	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
by	by	p-acp	by	by	0
Cituation	Cituation	n1	Cituation	cituation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
farre	farre	av-j	far	far	0
neerer	neerer	av-jc	nearer	near	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
their	their	po32	their	their	0
cause	cause	n1	cause	cause	0
and	and	cc	and	and	0
quarell	quarell	n1	quarrel	quarrel	0
is	is	vbz	is	be	0
ours	ours	png12	ours	we	0
,	,	,	,	,	0
so	so	av	so	so	0
should	should	vmd	should	shall	0
the	the	dt	the	the	0
sence	sence	n1	sense	sense	0
and	and	cc	and	and	0
feeling	feeling	n-vvg	feeling	feel	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
calamities	calamities	n2	calamities	calamity	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
sence	sence	n1	sense	sense	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
iustly	iustly	av-j	justly	just	0
affirme	affirme	vvi	affirm	affirm	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
we	we	pns12	we	we	0
generally	generally	av-j	generally	general	0
belong	belong	vvb	belong	belong	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
Church	Church	n1	Church	church	0
doth	doth	vdz	does	do	0
particularly	particularly	av-jn	particularly	particular	0
and	and	cc	and	and	0
pe	pe	zz	pe	pe	0
∣	∣	sy	∣	∣	0
culiarly	culiarly	j	culiarly	culiarly	0
to	to	pc-acp	to	to	0
God	God	np1	God	God	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
eloquence	eloquence	n1	eloquence	eloquence	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
vs	vs	pno12	us	we	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
assistance	assistance	n1	assistance	assistance	0
,	,	,	,	,	0
so	so	av	so	so	0
Religion	Religion	n1	Religion	religion	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
bee	bee	vbi	be	be	0
an	an	dt	and	a	0
act	act	n1	act	act	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
of	of	pp-f	of	of	0
Impietie	Impietie	n1	Impiety	impiety	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
shame	shame	n1	shame	shame	0
in	in	p-acp	in	in	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
if	if	cs	if	if	0
these	these	d	these	these	0
our	our	po12	our	our	0
three	three	crd	three	three	0
flourishing	flourishing	j-vvg	flourishing	flourish	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
Scot	Scot	np1	Scot	Scot	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
now	now	av	now	now	0
powerfully	powerfully	av-j	powerfully	powerful	0
assist	assist	vvi	assist	assist	0
that	that	cst	that	that	0
afflicted	afflicted	vvd	afflicted	afflict	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
sues	sues	vvz	sues	sue	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
teares	teares	n2	tears	tear	0
and	and	cc	and	and	0
prayers	prayers	n2	prayers	prayer	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Lords	Lords	n2	Lords	lord	0
and	and	cc	and	and	0
generous	generous	j	generous	generous	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
my	my	po11	my	my	0
Iudgement	Iudgement	n1	Judgement	judgement	0
prompts	prompts	vvz	prompts	prompt	0
mee	mee	pno11	me	i	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
wrong	wrong	vvi	wrong	wrong	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
seeking	seeking	vvg	seeking	seek	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
your	your	po22	your	your	0
affections	affections	n2	affections	affection	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
charitable	charitable	j	charitable	charitable	0
and	and	cc	and	and	0
religious	religious	j	religious	religious	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
nothing	nothing	pix	nothing	nothing	0
is	is	vbz	is	be	0
capable	capable	j	capable	capable	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
,	,	,	,	,	0
or	or	cc	or	or	0
disswade	disswade	vvi	dissuade	dissuade	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
behalfe	behalfe	n1	behalf	behalf	0
I	I	pns11	I	i	0
rest	rest	vvb	rest	rest	0
hopefull	hopefull	j	hopeful	hopeful	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
confident	confident	j	confident	confident	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
excuse	excuse	vvb	excuse	excuse	0
my	my	po11	my	my	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
pardon	pardon	vvb	pardon	pardon	0
my	my	po11	my	my	0
presumption	presumption	n1	presumption	presumption	0
for	for	p-acp	for	for	0
proferring	proferring	vvg	proffering	proffer	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
sighes	sighes	n2	sighs	sigh	0
and	and	cc	and	and	0
teares	teares	n2	tears	tear	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
poore	poore	j	poor	poor	0
perse	perse	vvi	pierce	pierce	0
∣	∣	sy	∣	∣	0
cuted	cuted	vvb	cut	cut	0
French	French	jp	French	french	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
sublime	sublime	j	sublime	sublime	0
Protection	Protection	n1	Protection	protection	0
and	and	cc	and	and	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
charitable	charitable	j	charitable	charitable	0
care	care	n1	care	care	0
,	,	,	,	,	0
and	and	cc	and	and	0
reli	reli	fw-la	reli	reli	0
∣	∣	sy	∣	∣	0
gious	gious	j	gious	gious	0
consderacion	consderacion	n1	consderacion	consderacion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
esteeming	esteeming	vvg	esteeming	esteem	0
it	it	pn31	it	it	0
euerie	euerie	d	every	every	0
way	way	n1	way	way	0
as	as	c-acp	as	as	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
thy	thy	po21	thy	thy	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
pittie	pittie	n1	pity	pity	0
and	and	cc	and	and	0
compassion	compassion	n1	compassion	compassion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
knowledge	knowledge	n1	knowledge	knowledge	0
.	.	.	.	.	1
May	May	np1	May	May	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
myseries	myseries	n2	miseries	misery	0
and	and	cc	and	and	0
calami	calami	fw-la	calami	calami	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
,	,	,	,	,	0
teach	teach	vvb	teach	teach	0
vs	vs	pno12	us	we	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
preuent	preuent	vvi	prevent	prevent	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
,	,	,	,	,	0
May	May	vmb	May	may	0
God	God	np1	God	God	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
best	best	js	best	best	0
mercie	mercie	n1	mercy	mercy	0
so	so	av	so	so	0
operate	operate	vvi	operate	operate	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
and	and	cc	and	and	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
may	may	vmb	may	may	0
esteeme	esteeme	vvi	esteem	esteem	0
and	and	cc	and	and	0
repute	repute	vvi	repute	repute	0
them	them	pno32	them	they	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
,	,	,	,	,	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
royall	royall	j	royal	royal	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Illustricus	Illustricus	np1	Illustricus	Illustricus	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
ample	ample	j	ample	ample	0
)	)	)	)	)	0
stretch	stretch	vvb	stretch	stretch	0
forth	forth	av	forth	forth	0
her	her	po31	her	her	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
relieue	relieue	vvi	relieve	relieve	0
this	this	d	this	this	0
poore	poore	j	poor	poor	0
French	French	jp	French	french	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
people	people	n1	people	people	0
,	,	,	,	,	0
so	so	av	so	so	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
iustly	iustly	av-j	justly	just	0
afflicted	afflicted	j-vvn	afflicted	afflict	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
wrongfully	wrongfully	av-j	wrongfully	wrongful	0
oppressed	oppressed	vvn	oppressed	oppress	0
and	and	cc	and	and	0
persecuted	persecuted	vvn	persecuted	persecute	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Cause	Cause	n1	Cause	cause	0
.	.	.	.	.	1
