ALbeit	ALbeit	cs	ALbeit	albeit	0
it	it	pn31	it	it	0
more	more	n1	more	moor	0
easye	easye	j	easy	easy	0
&	&	cc	&	and	0
playne	playne	j	plain	plain	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
capacities	capacities	n2	capacities	capacity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
simpler	simpler	jc	simpler	simple	0
sorte	sorte	n1	sort	sort	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
also	also	av	also	also	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
,	,	,	,	,	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
commodity	commodity	n1	commodity	commodity	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
assure	assure	vvb	assure	assure	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
your	your	po22	your	your	0
La.	La.	n1	La.	lady	0
and	and	cc	and	and	0
euery	euery	d	every	every	0
one	one	pi	one	one	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
that	that	cst	that	that	0
reade	reade	vvb	read	read	0
&	&	cc	&	and	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
ligently	ligently	av-j	ligently	ligent	0
practise	practise	n1	practice	practice	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
taught	taught	vvn	taught	teach	0
there	there	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
in	in	zz	in	in	0
:	:	:	:	:	0
without	without	p-acp	without	without	0
which	which	r-crq	which	which	0
practise	practise	n1	practice	practice	0
,	,	,	,	,	0
all	all	d	all	all	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledg	ledg	n1	ledg	ledg	0
is	is	vbz	is	be	0
vnprofitable	vnprofitable	j	unprofitable	unprofitable	0
and	and	cc	and	and	0
vayne	vayne	j	vain	vain	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
writen	writen	vvn	written	write	0
for	for	p-acp	for	for	0
vitious	vitious	j	vicious	vicious	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
suche	suche	d	such	such	0
as	as	c-acp	as	as	0
delight	delight	vvb	delight	delight	0
to	to	pc-acp	to	to	0
lyue	lyue	vvi	live	live	0
&	&	cc	&	and	0
wallow	wallow	vvi	wallow	wallow	0
in	in	p-acp	in	in	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
regarde	regarde	n1	regard	regard	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
or	or	cc	or	or	0
their	their	po32	their	their	0
own	own	d	own	own	0
soules	soules	ng1	souls	soul	0
health	health	n1	health	health	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
noe	noe	dx	no	no	0
benefite	benefite	n1	benefit	benefit	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
haith	haith	vhz	hath	have	0
prepared	prepared	vvn	prepared	prepare	0
&	&	cc	&	and	0
directed	directed	vvn	directed	direct	0
this	this	d	this	this	0
woorke	woorke	n1	work	work	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
great	great	j	great	great	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
vertuous	vertuous	j	virtuous	virtuous	0
soules	soules	n2	souls	soul	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
resolued	resolued	vvn	resolved	resolve	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
God	God	np1	God	God	0
:	:	:	:	:	0
&	&	cc	&	and	0
standing	standing	vvg	standing	stand	0
in	in	p-acp	in	in	0
battell	battell	n1	battle	battle	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
&	&	cc	&	and	0
the	the	dt	the	the	0
deuill	deuill	n1	devil	devil	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
a	a	dt	a	a	0
sincere	sincere	j	sincere	sincere	0
defyre	defyre	av	defyre	defyre	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
liue	liue	vvi	live	live	0
well	well	av	well	well	0
&	&	cc	&	and	0
woorke	woorke	vvi	work	work	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
salua	salua	fw-la	salua	salua	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
.	.	.	.	.	1
This	This	d	This	this	0
good	good	j	good	good	0
euery	euery	d	every	every	0
one	one	pi	one	one	0
that	that	cst	that	that	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
dethe	dethe	n1	death	death	0
it	it	pn31	it	it	0
,	,	,	,	,	0
may	may	vmb	may	may	0
reape	reape	vvi	reap	reap	0
:	:	:	:	:	0
that	that	cst	that	that	0
knowinge	knowinge	vvg	knowing	know	0
thereby	thereby	av	thereby	thereby	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
poore	poore	j	poor	poor	0
&	&	cc	&	and	0
imperfect	imperfect	j	imperfect	imperfect	0
state	state	n1	state	state	0
,	,	,	,	,	0
&	&	cc	&	and	0
behoulding	behoulding	vvg	beholding	behold	0
how	how	c-crq	how	how	0
farr	farr	av-j	far	far	0
of	of	a-acp	of	off	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
degree	degree	n1	degree	degree	0
of	of	pp-f	of	of	0
perfection	perfection	n1	perfection	perfection	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
&	&	cc	&	and	0
might	might	vmd	might	may	0
arryue	arryue	vvi	arrive	arrive	0
vnto	vnto	p-acp	unto	unto	0
;	;	;	;	;	0
They	They	pns32	They	they	0
may	may	vmb	may	may	0
abase	abase	vvi	abase	abase	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
conceyte	conceyte	n1	conceit	conceit	0
,	,	,	,	,	0
carry	carry	vvb	carry	carry	0
an	an	dt	and	a	0
humble	humble	j	humble	humble	0
mynde	mynde	n1	mind	mind	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
heauen	heauen	n1	heaven	heaven	0
&	&	cc	&	and	0
earthe	earthe	n1	earth	earth	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
imperfections	imperfections	n2	imperfections	imperfection	0
&	&	cc	&	and	0
vnworthines	vnworthines	n1	unworthiness	unworthiness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
stepp	stepp	n1	step	step	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
vertue	vertue	n1	virtue	virtue	0
:	:	:	:	:	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
moued	moued	vvn	moved	move	0
now	now	av	now	now	0
&	&	cc	&	and	0
then	then	av	then	then	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
work	work	vvi	work	work	0
som	som	d	some	some	0
particuler	particuler	j	particular	particular	0
acts	acts	n2	acts	act	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
hereof	hereof	av	hereof	hereof	0
which	which	r-crq	which	which	0
assuredly	assuredly	av-vvn	assuredly	assure	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
pleasāt	pleasāt	j	pleasant	pleasant	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
&	&	cc	&	and	0
most	most	av-ds	most	most	0
meritorious	meritorious	j	meritorious	meritorious	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
own	own	d	own	own	0
soules	soules	n2	souls	soul	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
woorkes	woorkes	n2	works	work	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
doe	doe	vdi	do	do	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
afflicted	afflicted	j-vvn	afflicted	afflict	0
state	state	n1	state	state	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
tossed	tossed	vvn	tossed	toss	0
too	too	av	too	too	0
and	and	cc	and	and	0
froe	froe	av	fro	fro	0
daun	daun	n1	daun	daun	0
∣	∣	sy	∣	∣	0
gerously	gerously	av-j	gerously	gerous	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
godds	godds	n2	gods	god	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
churche	churche	n1	church	church	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
constancy	constancy	n1	constancy	constancy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
catholick	catholick	jp	catholic	catholic	0
Faith	Faith	n1	Faith	faith	0
:	:	:	:	:	0
Alphonso	Alphonso	np1	Alphonso	Alphonso	0
will	will	vmb	will	will	0
teache	teache	vvi	teach	teach	0
you	you	pn22	you	you	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
fraught	fraught	vvi	fraught	fraught	0
your	your	po22	your	your	0
shipp	shipp	n1	ship	ship	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
sortes	sortes	n2	sorts	sort	0
of	of	pp-f	of	of	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
preceous	preceous	j	preceous	precious	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Indian	Indian	jp	Indian	indian	0
Treasures	Treasures	n2	Treasures	treasure	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
well	well	av	well	well	0
loaden	loaden	vvn	loaded	load	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
porte	porte	n1	port	port	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
shall	shall	vmb	shall	shall	0
ende	ende	vvi	end	end	0
your	your	po22	your	your	0
voyage	voyage	n1	voyage	voyage	0
.	.	.	.	.	1
How	How	uh-crq	How	how	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
endure	endure	vvi	endure	endure	0
patiently	patiently	av-j	patiently	patient	0
,	,	,	,	,	0
the	the	dt	the	the	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
ginge	ginge	n1	ginge	ginge	0
&	&	cc	&	and	0
furious	furious	j	furious	furious	0
stormes	stormes	n2	storms	storm	0
of	of	pp-f	of	of	0
Godds	Godds	n2	Gods	god	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
nemies	nemies	n2	nemies	nemy	0
:	:	:	:	:	0
And	And	cc	And	and	0
how	how	c-crq	how	how	0
finally	finally	av-j	finally	final	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
low	low	j	low	low	0
sale	sale	n1	sale	sale	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
humble	humble	j	humble	humble	0
conceite	conceite	n1	conceit	conceit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
good	good	j	good	good	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
referr	referr	vvb	refer	refer	0
all	all	d	all	all	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
&	&	cc	&	and	0
prayse	prayse	vvi	praise	praise	0
ther	ther	po32	their	their	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
the	the	dt	the	the	0
owner	owner	n1	owner	owner	0
&	&	cc	&	and	0
geuer	geuer	n1	giver	giver	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
giftes	giftes	n2	gifts	gift	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
certaine	certaine	j	certain	certain	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
losse	losse	n1	loss	loss	0
&	&	cc	&	and	0
shipp-wracke	shipp-wracke	n1	shipp-wracke	shipp-wracke	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
impute	impute	vvi	impute	impute	0
any	any	d	any	any	0
good	good	j	good	good	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
a	a	dt	a	a	0
high	high	j	high	high	0
conceit	conceit	n1	conceit	conceit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
well	well	n1	well	well	0
doinge	doinge	vdg	doing	do	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
vertuously	vertuously	av-j	virtuously	virtuous	0
disposed	disposed	vvn	disposed	dispose	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
light	light	j	light	light	0
greatly	greatly	av-j	greatly	great	0
in	in	p-acp	in	in	0
varietie	varietie	n1	variety	variety	0
&	&	cc	&	and	0
chaunge	chaunge	n1	change	change	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
spirituall	spirituall	j	spiritual	spiritual	0
Exercises	Exercises	n2	Exercises	exercise	0
,	,	,	,	,	0
&	&	cc	&	and	0
imbrace	imbrace	vvi	embrace	embrace	0
with	with	p-acp	with	with	0
greate	greate	j	great	great	0
affection	affection	n1	affection	affection	0
euery	euery	d	every	every	0
noueltye	noueltye	n1	novelty	novelty	0
,	,	,	,	,	0
seking	seking	vvg	seeking	seek	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
many	many	d	many	many	0
wayes	wayes	n2	ways	way	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
God	God	np1	God	God	0
:	:	:	:	:	0
&	&	cc	&	and	0
euer	euer	av	ever	ever	0
think	think	vvb	think	think	0
that	that	cst	that	that	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
prefer	prefer	vvi	prefer	prefer	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
best	best	js	best	best	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
straunge	straunge	j	strange	strange	0
and	and	cc	and	and	0
vnknown	vnknown	j	unknown	unknown	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
throughly	throughly	av-j	thoroughly	thorough	0
know	know	vvi	know	know	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
vsed	vsed	vvn	used	use	0
,	,	,	,	,	0
they	they	pns32	they	they	0
either	either	d	either	either	0
loath	loath	j	loath	loath	0
or	or	cc	or	or	0
litle	litle	j	little	little	0
esteme	esteme	vvb	esteem	esteem	0
,	,	,	,	,	0
such	such	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
inconstancye	inconstancye	n1	inconstancy	inconstancy	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
nature	nature	n1	nature	nature	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
new-fangled	new-fangled	j	newfangled	new-fangled	0
mutabilitye	mutabilitye	n1	mutability	mutability	0
,	,	,	,	,	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
hindreth	hindreth	vvz	hindereth	hinder	0
all	all	d	all	all	0
spirituall	spirituall	j	spiritual	spiritual	0
good	good	j	good	good	0
and	and	cc	and	and	0
the	the	dt	the	the	0
progresse	progresse	n1	progress	progress	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
vertue	vertue	n1	virtue	virtue	0
.	.	.	.	.	1
And	And	cc	And	and	0
with	with	p-acp	with	with	0
out	out	av	out	out	0
comparison	comparison	n1	comparison	comparison	0
better	better	av-jc	better	better	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
diligently	diligently	av-j	diligently	diligent	0
to	to	pc-acp	to	to	0
kepe	kepe	vvi	keep	keep	0
&	&	cc	&	and	0
practise	practise	vvi	practise	practise	0
one	one	pi	one	one	0
(	(	(	(	(	0
thoughe	thoughe	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
meaner	meaner	jc	meaner	mean	0
)	)	)	)	)	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
be	be	vbb	be	be	0
either	either	d	either	either	0
negligente	negligente	j	negligent	negligent	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
best	best	js	best	best	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
allwayes	allwayes	av	always	always	0
incon	incon	n1	incon	incon	0
∣	∣	sy	∣	∣	0
stantly	stantly	av-jn	stantly	stant	0
flitting	flitting	vvg	flitting	flit	0
from	from	p-acp	from	from	0
one	one	pi	one	one	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
should	should	vmd	should	shall	0
a	a	dt	a	a	0
man	man	n1	man	man	0
neither	neither	av-dx	neither	neither	0
goe	goe	vvi	go	go	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
warde	warde	n1	ward	ward	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
grow	grow	vvi	grow	grow	0
perfect	perfect	j	perfect	perfect	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
familiar	familiar	j-jn	familiar	familiar	0
therefore	therefore	av	therefore	therefore	0
&	&	cc	&	and	0
stay	stay	vvb	stay	stay	0
youre	youre	po22	your	your	0
selfe	selfe	n1	self	self	0
with	with	p-acp	with	with	0
Alphonso	Alphonso	np1	Alphonso	Alphonso	0
(	(	(	(	(	0
good	good	j	good	good	0
Madam	Madam	n1	Madam	madam	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
you	you	pn22	you	you	0
profitt	profitt	vvi	profit	profit	0
greatly	greatly	av-j	greatly	great	0
.	.	.	.	.	1
And	And	cc	And	and	0
beware	beware	vvb	beware	beware	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
content	content	j	content	content	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
vertue	vertue	n1	virtue	virtue	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
allready	allready	av	already	already	0
gotten	gotten	vvn	got	get	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
our	our	po12	our	our	0
Lorde	Lorde	n1	Lord	lord	0
&	&	cc	&	and	0
God	God	np1	God	God	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
man	man	n1	man	man	0
,	,	,	,	,	0
&	&	cc	&	and	0
vouchsaifed	vouchsaifed	vvd	vouchsaifed	vouchsaif	0
to	to	pc-acp	to	to	0
dye	dye	vvi	die	dye	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
aduaunce	aduaunce	vvi	advance	advance	0
vs	vs	pno12	us	we	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
higher	higher	jc	higher	high	0
&	&	cc	&	and	0
perfect	perfect	j	perfect	perfect	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
holines	holines	n1	holiness	holiness	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
lyfe	lyfe	n1	life	life	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
this	this	d	this	this	0
same	same	d	same	same	0
ende	ende	n1	end	end	0
also	also	av	also	also	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
that	that	d	that	that	0
Angells	Angells	n2	Angels	angel	0
shoulde	shoulde	vmd	should	shall	0
mini	mini	fw-la	mini	mini	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
And	And	cc	And	and	0
finallye	finallye	av-j	finally	final	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
ende	ende	n1	end	end	0
he	he	pns31	he	he	0
haith	haith	vhz	hath	have	0
guen	guen	vvn	guen	guen	0
vs	vs	pno12	us	we	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
uen	uen	n1	uen	uen	0
&	&	cc	&	and	0
earth	earth	n1	earth	earth	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
his	his	po31	his	his	0
creatures	creatures	n2	creatures	creature	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Remember	Remember	vvb	Remember	remember	0
me	me	pno11	me	i	0
I	I	pns11	I	i	0
beseche	beseche	vvb	beseech	beseech	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
deuotions	deuotions	n2	devotions	devotion	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
I	I	pns11	I	i	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mitt	mitt	fw-ge	mitt	mitt	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
God	God	n1	God	god	0
.	.	.	.	.	1
