Honoured	Honoured	j-vvn	Honoured	honour	0
increasing	increasing	vvg	increasing	increase	0
still	still	av	still	still	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
increasings	increasings	n2-vvg	increasings	increase	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
thriving	thriving	vvg	thriving	thrive	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
spirituall	spirituall	j	spiritual	spiritual	0
understanding	understanding	n1	understanding	understanding	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
perception	perception	n1	perception	perception	0
and	and	cc	and	and	0
acknowledgment	acknowledgment	n1	acknowledgment	acknowledgement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mystery	mystery	n1	mystery	mystery	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
every	every	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
amongst	amongst	p-acp	among	among	0
his	his	po31	his	his	0
jewels	jewels	n2	jewels	jewel	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
among	among	p-acp	among	among	0
his	his	po31	his	his	0
sheep	sheep	n1	sheep	sheep	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
great	great	j	great	great	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
and	and	cc	and	and	0
reign	reign	vvi	reign	reign	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
e	e	fw-la	e	e	0
∣	∣	sy	∣	∣	0
ver	ver	fw-la	ver	ver	0
,	,	,	,	,	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
So	So	np1	So	So	0
prayeth	prayeth	vvz	prayeth	pray	0
,	,	,	,	,	0
Septemb.	Septemb.	np1	Septemb.	Septemb.	1
24.	24.	crd	24.	24.	0
1655.	1655.	crd	1655.	1655.	1
