ELect	ELect	j-vvn	ELect	elect	0
although	although	cs	although	although	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
haue	haue	vhi	have	have	0
nothing	nothing	pix	nothing	nothing	0
els	els	av	else	else	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
euen	euen	av	even	even	0
this	this	d	this	this	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
thy	thy	po21	thy	thy	0
reward	reward	n1	reward	reward	0
:	:	:	:	:	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
been	been	vbn	been	be	0
obedient	obedient	j	obedient	obedient	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Father	Father	n1	Father	father	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
leauing	leauing	vvg	leaving	leave	0
these	these	d	these	these	0
Iesuites	Iesuites	np2	Iesuites	Jesuit	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
schooled	schooled	vvn	schooled	school	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
graue	graue	j	graven	grave	0
and	and	cc	and	and	0
reuerend	reuerend	j-jn	reverend	reverend	0
a	a	dt	a	a	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
his	his	po31	his	his	0
fatherhood	fatherhood	n1	fatherhood	fatherhood	0
and	and	cc	and	and	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
better	better	av-jc	better	better	0
instructed	instructed	vvn	instructed	instruct	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
direct	direct	vvi	direct	direct	0
them	them	pno32	them	they	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
your	your	po22	your	your	0
good	good	j	good	good	0
Ladiships	Ladiships	n2	Ladyships	ladyship	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fatherly	fatherly	j	fatherly	fatherly	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heauenly	heauenly	j	heavenly	heavenly	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
father	father	n1	father	father	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
mercies	mercies	n2	mercies	mercy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
familie	familie	n1	family	family	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
and	and	cc	and	and	0
earth	earth	n1	earth	earth	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
whom	whom	ro-crq	whom	who	0
be	be	vbb	be	be	0
al	al	d	all	all	0
praise	praise	n1	praise	praise	0
and	and	cc	and	and	0
glorie	glorie	n1	glory	glory	0
ascribed	ascribed	vvn	ascribed	ascribe	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
free	free	j	free	free	0
and	and	cc	and	and	0
vndeserued	vndeserued	j	undeserved	undeserved	0
mer	mer	n1	mere	mere	0
∣	∣	sy	∣	∣	0
cie	cie	n1	cie	eye	0
,	,	,	,	,	0
both	both	d	both	both	0
now	now	av	now	now	0
and	and	cc	and	and	0
euermore	euermore	av	evermore	evermore	0
.	.	.	.	.	1
