CAiphas	CAiphas	np1	CAiphas	CAiphas	0
the	the	dt	the	the	0
mother	mother	n1	mother	mother	0
tonge	tonge	n1	tongue	tongue	0
:	:	:	:	:	0
lest	lest	cs	lest	lest	0
yf	yf	cs	if	if	0
kynges	kynges	n2	kings	king	0
and	and	cc	and	and	0
prynces	prynces	n2	princes	prince	0
(	(	(	(	(	0
specially	specially	av-j	specially	special	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
)	)	)	)	)	0
were	were	vbdr	were	be	0
exercysed	exercysed	vvn	exercised	exercise	0
therin	therin	av	therein	therein	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shulde	shulde	vmd	should	shall	0
reclame	reclame	vvi	reclaim	reclaim	0
and	and	cc	and	and	0
chalenge	chalenge	vvi	challenge	challenge	0
agayne	agayne	av	again	again	0
theyr	theyr	po32	their	their	0
due	due	j-jn	due	due	0
auctorite	auctorite	n1	authority	authority	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
falsely	falsely	av-j	falsely	false	0
hath	hath	vhz	hath	have	0
vsurped	vsurped	vvn	usurped	usurp	0
so	so	av	so	so	0
many	many	d	many	many	0
yeres	yeres	n2	years	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
tye	tye	vvb	tie	tie	0
hym	hym	pno31	him	he	0
shorter	shorter	jc	shorter	short	0
:	:	:	:	:	0
and	and	cc	and	and	0
lest	lest	cs	lest	lest	0
the	the	dt	the	the	0
people	people	n1	people	people	0
beyng	beyng	vbg	being	be	0
taught	taught	vvn	taught	teach	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
shulde	shulde	vmd	should	shall	0
fall	fall	vvi	fallen	fall	0
from	from	p-acp	from	from	0
ye	ye	pn22	you	you	0
false	false	j	false	false	0
fayned	fayned	j-vvn	feigned	feign	0
obediēce	obediēce	n1	obedience	obedience	0
of	of	pp-f	of	of	0
hym	hym	pno31	him	he	0
and	and	cc	and	and	0
his	his	png31	his	he	0
disguysed	disguysed	vvn	disguised	disguise	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
true	true	j	true	true	0
obe	obe	n1	obe	obe	0
∣	∣	sy	∣	∣	0
dience	dience	n1	dience	dience	0
commaunded	commaunded	vvd	commanded	command	0
by	by	p-acp	by	by	0
Gods	Gods	n2	Gods	god	0
owne	owne	d	own	own	0
mouthe	mouthe	n1	mouth	mouth	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
obey	obey	vvi	obey	obey	0
theyr	theyr	po32	their	their	0
prynce	prynce	n1	prince	prince	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
bey	bey	zz	bey	bey	0
father	father	n1	father	father	0
and	and	cc	and	and	0
mother	mother	n1	mother	mother	0
.	.	.	.	.	1
&c.	&c.	av	etc.	etc	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
steppe	steppe	vvi	step	step	0
ouer	ouer	p-acp	over	over	0
father	father	n1	father	father	0
and	and	cc	and	and	0
mothers	mothers	ng1	mother's	mother	0
bely	bely	n1	belly	belly	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
in	in	p-acp	in	in	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
paynted	paynted	j-vvn	painted	paint	0
religions	religions	n2	religions	religion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
ypocrites	ypocrites	n2	hypocrites	hypocrite	0
teache	teache	vvi	teach	teach	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
he	he	pns31	he	he	0
knoweth	knoweth	vvz	knoweth	know	0
well	well	av	well	well	0
ynough	ynough	av-d	enough	enough	0
,	,	,	,	,	0
that	that	cst	that	that	0
yf	yf	cs	if	if	0
the	the	dt	the	the	0
cleare	cleare	j	clear	clear	0
Sonne	Sonne	n1	Son	son	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
worde	worde	n1	word	word	0
come	come	vvb	come	come	0
ones	ones	pi2	ones	one	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
heate	heate	n1	heat	heat	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
daye	daye	n1	day	day	0
,	,	,	,	,	0
it	it	pn31	it	it	0
shal	shal	vmb	shall	shall	0
dryue	dryue	vvi	drive	drive	0
awaye	awaye	av	away	away	0
all	all	d	all	all	0
the	the	dt	the	the	0
foule	foule	j	foul	foul	0
myst	myst	n1	mist	mist	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
deuelysh	deuelysh	j	devilish	devilish	0
doctrines	doctrines	n2	doctrines	doctrine	0
.	.	.	.	.	1
Therfore	Therfore	av	Therefore	therefore	0
were	were	vbdr	were	be	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mayntenaunce	mayntenaunce	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
Antichristes	Antichristes	npg1	Antichristes	Antichrist	0
kyngdome	kyngdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
were	were	vbdr	were	be	0
styll	styll	av	still	still	0
in	in	p-acp	in	in	0
igno	igno	fw-la	igno	igno	0
∣	∣	sy	∣	∣	0
raunce	raunce	n1	raunce	raunce	0
and	and	cc	and	and	0
blyndnes	blyndnes	n1	blindness	blindness	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
scripture	scripture	n1	scripture	scripture	0
shulde	shulde	vmd	should	shall	0
neuer	neuer	av-x	never	never	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
lyghte	lyghte	vvi	light	light	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
scripture	scripture	n1	scripture	scripture	0
(	(	(	(	(	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
testament	testament	n1	testament	testament	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
new	new	j	new	new	0
)	)	)	)	)	0
declareth	declareth	vvz	declareth	declare	0
most	most	av-ds	most	most	0
aboūdauntly	aboūdauntly	av-j	abundantly	abundant	0
that	that	cst	that	that	0
the	the	dt	the	the	0
office	office	n1	office	office	0
,	,	,	,	,	0
auctorite	auctorite	n1	authority	authority	0
and	and	cc	and	and	0
power	power	n1	power	power	0
geuen	geuen	vvn	given	give	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
vnto	vnto	p-acp	unto	unto	0
kynges	kynges	ng1	kings	king	0
/	/	/	/	/	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
earth	earth	n1	earth	earth	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
powers	powers	n2	powers	power	0
:	:	:	:	:	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
call	call	vvi	call	call	0
thē	thē	pno32	them	they	0
selues	selues	n2	selves	self	0
Popes	Popes	n2	Popes	pope	0
,	,	,	,	,	0
Cardynalles	Cardynalles	n2	Cardinals	cardinal	0
,	,	,	,	,	0
or	or	cc	or	or	0
what	what	q-crq	what	what	0
so	so	av	so	so	0
euer	euer	av	ever	ever	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
,	,	,	,	,	0
Ro.	Ro.	np1	Ro.	Ro.	0
13	13	crd	13	13	0
a	a	pp-f	a	of	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
declareth	declareth	vvz	declareth	declare	0
them	them	pno32	them	they	0
(	(	(	(	(	0
yee	yee	pn22	ye	you	0
and	and	cc	and	and	0
commaundeth	commaundeth	vvz	commandeth	command	0
them	them	pno32	them	they	0
vnder	vnder	p-acp	under	under	0
payne	payne	n1	pain	pain	0
of	of	pp-f	of	of	0
dampnacion	dampnacion	n1	damnation	damnation	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
obedient	obedient	j	obedient	obedient	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
temporall	temporall	j	temporal	temporal	0
swerde	swerde	n1	sword	sword	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
Testament	Testament	n1	Testament	testament	0
all	all	d	all	all	0
the	the	dt	the	the	0
Prophetes	Prophetes	n2	Prophets	prophet	0
,	,	,	,	,	0
Math.	Math.	np1	Math.	Math.	1
17.	17.	crd	17.	17.	0
d	d	n2	worser	penny	0
,	,	,	,	,	0
Tit.	Tit.	np1	Tit.	Tit.	0
3.	3.	crd	3.	3.	0
a	a	pp-f	a	of	0
Exod.	Exod.	np1	Exod.	Exod.	0
22.	22.	crd	22.	22.	0
d	d	n2	worser	penny	0
.	.	.	.	.	1
Psal.	Psal.	np1	Psal.	Psal.	0
81.	81.	crd	81.	81.	0
a.	a.	n1	a.	a.	0
Prestes	Prestes	n2	Priests	priest	0
and	and	cc	and	and	0
Leuites	Leuites	np1	Leuites	Leuites	0
were	were	vbdr	were	be	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
new	new	j	new	new	0
Testament	Testament	n1	Testament	testament	0
Christ	Christ	np1	Christ	Christ	0
&	&	cc	&	and	0
his	his	po31	his	his	0
Apostles	Apostles	n2	Apostles	apostle	0
both	both	d	both	both	0
were	were	vbdr	were	be	0
obedient	obedient	j	obedient	obedient	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
taught	taught	vvd	taught	teach	0
obedience	obedience	n1	obedience	obedience	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
men	men	n2	men	man	0
vn	vn	p-acp	un	unto	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
theyr	theyr	po32	their	their	0
prynces	prynces	n2	princes	prince	0
ād	ād	cc	and	and	0
temporall	temporall	j	temporal	temporal	0
rulers	rulers	n2	rulers	ruler	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
here	here	av	here	here	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
present	present	vvb	present	present	0
the	the	dt	the	the	0
persone	persone	n1	person	person	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
Goddes	Goddes	n2	Gods	god	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
scripture	scripture	n1	scripture	scripture	0
,	,	,	,	,	0
bycause	bycause	c-acp	because	because	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
excellēcy	excellēcy	n1	excellency	excellency	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
office	office	n1	office	office	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
no	no	dx	no	no	0
mo	mo	dc	more	more	0
auctorities	auctorities	n2	authorities	authority	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
proue	proue	vvi	prove	prove	0
the	the	dt	the	the	0
p̄	p̄	sy	p	p	0
∣	∣	sy	∣	∣	0
eminence	eminence	n1	eminence	eminence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
temporall	temporall	j	temporal	temporal	0
swerde	swerde	n1	sword	sword	0
,	,	,	,	,	0
Yet	Yet	av	Yet	yet	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
the	the	dt	the	the	0
scripture	scripture	n1	scripture	scripture	0
declareth	declareth	vvz	declareth	declare	0
playnly	playnly	av-j	plainly	plain	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
nothyng	nothyng	pix	nothing	nothing	0
aboue	aboue	p-acp	above	above	0
God	God	np1	God	God	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
there	there	pc-acp	there	there	0
no	no	dx	no	no	0
man	man	n1	man	man	0
aboue	aboue	p-acp	above	above	0
the	the	dt	the	the	0
kynge	kynge	n1	king	king	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
realme	realme	n1	realm	realm	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
onely	onely	av-j	only	only	0
vnder	vnder	p-acp	under	under	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
chefe	chefe	j-jn	chief	chief	0
heade	heade	n1	head	head	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
cōgregacyon	cōgregacyon	n1	congregation	congregation	0
and	and	cc	and	and	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
token	token	n1	token	token	0
that	that	cst	that	that	0
this	this	d	this	this	0
is	is	vbz	is	be	0
true	true	j	true	true	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
hath	hath	vhz	hath	have	0
ben	ben	vbn	been	be	0
of	of	pp-f	of	of	0
olde	olde	j	old	old	0
antiquite	antiquite	n1	antiquity	antiquity	0
(	(	(	(	(	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
yet	yet	av	yet	yet	0
vnto	vnto	p-acp	unto	unto	0
this	this	d	this	this	0
daye	daye	n1	day	day	0
)	)	)	)	)	0
a	a	dt	a	a	0
louynge	louynge	j-vvg	loving	love	0
ceremonye	ceremonye	n1	ceremony	ceremony	0
vsed	vsed	vvn	used	use	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
realme	realme	n1	realm	realm	0
of	of	pp-f	of	of	0
Englonde	Englonde	np1	Englonde	Englonde	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
whā	whā	c-crq	when	when	0
your	your	po22	your	your	0
graces	graces	n2	graces	grace	0
subiectes	subiectes	n2-jn	subjects	subject	0
reade	reade	vvb	read	read	0
your	your	po22	your	your	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
or	or	cc	or	or	0
begynne	begynne	vvb	begin	begin	0
to	to	pc-acp	to	to	0
talke	talke	vvi	talk	talk	0
or	or	cc	or	or	0
comē	comē	vvn	come	come	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
hygh	hygh	j	high	high	0
¦	¦	sy	¦	¦	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
they	they	pns32	they	they	0
moue	moue	vvb	move	move	0
theyr	theyr	po32	their	their	0
bonettes	bonettes	n2	bonettes	bonette	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
signe	signe	n1	sign	sign	0
&	&	cc	&	and	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
reuerence	reuerence	n1	reverence	reverence	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
most	most	av-ds	most	most	0
soueraigne	soueraigne	j-jn	sovereign	sovereign	0
lorde	lorde	n1	lord	lord	0
&	&	cc	&	and	0
heade	heade	n1	head	head	0
vnder	vnder	p-acp	under	under	0
God	God	np1	God	God	0
.	.	.	.	.	0
which	which	r-crq	which	which	0
thyng	thyng	n1	thing	thing	0
no	no	dx	no	no	0
man	man	n1	man	man	0
vseth	vseth	vvz	uses	use	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
to	to	p-acp	to	to	0
eny	eny	d	any	any	0
bysshoppe	bysshoppe	n1	bishop	bishop	0
.	.	.	.	.	0
wherby	wherby	c-crq	whereby	whereby	0
(	(	(	(	(	0
yf	yf	cs	if	if	0
oure	oure	po12	our	our	0
vnderstondyng	vnderstondyng	n1	understanding	understanding	0
were	were	vbdr	were	be	0
nat	nat	xx	nat	not	0
blynded	blynded	vvn	blinded	blind	0
)	)	)	)	)	0
we	we	pns12	we	we	0
myght	myght	vmd	might	may	0
euy	euy	vvi	euy	euy	0
¦	¦	sy	¦	¦	0
dently	dently	av-j	dently	gentle	0
perceaue	perceaue	vvb	perceive	perceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
euen	euen	av	even	even	0
very	very	j	very	very	0
nature	nature	n1	nature	nature	0
teacheth	teacheth	vvz	teaches	teach	0
vs	vs	pno12	us	we	0
the	the	av	the	then	0
same	same	d	same	same	0
,	,	,	,	,	0
that	that	cst	that	that	0
scripture	scripture	n1	scripture	scripture	0
cōmaū	cōmaū	vvi	command	command	0
∣	∣	sy	∣	∣	0
deth	deth	n1	death	death	0
vs	vs	pno12	us	we	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
lyke	lyke	av-j	like	like	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
agaynst	agaynst	p-acp	against	against	0
Gods	Gods	ng1	Gods	god	0
worde	worde	n1	word	word	0
that	that	cst	that	that	0
a	a	dt	a	a	0
kynge	kynge	n1	king	king	0
shulde	shulde	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
chefe	chefe	j-jn	chief	chief	0
heade	heade	n1	head	head	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
euen	euen	av	even	even	0
so	so	av	so	so	0
(	(	(	(	(	0
I	I	pns11	I	i	0
saye	saye	vvb	say	say	0
)	)	)	)	)	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
agaynst	agaynst	p-acp	against	against	0
kynde	kynde	n1	kind	kind	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
shulde	shulde	vmd	should	shall	0
knowe	knowe	vvi	know	know	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
heade	heade	n1	head	head	0
aboue	aboue	p-acp	above	above	0
hym	hym	pno31	him	he	0
vnder	vnder	p-acp	under	under	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
no	no	dx	no	no	0
prest	prest	vvn	pressed	press	0
nor	nor	ccx	nor	nor	0
bysshoppe	bysshoppe	n1	bishop	bishop	0
is	is	vbz	is	be	0
exempte	exempte	j	exempt	exempt	0
(	(	(	(	(	0
nor	nor	ccx	nor	nor	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
lawfully	lawfully	av-j	lawfully	lawful	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
obedi	obedi	n1	obedi	obedi	0
¦	¦	sy	¦	¦	0
ence	ence	av	ence	ence	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
prynce	prynce	n1	prince	prince	0
,	,	,	,	,	0
the	the	dt	the	the	0
scripture	scripture	n1	scripture	scripture	0
is	is	vbz	is	be	0
full	full	j	full	full	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
strayte	strayte	av-j	strait	straight	0
cōmaundemētes	cōmaundemētes	n2	commandments	commandment	0
,	,	,	,	,	0
&	&	cc	&	and	0
practises	practises	n2	practises	practise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holyest	holyest	js	holiest	holy	0
men	men	n2	men	man	0
.	.	.	.	.	1
✚	✚	sy	✚	✚	0
Aaron	Aaron	np1	Aaron	Aaron	0
was	was	vbds	was	be	0
obedient	obedient	j	obedient	obedient	0
vnto	vnto	p-acp	unto	unto	0
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
and	and	cc	and	and	0
called	called	vvd	called	call	0
hym	hym	pno31	him	he	0
his	his	po31	his	his	0
lorde	lorde	n1	lord	lord	0
,	,	,	,	,	0
Nume	Nume	n1	Nume	nume	0
.	.	.	.	.	1
12.	12.	crd	12.	12.	0
b	b	sy	b	b	0
Ios.	Ios.	np1	Ios.	Ios.	0
4	4	crd	4	4	0
c	c	sy	c	c	0
3.	3.	crd	3.	3.	1
Reg.	Reg.	np1	Reg.	Reg.	0
1.	1.	crd	1.	1.	0
c	c	sy	c	c	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Reg.	Reg.	np1	Reg.	Reg.	0
18.	18.	crd	18.	18.	0
b	b	sy	b	b	0
.	.	.	.	.	1
Leuit.	Leuit.	np1	Leuit.	Leuit.	0
18.	18.	crd	18.	18.	0
b	b	sy	b	b	0
.	.	.	.	.	1
Math.	Math.	np1	Math.	Math.	0
14.	14.	crd	14.	14.	0
a.	a.	n1	a.	a.	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
brother	brother	n1	brother	brother	0
.	.	.	.	.	1
Eleasar	Eleasar	np1	Eleasar	Eleasar	0
and	and	cc	and	and	0
Phinas	Phinas	npg1	Phinas	phinas	0
were	were	vbdr	were	be	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
obediēce	obediēce	n1	obedience	obedience	0
of	of	pp-f	of	of	0
Iosua	Iosua	np1	Iosua	Joshua	0
.	.	.	.	.	1
✚	✚	sy	✚	✚	0
Nathan	Nathan	np1	Nathan	Nathan	0
the	the	dt	the	the	0
prophete	prophete	n1	prophet	prophet	0
fell	fell	vvd	fell	fall	0
downe	downe	a-acp	down	down	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
grounde	grounde	n1	ground	ground	0
before	before	p-acp	before	before	0
kynge	kynge	n1	king	king	0
Dauid	Dauid	np1	Dauid	David	0
,	,	,	,	,	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
his	his	po31	his	his	0
Prynce	Prynce	n1	Prince	prince	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
reuerence	reuerence	n1	reverence	reverence	0
(	(	(	(	(	0
He	He	pns31	He	he	0
made	made	vvd	made	make	0
not	not	xx	not	not	0
the	the	dt	the	the	0
kynge	kynge	n1	king	king	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
kysse	kysse	vvi	kiss	kiss	0
his	his	po31	his	his	0
fote	fote	n1	foot	foot	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
bysshoppe	bysshoppe	n1	bishop	bishop	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
maketh	maketh	vvz	makes	make	0
Emperours	Emperours	n2	Emperors	emperor	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
)	)	)	)	)	0
Notwithstondynge	Notwithstondynge	a-acp	Notwithstanding	notwithstanding	0
he	he	pns31	he	he	0
spared	spared	vvd	spared	spare	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
rebuke	rebuke	vvi	rebuke	rebuke	0
hym	hym	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
ryght	ryght	j-jn	right	right	0
sharply	sharply	av-j	sharply	sharp	0
whan	whan	c-crq	when	when	0
he	he	pns31	he	he	0
fell	fell	vvd	fell	fall	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
adultery	adultery	n1	adultery	adultery	0
and	and	cc	and	and	0
manslaughter	manslaughter	n1	manslaughter	manslaughter	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
afrayed	afrayed	j	afraid	afraid	0
to	to	pc-acp	to	to	0
reproue	reproue	vvi	reprove	reprove	0
hym	hym	pno31	him	he	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
sin	sin	n1	since	sin	0
¦	¦	sy	¦	¦	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
nomore	nomore	av	nomore	nomore	0
than	than	cs	than	than	0
Helyas	Helyas	np1	Helyas	Helyas	0
the	the	dt	the	the	0
prophete	prophete	n1	prophet	prophet	0
stode	stode	vvd	stood	stand	0
in	in	p-acp	in	in	0
feare	feare	n1	fear	fear	0
to	to	pc-acp	to	to	0
saye	saye	vvi	say	say	0
vnto	vnto	p-acp	unto	unto	0
kynge	kynge	n1	king	king	0
Achab	Achab	np1	Achab	Achab	0
:	:	:	:	:	0
✚	✚	sy	✚	✚	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
thou	thou	pns21	thou	thou	0
and	and	cc	and	and	0
thy	thy	po21	thy	thy	0
fathers	fathers	ng1	father's	father	0
house	house	n1	house	house	0
that	that	cst	that	that	0
trouble	trouble	n1	trouble	trouble	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
ye	ye	pn22	you	you	0
haue	haue	vhb	have	have	0
forsaken	forsaken	vvn	forsaken	forsake	0
ye	ye	pn22	you	you	0
commaundementes	commaundementes	n2	commandments	commandment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
walke	walke	vvi	walk	walk	0
after	after	p-acp	after	after	0
Baal	Baal	np1	Baal	Baal	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	p-acp	as	as	0
Iohan	Iohan	np1	Iohan	Johan	0
Baptyste	Baptyste	np1	Baptyste	Baptyste	0
durst	durst	vvd	durst	dare	0
saye	saye	vvi	say	say	0
vnto	vnto	p-acp	unto	unto	0
Kynge	Kynge	n1	King	king	0
Herode	Herode	np1	Herode	Herode	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
lawful	lawful	j	lawful	lawful	0
for	for	p-acp	for	for	0
the	the	pno32	thee	they	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
thy	thy	po21	thy	thy	0
brothers	brothers	ng1	brother's	brother	0
wyfe	wyfe	n1	wife	wife	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
purpose	purpose	n1	purpose	purpose	0
I	I	pns11	I	i	0
passe	passe	vvb	pass	pass	0
ouer	ouer	p-acp	over	over	0
innumerable	innumerable	j	innumerable	innumerable	0
mo	mo	dc	more	more	0
ensāples	ensāples	n2	ensamples	ensample	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
Testa	Testa	np1	Testa	Testa	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
new	new	j	new	new	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
feare	feare	n1	fear	fear	0
lest	lest	cs	lest	lest	0
I	I	pns11	I	i	0
be	be	vbb	be	be	0
to	to	p-acp	to	to	0
tedyous	tedyous	j	tedious	tedious	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
.	.	.	.	.	1
Sūma	Sūma	fw-la	Sūma	sūma	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
