PRECIOUS	PRECIOUS	j	PRECIOUS	precious	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
great	great	j	great	great	0
work	work	n1	work	work	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
will	will	vmb	will	will	0
have	have	vhi	have	have	0
much	much	d	much	much	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
people	people	n1	people	people	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
ver	ver	fw-la	ver	ver	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
ear	ear	n1	ear	ear	0
∣	∣	sy	∣	∣	0
nest	nest	n1	nest	nest	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	1
