HE	HE	pns31	HE	he	0
not	not	xx	not	not	0
forget	forget	vvi	forget	forget	0
it	it	pn31	it	it	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
tyme	tyme	n1	time	time	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
praye	praye	vvi	pray	pray	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
adde	adde	vvi	add	add	0
to	to	p-acp	to	to	0
youre	youre	po22	your	your	0
good	good	j	good	good	0
fortune	fortune	n1	fortune	fortune	0
and	and	cc	and	and	0
helthe	helthe	n1	health	health	0
,	,	,	,	,	0
continuaunce	continuaunce	n1	continuance	continuance	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
fauour	fauour	n1	favour	favour	0
,	,	,	,	,	0
wherin	wherin	c-crq	wherein	wherein	0
onely	onely	av-j	only	only	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
perfyt	perfyt	j	perfect	perfect	0
sure	sure	j	sure	sure	0
∣	∣	sy	∣	∣	0
tie	tie	zz	tie	tie	0
.	.	.	.	.	1
