Brethren	Brethren	n1	Brothers	brethren	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
either	either	av-d	either	either	0
further	further	jc	further	further	0
or	or	cc	or	or	0
better	better	jc	better	better	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
,	,	,	,	,	0
impart	impart	vvi	impart	impart	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
measure	measure	n1	measure	measure	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
grow	grow	vvi	grow	grow	0
up	up	a-acp	up	up	0
to	to	pc-acp	to	to	0
∣	∣	sy	∣	∣	0
gether	gether	av	gether	gether	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
every	every	d	every	every	0
joynt	joynt	n1	joint	joint	0
supplieth	supplieth	vvz	supplieth	suppli	0
,	,	,	,	,	0
all	all	d	all	all	0
hold	hold	n1	hold	hold	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
fast	fast	n1	fast	fast	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
letting	letting	vvg	letting	let	0
go	go	vvb	go	go	0
the	the	dt	the	the	0
head	head	n1	head	head	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
we	we	pns12	we	we	0
receive	receive	vvb	receive	receive	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
and	and	cc	and	and	0
true	true	j	true	true	0
spirit	spirit	n1	spirit	spirit	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
give	give	vvi	give	give	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
increase	increase	vvi	increase	increase	0
:	:	:	:	:	0
So	So	av	So	so	0
shall	shall	vmb	shall	shall	0
our	our	po12	our	our	0
feet	feet	n2	feet	foot	0
abide	abide	vvi	abide	abide	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
gates	gates	n2	gates	gate	0
of	of	pp-f	of	of	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
himself	himself	px31	himself	himself	0
shall	shall	vmb	shall	shall	0
dwell	dwell	vvi	dwell	dwell	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
judge	judge	vvi	judge	judge	0
,	,	,	,	,	0
rule	rule	n1	rule	rule	0
and	and	cc	and	and	0
teach	teach	vvb	teach	teach	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
teaching	teaching	n-vvg	teaching	teach	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
vainly	vainly	av-j	vainly	vain	0
puft	puft	vvn	puffed	puff	0
up	up	a-acp	up	up	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
carnal	carnal	j	carnal	carnal	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
like	like	vvb	like	like	0
those	those	d	those	those	0
bodies	bodies	n2	bodies	body	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
puft	puft	vvn	puffed	puff	0
up	up	a-acp	up	up	0
with	with	p-acp	with	with	0
unwholsome	unwholsome	j	unwholesome	unwholesome	0
humours	humours	n2	humours	humour	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
grow	grow	vvb	grow	grow	0
solidly	solidly	av-j	solidly	solid	0
fat	fat	j	fat	fat	0
and	and	cc	and	and	0
well-liking	well-liking	j	well-liking	well-liking	0
,	,	,	,	,	0
and	and	cc	and	and	0
shew	shew	vvb	show	show	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
gratious	gratious	j	gracious	gracious	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
deceit	deceit	n1	deceit	deceit	0
or	or	cc	or	or	0
unrighteousness	unrighteousness	n1	unrighteousness	unrighteousness	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
you	you	pn22	you	you	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
give	give	vvb	give	give	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
inheritance	inheritance	n1	inheritance	inheritance	0
,	,	,	,	,	0
I	I	pns11	I	i	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
mit	mit	fw-ge	mit	mit	0
you	you	pn22	you	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
being	being	vbg	being	be	1
