'TIS	'TIS	pn31|vbz	IT'S	it|be	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Defence	Defence	n1	Defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Interest	Interest	n1	Interest	interest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Royal	Royal	j	Royal	royal	0
Family	Family	n1	Family	family	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Mercy	Mercy	n1	Mercy	mercy	0
Bless	Bless	vvb	Bless	bless	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
increase	increase	n1	increase	increase	0
of	of	pp-f	of	of	0
Temporal	Temporal	j	Temporal	temporal	0
and	and	cc	and	and	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
Blessings	Blessings	n2	Blessings	blessing	0
.	.	.	.	.	1
This	This	d	This	this	0
shall	shall	vmb	shall	shall	0
always	always	av	always	always	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Prayer	Prayer	n1	Prayer	prayer	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
wishes	wishes	vvz	wishes	wish	0
that	that	d	that	that	0
your	your	po22	your	your	0
Religious	Religious	j	Religious	religious	0
and	and	cc	and	and	0
Loyal	Loyal	j	Loyal	loyal	0
Ʋndertakings	Ʋndertakings	n2-vvg	Ʋndertakings	ʋndertaking	0
may	may	vmb	may	may	0
ever	ever	av	ever	ever	0
be	be	vbi	be	be	0
Crowned	Crowned	vvn	Crowned	crown	0
with	with	p-acp	with	with	0
Victory	Victory	n1	Victory	victory	0
and	and	cc	and	and	0
Success	Success	n1	Success	success	0
.	.	.	.	.	1
