I	I	pns11	I	i	0
been	been	vbn	been	be	0
undone	undone	vvn	undone	undo	0
had	had	vhd	had	have	0
we	we	pns12	we	we	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
undone	undone	vvn	undone	undo	0
.	.	.	.	.	1
One	One	crd	One	one	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
be	be	vbi	be	be	0
strong	strong	j	strong	strong	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
courage	courage	n1	courage	courage	0
:	:	:	:	:	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
it	it	pn31	it	it	0
again	again	av	again	again	0
,	,	,	,	,	0
be	be	vbb	be	be	0
strong	strong	j	strong	strong	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
courage	courage	n1	courage	courage	0
.	.	.	.	.	1
I	I	pns11	I	i	0
say	say	vvb	say	say	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
third	third	ord	third	three	0
time	time	n1	time	time	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
did	did	vdd	did	do	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
Joshua	Joshua	np1	Joshua	Joshua	0
in	in	p-acp	in	in	0
4	4	crd	4	4	0
verses	verses	n2	verses	verse	0
,	,	,	,	,	0
Joshuah	Joshuah	np1	Joshuah	Joshuah	0
1.	1.	crd	1.	1.	0
6	6	crd	6	6	0
,	,	,	,	,	1
7	7	crd	7	7	0
,	,	,	,	,	0
8	8	crd	8	8	0
,	,	,	,	,	0
9.	9.	crd	9.	9	1
Be	Be	vbb	Be	be	0
strong	strong	j	strong	strong	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
courage	courage	n1	courage	courage	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
you	you	pn22	you	you	0
instruments	instruments	n2	instruments	instrument	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
much	much	d	much	much	0
good	good	j	good	good	0
for	for	p-acp	for	for	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
State	State	n1	State	state	0
;	;	;	;	;	0
the	the	dt	the	the	0
same	same	d	same	same	0
God	God	np1	God	God	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
every	every	d	every	every	0
day	day	n1	day	day	0
more	more	av-dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
instru	instru	fw-fr	instru	instru	0
∣	∣	sy	∣	∣	0
mentall	mentall	j	mental	mental	0
.	.	.	.	.	1
And	And	cc	And	and	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
terrified	terrified	vvn	terrified	terrify	0
and	and	cc	and	and	0
dismayed	dismayed	vvn	dismayed	dismay	0
because	because	p-acp	because	because	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
many	many	d	many	many	0
Heresies	Heresies	n2	Heresies	heresy	0
and	and	cc	and	and	0
Errors	Errors	n2	Errors	error	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
City	City	n1	City	city	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	p-acp	as	as	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
wall	wall	n1	wall	wall	0
of	of	pp-f	of	of	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
was	was	vbds	was	be	0
once	once	a-acp	once	once	0
built	built	vvn	built	build	0
,	,	,	,	,	0
all	all	d	all	all	0
their	their	po32	their	their	0
enemies	enemies	n2	enemies	enemy	0
did	did	vdd	did	do	0
immediately	immediately	av-j	immediately	immediate	0
vanish	vanish	vvi	vanish	vanish	0
into	into	p-acp	into	into	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
Neh.	Neh.	np1	Neh.	Neh.	1
6.	6.	crd	6.	6.	0
16.	16.	crd	16.	16.	1
So	So	av	So	so	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
wall	wall	n1	wall	wall	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
once	once	a-acp	once	once	0
erected	erected	vvn	erected	erect	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
these	these	d	these	these	0
prodigious	prodigious	j	prodigious	prodigious	0
errours	errours	n2	errors	error	0
will	will	vmb	will	will	0
all	all	d	all	all	0
vanish	vanish	vvi	vanish	vanish	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
ariseth	ariseth	vvz	arises	arise	0
,	,	,	,	,	0
all	all	d	all	all	0
wilde	wilde	j	wild	wild	0
beasts	beasts	n2	beasts	beast	0
goe	goe	vvb	go	go	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
dens	dens	n2	dens	den	0
;	;	;	;	;	0
so	so	av	so	so	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
bright	bright	j	bright	bright	0
Sun	Sun	n1	Sun	sun	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
kingly	kingly	j	kingly	kingly	0
go	go	vvb	go	go	0
∣	∣	sy	∣	∣	0
vernment	vernment	n1	vernment	vernment	0
shall	shall	vmb	shall	shall	0
appear	appear	vvi	appear	appear	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Horizon	Horizon	n1	Horizon	horizon	0
,	,	,	,	,	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
all	all	d	all	all	0
these	these	d	these	these	0
beastly	beastly	j	beastly	beastly	0
errours	errours	n2	errors	error	0
will	will	vmb	will	will	0
betake	betake	vvi	betake	betake	0
themselves	themselves	px32	themselves	themselves	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
dens	dens	n2	dens	den	0
of	of	pp-f	of	of	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
scurity	scurity	n1	scurity	scurity	0
and	and	cc	and	and	0
oblivion	oblivion	n1	oblivion	oblivion	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
Augustus	Augustus	np1	Augustus	Augustus	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
Emperour	Emperour	n1	Emperor	emperor	0
he	he	pns31	he	he	0
found	found	vvd	found	find	0
Rome	Rome	n1	Room	room	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
poor	poor	j	poor	poor	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
left	left	vvd	left	leave	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
glorious	glorious	j	glorious	glorious	0
condition	condition	n1	condition	condition	0
;	;	;	;	;	0
Invenit	Invenit	fw-la	Invenit	invenit	0
lateritiam	lateritiam	fw-la	lateritiam	lateritiam	0
,	,	,	,	,	0
sed	sed	fw-la	sed	sed	0
reliquit	reliquit	fw-la	reliquit	reliquit	0
marmoream	marmoream	n1	marmoream	marmoream	0
.	.	.	.	.	1
My	My	po11	My	my	0
prayer	prayer	n1	prayer	prayer	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
(	(	(	(	(	0
and	and	cc	and	and	0
oh	oh	uh	o	oh	0
that	that	cst	that	that	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
hear	hear	vvi	hear	hear	0
me	me	pno11	me	i	0
!	!	!	!	!	0
)	)	)	)	)	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
When	When	c-crq	When	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
Mayor	Mayor	n1	Mayor	mayor	0
,	,	,	,	,	0
or	or	cc	or	or	0
first	first	ord	first	first	0
Sheriffe	Sheriffe	n1	Sheriff	sheriff	0
,	,	,	,	,	0
or	or	cc	or	or	0
first	first	ord	first	first	0
Common-councell	Common-councell	n1	Common-council	common-council	0
man	man	n1	man	man	0
,	,	,	,	,	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
the	the	dt	the	the	0
City	City	n1	City	city	0
a	a	dt	a	a	0
City	City	n1	City	city	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
division	division	n1	division	division	0
,	,	,	,	,	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fanenesse	fanenesse	n1	fanenesse	fanenesse	0
,	,	,	,	,	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
errors	errors	n2	errors	error	0
and	and	cc	and	and	0
heresies	heresies	n2	heresies	heresy	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
leave	leave	vvi	leave	leave	0
it	it	pn31	it	it	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
holinesse	holinesse	n1	holiness	holiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
City	City	n1	City	city	0
at	at	p-acp	at	at	0
unity	unity	n1	unity	unity	0
within	within	p-acp	within	within	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
Inveni	Inveni	np1	Inveni	Inveni	0
lateritiam	lateritiam	fw-la	lateritiam	lateritiam	0
,	,	,	,	,	0
reliqui	reliqui	fw-la	reliqui	reliqui	0
marmoream	marmoream	n1	marmoream	marmoream	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
bringing	bringing	n-vvg	bringing	bring	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
lately	lately	av-j	lately	late	0
renue	renue	vvi	renew	renew	0
your	your	po22	your	your	0
solemne	solemne	j	solemn	solemn	0
League	League	n1	League	league	0
and	and	cc	and	and	0
Covenant	Covenant	n1	Covenant	covenant	0
;	;	;	;	;	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
this	this	d	this	this	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Sermon	Sermon	n1	Sermon	sermon	0
was	was	vbds	was	be	0
preached	preached	vvn	preached	preach	0
.	.	.	.	.	1
Since	Since	p-acp	Since	since	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Preacher	Preacher	n1	Preacher	preacher	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
under	under	p-acp	under	under	0
∣	∣	sy	∣	∣	0
gone	gone	n1	gone	go	0
many	many	d	many	many	0
harsh	harsh	j	harsh	harsh	0
and	and	cc	and	and	0
bitter	bitter	j	bitter	bitter	0
censures	censures	n2	censures	censure	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
their	their	po32	their	their	0
own	own	d	own	own	0
designes	designes	n2	designs	design	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ruine	ruine	n1	ruin	ruin	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
good	good	j	good	good	0
name	name	n1	name	name	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
surely	surely	av-j	surely	sure	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
sper	sper	n1	sper	sper	0
such	such	d	such	such	0
bloody	bloody	j	bloody	bloody	0
practises	practises	n2	practises	practise	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
Antiochus	Antiochus	np1	Antiochus	Antiochus	0
,	,	,	,	,	0
a	a	dt	a	a	0
vilde	vilde	j	vild	vild	0
person	person	n1	person	person	0
,	,	,	,	,	0
Dan.	Dan.	np1	Dan.	Dan.	1
11.	11.	crd	11.	11.	0
28.	28.	crd	28.	28.	1
That	That	d	That	that	0
his	his	po31	his	his	0
heart	heart	n1	heart	heart	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Covenant	Covenant	n1	Covenant	covenant	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
many	many	d	many	many	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
are	are	vbr	are	be	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
Antiochus	Antiochus	np1	Antiochus	Antiochus	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
tongues	tongues	n2	tongues	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
against	against	p-acp	against	against	0
our	our	po12	our	our	0
solemne	solemne	j	solemn	solemn	0
League	League	n1	League	league	0
and	and	cc	and	and	0
Covenant	Covenant	n1	Covenant	covenant	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
that	that	cst	that	that	0
preach	preach	vvb	preach	preach	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
or	or	cc	or	or	0
write	write	vvi	write	write	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
indeed	indeed	av	indeed	indeed	0
a	a	dt	a	a	0
Covenant	Covenant	n1	Covenant	covenant	0
that	that	cst	that	that	0
some	some	d	some	some	0
do	do	vdb	do	do	0
much	much	d	much	much	0
contend	contend	vvi	contend	contend	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
very	very	j	very	very	0
form	form	n1	from	form	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
particular	particular	j	particular	particular	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
which	which	r-crq	which	which	0
a	a	dt	a	a	0
Church	Church	n1	Church	church	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
true	true	j	true	true	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
a	a	dt	a	a	0
Church-covenant	Church-covenant	n1	Church-covenant	church-covenant	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
,	,	,	,	,	0
I	I	pns11	I	i	0
conceive	conceive	vvb	conceive	conceive	0
that	that	d	that	that	0
whosoever	whosoever	r-crq	whosoever	whosoever	0
shall	shall	vmb	shall	shall	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
Church-covenant	Church-covenant	n1	Church-covenant	church-covenant	0
(	(	(	(	(	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
an	an	dt	and	a	0
oath	oath	n1	oath	oath	0
expressed	expressed	vvn	expressed	express	0
by	by	p-acp	by	by	0
formal	formal	j	formal	formal	0
words	words	n2	words	word	0
)	)	)	)	)	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
necessary	necessary	j	necessary	necessary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
very	very	j	very	very	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
visible	visible	j	visible	visible	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
un-church	un-church	n1	unchurch	unchurch	0
most	most	av-ds	most	most	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
doth	doth	vdz	does	do	0
also	also	av	also	also	0
set	set	vvi	set	set	0
up	up	a-acp	up	up	0
his	his	po31	his	his	0
own	own	d	own	own	0
invention	invention	n1	invention	invention	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
New	New	j	New	new	0
Testament	Testament	n1	Testament	testament	0
we	we	pns12	we	we	0
reade	reade	vvb	read	read	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
such	such	d	such	such	0
Church-oath	Church-oath	n1	Church-oath	church-oath	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
admission	admission	n1	admission	admission	0
of	of	pp-f	of	of	0
Members	Members	n2	Members	member	0
.	.	.	.	.	1
And	And	cc	And	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
place	place	n1	place	place	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Old	Old	j	Old	old	0
Testament	Testament	n1	Testament	testament	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
ought	ought	pi	ought	aught	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
ever	ever	av	ever	ever	0
reade	reade	vvi	read	read	0
)	)	)	)	)	0
that	that	cst	that	that	0
speaks	speaks	vvz	speaks	speak	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Church-oath	Church-oath	n1	Church-oath	church-oath	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
mission	mission	n1	mission	mission	0
into	into	p-acp	into	into	0
Church-fellowship	Church-fellowship	n1	Church-fellowship	church-fellowship	0
.	.	.	.	.	1
Indeed	Indeed	np1	Indeed	Indeed	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
mention	mention	n1	mention	mention	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Nationall	Nationall	j	National	national	0
Covenant	Covenant	n1	Covenant	covenant	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
subscribing	subscribing	vvg	subscribing	subscribe	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
hands	hands	n2	hands	hand	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
what	what	r-crq	what	what	0
are	are	vbr	are	be	0
these	these	d	these	these	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Church-oath	Church-oath	n1	Church-oath	church-oath	0
;	;	;	;	;	0
without	without	p-acp	without	without	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
no	no	dx	no	no	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
accounted	accounted	vvn	accounted	account	0
a	a	dt	a	a	0
Church-member	Church-member	n1	Church-member	church-member	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
right	right	j-jn	right	right	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
seales	seales	n2	seals	seal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
covenant	covenant	n1	covenant	covenant	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
?	?	?	?	?	1
To	To	p-acp	To	to	0
urge	urge	vvi	urge	urge	0
this	this	d	this	this	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
our	our	po12	our	our	0
posts	posts	n2	posts	post	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
posts	posts	n2	posts	post	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
threshold	threshold	n1	threshold	threshold	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
threshold	threshold	n1	threshold	threshold	0
,	,	,	,	,	0
Ezek.	Ezek.	np1	Ezek.	Ezek.	1
43.	43.	crd	43.	43.	0
8.	8.	crd	8.	8.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
expatiate	expatiate	j	expatiate	expatiate	0
any	any	d	any	any	0
further	further	av-jc	further	further	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
point	point	n1	point	point	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
exceed	exceed	vvi	exceed	exceed	0
the	the	dt	the	the	0
limits	limits	n2	limits	limit	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
forbear	forbear	vvb	forbear	forbear	0
.	.	.	.	.	1
My	My	po11	My	my	0
hearty	hearty	j	hearty	hearty	0
desire	desire	n1	desire	desire	0
is	is	vbz	is	be	0
,	,	,	,	,	0
That	That	cst	That	that	0
this	this	d	this	this	0
Covenant	Covenant	n1	Covenant	covenant	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
now	now	av	now	now	0
taken	taken	vvn	taken	take	0
the	the	dt	the	the	0
second	second	ord	second	second	0
time	time	n1	time	time	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
carried	carried	vvn	carried	carry	0
about	about	p-acp	about	about	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
continuall	continuall	j	continual	continual	0
remembrance	remembrance	n1	remembrance	remembrance	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
serve	serve	vvi	serve	serve	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
Arguments	Arguments	n2	Arguments	argument	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
zealously	zealously	av-j	zealously	zealous	0
serviceable	serviceable	j	serviceable	serviceable	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
State	State	n1	State	state	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
reported	reported	vvn	reported	report	0
of	of	pp-f	of	of	0
Theseus	Theseus	np1	Theseus	Theseus	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
so	so	av	so	so	0
taken	taken	vvn	taken	take	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
wonderfull	wonderfull	j	wonderful	wonderful	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
Hercules	Hercules	np1	Hercules	Hercules	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
sleep	sleep	vvi	sleep	sleep	0
for	for	p-acp	for	for	0
thinking	thinking	vvg	thinking	think	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wonders	wonders	n2	wonders	wonder	0
of	of	pp-f	of	of	0
Hercules	Hercules	np1	Hercules	Hercules	0
;	;	;	;	;	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
slept	slept	vvd	slept	sleep	0
,	,	,	,	,	0
he	he	pns31	he	he	0
dreamt	dreamt	vvd	dreamed	dream	0
of	of	pp-f	of	of	0
Hercules	Hercules	npg1	Hercules	Hercules	0
wonders	wonders	n2	wonders	wonder	0
;	;	;	;	;	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
never	never	av-x	never	never	0
satisfied	satisfied	vvn	satisfied	satisfy	0
till	till	c-acp	till	till	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
imitated	imitated	vvn	imitated	imitate	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
working	working	vvg	working	work	0
wonderfull	wonderfull	j	wonderful	wonderful	0
things	things	n2	things	thing	0
also	also	av	also	also	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
related	related	vvn	related	relate	0
of	of	pp-f	of	of	0
Themistocles	Themistocles	np1	Themistocles	Themistocles	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
alwayes	alwayes	av	always	always	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
thoughts	thoughts	n2	thoughts	thought	0
by	by	p-acp	by	by	0
night	night	n1	night	night	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
day	day	n1	day	day	0
,	,	,	,	,	0
the	the	dt	the	the	0
victories	victories	n2	victories	victory	0
of	of	pp-f	of	of	0
Mil	Mil	np1	Mil	Mil	0
∣	∣	sy	∣	∣	0
tiades	tiades	n2	tiades	tiade	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
