NOthing	NOthing	pix	NOthing	nothing	0
unhandsome	unhandsome	j	unhandsome	unhandsome	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Age	Age	n1	Age	age	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
imitate	imitate	vvi	imitate	imitate	0
their	their	po32	their	their	0
divertisments	divertisments	n2	divertisements	divertisement	0
in	in	p-acp	in	in	0
Mascarade	Mascarade	n1	Mascarade	mascarade	0
.	.	.	.	.	1
And	And	cc	And	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
only	only	av-j	only	only	0
show	show	vvi	show	show	0
a	a	dt	a	a	0
covetousness	covetousness	n1	covetousness	covetousness	0
like	like	av-j	like	like	0
to	to	p-acp	to	to	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hoarded	hoarded	vvd	hoarded	hoard	0
under	under	p-acp	under	under	0
ground	ground	n1	ground	ground	0
their	their	po32	their	their	0
Treasures	Treasures	n2	Treasures	treasure	0
;	;	;	;	;	0
esteeming	esteeming	vvg	esteeming	esteem	0
that	that	cst	that	that	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
yet	yet	av	yet	yet	0
their	their	po32	their	their	0
VVealth	VVealth	n1	VVealth	wealth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
dare	dare	vvi	dare	dare	0
to	to	p-acp	to	to	0
own	own	d	own	own	0
.	.	.	.	.	1
And	And	cc	And	and	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
moreover	moreover	av	moreover	moreover	0
,	,	,	,	,	0
exceeded	exceeded	vvd	exceeded	exceed	0
their	their	po32	their	their	0
felicity	felicity	n1	felicity	felicity	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
on	on	a-acp	on	on	0
wounded	wounded	vvn	wounded	wound	0
Trees	Trees	n2	Trees	tree	0
,	,	,	,	,	0
or	or	cc	or	or	0
Marble	Marble	n1	Marble	marble	0
,	,	,	,	,	0
saught	saught	vvn	sought	seek	0
an	an	dt	and	a	0
immortality	immortality	n1	immortality	immortality	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Love	Love	n1	Love	love	0
:	:	:	:	:	0
since	since	c-acp	since	since	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
now	now	av	now	now	0
committed	committed	vvn	committed	commit	0
ours	ours	png12	ours	we	0
to	to	p-acp	to	to	0
more	more	n1	more	moor	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
petual	petual	j	petual	petual	0
abiding	abiding	j-vvg	abiding	abide	0
Letters	Letters	n2	Letters	letter	0
;	;	;	;	;	0
and	and	cc	and	and	0
though	though	cs	though	though	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
set	set	vvn	set	set	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
shade	shade	n1	shade	shade	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Chara	Chara	np1	Chara	Chara	0
∣	∣	sy	∣	∣	0
cter	cter	n1	cter	cter	0
unknown	unknown	j	unknown	unknown	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
expect	expect	vvi	expect	expect	0
that	that	d	that	that	0
propitious	propitious	j	propitious	propitious	0
time	time	n1	time	time	0
,	,	,	,	,	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
both	both	av-d	both	both	0
reveal	reveal	vvi	reveal	reveal	0
,	,	,	,	,	0
and	and	cc	and	and	0
interpret	interpret	vvi	interpret	interpret	0
it	it	pn31	it	it	0
.	.	.	.	.	1
