Endeared	Endeared	vvn	Endeared	endear	0
the	the	dt	the	the	0
loss	loss	n1	loss	loss	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Husband	Husband	n1	Husband	husband	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Brother	Brother	n1	Brother	brother	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
though	though	cs	though	though	0
the	the	dt	the	the	0
stream	stream	n1	stream	stream	0
be	be	vbb	be	be	0
cut	cut	vvn	cut	cut	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
Fountain	Fountain	n1	Fountain	fountain	0
.	.	.	.	.	1
I	I	pns11	I	i	0
would	would	vmd	would	will	0
speak	speak	vvi	speak	speak	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
forbear	forbear	vvi	forbear	forbear	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
go	go	vvb	go	go	0
about	about	a-acp	about	about	0
quite	quite	av	quite	quite	0
to	to	pc-acp	to	to	0
extinguish	extinguish	vvi	extinguish	extinguish	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
unawares	unawares	av-j	unawares	unaware	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
vive	vive	fw-la	vive	vive	0
the	the	dt	the	the	0
grief	grief	n1	grief	grief	0
;	;	;	;	;	0
chew	chew	vvb	chew	chew	0
not	not	xx	not	not	0
this	this	d	this	this	0
Pill	Pill	n1	Pill	peel	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
swallow	swallow	vvb	swallow	swallow	0
it	it	pn31	it	it	0
whole	whole	j-jn	whole	whole	0
;	;	;	;	;	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
prove	prove	vvi	prove	prove	0
so	so	av	so	so	0
bitter	bitter	j	bitter	bitter	0
.	.	.	.	.	1
I	I	pns11	I	i	0
beleeve	beleeve	vvb	believe	believe	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
plexed	plexed	vvn	plexed	plex	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
evils	evils	n2-jn	evils	evil	0
of	of	pp-f	of	of	0
Sion	Sion	np1	Sion	Zion	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
wounds	wounds	n2	wounds	wound	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
kill	kill	vvi	kill	kill	0
,	,	,	,	,	0
and	and	cc	and	and	0
overcasteth	overcasteth	vvz	overcasteth	overcast	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
cloud	cloud	n1	cloud	cloud	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
of	of	pp-f	of	of	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
may	may	vmb	may	may	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
shine	shine	vvi	shine	shine	0
out	out	av	out	out	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
clearly	clearly	av-j	clearly	clear	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
those	those	d	those	those	0
storms	storms	n2	storms	storm	0
and	and	cc	and	and	0
waves	waves	n2	waves	wave	0
are	are	vbr	are	be	0
happy	happy	j	happy	happy	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
drive	drive	vvi	drive	drive	0
the	the	dt	the	the	0
Ark	Ark	n1	Ark	ark	0
nigher	nigher	av-jc	nigher	nigh	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
Har	Har	zz	Har	har	0
∣	∣	sy	∣	∣	0
bor	bor	uh	bor	bour	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
certain	certain	j	certain	certain	0
,	,	,	,	,	0
All	All	d	All	all	0
things	things	n2	things	thing	0
shall	shall	vmb	shall	shall	0
work	work	vvi	work	work	0
together	together	av	together	together	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
good	good	j	good	good	0
that	that	cst	that	that	0
love	love	n1	love	love	0
God	God	np1	God	God	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
happi	happi	fw-la	happi	happi	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
,	,	,	,	,	0
your	your	po22	your	your	0
comfort	comfort	n1	comfort	comfort	0
lies	lies	vvz	lies	lie	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
lives	lives	n2	lives	life	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
own	own	d	own	own	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
that	that	cst	that	that	0
while	while	n1	while	while	0
others	others	n2-jn	others	other	0
tack	tack	vvb	tack	tack	0
about	about	p-acp	about	about	0
after	after	p-acp	after	after	0
every	every	d	every	every	0
wind	wind	n1	wind	wind	0
of	of	pp-f	of	of	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
you	you	pn22	you	you	0
still	still	av	still	still	0
steer	steer	vvi	steer	steer	0
your	your	po22	your	your	0
course	course	n1	course	course	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
compass	compass	n1	compass	compass	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
;	;	;	;	;	0
that	that	cst	that	that	0
while	while	cs	while	while	0
some	some	d	some	some	0
think	think	vvb	think	think	0
it	it	pn31	it	it	0
zeal	zeal	n1	zeal	zeal	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
with	with	p-acp	with	with	0
every	every	d	every	every	0
fond	fond	j	found	fond	0
opinion	opinion	n1	opinion	opinion	0
that	that	cst	that	that	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sents	sents	zz	sents	sents	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Stage	Stage	n1	Stage	stage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
chosen	chosen	vvn	chosen	choose	0
your	your	po22	your	your	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
love	love	vvb	love	love	0
your	your	po22	your	your	0
choyce	choyce	n1	choice	choice	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Practice	Practice	n1	Practice	practice	0
of	of	pp-f	of	of	0
Piety	Piety	n1	Piety	piety	0
,	,	,	,	,	0
mortification	mortification	n1	mortification	mortification	0
,	,	,	,	,	0
and	and	cc	and	and	0
conformity	conformity	n1	conformity	conformity	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
;	;	;	;	;	0
That	That	cst	That	that	0
while	while	n1	while	while	0
others	others	n2-jn	others	other	0
talk	talk	vvb	talk	talk	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
study	study	n1	study	study	0
is	is	vbz	is	be	0
rather	rather	av-c	rather	rather	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
than	than	cs	than	than	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
;	;	;	;	;	0
That	That	cst	That	that	0
while	while	cs	while	while	0
they	they	pns32	they	they	0
love	love	vvb	love	love	0
to	to	pc-acp	to	to	0
gaze	gaze	vvi	gaze	gaze	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Infir	Infir	n1	Infir	infir	0
∣	∣	sy	∣	∣	0
mities	mities	n1	mities	mities	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
love	love	vvb	love	love	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
weep	weep	vvi	weep	weep	0
over	over	p-acp	over	over	0
your	your	po22	your	your	0
own	own	d	own	own	0
sins	sins	n2	sins	sin	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Closset	Closset	n1	Closet	closet	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
cry	cry	vvi	cry	cry	0
out	out	av	out	out	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
sins	sins	n2	sins	sin	0
of	of	pp-f	of	of	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Market	Market	n1	Market	market	0
place	place	n1	place	place	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
herein	herein	av	herein	herein	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
ju	ju	av	ju	ju	0
∣	∣	sy	∣	∣	0
stified	stified	vvd	stified	stify	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
much	much	d	much	much	0
rejoyce	rejoyce	vvi	rejoice	rejoice	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
something	something	pi	something	something	0
more	more	av-dc	more	more	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
account	account	vvi	account	account	0
nothing	nothing	pix	nothing	nothing	0
for	for	p-acp	for	for	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Go	Go	vvb	Go	go	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
dear	dear	j-jn	dear	dear	0
Aunt	Aunt	n1	Aunt	aunt	0
;	;	;	;	;	0
Put	Put	vvb	Put	put	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Armor	Armor	n1	Armour	armour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
withstood	withstood	vvn	withstood	withstand	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
stand	stand	vvi	stand	stand	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
stood	stood	vvn	stood	stand	0
it	it	pn31	it	it	0
out	out	av	out	out	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
sit	sit	vvi	fit	sit	0
down	down	a-acp	down	down	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Throne	Throne	n1	Throne	throne	0
in	in	p-acp	in	in	0
Glory	Glory	n1	Glory	glory	0
.	.	.	.	.	1
Perseve	Perseve	np1	Perseve	Perseve	0
∣	∣	sy	∣	∣	0
rance	rance	n1	rance	rance	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
Heaven	Heaven	n1	Heaven	heaven	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
of	of	pp-f	of	of	0
Perseverance	Perseverance	n1	Perseverance	perseverance	0
.	.	.	.	.	1
You	You	pn22	You	you	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
mourn	mourn	vvi	mourn	mourn	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Martyr	Martyr	n1	Martyr	martyr	0
said	said	vvd	said	say	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
absence	absence	n1	absence	absence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bridegroom	Bridegroom	n1	Bridegroom	bridegroom	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
belong	belong	vvi	belong	belong	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Bride	Bride	n1	Bride	bride	0
∣	∣	sy	∣	∣	0
grooms	grooms	n2	grooms	groom	0
Chamber	Chamber	n1	Chamber	chamber	0
.	.	.	.	.	1
Ride	Ride	np1	Ride	Ride	0
on	on	p-acp	on	on	0
in	in	p-acp	in	in	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
way	way	n1	way	way	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
dir	dir	fw-ge	dir	dir	0
∣	∣	sy	∣	∣	0
tier	tier	n1	tier	tier	0
the	the	dt	the	the	0
nigher	nigher	av-jc	nigher	nigh	0
you	you	pn22	you	you	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
journeys	journeys	ng1	journeys	journey	0
end	end	n1	end	end	0
;	;	;	;	;	0
The	The	dt	The	the	0
Sun	Sun	n1	Sun	sun	0
shines	shines	vvz	shines	shine	0
most	most	av-ds	most	most	0
amiably	amiably	av-j	amiably	amiable	0
towards	towards	p-acp	towards	towards	0
its	its	po31	its	its	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
scent	scent	n1	scent	scent	0
;	;	;	;	;	0
eye	eye	vvb	eye	eye	0
not	not	xx	not	not	0
the	the	dt	the	the	0
stream	stream	n1	stream	stream	0
through	through	p-acp	through	through	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
wade	wade	vvb	wade	wade	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
firm	firm	j	firm	firm	0
Land	Land	n1	Land	land	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
go	go	vvb	go	go	0
;	;	;	;	;	0
Look	Look	vvb	Look	look	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
Race	Race	n1	Raze	race	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
Crown	Crown	n1	Crown	crown	0
;	;	;	;	;	0
your	your	po22	your	your	0
storms	storms	n2	storms	storm	0
and	and	cc	and	and	0
Tempests	Tempests	n2	Tempests	tempest	0
,	,	,	,	,	0
Doubts	Doubts	n2	Doubts	doubt	0
and	and	cc	and	and	0
Fears	Fears	n2	Fears	fear	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
Port	Port	n1	Port	port	0
and	and	cc	and	and	0
Harbor	Harbor	n1	Harbour	harbour	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Seed-time	Seed-time	n1	Seedtime	seedtime	0
,	,	,	,	,	0
hereafter	hereafter	av	hereafter	hereafter	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Harvest	Harvest	n1	Harvest	harvest	0
;	;	;	;	;	0
Here	Here	av	Here	here	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Hell	Hell	n1	Hell	hell	0
of	of	pp-f	of	of	0
Difficulties	Difficulties	n2	Difficulties	difficulty	0
and	and	cc	and	and	0
Deser	Deser	n1	Desert	desert	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
hereafter	hereafter	av	hereafter	hereafter	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Heaven	Heaven	n1	Heaven	heaven	0
of	of	pp-f	of	of	0
Light	Light	n1	Light	light	0
and	and	cc	and	and	0
Peace	Peace	n1	Peace	peace	0
.	.	.	.	.	1
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
alwaies	alwaies	av	always	always	0
climb	climb	vvi	climb	climb	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Angel	Angel	n1	Angel	angel	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
day	day	n1	day	day	0
stand	stand	vvi	stand	stand	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
top	top	n1	top	top	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ladder	Ladder	n1	Ladder	ladder	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
alwayes	alwayes	av	always	always	0
wrestle	wrestle	vvi	wrestle	wrestle	0
with	with	p-acp	with	with	0
Jacob	Jacob	np1	Jacob	Jacob	0
,	,	,	,	,	0
the	the	dt	the	the	0
Day	Day	n1	Day	day	0
will	will	vmb	will	will	0
ere	ere	c-acp	ere	ere	0
long	long	av-j	long	long	0
break	break	vvi	break	break	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
farewel	farewel	n1	farewell	farewell	0
hardness	hardness	n1	hardness	hardness	0
of	of	pp-f	of	of	0
Heart	Heart	n1	Heart	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
temptations	temptations	n2	temptations	temptation	0
to	to	p-acp	to	to	0
Despaire	Despaire	n1	Despair	despair	0
,	,	,	,	,	0
and	and	cc	and	and	0
mourning	mourning	vvg	mourning	mourn	0
for	for	p-acp	for	for	0
Sin	Sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
doubt	doubt	vvb	doubt	doubt	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Love	Love	n1	Love	love	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
lodge	lodge	vvi	lodge	lodge	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Arms	Arms	n2	Arms	arm	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Physician	Physician	n1	Physician	physician	0
,	,	,	,	,	0
then	then	av	then	then	0
no	no	dx	no	no	0
more	more	dc	more	more	0
complaint	complaint	n1	complaint	complaint	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
wounds	wounds	n2	wounds	wound	0
;	;	;	;	;	0
When	When	c-crq	When	when	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
walk	walk	vvi	walk	walk	0
in	in	p-acp	in	in	0
white	white	j-jn	white	white	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Crown	Crown	n1	Crown	crown	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
head	head	n1	head	head	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
want	want	vvi	want	want	0
the	the	dt	the	the	0
gracious	gracious	j	gracious	gracious	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Husband	Husband	n1	Husband	husband	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
fellow	fellow	n1	fellow	fellow	0
Mem	Mem	n1	Man	man	0
∣	∣	sy	∣	∣	0
ber	ber	zz	ber	ber	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
to	to	pc-acp	to	to	0
comfort	comfort	vvi	comfort	comfort	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Preacher	Preacher	n1	Preacher	preacher	0
to	to	pc-acp	to	to	0
instruct	instruct	vvi	instruct	instruct	0
you	you	pn22	you	you	0
;	;	;	;	;	0
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
tears	tears	n2	tears	tear	0
falling	falling	vvg	falling	fall	0
down	down	a-acp	down	down	0
the	the	dt	the	the	0
Spouses	Spouses	n2	Spouses	spouse	0
Cheeks	Cheeks	n2	Cheeks	cheek	0
in	in	p-acp	in	in	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
fort	fort	n1	fort	fort	0
your	your	po22	your	your	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
that	that	cst	that	that	0
while	while	cs	while	while	0
you	you	pn22	you	you	0
wait	wait	vvb	wait	wait	0
with	with	p-acp	with	with	0
Han	Han	np1	Han	Han	0
∣	∣	sy	∣	∣	0
nah	nah	uh	nah	nah	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Consolation	Consolation	n1	Consolation	consolation	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
(	(	(	(	(	0
when	when	c-crq	when	when	0
death	death	n1	death	death	0
shall	shall	vmb	shall	shall	0
knock	knock	vvi	knock	knock	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
door	door	n1	door	door	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
cannot	cannot	vmbx	cannot	can	0
probably	probably	av-j	probably	probable	0
be	be	vbi	be	be	0
long	long	j	long	long	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
old	old	j	old	old	0
Simeon	Simeon	np1	Simeon	Simeon	0
imbrace	imbrace	vvi	embrace	embrace	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Saints	Saints	n2	Saints	saint	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
arms	arms	n2	arms	arm	0
,	,	,	,	,	0
singing	singing	vvg	singing	sing	0
his	his	po31	his	his	0
sweet	sweet	j	sweet	sweet	0
and	and	cc	and	and	0
Swan-like	Swan-like	av-j	Swanlike	swan-like	0
Song	Song	vvn	Song	sing	0
,	,	,	,	,	0
Now	Now	av	Now	now	0
lettest	lettest	vv2	lettest	let	0
thou	thou	pns21	thou	thou	0
thine	thine	po21	thine	thy	0
Handmaid	Handmaid	n1	Handmaid	handmaid	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
depart	depart	vvb	depart	depart	0
in	in	p-acp	in	in	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
mine	mine	po11	mine	my	0
eyes	eyes	n2	eyes	eye	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
thy	thy	po21	thy	thy	0
Salva	Salva	np1	Salva	Salva	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
of	of	pp-f	of	of	0
Jacobs	Jacobs	np1	Jacobs	Jacobs	0
wrestling	wrestling	vvg	wrestling	wrestle	0
(	(	(	(	(	0
I	I	pns11	I	i	0
here	here	av	here	here	0
present	present	vvb	present	present	0
you	you	pn22	you	you	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Love	Love	n1	Love	love	0
and	and	cc	and	and	0
Obligation	Obligation	n1	Obligation	obligation	0
)	)	)	)	)	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
wil	wil	vmb	will	will	0
see	see	vvi	see	see	0
your	your	po22	your	your	0
face	face	n1	face	face	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Glass	Glass	n1	Glass	glass	0
;	;	;	;	;	0
not	not	xx	not	not	0
teaching	teaching	vvg	teaching	teach	0
you	you	pn22	you	you	0
so	so	av	so	so	0
much	much	av-d	much	much	0
from	from	p-acp	from	from	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
Israel	Israel	np1	Israel	Israel	0
prevailing	prevailing	j-vvg	prevailing	prevail	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
you	you	pn22	you	you	0
how	how	c-crq	how	how	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
as	as	p-acp	as	as	0
Jacob	Jacob	np1	Jacob	Jacob	0
,	,	,	,	,	0
a	a	dt	a	a	0
Wrestler	Wrestler	n1	Wrestler	wrestler	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
.	.	.	.	.	1
Accept	Accept	vvb	Accept	accept	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
dear	dear	j-jn	dear	dear	0
Aunt	Aunt	n1	Aunt	aunt	0
,	,	,	,	,	0
and	and	cc	and	and	0
farewell	farewell	n1	farewell	farewell	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
subscribe	subscribe	vvb	subscribe	subscribe	0
From	From	p-acp	From	from	0
my	my	po11	my	my	0
Study	Study	n1	Study	study	0
at	at	p-acp	at	at	0
Shoreditch	Shoreditch	np1	Shoreditch	Shoreditch	0
,	,	,	,	,	0
Janu.	Janu.	np1	Janu.	Janu.	1
20.	20.	crd	20.	20.	0
1654	1654	crd	1654	1654	1
:	:	:	:	:	1
