BLessed	BLessed	j-vvn	BLessed	bless	0
blessed	blessed	j-vvn	blessed	bless	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
blessed	blessed	vvn	blessed	bless	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
work	work	n1	work	work	0
or	or	cc	or	or	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
thinesse	thinesse	n1	thinesse	thinesse	0
in	in	p-acp	in	in	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
merits	merits	n2	merits	merit	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
apprehend	apprehend	vvb	apprehend	apprehend	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
)	)	)	)	)	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
mercy	mercy	n1	mercy	mercy	0
and	and	cc	and	and	0
imputa	imputa	fw-mi	imputa	imputa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
made	made	vvd	made	make	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
blessing	blessing	n1	blessing	blessing	0
.	.	.	.	.	1
This	This	np1	This	This	0
then	then	av	then	then	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
golden	golden	j	golden	golden	0
meane	meane	n1	mean	mean	0
,	,	,	,	,	0
that	that	cst	that	that	0
makes	makes	vvz	makes	make	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
blessed	blessed	vvn	blessed	bless	0
to	to	pc-acp	to	to	0
beholde	beholde	vvi	behold	behold	0
their	their	po32	their	their	0
sinnes	sinnes	n2	sins	sin	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
and	and	cc	and	and	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
reprobate	reprobate	n-jn	reprobate	reprobate	0
,	,	,	,	,	0
either	either	av-d	either	either	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
,	,	,	,	,	0
or	or	cc	or	or	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
faith	faith	n1	faith	faith	0
to	to	pc-acp	to	to	0
behold	behold	vvi	behold	behold	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
this	this	d	this	this	0
meane	meane	j	mean	mean	0
,	,	,	,	,	0
Da	Da	n1	Dam	dam	0
∣	∣	sy	∣	∣	0
uid	uid	j-jn	uid	uid	0
himselfe	himselfe	px31	himself	himself	0
tooke	tooke	vvd	took	take	0
happie	happie	j	happy	happy	0
hold-fast	hold-fast	n1	holdfast	holdfast	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
now	now	av	now	now	0
,	,	,	,	,	0
conducted	conducted	vvn	conducted	conduct	0
by	by	p-acp	by	by	0
mercie	mercie	n1	mercy	mercy	0
,	,	,	,	,	0
and	and	cc	and	and	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
lustely	lustely	av-j	lustily	lusty	0
hee	hee	pns31	he	he	0
leapes	leapes	vvz	leaps	leap	0
out	out	av	out	out	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
hote-house	hote-house	n1	hothouse	hothouse	0
of	of	pp-f	of	of	0
desperate	desperate	j	desperate	desperate	0
temptations	temptations	n2	temptations	temptation	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
seemes	seemes	vvz	seems	seem	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
making	making	n-vvg	making	make	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Psalme	Psalme	n1	Psalm	psalm	0
)	)	)	)	)	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
deepely	deepely	av-jn	deeply	deep	0
plunged	plunged	vvn	plunged	plunge	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
terror	terror	n1	terror	terror	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
guiltie	guiltie	j	guilty	guilty	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
touched	touched	vvn	touched	touch	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sinne	sinne	n1	sin	sin	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
committed	committed	vvn	committed	commit	0
with	with	p-acp	with	with	0
Barsheba	Barsheba	np1	Barsheba	Barsheba	0
.	.	.	.	.	1
The	The	dt	The	the	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
tremity	tremity	n1	tremity	tremity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
passions	passions	n2	passion	passion	0
and	and	cc	and	and	0
the	the	dt	the	the	0
vehemen	vehemen	n2	vehemen	veheman	0
∣	∣	sy	∣	∣	0
cie	cie	n1	cie	eye	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
conflicts	conflicts	n2	conflicts	conflict	0
,	,	,	,	,	0
are	are	vbr	are	be	0
described	described	vvn	described	describe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
3.	3.	crd	3.	3.	0
and	and	cc	and	and	0
4.	4.	crd	4.	4.	0
verses	verses	n2	verses	verse	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Psalme	Psalme	n1	Psalm	psalm	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
this	this	d	this	this	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
Dauids	Dauids	npg1	Dauids	David	0
case	case	n1	case	case	0
alone	alone	av-j	alone	alone	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
certaine	certaine	j	certain	certain	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
elec	elec	fw-la	elec	elec	0
∣	∣	sy	∣	∣	0
ted	ted	vvn	ted	t	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
eternall	eternall	j	eternal	eternal	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
times	times	n2	times	time	0
appointed	appointed	vvn	appointed	appoint	0
,	,	,	,	,	0
shal	shal	vmb	shall	shall	0
heare	heare	vvi	hear	hear	0
the	the	dt	the	the	0
like	like	j	like	like	0
calling	calling	n-vvg	calling	call	0
and	and	cc	and	and	0
tast	tast	n1	taste	taste	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
like	like	j	like	like	0
mercy	mercy	n1	mercy	mercy	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
manifestation	manifestation	n1	manifestation	manifestation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
an	an	dt	and	a	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
shewed	shewed	vvd	showed	show	0
vnto	vnto	p-acp	unto	unto	0
a	a	dt	a	a	0
simple	simple	j	simple	simple	0
and	and	cc	and	and	0
sinfull	sinfull	j	sinful	sinful	0
man	man	n1	man	man	0
,	,	,	,	,	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
Iailor	Iailor	n1	Jailor	jailor	0
of	of	pp-f	of	of	0
Phillippy	Phillippy	np1	Phillippy	Phillippy	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
whō	whō	ro-crq	whom	who	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
16.	16.	crd	16.	16.	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Acts	Acts	n2	Acts	act	0
ther	ther	a-acp	there	there	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
honorable	honorable	j	honourable	honourable	0
memorie	memorie	n1	memory	memory	0
left	left	vvn	left	leave	0
to	to	p-acp	to	to	0
al	al	d	all	all	0
posterity	posterity	n1	posterity	posterity	0
.	.	.	.	.	1
K.	K.	n1	K.	king	0
Dauid	Dauid	np1	Dauid	David	0
,	,	,	,	,	0
&	&	cc	&	and	0
this	this	d	this	this	0
Iaylor	Iaylor	n1	Jailer	jailer	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
both	both	d	both	both	0
sinners	sinners	n2	sinners	sinner	0
;	;	;	;	;	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledged	ledged	vvd	ledged	ledge	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
heauie	heauie	j	heavy	heavy	0
vpon	vpon	p-acp	upon	upon	0
thē	thē	pno32	them	they	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
sinnes	sinnes	n2	sins	sin	0
;	;	;	;	;	0
the	the	dt	the	the	0
one	one	pi	one	one	0
,	,	,	,	,	0
called	called	vvd	called	call	0
to	to	pc-acp	to	to	0
repen	repen	vvi	repen	repen	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
voice	voice	n1	voice	voice	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
man	man	n1	man	man	0
;	;	;	;	;	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
shaken	shaken	vvn	shaken	shake	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
drowsinesse	drowsinesse	n1	drowsiness	drowsiness	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ter	ter	zz	ter	ter	0
∣	∣	sy	∣	∣	0
ror	ror	n1	ror	ror	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Earthquake	Earthquake	n1	Earthquake	earthquake	0
;	;	;	;	;	0
both	both	d	both	both	0
felt	felt	vvd	felt	feel	0
comfort	comfort	n1	comfort	comfort	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
miseries	miseries	n2	misery's	misery	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
kept	kept	vvd	kept	keep	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
desperation	desperation	n1	desperation	desperation	0
.	.	.	.	.	1
The	The	dt	The	the	0
rarenes	rarenes	n1	rareness	rareness	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
example	example	n1	example	example	0
,	,	,	,	,	0
the	the	dt	the	the	0
great	great	j	great	great	0
mer	mer	n1	mere	mere	0
∣	∣	sy	∣	∣	0
cy	cy	n1	cy	cy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
singular	singular	j	singular	singular	0
instructions	instructions	n2	instructions	instruction	0
that	that	cst	that	that	0
rise	rise	vvb	rise	rise	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
deepely	deepely	av-jn	deeply	deep	0
waigh	waigh	vvb	weigh	weigh	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
action	action	n1	actium	action	0
;	;	;	;	;	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
ear	ear	n1	ear	ear	0
∣	∣	sy	∣	∣	0
nest	nest	n1	nest	nest	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
request	request	n1	request	request	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
denie	denie	vvi	deny	deny	0
;	;	;	;	;	0
haue	haue	vhb	have	have	0
drawne	drawne	vvn	drawn	draw	0
me	me	pno11	me	i	0
now	now	av	now	now	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
downe	downe	a-acp	down	down	0
certaine	certaine	j	certain	certain	0
notes	notes	n2	notes	note	0
,	,	,	,	,	0
and	and	cc	and	and	0
considerati	considerati	fw-la	considerati	considerati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
singular	singular	j	singular	singular	0
working	working	n-vvg	working	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
man	man	n1	man	man	0
,	,	,	,	,	0
vttered	vttered	vvd	uttered	utter	0
long	long	j	long	long	0
si	si	fw-mi	si	si	0
∣	∣	sy	∣	∣	0
thence	thence	av	thence	thence	0
vpon	vpon	p-acp	upon	upon	0
occasion	occasion	n1	occasion	occasion	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
ter	ter	zz	ter	ter	0
∣	∣	sy	∣	∣	0
med	med	vvn	med	m	0
,	,	,	,	,	0
The	The	dt	The	the	0
Iaylors	Iaylors	n2	Jailors	jailor	0
Conuersion	Conuersion	n1	Conversion	conversion	0
.	.	.	.	.	1
This	This	np1	This	This	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
past	past	j	past	past	0
the	the	dt	the	the	0
presse	presse	n1	press	press	0
;	;	;	;	;	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
first	first	ord	first	first	0
friend	friend	n1	friend	friend	0
,	,	,	,	,	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
was	was	vbds	was	be	0
truely	truely	av-j	truly	true	0
possessed	possessed	vvn	possessed	possess	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
hart	hart	n1	heart	hart	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
fruits	fruits	n2	fruits	fruit	0
were	were	vbdr	were	be	0
stil	stil	av	still	still	0
most	most	av-ds	most	most	0
accepted	accepted	vvn	accepted	accept	0
&	&	cc	&	and	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
sired	sired	vvn	sired	sire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
The	The	dt	The	the	0
first	first	ord	first	first	0
childe	childe	n1	child	child	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
na	na	fw-la	na	na	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
,	,	,	,	,	0
is	is	vbz	is	be	0
best	best	js	best	best	0
beloued	beloued	vvn	beloved	belove	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
father	father	n1	father	father	0
:	:	:	:	:	0
The	The	dt	The	the	0
first	first	ord	first	first	0
faith	faith	n1	faith	faith	0
is	is	vbz	is	be	0
euer	euer	av	ever	ever	0
most	most	av-ds	most	most	0
firme	firme	j	firm	firm	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
deare	deare	j-jn	deer	dear	0
and	and	cc	and	and	0
sweete	sweete	j	sweet	sweet	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
possessor	possessor	n1	possessor	possessor	0
:	:	:	:	:	0
My	My	po11	My	my	0
first	first	ord	first	first	0
faith	faith	n1	faith	faith	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
inforced	inforced	vvn	enforced	enforce	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
these	these	d	these	these	0
simple	simple	j	simple	simple	0
first	first	ord	first	first	0
fruites	fruites	n2	fruits	fruit	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
gift	gift	n1	gift	gift	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
first	first	ord	first	first	0
faith	faith	n1	faith	faith	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
affection	affection	n1	affection	affection	0
you	you	pn22	you	you	0
first	first	ord	first	first	0
wonne	wonne	vvn	won	win	0
by	by	p-acp	by	by	0
curtesie	curtesie	n1	courtesy	courtesy	0
,	,	,	,	,	0
&	&	cc	&	and	0
after	after	p-acp	after	after	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
firmed	firmed	vvd	firmed	firm	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
desert	desert	n1	desert	desert	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
being	being	vbg	being	be	0
planted	planted	vvn	planted	plant	0
young	young	j	young	young	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
now	now	av	now	now	0
growne	growne	vvn	grown	grow	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
olde	olde	j	old	old	0
:	:	:	:	:	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
begun	begun	vvn	begun	begin	0
long	long	av-j	long	long	0
sithence	sithence	a-acp	since	sithence	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
continued	continued	vvn	continued	continue	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
present	present	j	present	present	0
,	,	,	,	,	0
inuiolable	inuiolable	j	inviolable	inviolable	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
greene	greene	j-jn	green	green	0
bayes	bayes	n2	bays	bay	0
,	,	,	,	,	0
(	(	(	(	(	0
whome	whome	ro-crq	whom	who	0
no	no	dx	no	no	0
tempest	tempest	n1	tempest	tempest	0
can	can	vmb	can	can	0
blast	blast	vvi	blast	blast	0
)	)	)	)	)	0
euer	euer	av	ever	ever	0
flourishing	flourishing	vvg	flourishing	flourish	0
;	;	;	;	;	0
&	&	cc	&	and	0
(	(	(	(	(	0
so	so	av	so	so	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
shal	shal	vmb	shall	shall	0
continue	continue	vvi	continue	continue	0
so	so	av	so	so	0
long	long	av-j	long	long	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
life	life	n1	life	life	0
shal	shal	vmb	shall	shall	0
giue	giue	vvi	give	give	0
leaue	leaue	n1	leave	leave	0
to	to	pc-acp	to	to	0
loue	loue	vvi	love	love	0
.	.	.	.	.	1
If	If	cs	If	if	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
as	as	c-acp	as	as	0
easily	easily	av-j	easily	easy	0
bestow	bestow	vvi	bestow	bestow	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
,	,	,	,	,	0
a	a	dt	a	a	0
great	great	j	great	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
willingly	willingly	av-j	willingly	willing	0
giue	giue	vvi	give	give	0
you	you	pn22	you	you	0
this	this	d	this	this	0
smal	smal	j	small	small	0
portiō	portiō	n1	portion	portion	0
of	of	pp-f	of	of	0
words	words	n2	words	word	0
,	,	,	,	,	0
thogh	thogh	cs	though	though	0
you	you	pn22	you	you	0
bee	bee	vbb	be	be	0
great	great	j	great	great	0
already	already	av	already	already	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
would	would	vmd	would	will	0
I	I	pns11	I	i	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
greater	greater	jc	greater	great	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
seing	seing	vvg	sing	sing	0
words	words	n2	words	word	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
welth	welth	n1	wealth	wealth	0
,	,	,	,	,	0
must	must	vmb	must	must	0
shewe	shewe	vvi	show	show	0
my	my	po11	my	my	0
will	will	n1	will	will	0
,	,	,	,	,	0
consider	consider	vvb	consider	consider	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
words	words	n2	words	word	0
,	,	,	,	,	0
not	not	xx	not	not	0
the	the	dt	the	the	0
words	words	n2	words	word	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sume	sume	n1	fume	fume	0
to	to	p-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
imitate	imitate	vvi	imitate	imitate	0
right	right	av-jn	right	right	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
this	this	d	this	this	0
one	one	crd	one	one	0
example	example	n1	example	example	0
,	,	,	,	,	0
these	these	d	these	these	0
words	words	n2	words	word	0
in	in	p-acp	in	in	0
short	short	j	short	short	0
time	time	n1	time	time	0
,	,	,	,	,	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
bee	bee	vbb	be	be	0
good	good	j	good	good	0
already	already	av	already	already	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
better	better	av-jc	better	better	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
great	great	j	great	great	0
portion	portion	n1	portion	portion	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
&	&	cc	&	and	0
hath	hath	vhz	hath	have	0
bestowed	bestowed	vvn	bestowed	bestow	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
great	great	j	great	great	0
worldly	worldly	j	worldly	worldly	0
blessings	blessings	n2	blessings	blessing	0
of	of	pp-f	of	of	0
wisedome	wisedome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
welth	welth	n1	wealth	wealth	0
,	,	,	,	,	0
increase	increase	vvb	increase	increase	0
this	this	d	this	this	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
dayly	dayly	j	daily	daily	0
mul	mul	n1	mul	mul	0
∣	∣	sy	∣	∣	0
tiplie	tiplie	vvb	tiplie	tiplie	0
these	these	d	these	these	0
blessings	blessings	n2	blessings	blessing	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
go	go	vvi	go	go	0
forward	forward	av-j	forward	forward	0
,	,	,	,	,	0
frō	frō	p-acp	from	from	0
faith	faith	n1	faith	faith	0
to	to	p-acp	to	to	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
vertue	vertue	n1	virtue	virtue	0
to	to	p-acp	to	to	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
life	life	n1	life	life	0
to	to	p-acp	to	to	0
life	life	n1	life	life	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
your	your	po22	your	your	0
imperfections	imperfections	n2	imperfections	imperfection	0
being	being	vbg	being	be	0
made	made	vvn	made	make	0
perfect	perfect	j	perfect	perfect	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
receiue	receiue	vvi	receive	receive	0
the	the	dt	the	the	0
Crowne	Crowne	n1	Crown	crown	0
of	of	pp-f	of	of	0
immortall	immortall	j	immortal	immortal	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
loue	loue	vvi	love	love	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
vnfainedly	vnfainedly	av-j	unfeignedly	unfeigned	0
.	.	.	.	.	1
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
niton	niton	n1	niton	niton	0
in	in	p-acp	in	in	0
Deuon	Deuon	np1	Deuon	Devon	0
,	,	,	,	,	0
this	this	d	this	this	0
30.	30.	crd	30.	30.	0
daye	daye	n1	day	day	0
of	of	pp-f	of	of	0
Iune	Iune	np1	Iune	June	0
.	.	.	.	.	1
1596.	1596.	crd	1596.	1596.	1
