IT's	IT's	pn31|vbz	IT's	it|be	0
!	!	!	!	!	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
Tu	Tu	fw-la	Tu	tu	0
ne	ne	fw-fr	ne	ne	0
ce	ce	fw-fr	ce	ce	0
∣	∣	sy	∣	∣	0
dematis	dematis	fw-la	dematis	dematis	0
,	,	,	,	,	0
sed	sed	fw-la	sed	sed	0
contra	contra	fw-la	contra	contra	0
audentior	audentior	fw-la	audentior	audentior	0
ito	ito	p-acp	ito	into	0
.	.	.	.	.	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
his	his	po31	his	his	0
enemies	enemies	n2	enemies	enemy	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
his	his	po31	his	his	0
troubles	troubles	vvz	troubles	trouble	0
;	;	;	;	;	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
was	was	vbds	was	be	0
his	his	po31	his	his	0
resolution	resolution	n1	resolution	resolution	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
self	self	n1	self	self	0
?	?	?	?	?	1
The	The	dt	The	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
witnesseth	witnesseth	vvz	witnesseth	witness	0
in	in	p-acp	in	in	0
eve	eve	n1	eve	eve	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
city	city	n1	city	city	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
20.23	20.23	crd	20.23	20.23	0
,	,	,	,	,	0
24.	24.	crd	24.	24.	1
That	That	d	That	that	0
bonds	bonds	n2	bonds	bond	0
and	and	cc	and	and	0
afflicti	afflicti	n1	affliction	affliction	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
abids	abids	vvz	abides	abide	0
me	me	pno11	me	i	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
move	move	vvb	move	move	0
me	me	pno11	me	i	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
count	count	n1	count	count	0
I	I	pns11	I	i	0
my	my	po11	my	my	0
life	life	n1	life	life	0
dear	dear	j-jn	dear	dear	0
unto	unto	p-acp	unto	unto	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
finish	finish	vvi	finish	finish	0
my	my	po11	my	my	0
course	course	n1	course	course	0
with	with	p-acp	with	with	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
ministery	ministery	n1	ministry	ministry	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Je	Je	fw-fr	Je	je	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Act.	Act.	n1	Act.	act	0
21.4	21.4	crd	21.4	21.4	0
And	And	cc	And	and	0
again	again	av	again	again	0
,	,	,	,	,	0
The	The	dt	The	the	0
Diseiples	Diseiples	n2	Disciples	disciple	0
having	having	vhg	having	have	0
said	said	vvn	said	say	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
go	go	vvi	go	go	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
.	.	.	.	.	1
And	And	cc	And	and	0
Agabus	Agabus	np1	Agabus	Agabus	0
foretold	foretold	vvd	foretold	foretell	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Iews	Iews	np2	Iews	Jew	0
at	at	p-acp	at	at	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
would	would	vmd	would	will	0
binde	binde	vvi	bind	bind	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
liver	liver	n1	liver	liver	0
him	him	pno31	him	he	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gen	Gen	np1	Gen	Gen	0
∣	∣	sy	∣	∣	0
tiles	tiles	n2	tiles	tile	0
;	;	;	;	;	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
,	,	,	,	,	0
all	all	d	all	all	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
present	present	j	present	present	0
besought	besought	vvd	besought	beseech	0
him	him	pno31	him	he	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
:	:	:	:	:	0
He	He	pns31	He	he	0
answered	answered	vvd	answered	answer	0
,	,	,	,	,	0
What	What	q-crq	What	what	0
mean	mean	vvb	mean	mean	0
ye	ye	pn22	you	you	0
to	to	pc-acp	to	to	0
weep	weep	vvi	weep	weep	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
break	break	vvi	break	break	0
mine	mine	po11	mine	my	0
heart	heart	n1	heart	heart	0
?	?	?	?	?	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
bound	bound	vvn	bound	bind	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
dye	dye	vvi	die	dye	0
at	at	p-acp	at	at	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bereans	Bereans	njp2	Bereans	bereans	0
,	,	,	,	,	0
That	That	cst	That	that	0
they	they	pns32	they	they	0
admitted	admitted	vvd	admitted	admit	0
Paul	Paul	np1	Paul	Paul	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
Synagogue	Synagogue	n1	Synagogue	synagogue	0
;	;	;	;	;	0
permit	permit	vvb	permit	permit	0
∣	∣	sy	∣	∣	0
ted	ted	vvd	ted	t	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
there	there	a-acp	there	there	0
;	;	;	;	;	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
disturb	disturb	vvi	disturb	disturb	0
him	him	pno31	him	he	0
whilst	whilst	cs	while	while	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
preching	preching	vvg	preaching	preach	0
:	:	:	:	:	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
heard	heard	vvn	herd	hear	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
taught	taught	vvd	taught	teach	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
readiness	readiness	n1	readiness	readiness	0
of	of	pp-f	of	of	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
examining	examining	vvg	examining	examine	0
and	and	cc	and	and	0
trying	trying	vvg	trying	try	0
the	the	dt	the	the	0
same	same	d	same	same	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
new	new	j	new	new	0
,	,	,	,	,	0
and	and	cc	and	and	0
whereof	whereof	c-crq	whereof	whereof	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
merly	merly	av-j	merly	mer	0
heard	heard	n1	herd	herd	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
were	were	vbdr	were	be	0
therewith	therewith	av	therewith	therewith	0
acquainted	acquainted	vvn	acquainted	acquaint	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Old	Old	j	Old	old	0
Testament	Testament	n1	Testament	testament	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
daily	daily	av-j	daily	daily	0
and	and	cc	and	and	0
duly	duly	av-jn	duly	due	0
searched	searched	vvn	searched	search	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
further	further	jc	further	further	0
,	,	,	,	,	0
both	both	d	both	both	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
,	,	,	,	,	0
and	and	cc	and	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
firmation	firmation	n1	firmation	firmation	0
.	.	.	.	.	1
Whereunto	Whereunto	c-crq	Whereunto	whereunto	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
,	,	,	,	,	0
That	That	cst	That	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
led	led	vvn	led	lead	0
away	away	av	away	away	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Errour	Errour	n1	Error	error	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
Jews	Jews	np2	Jews	Jew	0
;	;	;	;	;	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
follow	follow	vvi	follow	follow	0
them	them	pno32	them	they	0
,	,	,	,	,	0
though	though	cs	though	though	0
a	a	dt	a	a	0
mul	mul	n1	mul	mul	0
∣	∣	sy	∣	∣	0
titude	titude	n1	titude	titude	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
evil	evil	j-jn	evil	evil	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
loved	loved	vvd	loved	love	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
loathed	loathed	vvd	loathed	loathe	0
;	;	;	;	;	0
embraced	embraced	vvd	embraced	embrace	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
de	de	vdb	de	do	0
∣	∣	sy	∣	∣	0
spised	spised	vvn	spised	spise	0
;	;	;	;	;	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
rejected	rejected	vvd	rejected	reject	0
,	,	,	,	,	0
the	the	dt	the	the	0
good	good	j	good	good	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
taught	taught	vvd	taught	teach	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
Paul	Paul	np1	Paul	Paul	0
.	.	.	.	.	1
Were	Were	np1	Were	Were	0
Ministers	Ministers	vvz	Ministers	minister	0
now	now	av	now	now	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
Paul	Paul	np1	Paul	Paul	0
was	was	vbds	was	be	0
,	,	,	,	,	0
People	People	n1	People	people	0
now	now	av	now	now	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Bereans	Bereans	njp2	Bereans	bereans	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
happily	happily	av-j	happily	happy	0
might	might	vmd	might	may	0
they	they	pns32	they	they	0
enjoy	enjoy	vvi	enjoy	enjoy	0
each	each	d	each	each	0
other	other	n-jn	other	other	0
?	?	?	?	?	1
How	How	c-crq	How	how	0
much	much	d	much	much	0
would	would	vmd	would	will	0
Unity	Unity	n1	Unity	unity	0
and	and	cc	and	and	0
Amity	Amity	n1	Amity	amity	0
abound	abound	vvi	abound	abound	0
?	?	?	?	?	1
How	How	c-crq	How	how	0
much	much	d	much	much	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
Concord	Concord	n1	Concord	concord	0
,	,	,	,	,	0
Peace	Peace	n1	Peace	peace	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
mu	mu	crd	mu	mu	0
∣	∣	sy	∣	∣	0
tual	tual	j	tual	tual	0
endeavours	endeavours	n2	endeavours	endeavour	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
each	each	d	each	each	0
other	other	j-jn	other	other	0
?	?	?	?	?	1
How	How	q-crq	How	how	0
would	would	vmd	would	will	0
God	God	np1	God	God	0
be	be	vbi	be	be	0
glorified	glorified	vvn	glorified	glorify	0
?	?	?	?	?	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
edified	edified	vvn	edified	edify	0
?	?	?	?	?	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
flourish	flourish	vvi	flourish	flourish	0
?	?	?	?	?	1
Truth	Truth	n1	Truth	truth	0
triumph	triumph	n1	triumph	triumph	0
?	?	?	?	?	1
Errour	Errour	n1	Error	error	0
decrease	decrease	n1	decrease	decrease	0
?	?	?	?	?	1
Satan	Satan	np1	Satan	Satan	0
lose	lose	vvb	loose	lose	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
power	power	n1	power	power	0
and	and	cc	and	and	0
interest	interest	n1	interest	interest	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
alas	alas	uh	alas	alas	0
!	!	!	!	!	0
what	what	q-crq	what	what	0
Factions	Factions	n2	Factions	faction	0
and	and	cc	and	and	0
Fra	Fra	np1	Fra	Fra	0
∣	∣	sy	∣	∣	0
ctions	ctions	n2	ctions	ction	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
Jars	Jars	vvz	Jars	jar	0
and	and	cc	and	and	0
Wars	Wars	n2	Wars	war	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
Divisions	Divisions	n2	Divisions	division	0
,	,	,	,	,	0
Shismes	Shismes	n2	Shismes	shisme	0
,	,	,	,	,	0
Rents	Rents	n2	Rends	rent	0
,	,	,	,	,	0
Breaches	Breaches	n2	Breaches	breach	0
are	are	vbr	are	be	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
?	?	?	?	?	1
How	How	q-crq	How	how	0
do	do	vdb	do	do	0
they	they	pns32	they	they	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
secute	secute	vvi	secute	secute	0
,	,	,	,	,	0
prosecute	prosecute	vvb	prosecute	prosecute	0
one	one	pi	one	one	0
another	another	j-jn	another	another	0
?	?	?	?	?	1
As	As	p-acp	As	as	0
they	they	pns32	they	they	0
differ	differ	vvb	differ	differ	0
in	in	p-acp	in	in	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
about	about	p-acp	about	about	0
their	their	po32	their	their	0
Meum	Meum	fw-la	Meum	meum	0
and	and	cc	and	and	0
Tuum	Tuum	fw-la	Tuum	tuum	0
,	,	,	,	,	0
(	(	(	(	(	0
the	the	dt	the	the	0
one	one	pi	one	one	0
seeking	seeking	vvg	seeking	seek	0
to	to	pc-acp	to	to	0
get	get	vvi	get	get	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
ceive	ceive	vvb	ceive	ceive	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
their	their	po32	their	their	0
due	due	n-jn	endue	due	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
seek	seek	vvb	seek	seek	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
to	to	p-acp	to	to	0
retain	retain	vvi	retain	retain	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
conceive	conceive	vvb	conceive	conceive	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
theirs	theirs	png32	theirs	they	0
)	)	)	)	)	0
so	so	av	so	so	0
between	between	p-acp	between	between	0
them	them	pno32	them	they	0
there's	there's	pc-acp|vbz	there's	there|be	0
no	no	dx	no	no	0
small	small	j	small	small	0
alienation	alienation	n1	alienation	alienation	0
of	of	pp-f	of	of	0
affe	affe	n1	affe	ass	0
∣	∣	sy	∣	∣	0
ctions	ctions	n2	ctions	ction	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
Divisions	Divisions	n2	Divisions	division	0
of	of	pp-f	of	of	0
Reuben	Reuben	np1	Reuben	Reuben	0
,	,	,	,	,	0
Judg.	Judg.	np1	Judg.	Judg.	0
5.15	5.15	crd	5.15	5.15	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
once	once	a-acp	once	once	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
great	great	j	great	great	0
thoughts	thoughts	n2	thoughts	thought	0
(	(	(	(	(	0
Heb.	Heb.	np1	Heb.	Heb.	0
Impressi	Impressi	np1	Impressi	Impressi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
Divisions	Divisions	n2	Divisions	division	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
thus	thus	av	thus	thus	0
affected	affected	vvn	affected	affect	0
!	!	!	!	!	0
then	then	av	then	then	0
would	would	vmd	would	will	0
we	we	pns12	we	we	0
employ	employ	vvi	employ	employ	0
the	the	dt	the	the	0
utmost	utmost	j	utmost	utmost	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
endeavours	endeavours	n2	endeavours	endeavour	0
(	(	(	(	(	0
especially	especially	av-j	especially	especial	0
fer	fer	p-acp	fer	for	0
∣	∣	sy	∣	∣	0
vent	vent	n1	vent	vent	0
and	and	cc	and	and	0
constant	constant	j	constant	constant	0
Prayer	Prayer	n1	Prayer	prayer	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
quench	quench	vvi	quench	quench	0
this	this	d	this	this	0
Fire	Fire	n1	Fire	fire	0
,	,	,	,	,	0
make	make	vvb	make	make	0
up	up	a-acp	up	up	0
this	this	d	this	this	0
Breach	Breach	n1	Breach	breach	0
,	,	,	,	,	0
heal	heal	vvb	heal	heal	0
this	this	d	this	this	0
Sore	Sore	av-j	Soar	sore	0
;	;	;	;	;	0
till	till	c-acp	till	till	0
then	then	cs	then	than	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
Physicians	Physicians	n2	Physicians	physician	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
value	value	n1	valve	value	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
mean	mean	j	mean	mean	0
time	time	n1	time	time	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Timothy	Timothy	np1	Timothy	Timothy	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
diligent	diligent	j	diligent	diligent	0
follower	follower	n1	follower	follower	0
of	of	pp-f	of	of	0
Pauls	Pauls	npg1	Pauls	Paul	0
Doctrine,2	Doctrine,2	np1	Doctrine,2	Doctrine,2	0
Tim.	Tim.	np1	Tim.	Tim.	1
3.10	3.10	crd	3.10	3.10	0
.	.	.	.	.	1
Marg.	Marg.	np1	Marg.	Marg.	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
Purpose	Purpose	vvb	Purpose	purpose	0
,	,	,	,	,	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
Long	Long	av-j	Long	long	0
∣	∣	sy	∣	∣	0
suffering	suffering	n1	suffering	suffering	0
,	,	,	,	,	0
Charity	Charity	n1	Charity	charity	0
,	,	,	,	,	0
Patience	Patience	n1	Patience	patience	0
;	;	;	;	;	0
so	so	av	so	so	0
let	let	vvb	let	let	0
all	all	d	all	all	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
reputed	reputed	vvn	reputed	repute	0
Gods	Gods	npg1	Gods	God	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
herein	herein	av	herein	herein	0
follow	follow	vvb	follow	follow	0
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
follow	follow	vvb	follow	follow	0
Timothy	Timothy	np1	Timothy	Timothy	0
.	.	.	.	.	1
2	2	crd	2	2	0
Tim	Tim	np1	Tim	Tim	0
2.15	2.15	crd	2.15	2.15	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
them	them	pno32	them	they	0
study	study	vvi	study	study	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
themselves	themselves	px32	themselves	themselves	0
approved	approved	vvn	approved	approve	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
,	,	,	,	,	0
workmen	workmen	n2	workmen	workman	0
that	that	cst	that	that	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ashamed	ashamed	j	ashamed	ashamed	0
,	,	,	,	,	0
rightly	rightly	av-jn	rightly	right	0
dividing	dividing	vvg	dividing	divide	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
them	them	pno32	them	they	0
preach	preach	vvi	preach	preach	0
the	the	dt	the	the	0
word,2	word,2	n1	word,2	word,2	0
Tim.	Tim.	np1	Tim.	Tim.	1
4.2	4.2	crd	4.2	4.2	0
be	be	vbb	be	be	0
instant	instant	j-jn	instant	instant	0
in	in	p-acp	in	in	0
season	season	n1	season	season	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
season	season	n1	season	season	0
;	;	;	;	;	0
reprove	reprove	vvb	reprove	reprove	0
,	,	,	,	,	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
buke	buke	n1	book	book	0
,	,	,	,	,	0
exhort	exhort	vvb	exhort	exhort	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
long-suffering	long-suffering	j	long-suffering	long-suffering	0
and	and	cc	and	and	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
.	.	.	.	.	1
Great	Great	j	Great	great	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
Dignity	Dignity	n1	Dignity	dignity	0
,	,	,	,	,	0
Honos	Honos	fw-la	Honos	honos	0
.	.	.	.	.	0
great	great	j	great	great	0
also	also	av	also	also	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
Duty	Duty	n1	Duty	duty	0
.	.	.	.	.	1
Onus	Onus	fw-la	Onus	onus	0
.	.	.	.	.	1
Hereof	Hereof	av	Hereof	hereof	0
the	the	dt	the	the	0
very	very	j	very	very	0
Names	Names	n2	Names	name	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
may	may	vmb	may	may	0
put	put	vvi	put	put	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
amongst	amongst	p-acp	among	among	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
these	these	d	these	these	0
few	few	d	few	few	0
:	:	:	:	:	0
Ambassadours	Ambassadours	n2	Ambassadors	ambassador	0
for	for	p-acp	for	for	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
5.20	5.20	crd	5.20	5.20	0
.	.	.	.	.	1
Builders	Builders	ng1	Builders	bvilder	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
3.10	3.10	crd	3.10	3.10	0
.	.	.	.	.	1
Ensamples	Ensamples	n2	Ensamples	ensample	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Flock	Flock	vvb	Flock	flock	0
,	,	,	,	,	0
1	1	crd	1	1	0
Pet.	Pet.	np1	Pet.	Pet.	1
5.5	5.5	crd	5.5	5.5	0
.	.	.	.	.	1
Fathers	Fathers	ng1	Father's	father	0
begetting	begetting	vvg	begetting	beget	0
men	men	n2	men	man	0
and	and	cc	and	and	0
women	women	n2	women	woman	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
4.15	4.15	crd	4.15	4.15	0
.	.	.	.	.	1
Guides	Guides	n2	Guides	guide	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	0
13.7	13.7	crd	13.7	13.7	0
,	,	,	,	,	0
17.	17.	crd	17.	17.	1
Marg.	Marg.	np1	Marg.	Marg.	0
Inter	Inter	fw-la	Inter	inter	0
∣	∣	sy	∣	∣	0
preters	preters	n2	preters	preter	0
,	,	,	,	,	0
Job	Job	np1	Job	Job	0
33.23	33.23	crd	33.23	33.23	0
.	.	.	.	.	1
Labourers	Labourers	n2	Labourers	labourer	0
toge	toge	n1	toga	toge	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
3.9	3.9	crd	3.9	3.9	0
.	.	.	.	.	1
Messen	Messen	np1	Messen	Messen	0
∣	∣	sy	∣	∣	0
gers	gers	zz	gers	gers	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	0
44.26	44.26	crd	44.26	44.26	0
.	.	.	.	.	1
Overseers	Overseers	n2	Overseers	overseer	0
