BY	BY	p-acp	BY	by	0
time	time	n1	time	time	0
;	;	;	;	;	0
after	after	p-acp	after	after	0
my	my	po11	my	my	0
decease	decease	n1	decease	decease	0
my	my	po11	my	my	0
work	work	n1	work	work	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
more	more	dc	more	more	0
esteem	esteem	n1	esteem	esteem	0
,	,	,	,	,	0
then	then	av	then	then	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
alive	alive	j	alive	alive	0
;	;	;	;	;	0
nevertheless	nevertheless	av	nevertheless	nevertheless	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
fail	fail	vvi	fail	fail	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
supputa	supputa	fw-mi	supputa	supputa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
times	times	n2	times	time	0
,	,	,	,	,	0
or	or	cc	or	or	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
please	please	vvi	please	please	0
some	some	d	some	some	0
,	,	,	,	,	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Im	Im	p-acp	Im	in	0
∣	∣	sy	∣	∣	0
perial	perial	j-jn	perial	perial	0
Majesty	Majesty	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
forgive	forgive	vvi	forgive	forgive	0
me	me	pno11	me	i	0
,	,	,	,	,	0
protesting	protesting	vvg	protesting	protest	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
intend	intend	vvi	intend	intend	0
to	to	pc-acp	to	to	0
insert	insert	vvi	insert	insert	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
by	by	p-acp	by	by	0
writing	writing	vvg	writing	write	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
present	present	n1	present	present	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
pistle	pistle	n1	pistol	pistol	0
,	,	,	,	,	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
true	true	j	true	true	0
Catholick	Catholick	njp	Catholic	catholic	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
conferring	conferring	vvg	conferring	confer	0
the	the	dt	the	the	0
Astronomical	Astronomical	j	Astronomical	astronomical	0
Calculation	Calculation	n1	Calculation	calculation	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
learning	learning	n1	learning	learning	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Fathers	Fathers	n2	Father's	father	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
before	before	p-acp	before	before	0
us	us	pno12	us	we	0
,	,	,	,	,	0
are	are	vbr	are	be	0
such	such	d	such	such	0
,	,	,	,	,	0
submitting	submitting	vvg	submitting	submit	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
correction	correction	n1	correction	correction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Learned	Learned	j	Learned	learned	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
first	first	ord	first	first	0
man	man	n1	man	man	0
Adam	Adam	np1	Adam	Adam	0
was	was	vbds	was	be	0
before	before	p-acp	before	before	0
Noah	Noah	np1	Noah	Noah	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
one	one	crd	one	one	0
thousand	thousand	crd	thousand	thousand	0
two	two	crd	two	two	0
hundred	hundred	crd	hundred	hundred	0
forty	forty	crd	forty	forty	0
two	two	crd	two	two	0
years	years	n2	years	year	0
,	,	,	,	,	0
not	not	xx	not	not	0
computing	computing	vvg	computing	compute	0
the	the	dt	the	the	0
time	time	n1	time	time	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
suppu	suppu	n1	suppu	suppu	0
∣	∣	sy	∣	∣	0
tation	tation	n1	tation	tation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Varro	Varro	np1	Varro	Varro	0
did	did	vdd	did	do	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
cred	cred	j	cred	cred	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
weakness	weakness	n1	weakness	weakness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
wit	wit	n1	wit	wit	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Astronomical	Astronomical	j	Astronomical	astronomical	0
Calculations	Calculations	n2	Calculations	calculation	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
Noah	Noah	np1	Noah	Noah	0
and	and	cc	and	and	0
the	the	dt	the	the	0
universal	universal	j	universal	universal	0
Flood	Flood	n1	Flood	flood	0
about	about	p-acp	about	about	0
a	a	dt	a	a	0
thou	thou	pns21	thou	thou	0
∣	∣	sy	∣	∣	0
sand	sand	n1	sand	sand	0
and	and	cc	and	and	0
fourscore	fourscore	crd	fourscore	fourscore	0
years	years	n2	years	year	0
came	came	vvd	came	come	0
Abraham	Abraham	np1	Abraham	Abraham	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
supreme	supreme	j	supreme	supreme	0
Astro	Astro	np1	Astro	Astro	0
∣	∣	sy	∣	∣	0
loger	loger	n1	lodger	lodger	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
most	most	ds	most	most	0
mens	mens	ng2	men's	man	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
first	first	ord	first	first	0
invent	invent	vvi	invent	invent	0
the	the	dt	the	the	0
Chaldaean	Chaldaean	jp	Chaldaean	chaldaean	0
Letters	Letters	n2	Letters	letter	0
;	;	;	;	;	0
after	after	c-acp	after	after	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
some	some	d	some	some	0
five	five	crd	five	five	0
hundred	hundred	crd	hundred	hundred	0
and	and	cc	and	and	0
fifteen	fifteen	crd	fifteen	fifteen	0
or	or	cc	or	or	0
sixteen	sixteen	crd	sixteen	sixteen	0
years	years	n2	years	year	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
and	and	cc	and	and	0
between	between	p-acp	between	between	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
David	David	np1	David	David	0
and	and	cc	and	and	0
Moses	Moses	np1	Moses	Moses	0
have	have	vhb	have	have	0
passed	passed	vvn	passed	pass	0
about	about	p-acp	about	about	0
570.	570.	crd	570.	570.	0
years	years	n2	years	year	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
which	which	r-crq	which	which	0
between	between	p-acp	between	between	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
David	David	np1	David	David	0
and	and	cc	and	and	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Saviour	Saviour	n1	Saviour	saviour	0
and	and	cc	and	and	0
Redeemer	Redeemer	np1	Redeemer	Redeemer	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
born	born	vvn	born	bear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Virgin	Virgin	n1	Virgin	virgin	0
Mary	Mary	uh	Marry	mary	0
,	,	,	,	,	0
have	have	vhb	have	have	0
passed	passed	vvn	passed	pass	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
Chronogra	Chronogra	fw-mi	Chronogra	chronogra	0
∣	∣	sy	∣	∣	0
phers	phers	ng2	phers	phers	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
three	three	crd	three	three	0
hundred	hundred	crd	hundred	hundred	0
and	and	cc	and	and	0
fifty	fifty	crd	fifty	fifty	0
years	years	n2	years	year	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
body	body	n1	body	body	0
may	may	vmb	may	may	0
object	object	vvi	object	object	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
supputation	supputation	n1	supputation	supputation	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
true	true	j	true	true	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
differeth	differeth	vvz	differeth	differ	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Eusebius	Eusebius	np1	Eusebius	Eusebius	0
.	.	.	.	.	1
And	And	cc	And	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
humane	humane	j	humane	humane	0
redemption	redemption	n1	redemption	redemption	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
execrable	execrable	j	execrable	execrable	0
seduction	seduction	n1	seduction	seduction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saracens	Saracens	np2	Saracens	Saracen	0
,	,	,	,	,	0
have	have	vhb	have	have	0
passed	passed	vvn	passed	pass	0
six	six	crd	six	six	0
hundred	hundred	crd	hundred	hundred	0
and	and	cc	and	and	0
four	four	crd	four	four	0
and	and	cc	and	and	0
twenty	twenty	crd	twenty	twenty	0
years	years	n2	years	year	0
,	,	,	,	,	0
or	or	cc	or	or	0
thereabouts	thereabouts	av	thereabouts	thereabouts	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
that	that	d	that	that	0
time	time	n1	time	time	0
hitherto	hitherto	av	hitherto	hitherto	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
easie	easie	j	easy	easy	0
to	to	pc-acp	to	to	0
collect	collect	vvi	collect	collect	0
what	what	r-crq	what	what	0
times	times	n2	times	time	0
are	are	vbr	are	be	0
past	past	j	past	past	0
,	,	,	,	,	0
if	if	cs	if	if	0
my	my	po11	my	my	0
sup	sup	vvb	sup	sup	0
∣	∣	sy	∣	∣	0
putation	putation	n1	putation	putation	0
be	be	vbi	be	be	0
not	not	xx	not	not	0
good	good	j	good	good	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
Nations	Nations	n2	Nations	nation	0
;	;	;	;	;	0
becau	becau	fw-fr	becau	becau	0
e	e	sy	e	e	0
all	all	av-d	all	all	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
calculated	calculated	vvn	calculated	calculate	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Coelestial	Coelestial	j	Celestial	celestial	0
bodies	bodies	n2	bodies	body	0
,	,	,	,	,	0
joyned	joyned	vvn	joined	join	0
with	with	p-acp	with	with	0
motion	motion	n1	motion	motion	0
,	,	,	,	,	0
infused	infused	vvn	infused	infuse	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
at	at	p-acp	at	at	0
certain	certain	j	certain	certain	0
loose	loose	j	lose	loose	0
hours	hours	n2	hours	hour	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
motion	motion	n1	motion	motion	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
ancient	ancient	j	ancient	ancient	0
Progenitors	Progenitors	n2	Progenitors	progenitor	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
injury	injury	n1	injury	injury	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
time	time	n1	time	time	0
(	(	(	(	(	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
King	King	n1	King	king	0
)	)	)	)	)	0
requireth	requireth	vvz	requires	require	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
secret	secret	j-jn	secret	secret	0
events	events	n2	events	event	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
manifested	manifested	vvn	manifested	manifest	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
enigmatical	enigmatical	j	enigmatical	enigmatical	0
Sentence	Sentence	n1	Sentence	sentence	0
,	,	,	,	,	0
having	having	vhg	having	have	0
the	the	dt	the	the	0
only	only	j	only	only	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
only	only	j	only	only	0
intelligence	intelligence	n1	intelligence	intelligence	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
having	having	vhg	having	have	0
mixed	mixed	vvn	mixed	mix	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
any	any	d	any	any	0
ambiguous	ambiguous	j	ambiguous	ambiguous	0
or	or	cc	or	or	0
amphibological	amphibological	j	amphibological	amphibological	0
calculation	calculation	n1	calculation	calculation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
under	under	p-acp	under	under	0
a	a	dt	a	a	0
Cloudy	Cloudy	j	Cloudy	cloudy	0
obscuri	obscuri	fw-la	obscuri	obscuri	0
∣	∣	sy	∣	∣	0
ty	ty	vvi	ty	tie	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
a	a	dt	a	a	0
natural	natural	j	natural	natural	0
infusion	infusion	n1	infusion	infusion	0
,	,	,	,	,	0
coming	coming	vvg	coming	come	0
near	near	av-j	near	near	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Sentence	Sentence	n1	Sentence	sentence	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Thousand	Thousand	crd	Thousand	thousand	0
and	and	cc	and	and	0
two	two	crd	two	two	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
Crea	Crea	np1	Crea	Crea	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
supputation	supputation	n1	supputation	supputation	0
and	and	cc	and	and	0
punical	punical	j	punical	punical	0
Chro	Chro	np1	Chro	Chro	0
∣	∣	sy	∣	∣	0
nick	nick	n1	neck	nick	0
of	of	pp-f	of	of	0
Joel	Joel	np1	Joel	Joel	0
.	.	.	.	.	1
Effundam	Effundam	np1	Effundam	Effundam	0
spiritum	spiritum	fw-la	spiritum	spiritum	0
meum	meum	fw-la	meum	meum	0
super	super	fw-la	super	super	0
omnem	omnem	fw-la	omnem	omnem	0
,	,	,	,	,	0
&	&	cc	&	and	0
carnem	carnem	fw-la	carnem	carnem	0
&	&	cc	&	and	0
prophetabunt	prophetabunt	fw-la	prophetabunt	prophetabunt	0
filii	filii	fw-la	filii	filii	0
vestri	vestri	fw-la	vestri	vestri	0
&	&	cc	&	and	0
siliae	siliae	fw-la	siliae	siliae	0
vestrae	vestrae	fw-la	vestrae	vestrae	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
such	such	d	such	such	0
a	a	dt	a	a	0
Prophecy	Prophecy	n1	Prophecy	prophecy	0
did	did	vdd	did	do	0
proceed	proceed	vvi	proceed	proceed	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Supreme	Supreme	j	Supreme	supreme	0
and	and	cc	and	and	0
eternal	eternal	j	eternal	eternal	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
come	come	vvn	come	come	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Coelestial	Coelestial	j	Celestial	celestial	0
bodies	bodies	n2	bodies	body	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
caused	caused	vvn	caused	cause	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
foretel	foretel	vvi	foretell	foretell	0
great	great	j	great	great	0
and	and	cc	and	and	0
wonderful	wonderful	j	wondered	wonderful	0
things	things	n2	things	thing	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
I	I	pns11	I	i	0
challenge	challenge	vvb	challenge	challenge	0
no	no	dx	no	no	0
such	such	d	such	such	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
,	,	,	,	,	0
God	God	np1	God	God	0
forbid	forbid	vvb	forbid	forbid	0
,	,	,	,	,	0
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
truly	truly	av-j	truly	true	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
cometh	cometh	vvz	comes	come	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
give	give	vvb	give	give	0
him	him	pno31	him	he	0
thanks	thanks	n2	thanks	thank	0
,	,	,	,	,	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
having	having	vhg	having	have	0
mixed	mixed	vvn	mixed	mix	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
divination	divination	n1	divination	divination	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
proceedeth	proceedeth	vvz	proceedeth	proceed	0
a	a	dt	a	a	0
Fato	Fato	fw-la	Fato	fato	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
proceedeth	proceedeth	vvz	proceedeth	proceed	0
à	à	fw-fr	à	à	0
Deo	Deo	np1	Deo	Deo	0
&	&	cc	&	and	0
Natura	Natura	fw-la	Natura	natura	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
joyned	joyned	vvn	joined	join	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
motion	motion	n1	motion	motion	0
and	and	cc	and	and	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Coelestial	Coelestial	j	Celestial	celestial	0
Bodies	Bodies	n2	Bodies	body	0
;	;	;	;	;	0
inso	inso	fw-la	inso	inso	0
much	much	d	much	much	0
that	that	cst	that	that	0
seeing	seeing	vvg	seeing	see	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
burning	burning	j-vvg	burning	burn	0
Glass	Glass	n1	Glass	glass	0
,	,	,	,	,	0
and	and	cc	and	and	0
through	through	p-acp	through	through	0
a	a	dt	a	a	0
Cloudy	Cloudy	j	Cloudy	cloudy	0
Vision	Vision	n1	Vision	vision	0
,	,	,	,	,	0
the	the	dt	the	the	0
great	great	j	great	great	0
and	and	cc	and	and	0
sad	sad	j	sad	sad	0
events	events	n2	events	event	0
,	,	,	,	,	0
the	the	dt	the	the	0
prodigious	prodigious	j	prodigious	prodigious	0
and	and	cc	and	and	0
calamitous	calamitous	j	calamitous	calamitous	0
accidents	accidents	n2	accidents	accident	0
,	,	,	,	,	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
befall	befall	vvi	befall	befall	0
the	the	dt	the	the	0
Worshippers	Worshippers	n2	Worshippers	worshipper	0
,	,	,	,	,	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
secondly	secondly	ord	secondly	second	0
,	,	,	,	,	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
Earth	Earth	n1	Earth	earth	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
propped	propped	vvn	propped	prop	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
other	other	j-jn	other	other	0
calamitous	calamitous	j	calamitous	calamitous	0
accidents	accidents	n2	accidents	accident	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
in	in	p-acp	in	in	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
long	long	j	long	long	0
barrenness	barrenness	n1	barrenness	barrenness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
Dame	Dame	n1	Dame	dame	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
afterwards	afterwards	av	afterwards	afterward	0
shall	shall	vmb	shall	shall	0
conceive	conceive	vvi	conceive	conceive	0
two	two	crd	two	two	0
principal	principal	j-jn	principal	principal	0
Children	Children	n2	Children	child	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
she	she	pns31	she	she	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
to	to	p-acp	to	to	0
her	her	pno31	her	she	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
temerity	temerity	n1	temerity	temerity	0
of	of	pp-f	of	of	0
age	age	n1	age	age	0
,	,	,	,	,	0
running	running	vvg	running	run	0
a	a	dt	a	a	0
danger	danger	n1	danger	danger	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
18	18	crd	18	18	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
36	36	crd	36	36	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
leave	leave	vvi	leave	leave	0
behind	behind	p-acp	behind	behind	0
her	her	po31	her	her	0
three	three	crd	three	three	0
females	females	n2-jn	females	female	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
two	two	crd	two	two	0
that	that	cst	that	that	0
never	never	av-x	never	never	0
had	had	vhd	had	have	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
father	father	n1	father	father	0
,	,	,	,	,	0
the	the	dt	the	the	0
differences	differences	n2	differences	difference	0
between	between	p-acp	between	between	0
the	the	dt	the	the	0
three	three	crd	three	three	0
Brothers	Brothers	n2	Brother's	brother	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
such	such	d	such	such	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
shall	shall	vmb	shall	shall	0
they	they	pns32	they	they	0
be	be	vbi	be	be	0
united	united	vvn	united	unite	0
and	and	cc	and	and	0
agreed	agreed	vvn	agreed	agree	0
,	,	,	,	,	0
insomuch	insomuch	av	insomuch	insomuch	0
that	that	cst	that	that	0
the	the	dt	the	the	0
three	three	crd	three	three	0
and	and	cc	and	and	0
four	four	crd	four	four	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
Europe	Europe	np1	Europe	Europe	0
shall	shall	vmb	shall	shall	0
quake	quake	vvi	quake	quake	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
lesser	lesser	jc	lesser	lesser	0
in	in	p-acp	in	in	0
years	years	n2	years	year	0
shall	shall	vmb	shall	shall	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
Monarchy	Monarchy	n1	Monarchy	monarchy	0
be	be	vbb	be	be	0
upheld	upheld	vvn	upheld	uphold	0
and	and	cc	and	and	0
augmented	augmented	vvn	augmented	augment	0
,	,	,	,	,	0
Sects	Sects	n2	Sects	sect	0
shall	shall	vmb	shall	shall	0
rise	rise	vvi	rise	rise	0
,	,	,	,	,	0
and	and	cc	and	and	0
presently	presently	av-j	presently	present	0
be	be	vbi	be	be	0
put	put	vvn	put	put	0
down	down	a-acp	down	down	0
again	again	av	again	again	0
,	,	,	,	,	0
the	the	dt	the	the	0
Arabians	Arabians	njp2	Arabians	arabian	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
put	put	vvn	put	put	0
back	back	av	back	back	0
,	,	,	,	,	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
doms	doms	ng1	doms	doms	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
united	united	vvn	united	unite	0
,	,	,	,	,	0
and	and	cc	and	and	0
new	new	j	new	new	0
Laws	Laws	n2	Laws	law	0
made	made	vvn	made	make	0
.	.	.	.	.	1
Concerning	Concerning	vvg	Concerning	concern	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
Children	Children	n2	Children	child	0
;	;	;	;	;	0
the	the	dt	the	the	0
first	first	ord	first	first	0
shall	shall	vmb	shall	shall	0
possess	possess	vvi	possess	possess	0
the	the	dt	the	the	0
furious	furious	j	furious	furious	0
Crowned	Crowned	j-vvn	Crowned	crown	0
Lions	Lions	n2	Lions	lion	0
,	,	,	,	,	0
hold	hold	vvi	hold	hold	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
their	their	po32	their	their	0
Paws	Paws	n2	Paws	paw	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Escutcheons	Escutcheons	n2	Escutcheons	escutcheon	0
.	.	.	.	.	1
The	The	dt	The	the	0
second	second	ord	second	second	0
,	,	,	,	,	0
well	well	av	well	well	0
attended	attended	vvn	attended	attend	0
,	,	,	,	,	0
will	will	vmb	will	will	0
go	go	vvi	go	go	0
