THOSE	THOSE	d	THOSE	those	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
toys	toys	n2	toys	toy	0
,	,	,	,	,	0
and	and	cc	and	and	0
destruction	destruction	n1	destruction	destruction	0
and	and	cc	and	and	0
poyson	poyson	n1	poison	poison	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
skill	skill	n1	skill	skill	0
and	and	cc	and	and	0
industry	industry	n1	industry	industry	0
,	,	,	,	,	0
may	may	vmb	may	may	0
render	render	vvi	render	render	0
them	them	pno32	them	they	0
most	most	ds	most	most	0
use	use	n1	use	use	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
serviceable	serviceable	j	serviceable	serviceable	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Studies	Studies	n2	Studies	study	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
eminently	eminently	av-j	eminently	eminent	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Inter	Inter	vvi	Inter	inter	0
∣	∣	sy	∣	∣	0
pretation	pretation	n1	pretation	pretation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
New	New	j	New	new	0
Testament	Testament	n1	Testament	testament	0
.	.	.	.	.	1
We	We	pns12	We	we	0
here	here	av	here	here	0
offer	offer	vvb	offer	offer	0
some	some	d	some	some	0
specimen	specimen	n2	specimen	speciman	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
our	our	po12	our	our	0
reading	reading	n-vvg	reading	read	0
and	and	cc	and	and	0
our	our	po12	our	our	0
choice	choice	n1	choice	choice	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Readers	Readers	n2	Readers	reader	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
if	if	cs	if	if	0
so	so	av	so	so	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
find	find	vvi	find	find	0
acceptance	acceptance	n1	acceptance	acceptance	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
.	.	.	.	.	1
We	We	pns12	We	we	0
know	know	vvb	know	know	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
exposed	exposed	vvn	exposed	expose	0
to	to	p-acp	to	to	0
suspicion	suspicion	n1	suspicion	suspicion	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
produce	produce	vvi	produce	produce	0
new	new	j	new	new	0
things	things	n2	things	thing	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
exposed	exposed	vvn	exposed	expose	0
to	to	p-acp	to	to	0
hatred	hatred	n1	hatred	hatred	0
the	the	dt	the	the	0
Talmudic	Talmudic	j	Talmudic	talmudic	0
Writings	Writings	n2-vvg	Writings	write	0
are	are	vbr	are	be	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
exposed	exposed	vvn	exposed	expose	0
to	to	p-acp	to	to	0
both	both	d	both	both	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
sharp	sharp	j	sharp	sharp	0
censure	censure	n1	censure	censure	0
also	also	av	also	also	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
produce	produce	vvi	produce	produce	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
holy	holy	j	holy	holy	0
things	things	n2	things	thing	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
this	this	d	this	this	0
our	our	po12	our	our	0
more	more	n1	more	moor	0
unusual	unusual	j	unusual	unusual	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
explaining	explaining	vvg	explaining	explain	0
Scripture	Scripture	n1	Scripture	scripture	0
cannot	cannot	vmbx	cannot	can	0
upon	upon	p-acp	upon	upon	0
that	that	d	that	that	0
very	very	j	very	very	0
account	account	n1	account	account	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
look	look	vvb	look	look	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
more	more	n1	more	moor	0
unu	unu	fw-la	unu	unu	0
∣	∣	sy	∣	∣	0
sual	sual	j	sual	sual	0
censure	censure	n1	censure	censure	0
,	,	,	,	,	0
and	and	cc	and	and	0
become	become	vvi	become	become	0
subject	subject	j-jn	subject	subject	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
severer	severer	jc	severer	severe	0
examination	examination	n1	examination	examination	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
lot	lot	n1	lot	lot	0
is	is	vbz	is	be	0
cast	cast	vvn	cast	cast	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
too	too	av	too	too	0
late	late	j	late	late	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
desire	desire	vvi	desire	desire	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
the	the	dt	the	the	0
sequel	sequel	n1	sequel	sequel	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
too	too	av	too	too	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
attempt	attempt	vvi	attempt	attempt	0
a	a	dt	a	a	0
defense	defense	n1	defence	defence	0
.	.	.	.	.	1
If	If	cs	If	if	0
the	the	dt	the	the	0
work	work	n1	work	work	0
and	and	cc	and	and	0
book	book	n1	book	book	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
does	does	vdz	does	do	0
not	not	xx	not	not	0
carry	carry	vvi	carry	carry	0
something	something	pi	something	something	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
plead	plead	vvi	plead	plead	0
its	its	po31	its	its	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
and	and	cc	and	and	0
obtain	obtain	vvi	obtain	obtain	0
the	the	dt	the	the	0
Readers	Readers	n2	Readers	reader	0
pardon	pardon	vvb	pardon	pardon	0
and	and	cc	and	and	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
our	our	po12	our	our	0
oration	oration	n1	oration	oration	0
,	,	,	,	,	0
or	or	cc	or	or	0
beging	beging	j-vvg	begging	beg	0
Epistle	Epistle	n1	Epistle	epistle	0
will	will	vmb	will	will	0
little	little	av-j	little	little	0
avail	avail	vvi	avail	avail	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
present	present	j	present	present	0
work	work	n1	work	work	0
therefore	therefore	av	therefore	therefore	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
exposed	exposed	vvn	exposed	expose	0
,	,	,	,	,	0
and	and	cc	and	and	0
delivered	delivered	vvd	delivered	deliver	0
over	over	a-acp	over	over	0
to	to	p-acp	to	to	0
its	its	po31	its	its	0
fate	fate	n1	fate	fate	0
and	and	cc	and	and	0
fortune	fortune	n1	fortune	fortune	0
,	,	,	,	,	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
:	:	:	:	:	0
Some	Some	d	Some	some	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
,	,	,	,	,	0
we	we	pns12	we	we	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
give	give	vvi	give	give	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
milder	milder	jc	milder	mild	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
gentle	gentle	j	gentle	gentle	0
reception	reception	n1	reception	reception	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
very	very	j	very	very	0
thing	thing	n1	thing	thing	0
dealing	dealing	vvg	dealing	deal	0
favourably	favourably	av-j	favourably	favourable	0
and	and	cc	and	and	0
kindly	kindly	av-j	kindly	kind	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
intent	intent	n1	intent	intent	0
upon	upon	p-acp	upon	upon	0
our	our	po12	our	our	0
Studies	Studies	n2	Studies	study	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
intent	intent	n1	intent	intent	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
after	after	p-acp	after	after	0
Truth	Truth	n1	Truth	truth	0
;	;	;	;	;	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
shew	shew	vvi	show	show	0
us	us	pno12	us	we	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
followed	followed	vvd	followed	follow	0
after	after	p-acp	after	after	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
attained	attained	vvn	attained	attain	0
it	it	pn31	it	it	0
,	,	,	,	,	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
pity	pity	vvi	pity	pity	0
us	us	pno12	us	we	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
wrinkled	wrinkled	j-vvn	wrinkled	wrinkle	0
forehead	forehead	n1	forehead	forehead	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
slern	slern	j	slern	slern	0
brow	brow	n1	brow	brow	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
prepared	prepared	vvn	prepared	prepare	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
being	being	vbg	being	be	0
armed	armed	vvn	armed	arm	0
and	and	cc	and	and	0
satisfied	satisfied	vvn	satisfied	satisfy	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
inward	inward	j	inward	inward	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
tronage	tronage	n1	tronage	tronage	0
,	,	,	,	,	0
That	That	cst	That	that	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
profit	profit	vvi	profit	profit	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
whatever	whatever	r-crq	whatever	whatever	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
whatever	whatever	r-crq	whatever	whatever	0
fortune	fortune	n1	fortune	fortune	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
like	like	av-j	like	like	0
to	to	pc-acp	to	to	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
dedicate	dedicate	vvi	dedicate	dedicate	0
to	to	p-acp	to	to	0
You	You	pn22	You	you	0
,	,	,	,	,	0
My	My	po11	My	my	0
very	very	j	very	very	0
dear	dear	j-jn	dear	dear	0
Katherine-Hall	Katherine-Hall	n1	Katherine-Hall	katherine-hall	0
men	men	n2	men	man	0
,	,	,	,	,	0
both	both	d	both	both	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Debt	Debt	n1	Debt	debt	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Desire	Desire	n1	Desire	desire	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
most	most	av-ds	most	most	0
close	close	j	close	close	0
bond	bond	n1	bound	bond	0
and	and	cc	and	and	0
tye	tye	n1	tie	tie	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
united	united	vvn	united	unite	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
You	You	pn22	You	you	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
all	all	av-d	all	all	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
study	study	vvb	study	study	0
,	,	,	,	,	0
all	all	d	all	all	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
,	,	,	,	,	0
if	if	cs	if	if	0
so	so	av	so	so	0
be	be	vbb	be	be	0
that	that	d	that	that	0
All	All	d	All	all	0
is	is	vbz	is	be	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
profit	profit	vvi	profit	profit	0
all	all	d	all	all	0
(	(	(	(	(	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
becomes	becomes	vvz	becomes	become	0
both	both	d	both	both	0
a	a	dt	a	a	0
Student	Student	n1	Student	student	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
bond	bond	n1	bound	bond	0
and	and	cc	and	and	0
your	your	po22	your	your	0
own	own	d	own	own	0
merits	merits	n2	merits	merit	0
,	,	,	,	,	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
very	very	j	very	very	0
centre	centre	n1	centre	centre	0
and	and	cc	and	and	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Desires	Desires	n2	Desires	desire	0
and	and	cc	and	and	0
wishes	wishes	n2	wishes	wish	0
.	.	.	.	.	1
We	We	pns12	We	we	0
are	are	vbr	are	be	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
conscious	conscious	j	conscious	conscious	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
how	how	c-crq	how	how	0
little	little	j	little	little	0
or	or	cc	or	or	0
nothing	nothing	pix	nothing	nothing	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
either	either	av-d	either	either	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
benefit	benefit	n1	benefit	benefit	0
,	,	,	,	,	0
or	or	cc	or	or	0
for	for	p-acp	for	for	0
Yours	Yours	png22	Yours	you	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
publick	publick	j	public	public	0
Profession	Profession	n1	Profession	profession	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
the	the	dt	the	the	0
World	World	n1	World	world	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Desire	Desire	n1	Desire	desire	0
and	and	cc	and	and	0
Study	Study	n1	Study	study	0
;	;	;	;	;	0
and	and	cc	and	and	0
before	before	c-acp	before	before	0
You	You	pn22	You	you	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
inward	inward	j	inward	inward	0
and	and	cc	and	and	0
cordial	cordial	j	cordial	cordial	0
affection	affection	n1	affection	affection	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
this	this	d	this	this	0
pledge	pledge	n1	pledge	pledge	0
therefore	therefore	av	therefore	therefore	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
love	love	n1	love	love	0
and	and	cc	and	and	0
endearment	endearment	n1	endearment	endearment	0
be	be	vbb	be	be	0
laid	laid	vvn	laid	lay	0
up	up	a-acp	up	up	0
by	by	p-acp	by	by	0
You	You	pn22	You	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
while	while	cs	while	while	0
we	we	pns12	we	we	0
endeavour	endeavour	vvb	endeavour	endeavour	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
others	others	n2-jn	others	other	0
an	an	dt	and	a	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Hours	Hours	n2	Hours	hour	0
,	,	,	,	,	0
let	let	vvb	let	let	0
this	this	d	this	this	0
give	give	vvi	give	give	0
You	You	pn22	You	you	0
an	an	dt	and	a	0
assurance	assurance	n1	assurance	assurance	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Affections	Affections	n2	Affections	affection	0
.	.	.	.	.	1
And	And	cc	And	and	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
last	last	vvi	last	last	0
in	in	p-acp	in	in	0
Katherine-Hall	Katherine-Hall	n1	Katherine-Hall	katherine-hall	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
future	future	j-jn	future	future	0
Ages	Ages	n2	Ages	age	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
Service	Service	n1	Service	service	0
,	,	,	,	,	0
a	a	dt	a	a	0
Monument	Monument	n1	Monument	monument	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Memorial	Memorial	n-jn	Memorial	memorial	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
Me	Me	pno11	Me	i	0
and	and	cc	and	and	0
You.	You.	pn22	You.	you	1
From	From	p-acp	From	from	0
my	my	po11	my	my	0
Study	Study	n1	Study	study	0
.	.	.	.	.	1
The	The	dt	The	the	0
Calends	Calends	n2	Calends	calends	0
of	of	pp-f	of	of	0
June	June	np1	June	June	0
1658.	1658.	crd	1658.	1658.	1
