HOnourable	HOnourable	j	HOnourable	honourable	0
School	School	n1	School	school	0
distinctions	distinctions	n2	distinctions	distinction	0
,	,	,	,	,	0
(	(	(	(	(	0
even	even	av-j	even	even	0
more	more	av-dc	more	more	0
nice	nice	j	nice	nice	0
then	then	cs	then	than	0
wise	wise	j	wise	wise	0
.	.	.	.	.	0
)	)	)	)	)	1
Nay	Nay	uh-x	Nay	nay	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
rather	rather	av	rather	rather	0
been	been	vbn	been	be	0
a	a	dt	a	a	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
confirm	confirm	vvi	confirm	confirm	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
former	former	j	former	former	0
Positions	Positions	n2	Positions	position	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
Doctor	Doctor	n1	Doctor	doctor	0
Potters	Potters	ng1	Potters	potters	0
letter	letter	n1	letter	letter	0
to	to	p-acp	to	to	0
Mr.	Mr.	n1	Mr.	mr.	1
V	V	crd	V	five	0
bound	bound	vvn	bound	bind	0
up	up	a-acp	up	up	0
with	with	p-acp	with	with	0
Mr.	Mr.	n1	Mr.	mr.	1
Plater	Plater	np1	Plater	Plater	0
;	;	;	;	;	0
See	See	vvb	See	see	0
Dr.	Dr.	n1	Dr.	dr.	1
Pot	Pot	np1	Pot	Pot	0
∣	∣	sy	∣	∣	0
ters	ters	fw-mi	ters	ters	0
questions	questions	n2	questions	question	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
letters	letters	n2	letters	letter	0
in	in	p-acp	in	in	0
page	page	n1	page	page	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
book	book	n1	book	book	0
,	,	,	,	,	0
425.	425.	crd	425.	425.	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
questions	questions	n2	questions	question	0
there	there	a-acp	there	there	0
mentioned	mentioned	vvn	mentioned	mention	0
,	,	,	,	,	0
asserted	asserted	vvn	asserted	assert	0
Positions	Positions	np1	Positions	Positions	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
can	can	vmb	can	can	0
beget	beget	vvi	beget	beget	0
no	no	av-dx	no	no	0
less	less	dc	less	less	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
then	then	cs	then	than	0
all	all	d	all	all	0
,	,	,	,	,	0
or	or	cc	or	or	0
my	my	po11	my	my	0
present	present	j	present	present	0
positions	positions	n2	positions	position	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
are	are	vbr	are	be	0
.	.	.	.	.	1
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
that	that	cst	that	that	0
sometimes	sometimes	av	sometime	sometime	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
strivings	strivings	n2	strivings	striving	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
these	these	d	these	these	0
and	and	cc	and	and	0
the	the	dt	the	the	0
opposite	opposite	j-jn	opposite	opposite	0
opinions	opinions	n2	opinions	opinion	0
:	:	:	:	:	0
sometimes	sometimes	av	sometime	sometime	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
consider	consider	vvb	consider	consider	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
that	that	cst	that	that	0
way	way	n1	way	way	0
,	,	,	,	,	0
the	the	dt	the	the	0
eminency	eminency	n1	eminency	eminency	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
persons	persons	n2	persons	person	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
to	to	p-acp	to	to	0
learnings	learnings	ng1	learning's	learning	0
natural	natural	j	natural	natural	0
abilities	abilities	n2	abilities	ability	0
,	,	,	,	,	0
strictness	strictness	n1	strictness	strictness	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
advancement	advancement	n1	advancement	advancement	0
to	to	p-acp	to	to	0
dignities	dignities	n2	dignities	dignity	0
in	in	p-acp	in	in	0
late	late	j	late	late	0
past	past	j	past	past	0
years	years	n2	years	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
becoming	becoming	j-vvg	becoming	become	0
conditions	conditions	n2	conditions	condition	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
having	having	vhg	having	have	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
times	times	av	times	time	0
,	,	,	,	,	0
taken	taken	vvn	taken	take	0
wholly	wholly	av-jn	wholly	whole	0
up	up	p-acp	up	up	0
about	about	p-acp	about	about	0
some	some	d	some	some	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
Scripture	Scripture	n1	Scripture	scripture	0
setting	setting	vvg	setting	set	0
forth	forth	av	forth	forth	0
God	God	np1	God	God	0
,	,	,	,	,	0
providing	providing	vvg	providing	provide	0
future	future	j-jn	future	future	0
glory	glory	n1	glory	glory	0
upon	upon	p-acp	upon	upon	0
even	even	j	even	even	0
terms	terms	n2	terms	term	0
of	of	pp-f	of	of	0
obedience	obedience	n1	obedience	obedience	0
here	here	av	here	here	0
,	,	,	,	,	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
minding	minding	vvg	minding	mind	0
the	the	dt	the	the	0
Free	Free	j	Free	free	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
heeding	heeding	vvg	heeding	heed	0
the	the	dt	the	the	0
power	power	n1	power	power	0
,	,	,	,	,	0
dominion	dominion	n1	dominion	dominion	0
,	,	,	,	,	0
and	and	cc	and	and	0
soveraignty	soveraignty	n1	sovereignty	sovereignty	0
that	that	cst	that	that	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
equity	equity	n1	equity	equity	0
hath	hath	vhz	hath	have	0
over	over	p-acp	over	over	0
his	his	po31	his	his	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
speaks	speaks	vvz	speaks	speak	0
him	him	pno31	him	he	0
right	right	av-jn	right	right	0
,	,	,	,	,	0
just	just	j	just	just	0
,	,	,	,	,	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
his	his	po31	his	his	0
wayes	wayes	n2	ways	way	0
;	;	;	;	;	0
nei	nei	fw-la	nei	nei	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
blameable	blameable	j-u	blameable	blameable	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
accountable	accountable	j	accountable	accountable	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
,	,	,	,	,	0
however	however	c-acp	however	however	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
to	to	pc-acp	to	to	0
deal	deal	vvi	deal	deal	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
raised	raised	vvn	raised	raise	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
pleasure	pleasure	n1	pleasure	pleasure	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
:	:	:	:	:	0
why	why	c-crq	why	why	0
,	,	,	,	,	0
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
whilest	whilest	cs	whilst	while	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
thus	thus	av	thus	thus	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
almost	almost	av	almost	almost	0
said	said	vvn	said	say	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
to	to	p-acp	to	to	0
end	end	n1	end	end	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
and	and	cc	and	and	0
Christian	Christian	njp	Christian	christian	0
Readers	Readers	n2	Readers	reader	0
ha	ha	vhb	would	have	0
∣	∣	sy	∣	∣	0
ving	ving	n1	ving	ving	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
condemnation	condemnation	n1	condemnation	condemnation	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
Positions	Positions	n2	Positions	position	0
;	;	;	;	;	0
and	and	cc	and	and	0
finding	finding	vvg	finding	find	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Judges	Judges	n2	Judges	judge	0
so	so	av	so	so	0
just	just	j	just	just	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
me	me	pno11	me	i	0
plead	plead	vvi	plead	plead	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
self	self	n1	self	self	0
before	before	p-acp	before	before	0
my	my	po11	my	my	0
sentence	sentence	n1	sentence	sentence	0
:	:	:	:	:	0
nor	nor	ccx	nor	nor	0
finding	finding	vvg	finding	find	0
any	any	d	any	any	0
so	so	av	so	so	0
religious	religious	j	religious	religious	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
pitty	pitty	vvi	pity	pity	0
me	me	pno11	me	i	0
,	,	,	,	,	0
or	or	cc	or	or	0
do	do	vdb	do	do	0
good	good	j	good	good	0
to	to	p-acp	to	to	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
endea	endea	n1	endea	endea	0
∣	∣	sy	∣	∣	0
vour	vour	zz	vour	vour	0
my	my	po11	my	my	0
conversion	conversion	n1	conversion	conversion	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
opinions	opinions	n2	opinions	opinion	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
called	called	vvd	called	call	0
damnable	damnable	j	damnable	damnable	0
and	and	cc	and	and	0
devillish	devillish	j	devilish	devilish	0
:	:	:	:	:	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
expose	expose	vvi	expose	expose	0
my	my	po11	my	my	0
Judgement	Judgement	n1	Judgement	judgement	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
plain	plain	j	plain	plain	0
Sermons	Sermons	n2	Sermons	sermon	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
publique	publique	j	public	public	0
view	view	n1	view	view	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
my	my	po11	my	my	0
principles	principles	n2	principles	principle	0
be	be	vbb	be	be	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
might	might	vmd	might	may	0
more	more	av-dc	more	more	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
in	in	p-acp	in	in	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
judgement	judgement	n1	judgement	judgement	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
erroneous	erroneous	j	erroneous	erroneous	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
dealt	dealt	vvn	dealt	deal	0
with	with	p-acp	with	with	0
for	for	p-acp	for	for	0
conversion	conversion	n1	conversion	conversion	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
spiritual	spiritual	j	spiritual	spiritual	0
.	.	.	.	.	1
If	If	cs	If	if	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
annoin	annoin	n1	annoin	annoin	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
eye-salve	eye-salve	n1	eyesalve	eyesalve	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
cured	cured	vvn	cured	cure	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
men	men	n2	men	man	0
think	think	vvb	think	think	0
blindness	blindness	n1	blindness	blindness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
by	by	p-acp	by	by	0
conviction	conviction	n1	conviction	conviction	0
;	;	;	;	;	0
(	(	(	(	(	0
I	I	pns11	I	i	0
speak	speak	vvb	speak	speak	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
)	)	)	)	)	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
desist	desist	vvi	desist	desist	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Paul	Paul	np1	Paul	Paul	0
was	was	vbds	was	be	0
from	from	p-acp	from	from	0
perse	perse	vvi	pierce	pierce	0
∣	∣	sy	∣	∣	0
cuting	cuting	n-vvg	cuting	cute	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
heavenly	heavenly	j	heavenly	heavenly	0
vision	vision	n1	vision	vision	0
.	.	.	.	.	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
as	as	c-acp	as	as	0
publiquely	publiquely	av-j	publicly	public	0
,	,	,	,	,	0
zealously	zealously	av-j	zealously	zealous	0
,	,	,	,	,	0
and	and	cc	and	and	0
frequently	frequently	av-j	frequently	frequent	0
retract	retract	vvi	retract	retract	0
and	and	cc	and	and	0
recant	recant	vvi	recant	recant	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
published	published	vvn	published	publish	0
,	,	,	,	,	0
and	and	cc	and	and	0
preached	preached	vvd	preached	preach	0
:	:	:	:	:	0
neither	neither	av-dx	neither	neither	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
miss	miss	vvi	miss	miss	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
Pauls	Pauls	npg1	Pauls	Paul	0
blessing	blessing	n1	blessing	blessing	0
,	,	,	,	,	0
even	even	av	even	even	0
the	the	dt	the	the	0
obtaining	obtaining	vvg	obtaining	obtain	0
mercy	mercy	n1	mercy	mercy	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
said	said	vvd	said	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
then	then	av	then	then	0
say	say	vvi	say	say	0
truly	truly	av-j	truly	true	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
it	it	pn31	it	it	0
ignorantly	ignorantly	av-j	ignorantly	ignorant	0
,	,	,	,	,	0
being	being	vbg	being	be	0
carried	carried	vvn	carried	carry	0
amain	amain	av	amain	amain	0
down	down	a-acp	down	down	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
unresistable	unresistable	j	unresistable	unresistable	0
stream	stream	n1	stream	stream	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
principles	principles	n2	principles	principle	0
inserted	inserted	vvn	inserted	insert	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
discourse	discourse	n1	discourse	discourse	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	p-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
me	me	pno11	me	i	0
both	both	d	both	both	0
,	,	,	,	,	0
is	is	vbz	is	be	0
being	being	n1	being	being	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
(	(	(	(	(	0
I	I	pns11	I	i	0
thank	thank	vvb	thank	thank	0
you	you	pn22	you	you	0
)	)	)	)	)	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
ve	ve	zz	ve	ve	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
strongly	strongly	av-j	strongly	strong	0
done	done	vdn	done	do	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
no	no	av-dx	no	no	0
sooner	sooner	av-c	sooner	soon	0
discover	discover	vvi	discover	discover	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
error	error	n1	error	error	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
break	break	vvi	break	break	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
tears	tears	n2	tears	tear	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
sorrow	sorrow	n1	sorrow	sorrow	0
and	and	cc	and	and	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
speed	speed	vvi	speed	speed	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
refor	refor	j	refor	refor	0
∣	∣	sy	∣	∣	0
mation	mation	n1	mansion	mansion	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
more	more	dc	more	more	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
crave	crave	vvi	crave	crave	0
your	your	po22	your	your	0
pardon	pardon	n1	pardon	pardon	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
boldness	boldness	n1	boldness	boldness	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
never	never	av-x	never	never	0
cease	cease	vvi	cease	cease	0
to	to	pc-acp	to	to	0
Petition	Petition	vvi	Petition	petition	0
the	the	dt	the	the	0
great	great	j	great	great	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
both	both	d	both	both	0
spiritual	spiritual	j	spiritual	spiritual	0
and	and	cc	and	and	0
temporal	temporal	j	temporal	temporal	0
welfare	welfare	n1	welfare	welfare	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
your	your	po22	your	your	0
sweet	sweet	j	sweet	sweet	0
and	and	cc	and	and	0
vertuous	vertuous	j	virtuous	virtuous	0
daughter	daughter	n1	daughter	daughter	0
Mrs.	Mrs.	n1	Mrs.	mrs.	1
Hanna	Hanna	np1	Hanna	Hanna	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
hopeful	hopeful	j	hopeful	hopeful	0
branches	branches	n2	branches	branch	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	1
