GREAT	GREAT	j	GREAT	great	0
and	and	cc	and	and	0
proved	proved	vvn	proved	prove	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
these	these	d	these	these	0
People	People	n1	People	people	0
will	will	vmb	will	will	0
scarce	scarce	av-j	scarce	scarce	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
blush	blush	vvi	blush	blush	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
self-contradicting	self-contradicting	j	self-contradicting	self-contradicting	0
Carriage	Carriage	n1	Carriage	carriage	0
of	of	pp-f	of	of	0
themselves	themselves	px32	themselves	themselves	0
and	and	cc	and	and	0
Party	Party	n1	Party	party	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Protestant	Protestant	n1	Protestant	protestant	0
Jacobites	Jacobites	n2	Jacobites	jacobite	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
at	at	p-acp	at	at	0
St.	St.	n1	St.	saint	1
Ger	Ger	po31	Her	her	0
∣	∣	sy	∣	∣	0
mains	mains	fw-fr	mains	mains	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
they	they	pns32	they	they	0
must	must	vmb	must	must	0
Experience	Experience	n1	Experience	experience	0
the	the	dt	the	the	0
late	late	j	late	late	0
King's	King's	ng1	King's	king	0
usage	usage	n1	usage	usage	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Protestant	Protestant	n1	Protestant	protestant	0
Friends	Friends	n2	Friends	friend	0
there	there	a-acp	there	there	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
a	a	dt	a	a	0
certain	certain	j	certain	certain	0
Writer	Writer	n1	Writer	writer	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
depended	depended	vvn	depended	depend	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
their	their	po32	their	their	0
usage	usage	n1	usage	usage	0
is	is	vbz	is	be	0
hard	hard	j	hard	hard	0
and	and	cc	and	and	0
severe	severe	j	severe	severe	0
;	;	;	;	;	0
first	first	ord	first	first	0
he	he	pns31	he	he	0
denied	denied	vvd	denied	deny	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
Protestant	Protestant	n1	Protestant	protestant	0
Chappel	Chappel	np1	Chappel	Chappel	0
and	and	cc	and	and	0
Chaplain	Chaplain	n1	Chaplain	chaplain	0
;	;	;	;	;	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
if	if	cs	if	if	0
a	a	dt	a	a	0
Protestant	Protestant	n1	Protestant	protestant	0
be	be	vbb	be	be	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
zealous	zealous	j	zealous	zealous	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
they	they	pns32	they	they	0
want	want	vvb	want	want	0
not	not	xx	not	not	0
Irish	Irish	jp	Irish	irish	0
Papists	Papists	njp2	Papists	papist	0
to	to	pc-acp	to	to	0
swear	swear	vvi	swear	swear	0
a	a	dt	a	a	0
Plot	Plot	n1	Plot	plot	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
confined	confined	vvn	confined	confine	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
their	their	po32	their	their	0
Quality	Quality	n1	Quality	quality	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
signal	signal	n1	signal	signal	0
Services	Services	n2	Services	service	0
performed	performed	vvn	performed	perform	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
pretended	pretended	j-vvn	pretended	pretend	0
King	King	n1	King	king	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
Instances	Instances	n2	Instances	instance	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
given	given	vvn	given	give	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nature	nature	n1	nature	nature	0
;	;	;	;	;	0
and	and	cc	and	and	0
a	a	dt	a	a	0
reasonable	reasonable	j	reasonable	reasonable	0
Man	Man	n1	Man	man	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
judged	judged	vvn	judged	judge	0
that	that	d	that	that	0
the	the	dt	the	the	0
many	many	d	many	many	0
Instances	Instances	n2	Instances	instance	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Slights	Slights	vvz	Slights	slight	0
and	and	cc	and	and	0
Contempts	Contempts	n2	Contempts	contempt	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
put	put	vvn	put	put	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
convinced	convinced	vvn	convinced	convince	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Folly	Folly	n1	Folly	folly	0
and	and	cc	and	and	0
Madness	Madness	n1	Madness	madness	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
pretend	pretend	vvb	pretend	pretend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Protestant	Protestant	n1	Protestant	protestant	0
Religion	Religion	n1	Religion	religion	0
and	and	cc	and	and	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
should	should	vmd	should	shall	0
Espouse	Espouse	vvi	Espouse	espouse	0
the	the	dt	the	the	0
Cause	Cause	n1	Cause	cause	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
that	that	cst	that	that	0
hates	hates	vvz	hates	hate	0
their	their	po32	their	their	0
Religion	Religion	n1	Religion	religion	0
and	and	cc	and	and	0
Liberties	Liberties	n2	Liberties	liberty	0
.	.	.	.	.	1
Can	Can	vmb	Can	can	0
they	they	pns32	they	they	0
think	think	vvi	think	think	0
that	that	cst	that	that	0
the	the	dt	the	the	0
present	present	j	present	present	0
Misfortunes	Misfortunes	n2	Misfortunes	misfortune	0
that	that	cst	that	that	0
the	the	dt	the	the	0
late	late	j	late	late	0
King	King	n1	King	king	0
James	James	np1	James	James	0
lies	lies	vvz	lies	lie	0
under	under	p-acp	under	under	0
,	,	,	,	,	0
would	would	vmd	would	will	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
re-invested	re-invested	j	reinvested	reinvested	0
with	with	p-acp	with	with	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
frighten	frighten	vvb	frighten	frighten	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
alter	alter	vvi	altar	alter	0
his	his	po31	his	his	0
Measures	Measures	n2	Measures	measure	0
and	and	cc	and	and	0
Resoluti	Resoluti	n1	Resolution	resolution	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
of	of	pp-f	of	of	0
invading	invading	vvg	invading	invade	0
our	our	po12	our	our	0
Laws	Laws	n2	Laws	law	0
and	and	cc	and	and	0
Liberties	Liberties	n2	Liberties	liberty	0
for	for	p-acp	for	for	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
neither	neither	dx	neither	neither	0
the	the	dt	the	the	0
abandoning	abandoning	vvg	abandoning	abandon	0
of	of	pp-f	of	of	0
Wives	Wives	n2	Wives	wife	0
,	,	,	,	,	0
Children	Children	n2	Children	child	0
and	and	cc	and	and	0
Estates	Estates	n2	Estates	estate	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
hazarding	hazarding	vvg	hazarding	hazard	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
loss	loss	n1	loss	loss	0
of	of	pp-f	of	of	0
Life	Life	n1	Life	life	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Service	Service	n1	Service	service	0
,	,	,	,	,	0
can	can	vmb	can	can	0
render	render	vvi	render	render	0
him	him	pno31	him	he	0
just	just	j	just	just	0
and	and	cc	and	and	0
favourable	favourable	j	favourable	favourable	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
testants	testants	n2	testants	testant	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
these	these	d	these	these	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
that	that	cst	that	that	0
these	these	d	these	these	0
Men	Men	n2	Men	man	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
Villanous	Villanous	j	Villainous	villainous	0
a	a	dt	a	a	0
Conspiracy	Conspiracy	n1	Conspiracy	conspiracy	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
Murder	Murder	vvi	Murder	murder	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
delivered	delivered	vvd	delivered	deliver	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
Tongue	Tongue	n1	Tongue	tongue	0
can	can	vmb	can	can	0
speak	speak	vvi	speak	speak	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
brutish	brutish	j	brutish	brutish	0
and	and	cc	and	and	0
sensless	sensless	j	senseless	senseless	0
Wretches	Wretches	n2	Wretches	wretch	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
leave	leave	vvi	leave	leave	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Judgments	Judgments	n2	Judgments	judgement	0
of	of	pp-f	of	of	0
wiser	wiser	jc	wiser	wise	0
Men	Men	n2	Men	man	0
than	than	cs	than	than	0
my	my	po11	my	my	0
self	self	n1	self	self	0
.	.	.	.	.	1
And	And	cc	And	and	0
what	what	q-crq	what	what	0
can	can	vmb	can	can	0
they	they	pns32	they	they	0
expect	expect	vvi	expect	expect	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
whose	whose	rg-crq	whose	who	0
Father's	Father's	n1|vbz	Father's	father|be	0
Misfortunes	Misfortunes	n2	Misfortunes	misfortune	0
,	,	,	,	,	0
his	his	po31	his	his	0
Brothers	Brothers	ng1	Brother's	brother	0
Exile	Exile	n1	Exile	exile	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
he	he	pns31	he	he	0
himself	himself	px31	himself	himself	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
sharer	sharer	n1	sharer	sharer	0
,	,	,	,	,	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
wrought	wrought	vvn	wrought	wrought	0
a	a	dt	a	a	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
formation	formation	n1	formation	formation	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
?	?	?	?	?	1
Can	Can	vmb	Can	can	0
we	we	pns12	we	we	0
expect	expect	vvi	expect	expect	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
cautious	cautious	j	cautious	cautious	0
of	of	pp-f	of	of	0
violating	violating	vvg	violating	violate	0
our	our	po12	our	our	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
intrenching	intrenching	vvg	entrenching	entrench	0
upon	upon	p-acp	upon	upon	0
our	our	po12	our	our	0
Liberties	Liberties	n2	Liberties	liberty	0
,	,	,	,	,	0
or	or	cc	or	or	0
subverting	subverting	vvg	subverting	subvert	0
our	our	po12	our	our	0
Religion	Religion	n1	Religion	religion	0
;	;	;	;	;	0
or	or	cc	or	or	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
more	more	av-dc	more	more	0
pliable	pliable	j	pliable	pliable	0
?	?	?	?	?	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
denies	denies	vvz	denies	deny	0
Men	Men	n2	Men	man	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
followed	followed	vvn	followed	follow	0
him	him	pno31	him	he	0
into	into	p-acp	into	into	0
France	France	np1	France	France	0
,	,	,	,	,	0
the	the	dt	the	the	0
Exercise	Exercise	n1	Exercise	exercise	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Reli	Reli	np1	Reli	Reli	0
∣	∣	sy	∣	∣	0
gion	gion	n1	gion	gion	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
hopes	hopes	n2	hope's	hope	0
have	have	vhb	have	have	0
they	they	pns32	they	they	0
of	of	pp-f	of	of	0
obtaining	obtaining	vvg	obtaining	obtain	0
and	and	cc	and	and	0
enjoying	enjoying	vvg	enjoying	enjoy	0
it	it	pn31	it	it	0
,	,	,	,	,	0
whenever	whenever	av	whenever	whenever	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
return	return	vvi	return	return	0
?	?	?	?	?	1
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
then	then	av	then	then	0
must	must	vmb	must	must	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
Protestant	Protestant	n1	Protestant	protestant	0
Subjects	Subjects	np1	Subjects	Subjects	0
expect	expect	vvi	expect	expect	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
renounced	renounced	vvd	renounced	renounce	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
associated	associated	vvn	associated	associate	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
Law	Law	n1	Law	law	0
∣	∣	sy	∣	∣	0
ful	ful	j	full	full	0
and	and	cc	and	and	0
Rightful	Rightful	j	Rightful	rightful	0
King	King	n1	King	king	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
this	this	d	this	this	0
pretended	pretended	j-vvn	pretended	pretend	0
King	King	n1	King	king	0
and	and	cc	and	and	0
all	all	d	all	all	0
his	his	po31	his	his	0
Wicked	Wicked	j	Wicked	wicked	0
and	and	cc	and	and	0
Trayterous	Trayterous	j	Traitorous	traitorous	0
Adherents	Adherents	n2	Adherents	adherent	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
give	give	vvb	give	give	0
me	me	pno11	me	i	0
leave	leave	vvi	leave	leave	0
a	a	dt	a	a	0
little	little	av-j	little	little	0
further	further	jc	further	further	0
to	to	pc-acp	to	to	0
plead	plead	vvi	plead	plead	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
concerning	concerning	vvg	concerning	concern	0
these	these	d	these	these	0
People	People	n1	People	people	0
,	,	,	,	,	0
that	that	cst	that	that	0
certainly	certainly	av-j	certainly	certain	0
ne	ne	fw-mi	ne	ne	0
∣	∣	sy	∣	∣	0
ver	ver	p-acp	for	for	0
give	give	vvi	give	give	0
themselves	themselves	px32	themselves	themselves	0
leisure	leisure	n1	leisure	leisure	0
to	to	p-acp	to	to	0
think	think	vvi	think	think	0
;	;	;	;	;	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
no	no	dx	no	no	0
Man	Man	n1	Man	man	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
right	right	j-jn	right	right	0
Wits	Wits	n2	Wits	wit	0
but	but	cc-acp	but	but	0
must	must	vmb	must	must	0
judge	judge	vvi	judge	judge	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
degree	degree	n1	degree	degree	0
of	of	pp-f	of	of	0
Stupidity	Stupidity	n1	Stupidity	stupidity	0
and	and	cc	and	and	0
Folly	Folly	n1	Folly	folly	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
very	very	j	very	very	0
Men	Men	n2	Men	man	0
should	should	vmd	should	shall	0
expect	expect	vvi	expect	expect	0
good	good	j	good	good	0
Terms	Terms	n2	Terms	term	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Person	Person	n1	Person	person	0
who	who	r-crq	who	who	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
treat	treat	vvi	treat	treat	0
his	his	po31	his	his	0
Protestant	Protestant	n1	Protestant	protestant	0
Adherents	Adherents	n2	Adherents	adherent	0
very	very	av	very	very	0
ill	ill	av-jn	ill	ill	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
followed	followed	vvn	followed	follow	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Misfortunes	Misfortunes	n2	Misfortunes	misfortune	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
whose	whose	rg-crq	whose	who	0
Religion	Religion	n1	Religion	religion	0
lays	lays	vvz	lays	lay	0
him	him	pno31	him	he	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
necessity	necessity	n1	necessity	necessity	0
of	of	pp-f	of	of	0
using	using	vvg	using	use	0
them	them	pno32	them	they	0
thus	thus	av	thus	thus	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
Obligations	Obligations	n2	Obligations	obligation	0
did	did	vdd	did	do	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
lay	lay	vvd	lay	lie	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Subject	Subject	j-jn	Subject	subject	0
?	?	?	?	?	1
Did	Did	vdd	Did	do	0
she	she	pns31	she	she	0
not	not	xx	not	not	0
,	,	,	,	,	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
Prostitute	Prostitute	vvb	Prostitute	prostitute	0
,	,	,	,	,	0
save	save	vvb	save	save	0
him	him	pno31	him	he	0
from	from	p-acp	from	from	0
being	being	vbg	being	be	0
Prosecu	Prosecu	n1	Prosecu	prosecu	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Popish	Popish	j	Popish	popish	0
Plot	Plot	n1	Plot	plot	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
being	being	vbg	being	be	0
Excluded	Excluded	vvn	Excluded	exclude	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Succession	Succession	n1	Succession	succession	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
?	?	?	?	?	1
Who	Who	q-crq	Who	who	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
Hot	Hot	j	Hight	hot	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
point	point	n1	point	point	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
behalf	behalf	n1	behalf	behalf	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
then	then	av	then	then	0
Prelates	Prelates	n2	Prelates	prelate	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Peers	Peers	n2	Peers	peer	0
,	,	,	,	,	0
and	and	cc	and	and	0
afterwards	afterwards	av	afterwards	afterward	0
from	from	p-acp	from	from	0
being	being	vbg	being	be	0
driven	driven	vvn	driven	drive	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
dom	dom	fw-la	dom	dom	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
late	late	j	late	late	0
Duke	Duke	n1	Duke	duke	0
of	of	pp-f	of	of	0
Monmouth	Monmouth	np1	Monmouth	Monmouth	0
?	?	?	?	?	0
yet	yet	av	yet	yet	0
all	all	d	all	all	0
those	those	d	those	those	0
Obli	Obli	fw-la	Obli	obli	0
∣	∣	sy	∣	∣	0
gations	gations	n2	gations	gation	0
were	were	vbdr	were	be	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
more	more	dc	more	more	0
value	value	n1	valve	value	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
than	than	cs	than	than	0
his	his	po31	his	his	0
Coro	Coro	np1	Coro	Coro	0
∣	∣	sy	∣	∣	0
nation-Oath	nation-Oath	n1	nation-Oath	nation-oath	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
violated	violated	vvn	violated	violate	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
least	least	ds	least	least	0
regret	regret	n1	regret	regret	0
,	,	,	,	,	0
and	and	cc	and	and	0
spared	spared	vvd	spared	spare	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
invade	invade	vvi	invade	invade	0
the	the	dt	the	the	0
Protestant	Protestant	n1	Protestant	protestant	0
Religion	Religion	n1	Religion	religion	0
in	in	p-acp	in	in	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
ral	ral	n1	ral	ral	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Liberties	Liberties	n2	Liberties	liberty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
in	in	p-acp	in	in	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
ticular	ticular	j	ticular	ticular	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
wicked	wicked	j	wicked	wicked	0
Traytors	Traytors	n2	Traitors	traitor	0
are	are	vbr	are	be	0
these	these	d	these	these	0
wretched	wretched	j	wretched	wretched	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
assist	assist	vvi	assist	assist	0
the	the	dt	the	the	0
Popish	Popish	j	Popish	popish	0
Party	Party	n1	Party	party	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
attempts	attempts	n2	attempts	attempt	0
to	to	pc-acp	to	to	0
pervert	pervert	vvi	pervert	pervert	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
that	that	cst	that	that	0
about	about	a-acp	about	about	0
in	in	p-acp	in	in	0
effect	effect	n1	effect	effect	0
which	which	r-crq	which	which	0
even	even	av	even	even	0
to	to	pc-acp	to	to	0
mention	mention	vvi	mention	mention	0
,	,	,	,	,	0
makes	makes	vvz	makes	make	0
every	every	d	every	every	0
Loyal	Loyal	j	Loyal	loyal	0
Subject	Subject	j-jn	Subject	subject	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majesties	Majesties	n2	Majesties	majesty	0
to	to	pc-acp	to	to	0
tremble	tremble	vvi	tremble	tremble	0
?	?	?	?	?	1
For	For	p-acp	For	for	0
certainly	certainly	av-j	certainly	certain	0
had	had	vhd	had	have	0
these	these	d	these	these	0
Conspirators	Conspirators	n2	Conspirators	conspirator	0
been	been	vbi	been	be	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
avowed	avowed	vvn	avowed	avow	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
Person	Person	n1	Person	person	0
and	and	cc	and	and	0
Go	Go	vvb	Go	go	0
∣	∣	sy	∣	∣	0
vernment	vernment	n1	vernment	vernment	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
danger	danger	n1	danger	danger	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
undertaken	undertaken	vvn	undertaken	undertake	0
this	this	d	this	this	0
Horrid	Horrid	j	Horrid	horrid	0
Design	Design	n1	Design	design	0
,	,	,	,	,	0
are	are	vbr	are	be	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
lye	lye	vvi	lie	lie	0
under	under	p-acp	under	under	0
no	no	dx	no	no	0
Temptations	Temptations	n2	Temptations	temptation	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
;	;	;	;	;	0
Men	Men	n2	Men	man	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
secure	secure	j	secure	secure	0
;	;	;	;	;	0
that	that	cst	that	that	0
these	these	d	these	these	0
,	,	,	,	,	0
now	now	av	now	now	0
the	the	dt	the	the	0
Mystery	Mystery	n1	Mystery	mystery	0
of	of	pp-f	of	of	0
Iniquity	Iniquity	n1	Iniquity	iniquity	0
is	is	vbz	is	be	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
vealed	vealed	vvn	vealed	veal	0
,	,	,	,	,	0
are	are	vbr	are	be	0
found	found	vvn	found	find	0
Men	Men	n2	Men	man	0
obliged	obliged	vvn	obliged	oblige	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
the	the	dt	the	the	0
Sacred	Sacred	j	Sacred	sacred	0
Ties	Ties	n2	Ties	tie	0
of	of	pp-f	of	of	0
Malice	Malice	n1	Malice	malice	0
and	and	cc	and	and	0
Ambition	Ambition	n1	Ambition	ambition	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
assist	assist	vvi	assist	assist	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
advancing	advancing	vvg	advancing	advance	0
your	your	po22	your	your	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
jesties	jesties	ng1	jesties	jesties	0
Ruin	Ruin	n1	Ruin	ruin	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Ruin	Ruin	n1	Ruin	ruin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
three	three	crd	three	three	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
;	;	;	;	;	0
and	and	cc	and	and	0
much	much	d	much	much	0
better	better	jc	better	better	0
qualified	qualified	vvn	qualified	qualify	0
than	than	cs	than	than	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
Good	Good	j	Good	good	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
Men	Men	n2	Men	man	0
;	;	;	;	;	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
Preachers	Preachers	n2	Preachers	preacher	0
of	of	pp-f	of	of	0
Passive	Passive	j	Passive	passive	0
