YOur	YOur	po22	YOur	your	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
present	present	j	present	present	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
prehensions	prehensions	n2	prehensions	prehension	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
resolve	resolve	vvi	resolve	resolve	0
never	never	av-x	never	never	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wiser	wiser	jc	wiser	wise	0
:	:	:	:	:	0
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
meetest	meetest	vv2	meetest	meet	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
strange	strange	j	strange	strange	0
,	,	,	,	,	0
different	different	j	different	different	0
,	,	,	,	,	0
or	or	cc	or	or	0
opposite	opposite	j-jn	opposite	opposite	0
notion	notion	n1	notion	notion	0
to	to	p-acp	to	to	0
thine	thine	po21	thine	thy	0
own	own	d	own	own	0
,	,	,	,	,	0
consider	consider	vvb	consider	consider	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
either	either	av-d	either	either	0
true	true	j	true	true	0
,	,	,	,	,	0
or	or	cc	or	or	0
false	false	j	false	false	0
:	:	:	:	:	0
If	If	cs	If	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
true	true	j	true	true	0
,	,	,	,	,	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
danger	danger	n1	danger	danger	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
thing	thing	n1	thing	thing	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
refuse	refuse	vvi	refuse	refuse	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
embrace	embrace	vvi	embrace	embrace	0
a	a	dt	a	a	0
lie	lie	n1	lie	lie	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
no	no	dx	no	no	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
happy	happy	j	happy	happy	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
If	If	cs	If	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
false	false	j	false	false	0
,	,	,	,	,	0
do	do	vdb	do	do	0
but	but	p-acp	but	but	0
throughly	throughly	av-j	thoroughly	thorough	0
examine	examine	vvi	examine	examine	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
find	find	vvi	find	find	0
the	the	dt	the	the	0
falshood	falshood	n1	falsehood	falsehood	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
confirmation	confirmation	n1	confirmation	confirmation	0
and	and	cc	and	and	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
largement	largement	n1	largement	largement	0
to	to	p-acp	to	to	0
truth	truth	n1	truth	truth	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
mind	mind	n1	mind	mind	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
turn	turn	vvb	turn	turn	0
not	not	xx	not	not	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
reject	reject	vvi	reject	reject	0
it	it	pn31	it	it	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
search	search	vvb	search	search	0
it	it	pn31	it	it	0
and	and	cc	and	and	0
subdue	subdue	vvi	subdue	subdue	0
it	it	pn31	it	it	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
no	no	dx	no	no	0
lie	lie	n1	lie	lie	0
can	can	vmb	can	can	0
long	long	av-j	long	long	0
stand	stand	vvi	stand	stand	0
out	out	av	out	out	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
a	a	dt	a	a	0
true	true	j	true	true	0
mind	mind	n1	mind	mind	0
:	:	:	:	:	0
If	If	cs	If	if	0
an	an	dt	and	a	0
errour	errour	n1	error	error	0
have	have	vhb	have	have	0
gotten	gotten	vvn	got	get	0
some	some	d	some	some	0
shew	shew	n1	show	show	0
of	of	pp-f	of	of	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
or	or	cc	or	or	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cover	cover	vvi	cover	cover	0
it	it	pn31	it	it	0
;	;	;	;	;	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
just	just	j	just	just	0
mind	mind	n1	mind	mind	0
searched	searched	vvn	searched	search	0
and	and	cc	and	and	0
tried	tried	vvn	tried	try	0
;	;	;	;	;	0
that	that	d	that	that	0
reason	reason	n1	reason	reason	0
and	and	cc	and	and	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
will	will	vmb	will	will	0
come	come	vvi	come	come	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
just	just	j	just	just	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
lie	lie	n1	lie	lie	0
naked	naked	j	naked	naked	0
and	and	cc	and	and	0
destitute	destitute	j	destitute	destitute	0
;	;	;	;	;	0
such	such	d	such	such	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
quests	quests	n2	quests	quest	0
are	are	vbr	are	be	0
very	very	av	very	very	0
much	much	av-d	much	much	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
advantage	advantage	n1	advantage	advantage	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
The	The	dt	The	the	0
experience	experience	n1	experience	experience	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
makes	makes	vvz	makes	make	0
me	me	pno11	me	i	0
love	love	vvi	love	love	0
the	the	dt	the	the	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
opposition	opposition	n1	opposition	opposition	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
delight	delight	vvi	delight	delight	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
,	,	,	,	,	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
trary	trary	j-jn	trary	trary	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
judgement	judgement	n1	judgement	judgement	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
I	I	pns11	I	i	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
stantly	stantly	av-j	stantly	stant	0
find	find	vvb	find	find	0
,	,	,	,	,	0
that	that	cst	that	that	0
things	things	n2	things	thing	0
said	said	vvd	said	say	0
and	and	cc	and	and	0
done	done	vdn	done	do	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
do	do	vdb	do	do	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
mised	mised	vvn	mised	miss	0
his	his	po31	his	his	0
Disciples	Disciples	n2	Disciples	disciple	0
:	:	:	:	:	0
It	It	pn31	It	it	0
shall	shall	vmb	shall	shall	0
turn	turn	vvi	turn	turn	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
testimony	testimony	n1	testimony	testimony	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
and	and	cc	and	and	0
feel	feel	vvi	feel	feel	0
that	that	d	that	that	0
sore	sore	j	soar	sore	0
travel	travel	n1	travel	travel	0
is	is	vbz	is	be	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
;	;	;	;	;	0
pangs	pangs	n2	pangs	pang	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
hold	hold	n1	hold	hold	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
born	born	vvn	born	bear	0
again	again	av	again	again	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
new	new	j	new	new	0
state	state	n1	state	state	0
and	and	cc	and	and	0
life	life	n1	life	life	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
large	large	j	large	large	0
,	,	,	,	,	0
merciful	merciful	j	merciful	merciful	0
,	,	,	,	,	0
and	and	cc	and	and	0
heavenly	heavenly	j	heavenly	heavenly	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
lived	lived	vvn	lived	live	0
and	and	cc	and	and	0
acted	acted	vvn	acted	act	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
that	that	d	that	that	0
,	,	,	,	,	0
I	I	pns11	I	i	0
labour	labour	vvb	labour	labour	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
:	:	:	:	:	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
could	could	vmd	could	can	0
once	once	a-acp	once	once	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
this	this	d	this	this	0
design	design	n1	design	design	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
present	present	j	present	present	0
afflicting	afflicting	vvg	afflicting	afflict	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
:	:	:	:	:	0
That	That	cst	That	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
upbraid	upbraid	vvi	upbraid	upbraid	0
,	,	,	,	,	0
much	much	av-d	much	much	0
less	less	av-dc	less	less	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
,	,	,	,	,	0
the	the	dt	the	the	0
Party	Party	n1	Party	party	0
or	or	cc	or	or	0
your	your	po22	your	your	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
or	or	cc	or	or	0
others	others	n2-jn	others	other	0
personal	personal	j	personal	personal	0
sins	sins	n2	sins	sin	0
;	;	;	;	;	0
no	no	uh-dx	no	no	0
,	,	,	,	,	0
he	he	pns31	he	he	0
pitties	pitties	vvz	pities	pity	0
and	and	cc	and	and	0
forgives	forgives	vvz	forgives	forgive	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
carnal	carnal	j	carnal	carnal	0
and	and	cc	and	and	0
cor	cor	fw-la	cor	cor	0
∣	∣	sy	∣	∣	0
rupt	rupt	j	rupt	rupt	0
state	state	n1	state	state	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
war	war	n1	war	war	0
,	,	,	,	,	0
enmity	enmity	n1	enmity	enmity	0
,	,	,	,	,	0
and	and	cc	and	and	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
stroying	stroying	vvg	stroying	stroy	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
accursed	accursed	vvn	accursed	accurse	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
could	could	vmd	could	can	0
but	but	cc-acp	but	but	0
discern	discern	vvi	discern	discern	0
this	this	d	this	this	0
;	;	;	;	;	0
and	and	cc	and	and	0
turn	turn	vvb	turn	turn	0
▪	▪	▪	▪	▪	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
that	that	cst	that	that	0
fleshly	fleshly	j	fleshly	fleshly	0
,	,	,	,	,	0
corrupted	corrupted	j-vvn	corrupted	corrupt	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
perished	perished	vvd	perished	perish	0
state	state	n1	state	state	0
;	;	;	;	;	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
quick	quick	j	quick	quick	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
find	find	vvb	find	find	0
ease	ease	n1	ease	ease	0
,	,	,	,	,	0
rest	rest	n1	rest	rest	0
and	and	cc	and	and	0
safety	safety	n1	safety	safety	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
;	;	;	;	;	0
and	and	cc	and	and	0
escape	escape	vvb	escape	escape	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
guilt	guilt	n1	guilt	guilt	0
and	and	cc	and	and	0
curse	curse	n1	curse	curse	0
that	that	cst	that	that	0
yet	yet	av	yet	yet	0
sorely	sorely	av-j	sorely	sore	0
afflicts	afflicts	vvz	afflicts	afflict	0
you	you	pn22	you	you	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
intent	intent	n1	intent	intent	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
you	you	pn22	you	you	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
way	way	n1	way	way	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
former	former	j	former	former	0
ministry	ministry	n1	ministry	ministry	0
is	is	vbz	is	be	0
finished	finished	vvn	finished	finish	0
,	,	,	,	,	0
that	that	cst	that	that	0
state	state	n1	state	state	0
is	is	vbz	is	be	0
perish	perish	j	perish	perish	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
;	;	;	;	;	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
new	new	j	new	new	0
one	one	pi	one	one	0
:	:	:	:	:	0
Read	Read	vvb	Read	read	0
diligently	diligently	av-j	diligently	diligent	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
,	,	,	,	,	0
here	here	av	here	here	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
entrance	entrance	n1	entrance	entrance	0
into	into	p-acp	into	into	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
fail	fail	vvi	fail	fail	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
prejudices	prejudices	n2	prejudices	prejudice	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
me	me	pno11	me	i	0
;	;	;	;	;	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
weak	weak	j	weak	weak	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
write	write	vvb	write	write	0
;	;	;	;	;	0
both	both	d	both	both	0
may	may	vmb	may	may	0
disad	disad	j	disad	disad	0
∣	∣	sy	∣	∣	0
vantage	vantage	n1	vantage	vantage	0
my	my	po11	my	my	0
work	work	n1	work	work	0
:	:	:	:	:	0
I	I	pns11	I	i	0
leave	leave	vvb	leave	leave	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
hearts	hearts	n2	hearts	heart	0
and	and	cc	and	and	0
spirits	spirits	n2	spirits	spirit	0
:	:	:	:	:	0
The	The	dt	The	the	0
things	things	n2	things	thing	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
,	,	,	,	,	0
are	are	vbr	are	be	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
just	just	av	just	just	0
;	;	;	;	;	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
just	just	j	just	just	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
publish	publish	vvi	publish	publish	0
them	them	pno32	them	they	0
▪	▪	▪	▪	▪	0
The	The	dt	The	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
and	and	cc	and	and	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
led	led	vvd	led	lead	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
upheld	upheld	vvd	upheld	uphold	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
satisfied	satisfied	vvn	satisfied	satisfy	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
self	self	n1	self	self	0
:	:	:	:	:	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
righteousness	righteousness	n1	righteousness	righteousness	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
faithful	faithful	j	faithful	faithful	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
live	live	vvb	live	live	0
and	and	cc	and	and	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	1
