BEcause	BEcause	c-acp	BEcause	because	0
menstruous	menstruous	j	menstruous	menstruous	0
cloathe	cloathe	n1	cloth	cloth	0
.	.	.	.	.	1
They	They	pns32	They	they	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
what	what	q-crq	what	what	0
wisedome	wisedome	n1	wisdom	wisdom	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
sayeth	sayeth	vvz	sayeth	say	0
God	God	n1	God	god	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Prophete	Prophete	n1	Prophet	prophet	0
Ieremie	Ieremie	np1	Ieremie	Jeremy	0
?	?	?	?	?	1
They	They	pns32	They	they	0
talke	talke	vvb	talk	talk	0
of	of	pp-f	of	of	0
obedi	obedi	n1	obedi	obedi	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
and	and	cc	and	and	0
concord	concord	n1	concord	concord	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
obedience	obedience	n1	obedience	obedience	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
concorde	concorde	n1	concord	concord	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
desired	desired	vvn	desired	desire	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
where	where	c-crq	where	where	0
Gods	Gods	ng1	Gods	god	0
glorie	glorie	n1	glory	glory	0
and	and	cc	and	and	0
veritie	veritie	n1	verity	verity	0
is	is	vbz	is	be	0
preferred	preferred	vvn	preferred	prefer	0
.	.	.	.	.	1
Else	Else	av	Else	else	0
better	better	av-jc	better	better	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
all	all	d	all	all	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
to	to	pc-acp	to	to	0
runne	runne	vvi	run	run	0
in	in	p-acp	in	in	0
hurlie	hurlie	n1	hurly	hurly	0
burlie	burlie	n1	burly	burly	0
,	,	,	,	,	0
and	and	cc	and	and	0
heauen	heauen	n1	heaven	heaven	0
and	and	cc	and	and	0
earth	earth	n1	earth	earth	0
to	to	pc-acp	to	to	0
shake	shake	vvi	shake	shake	0
,	,	,	,	,	0
then	then	cs	then	than	0
one	one	crd	one	one	0
iote	iote	n1	jot	jot	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
glorie	glorie	n1	glory	glory	0
should	should	vmd	should	shall	0
decay	decay	vvi	decay	decay	0
,	,	,	,	,	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
vs	vs	pno12	us	we	0
lyeth	lyeth	vvz	lies	lie	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
haue	haue	vhb	have	have	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
lawes	lawes	n2	laws	law	0
and	and	cc	and	and	0
proclamations	proclamations	n2	proclamations	proclamation	0
to	to	pc-acp	to	to	0
roote	roote	vvi	root	root	0
out	out	av	out	out	0
all	all	d	all	all	0
monumentes	monumentes	n2	monuments	monument	0
of	of	pp-f	of	of	0
superstition	superstition	n1	superstition	superstition	0
and	and	cc	and	and	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
wordes	wordes	n2	words	word	0
are	are	vbr	are	be	0
contrarie	contrarie	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
doings	doings	n2-vdg	doings	do	0
.	.	.	.	.	1
They	They	pns32	They	they	0
repent	repent	vvb	repent	repent	0
the	the	dt	the	the	0
reformatiō	reformatiō	n1	reformation	reformation	0
proclai	proclai	n1	proclai	proclai	0
∣	∣	sy	∣	∣	0
med	med	fw-mi	med	med	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
Israelites	Israelites	np2	Israelites	Israelite	0
.	.	.	.	.	1
They	They	pns32	They	they	0
buylde	buylde	vvi	build	build	0
agayne	agayne	av	again	again	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
once	once	a-acp	once	once	0
destroyed	destroyed	vvd	destroyed	destroy	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
do	do	n1	doe	do	0
they	they	pns32	they	they	0
openly	openly	av-j	openly	open	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
may	may	vmb	may	may	0
wonder	wonder	vvi	wonder	wonder	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
follie	follie	n1	folly	folly	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
secretly	secretly	av-jn	secretly	secret	0
,	,	,	,	,	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
one	one	crd	one	one	0
day	day	n1	day	day	0
haue	haue	vhb	have	have	0
declared	declared	vvn	declared	declare	0
openly	openly	av-j	openly	open	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
doctrine	doctrine	n1	doctrine	doctrine	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
professe	professe	vvb	profess	profess	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
uill	uill	vmb	vill	vill	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
already	already	av	already	already	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
doinges	doinges	n2-vdg	doings	do	0
.	.	.	.	.	1
Their	Their	po32	Their	their	0
iudgement	iudgement	n1	judgement	judgement	0
hasteth	hasteth	vvz	hastes	haste	0
,	,	,	,	,	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
causes	causes	n2	causes	cause	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
secute	secute	vvi	secute	secute	0
Gods	Gods	ng1	Gods	god	0
true	true	j	true	true	0
Preachers	Preachers	n2	Preachers	preacher	0
.	.	.	.	.	1
Wherfore	Wherfore	q-crq	Wherefore	wherefore	0
let	let	vvb	let	let	0
vs	vs	pno12	us	we	0
not	not	xx	not	not	0
feare	feare	vvi	fear	fear	0
their	their	po32	their	their	0
threateninges	threateninges	n2-vvg	threatenings	threatening	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
can	can	vmb	can	can	0
none	none	pix	none	none	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
secute	secute	vvb	secute	secute	0
vs	vs	pno12	us	we	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
trashe	trashe	n1	trash	trash	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
neyther	neyther	dx	neither	neither	0
whot	whot	j	hot	hot	0
nor	nor	ccx	nor	nor	0
colde	colde	j-jn	cold	cold	0
;	;	;	;	;	0
and	and	cc	and	and	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
vomited	vomited	vvn	vomited	vomit	0
out	out	av	out	out	0
,	,	,	,	,	0
vnlesse	vnlesse	cs	unless	unless	0
their	their	po32	their	their	0
zeale	zeale	n1	zeal	zeal	0
increase	increase	vvi	increase	increase	0
,	,	,	,	,	0
or	or	cc	or	or	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
Athe	Athe	pp-f|dt	Athe	of|the	0
∣	∣	sy	∣	∣	0
istes	istes	fw-fr	istes	istes	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
god	god	n1	god	god	0
before	before	p-acp	before	before	0
their	their	po32	their	their	0
eies	eies	n2	eyes	eye	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
their	their	po32	their	their	0
god	god	n1	god	god	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
belly	belly	n1	belly	belly	0
.	.	.	.	.	1
And	And	cc	And	and	0
those	those	d	those	those	0
are	are	vbr	are	be	0
worldpleasers	worldpleasers	n2	worldpleasers	worldpleaser	0
,	,	,	,	,	0
or	or	cc	or	or	0
open	open	j	open	open	0
Papistes	Papistes	njp2	Papists	papist	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
vp	vp	a-acp	up	up	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
probate	probate	vvi	probate	probate	0
sense	sense	n1	sense	sense	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
thus	thus	av	thus	thus	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
gods	gods	n2	gods	god	0
roddes	roddes	n2	rods	rod	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
bin	bin	vbn	been	be	0
no	no	dx	no	no	0
more	more	dc	more	more	0
zealous	zealous	j	zealous	zealous	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
carefull	carefull	j	careful	careful	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
his	his	po31	his	his	0
glorie	glorie	n1	glory	glory	0
.	.	.	.	.	1
That	That	cst	That	that	0
wolfe	wolfe	n1	wolf	wolf	0
winche	winche	vvi	winch	winch	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
,	,	,	,	,	0
&	&	cc	&	and	0
his	his	po31	his	his	0
butcher	butcher	n1	butcher	butcher	0
Boner	Boner	np1	Boner	Boner	0
fought	fought	vvd	fought	fight	0
once	once	a-acp	once	once	0
against	against	p-acp	against	against	0
vs.	vs.	pno12	us	we	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
groundes	groundes	n2	grounds	ground	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
geare	geare	n1	gear	gear	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
loe	loe	uh	lo	lo	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
within	within	p-acp	within	within	0
two	two	crd	two	two	0
or	or	cc	or	or	0
three	three	crd	three	three	0
yeeres	yeeres	n2	years	year	0
ouerthrew	ouerthrew	vvd	overthrew	overthrow	0
them	them	pno32	them	they	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
vs	vs	pno12	us	we	0
courage	courage	n1	courage	courage	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
forwarde	forwarde	av-j	forward	forward	0
.	.	.	.	.	1
We	We	pns12	We	we	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
slacke	slacke	vvi	slack	slack	0
and	and	cc	and	and	0
negligent	negligent	j	negligent	negligent	0
:	:	:	:	:	0
That	That	cst	That	that	0
monster	monster	n1	monster	monster	0
remayneth	remayneth	vvz	remaineth	remain	0
&	&	cc	&	and	0
is	is	vbz	is	be	0
fedde	fedde	vvn	fed	feed	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Papistes	Papistes	njp2	Papists	papist	0
saye	saye	vvb	say	say	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
sakes	sakes	n2	sakes	sake	0
.	.	.	.	.	1
And	And	cc	And	and	0
we	we	pns12	we	we	0
graunt	graunt	vvb	grant	grant	0
that	that	cst	that	that	0
his	his	po31	his	his	0
paūche	paūche	n1	paunch	paunch	0
is	is	vbz	is	be	0
fedde	fedde	vvn	fed	feed	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
secrete	secrete	j-jn	secret	secret	0
purpose	purpose	n1	purpose	purpose	0
.	.	.	.	.	1
We	We	pns12	We	we	0
do	do	vdb	do	do	0
crye	crye	vvi	cry	cry	0
,	,	,	,	,	0
kill	kill	vvb	kill	kill	0
this	this	d	this	this	0
traytour	traytour	n1	traitor	traitor	0
,	,	,	,	,	0
enemie	enemie	n1	enemy	enemy	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Crowne	Crowne	n1	Crown	crown	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
god	god	n1	god	god	0
&	&	cc	&	and	0
man	man	n1	man	man	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
burned	burned	vvd	burned	burn	0
Gods	Gods	npg1	Gods	God	0
holy	holy	j	holy	holy	0
Testament	Testament	n1	Testament	testament	0
,	,	,	,	,	0
and	and	cc	and	and	0
murthered	murthered	vvn	murdered	murder	0
his	his	po31	his	his	0
Saintes	Saintes	n2	Saints	saint	0
and	and	cc	and	and	0
seruauntes	seruauntes	n2	servants	servant	0
.	.	.	.	.	1
We	We	pns12	We	we	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
and	and	cc	and	and	0
man	man	n1	man	man	0
for	for	p-acp	for	for	0
vs.	vs.	pno12	us	we	0
We	We	pns12	We	we	0
are	are	vbr	are	be	0
answered	answered	vvn	answered	answer	0
.	.	.	.	.	1
Nay	Nay	uh-x	Nay	nay	0
your	your	po22	your	your	0
sel	sel	vvd	sell	fall	0
∣	∣	sy	∣	∣	0
ues	ues	vvz	ues	ue	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
compelled	compelled	vvn	compelled	compel	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
your	your	po22	your	your	0
cloathe	cloathe	n1	cloth	cloth	0
,	,	,	,	,	0
your	your	po22	your	your	0
coates	coates	n2	coats	coat	0
and	and	cc	and	and	0
cappes	cappes	n2	caps	cap	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
get	get	vvi	get	get	0
you	you	pn22	you	you	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
liuerie	liuerie	n1	livery	livery	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
like	like	av-j	like	like	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
garmentes	garmentes	n2	garments	garment	0
.	.	.	.	.	1
O	O	sy	O	o	0
Elias	Elias	np1	Elias	Elias	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
haddest	haddest	vhd2	hadst	have	0
liued	liued	vvn	lived	live	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
thy	thy	po21	thy	thy	0
spirit	spirit	n1	spirit	spirit	0
were	were	vbdr	were	be	0
amongst	amongst	p-acp	among	among	0
vs.	vs.	pno12	us	we	0
The	The	dt	The	the	0
Papistes	Papistes	njp2	Papists	papist	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
countreys	countreys	ng2	countries'	country	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
assemblies	assemblies	n2	assemblies	assembly	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
whotte	whotte	j	hot	hot	0
gospellers	gospellers	n2	gospelers	gospeler	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
now	now	av	now	now	0
be	be	vbi	be	be	0
dryuen	dryuen	vvn	driven	drive	0
to	to	pc-acp	to	to	0
weare	weare	vvi	wear	wear	0
their	their	po32	their	their	0
attyres	attyres	n2	attires	attire	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
vs	vs	pno12	us	we	0
neuer	neuer	av	never	never	0
giue	giue	vvi	give	give	0
them	them	pno32	them	they	0
any	any	d	any	any	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
ioye	ioye	n1	joy	joy	0
,	,	,	,	,	0
though	though	cs	though	though	0
we	we	pns12	we	we	0
shuld	shuld	vmd	should	shall	0
dye	dye	vvi	die	dye	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Moyses	Moyses	np1	Moyses	Moses	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
yeelde	yeelde	vvi	yield	yield	0
a	a	dt	a	a	0
hoofe	hoofe	n1	hoof	hoof	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
beast	beast	n1	beast	beast	0
in	in	p-acp	in	in	0
Gods	Gods	npg1	Gods	God	0
busines	busines	n1	business	business	0
.	.	.	.	.	1
He	He	pns31	He	he	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
leaue	leaue	vvi	leave	leave	0
a	a	dt	a	a	0
loupe	loupe	n1	loupe	loupe	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Curtayne	Curtayne	n1	Curtain	curtain	0
vnmade	vnmade	vvn	unmade	unmake	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
buttō	buttō	n1	button	button	0
or	or	cc	or	or	0
a	a	dt	a	a	0
claspe	claspe	vvb	clasp	clasp	0
more	more	dc	more	more	0
or	or	cc	or	or	0
lesse	lesse	av-dc	less	less	0
.	.	.	.	.	1
Eleazar	Eleazar	np1	Eleazar	Eleazar	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
dissemble	dissemble	vvi	dissemble	dissemble	0
by	by	p-acp	by	by	0
ea	ea	fw-la	ea	ea	0
∣	∣	sy	∣	∣	0
ting	ting	n1	ting	thing	0
of	of	pp-f	of	of	0
vnlawfull	vnlawfull	j	unlawful	unlawful	0
meates	meates	n2	meats	meat	0
.	.	.	.	.	1
The	The	dt	The	the	0
faithful	faithful	j	faithful	faithful	0
Israelites	Israelites	np1	Israelites	Israelites	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
receyue	receyue	vvi	receive	receive	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
Iuey	Iuey	zz	Iuey	iuey	0
bushe	bushe	n1	bush	bush	0
.	.	.	.	.	1
Cō	Cō	fw-mi	Cō	cō	0
∣	∣	sy	∣	∣	0
trariewise	trariewise	av	trariewise	trariewise	0
,	,	,	,	,	0
Origen	Origen	np1	Origen	Origen	0
carrying	carrying	vvg	carrying	carry	0
a	a	dt	a	a	0
braunche	braunche	n1	branch	branch	0
,	,	,	,	,	0
and	and	cc	and	and	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fessing	fessing	vvg	fessing	fess	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
bare	bare	vvd	bore	bear	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
Christe	Christe	np1	Christe	Christe	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
firste	firste	ord	firste	first	0
,	,	,	,	,	0
was	was	vbds	was	be	0
compelled	compelled	vvn	compelled	compel	0
afterwards	afterwards	av	afterwards	afterward	0
to	to	p-acp	to	to	0
open	open	j	open	open	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
:	:	:	:	:	0
So	So	av	So	so	0
cur	cur	n1	cur	cur	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
any	any	d	any	any	0
place	place	n1	place	place	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
.	.	.	.	.	1
All	All	av-d	All	all	0
the	the	dt	the	the	0
Papistes	Papistes	njp2	Papists	papist	0
that	that	cst	that	that	0
say	say	vvb	say	say	0
,	,	,	,	,	0
they	they	pns32	they	they	0
worship	worship	vvb	worship	worship	0
Christe	Christe	np1	Christe	Christe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
crosse	crosse	n1	cross	cross	0
and	and	cc	and	and	0
God	God	n1	God	god	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sacrament	Sacrament	n1	Sacrament	sacrament	0
,	,	,	,	,	0
doo	doo	vdi	do	do	0
still	still	av	still	still	0
vnder	vnder	p-acp	under	under	0
these	these	d	these	these	0
wordes	wordes	n2	words	word	0
continewe	continewe	vvi	continue	continue	0
in	in	p-acp	in	in	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
.	.	.	.	.	1
Beware	Beware	vvb	Beware	beware	0
of	of	pp-f	of	of	0
deceytfull	deceytfull	j	deceitful	deceitful	0
wordes	wordes	n2	words	word	0
that	that	cst	that	that	0
couer	couer	vvb	cover	cover	0
wicked	wicked	j	wicked	wicked	0
purposes	purposes	n2	purposes	purpose	0
to	to	pc-acp	to	to	0
drawe	drawe	vvi	draw	draw	0
vs	vs	pno12	us	we	0
from	from	p-acp	from	from	0
Christian	Christian	np1	Christian	Christian	0
simplicitie	simplicitie	n1	simplicity	simplicity	0
.	.	.	.	.	1
And	And	cc	And	and	0
let	let	vvb	let	let	0
vs	vs	pno12	us	we	0
stande	stande	vvi	stand	stand	0
constantly	constantly	av-j	constantly	constant	0
agaynst	agaynst	p-acp	against	against	0
all	all	d	all	all	0
abuses	abuses	n2	abuses	abuse	0
:	:	:	:	:	0
repent	repent	vvb	repent	repent	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
former	former	j	former	former	0
coldnes	coldnes	n1	coldness	coldness	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
call	call	vvb	call	call	0
for	for	p-acp	for	for	0
helpe	helpe	n1	help	help	0
from	from	p-acp	from	from	0
aboue	aboue	a-acp	above	above	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
arme	arme	n1	arm	arm	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lorde	Lorde	n1	Lord	lord	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
shortned	shortned	vvn	shortened	shorten	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
are	are	vbr	are	be	0
assured	assured	vvn	assured	assure	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
seeke	seeke	vvb	seek	seek	0
Gods	Gods	ng1	Gods	god	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
aduersaries	aduersaries	n2	adversaries	adversary	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
see	see	vvi	see	see	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
thing	thing	n1	thing	thing	0
whiche	whiche	r-crq	which	which	0
they	they	pns32	they	they	0
seeke	seeke	vvb	seek	seek	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
Gods	Gods	npg1	Gods	God	0
glory	glory	n1	glory	glory	0
:	:	:	:	:	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
Papistes	Papistes	njp2	Papists	papist	0
the	the	pno32	thee	they	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
do	do	vdb	do	do	0
so	so	av	so	so	0
desire	desire	vvi	desire	desire	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
most	most	av-ds	most	most	0
hate	hate	vvb	hate	hate	0
,	,	,	,	,	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
safe	safe	j	safe	safe	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vnder	vnder	p-acp	under	under	0
their	their	po32	their	their	0
garmentes	garmentes	n2	garments	garment	0
.	.	.	.	.	1
We	We	pns12	We	we	0
are	are	vbr	are	be	0
assured	assured	vvn	assured	assure	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
seeke	seeke	vvb	seek	seek	0
Gods	Gods	ng1	Gods	god	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
wee	wee	pns12	we	we	0
followe	followe	vvb	follow	follow	0
Christe	Christe	np1	Christe	Christe	0
,	,	,	,	,	0
his	his	po31	his	his	0
Apostles	Apostles	n2	Apostles	apostle	0
and	and	cc	and	and	0
Prophetes	Prophetes	n2	Prophets	prophet	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
euer	euer	av	ever	ever	0
dispised	dispised	vvd	despised	despise	0
these	these	d	these	these	0
Pharisaicall	Pharisaicall	j	Pharisaical	pharisaical	0
outward	outward	j	outward	outward	0
faces	faces	n2	faces	face	0
and	and	cc	and	and	0
visardes	visardes	n2	visards	visard	0
.	.	.	.	.	1
Christe	Christe	np1	Christe	Christe	0
Mat.	Mat.	np1	Mat.	Mat	0
15.	15.	crd	15.	15.	0
findeth	findeth	vvz	finds	find	0
faulte	faulte	n1	fault	fault	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
garments	garments	n2	garments	garment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pharisees	Pharisees	np2	Pharisees	Pharisee	0
.	.	.	.	.	1
Paul	Paul	np1	Paul	Paul	0
counteth	counteth	vvz	counteth	count	0
all	all	d	all	all	0
his	his	po31	his	his	0
Pharisaicall	Pharisaicall	j	Pharisaical	pharisaical	0
shewe	shewe	n1	show	show	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
dounge	dounge	j	dounge	dounge	0
.	.	.	.	.	1
Zacharie	Zacharie	np1	Zacharie	Zacharie	0
sayeth	sayeth	vvz	sayeth	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
false	false	j	false	false	0
Prophete	Prophete	n1	Prophet	prophet	0
