Christian	Christian	np1	Christian	Christian	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
History	History	n1	History	history	0
)	)	)	)	)	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
how	how	c-crq	how	how	0
suf	suf	j-jn	suf	suf	0
∣	∣	sy	∣	∣	0
ficiently	ficiently	av-j	ficiently	ficient	0
they	they	pns32	they	they	0
stand	stand	vvb	stand	stand	0
confuted	confuted	vvn	confuted	confute	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
own	own	d	own	own	0
and	and	cc	and	and	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
Writings	Writings	n2-vvg	Writings	write	0
long	long	j	long	long	0
ago	ago	av	ago	ago	0
.	.	.	.	.	0
)	)	)	)	)	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Author	Author	n1	Author	author	0
hath	hath	vhz	hath	have	0
dealt	dealt	vvn	dealt	deal	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
more	more	av-dc	more	more	0
particularly	particularly	av-jn	particularly	particular	0
,	,	,	,	,	0
and	and	cc	and	and	0
answered	answered	vvd	answered	answer	0
his	his	po31	his	his	0
Arguments	Arguments	n2	Arguments	argument	0
sa	sa	fw-fr	sa	sa	0
∣	∣	sy	∣	∣	0
tisfactorily	tisfactorily	av-j	tisfactorily	tisfactory	0
,	,	,	,	,	0
and	and	cc	and	and	0
search'd	search'd	vvn	searched	search	0
into	into	p-acp	into	into	0
those	those	d	those	those	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
tended	tended	vvd	tended	tend	0
Antiquities	Antiquities	n2	Antiquities	antiquity	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
done	done	vdn	done	do	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
passed	passed	vvn	passed	pass	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
same	same	d	same	same	0
also	also	av	also	also	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
full	full	j	full	full	0
Confutation	Confutation	n1	Confutation	confutation	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
so	so	av	so	so	0
sad	sad	j	sad	sad	0
a	a	dt	a	a	0
Case	Case	n1	Case	case	0
,	,	,	,	,	0
that	that	cst	that	that	0
after	after	p-acp	after	after	0
all	all	d	all	all	0
our	our	po12	our	our	0
dreadful	dreadful	j	dreadful	dreadful	0
Warn	Warn	vvb	Warn	warn	0
∣	∣	sy	∣	∣	0
ings	ings	n1	ings	ings	0
,	,	,	,	,	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
still	still	av	still	still	0
be	be	vbi	be	be	0
haunted	haunted	vvn	haunted	haunt	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
unquiet	unquiet	j	unquiet	unquiet	0
Spirit	Spirit	n1	Spirit	spirit	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
exorcised	exorcised	vvn	exorcised	exorcise	0
or	or	cc	or	or	0
laid	laid	vvn	laid	lay	0
so	so	av	so	so	0
oft	oft	av	oft	oft	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
under	under	p-acp	under	under	0
all	all	d	all	all	0
our	our	po12	our	our	0
other	other	j-jn	other	other	0
Trials	Trials	n2	Trials	trial	0
,	,	,	,	,	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
addition	addition	n1	addition	addition	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
vexatious	vexatious	j	vexatious	vexatious	0
dividing	dividing	n-vvg	dividing	divide	0
Wranglings	Wranglings	n2-vvg	Wranglings	wrangle	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
turn	turn	vvi	turn	turn	0
mens	mens	ng2	men's	man	0
hearts	hearts	n2	hearts	heart	0
against	against	p-acp	against	against	0
each	each	d	each	each	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
owe	owe	vvb	owe	owe	0
the	the	dt	the	the	0
more	more	dc	more	more	0
thanks	thanks	n2	thanks	thank	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
bring	bring	vvi	bring	bring	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
so	so	av	so	so	0
much	much	d	much	much	0
water	water	n1	water	water	0
to	to	pc-acp	to	to	0
quench	quench	vvi	quench	quench	0
these	these	d	these	these	0
flames	flames	n2	flames	flame	0
:	:	:	:	:	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
time	time	n1	time	time	0
when	when	c-crq	when	when	0
so	so	av	so	so	0
many	many	d	many	many	0
disaffected	disaffected	j-vvn	disaffected	disaffect	0
Persons	Persons	n2	Persons	person	0
are	are	vbr	are	be	0
ready	ready	j	ready	ready	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
impute	impute	vvi	impute	impute	0
to	to	p-acp	to	to	0
Presbyterians	Presbyterians	njp2	Presbyterians	presbyterians	0
,	,	,	,	,	0
Independents	Independents	n2-jn	Independents	independent	0
or	or	cc	or	or	0
any	any	d	any	any	0
such	such	d	such	such	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
defame	defame	vvi	defame	defame	0
,	,	,	,	,	0
the	the	dt	the	the	0
Errors	Errors	n2	Errors	error	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
about	about	p-acp	about	about	0
them	them	pno32	them	they	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
confute	confute	vvi	confute	confute	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
too	too	av	too	too	0
oft	oft	av	oft	oft	0
also	also	av	also	also	0
those	those	d	those	those	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
fute	fute	n1	foot	feud	0
;	;	;	;	;	0
while	while	cs	while	while	0
some	some	d	some	some	0
others	others	n2-jn	others	other	0
betray	betray	vvb	betray	betray	0
the	the	dt	the	the	0
Cause	Cause	n1	Cause	cause	0
by	by	p-acp	by	by	0
silence	silence	n1	silence	silence	0
,	,	,	,	,	0
or	or	cc	or	or	0
silly	silly	j	silly	silly	0
unsatisfactory	unsatisfactory	j	unsatisfactory	unsatisfactory	0
Arguings	Arguings	n2-vvg	Arguings	arguing	0
.	.	.	.	.	1
Pardon	Pardon	n1	Pardon	pardon	0
(	(	(	(	(	0
or	or	cc	or	or	0
chuse	chuse	vvi	choose	choose	0
)	)	)	)	)	0
a	a	dt	a	a	0
man	man	n1	man	man	0
that	that	cst	that	that	0
offendeth	offendeth	vvz	offends	offend	0
all	all	d	all	all	0
Sects	Sects	n2	Sects	sect	0
by	by	p-acp	by	by	0
plain	plain	j	plain	plain	0
dealing	dealing	n-vvg	dealing	deal	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
telling	telling	vvg	telling	tell	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
That	That	cst	That	that	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Anabaptists	Anabaptists	np1	Anabaptists	Anabaptists	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
no	no	av-dx	no	no	0
better	better	av-jc	better	better	0
confuted	confuted	vvn	confuted	confute	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
Papists	Papists	njp2	Papists	papist	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Silencers	Silencers	n2	Silencers	silencer	0
have	have	vhb	have	have	0
confuted	confuted	vvn	confuted	confute	0
them	them	pno32	them	they	0
,	,	,	,	,	0
I	I	pns11	I	i	0
verily	verily	av-j	verily	very	0
think	think	vvb	think	think	0
that	that	cst	that	that	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
conscientious	conscientious	j	conscientious	conscientious	0
(	(	(	(	(	0
though	though	c-acp	though	though	0
inju	inju	fw-la	inju	inju	0
∣	∣	sy	∣	∣	0
dicious	dicious	j	dicious	dicious	0
)	)	)	)	)	0
Vulgar	Vulgar	j	Vulgar	vulgar	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
followed	followed	vvn	followed	follow	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
made	made	vvn	made	make	0
work	work	n1	work	work	0
and	and	cc	and	and	0
trouble	trouble	vvi	trouble	trouble	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
all	all	d	all	all	0
.	.	.	.	.	1
Farewell	Farewell	n1	Farewell	farewell	0
.	.	.	.	.	1
June	June	np1	June	June	0
24.	24.	crd	24.	24.	0
1674.	1674.	crd	1674.	1674.	1
