HEre	HEre	av	HEre	here	0
,	,	,	,	,	0
the	the	dt	the	the	0
onlye	onlye	av-j	only	only	0
Antidotus	Antidotus	np1	Antidotus	Antidotus	0
or	or	cc	or	or	0
conterpoyson	conterpoyson	vvi	conterpoyson	conterpoyson	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
venimous	venimous	j	venomous	venomous	0
sects	sects	n2	sects	sect	0
and	and	cc	and	and	0
heresyes	heresyes	n2	heresies	heresy	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
shal	shal	vmb	shall	shall	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
tymes	tymes	n2	times	time	0
be	be	vbb	be	be	0
able	able	j	able	able	0
mightely	mightely	av-j	mightily	mighty	0
to	to	p-acp	to	to	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
stande	stande	n1	stand	stand	0
all	all	d	all	all	0
false	false	j	false	false	0
and	and	cc	and	and	0
erroneous	erroneous	j	erroneous	erroneous	0
doctrines	doctrines	n2	doctrines	doctrine	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
procuremente	procuremente	n1	procurement	procurement	0
of	of	pp-f	of	of	0
Sathane	Sathane	j	Sathane	sathane	0
the	the	dt	the	the	0
deuyll	deuyll	n1	devil	devil	0
the	the	dt	the	the	0
enemye	enemye	n1	enemy	enemy	0
of	of	pp-f	of	of	0
oure	oure	po12	our	our	0
saluation	saluation	n1	salvation	salvation	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
heretofore	heretofore	av	heretofore	heretofore	0
rysen	rysen	vvn	risen	rise	0
and	and	cc	and	and	0
doo	doo	vdi	do	do	0
daylye	daylye	av-j	daily	daily	0
ryse	ryse	vvi	rise	rise	0
in	in	p-acp	in	in	0
Christes	Christes	npg1	Christes	Christ	0
church	church	n1	church	church	0
?	?	?	?	?	1
I	I	pns11	I	i	0
do	do	vdb	do	do	0
here	here	av	here	here	0
let	let	vvb	let	let	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
muche	muche	d	much	much	0
good	good	j	good	good	0
ye	ye	pn22	you	you	0
wyll	wyll	vmb	will	will	0
do	do	vdi	do	do	0
by	by	p-acp	by	by	0
youre	youre	po22	your	your	0
good	good	j	good	good	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
ample	ample	j	ample	ample	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
basseste	basseste	js	basseste	basseste	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
see	see	vvb	see	see	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
seriously	seriously	av-j	seriously	serious	0
geuen	geuen	vvn	given	give	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
suche	suche	d	such	such	0
vertuous	vertuous	j	virtuous	virtuous	0
excerci	excerci	fw-la	excerci	excerci	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
.	.	.	.	.	0
it	it	pn31	it	it	0
wyll	wyll	vmb	will	will	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
wonderfull	wonderfull	j	wonderful	wonderful	0
encorage	encorage	vvb	encourage	encourage	0
∣	∣	sy	∣	∣	0
mente	mente	fw-la	mente	mente	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
:	:	:	:	:	0
and	and	cc	and	and	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
degree	degree	n1	degree	degree	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
higher	higher	jc	higher	high	0
,	,	,	,	,	0
a	a	dt	a	a	0
marueylous	marueylous	j	marvelous	marvelous	0
prickinge	prickinge	vvg	pricking	prick	0
forre	forre	c-acp	for	for	0
∣	∣	sy	∣	∣	0
wardes	wardes	n2	wards	ward	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
if	if	cs	if	if	0
ther	ther	pc-acp	there	there	0
be	be	vbb	be	be	0
any	any	d	any	any	0
sparke	sparke	n1	spark	spark	0
or	or	cc	or	or	0
drop	drop	n1	drop	drop	0
of	of	pp-f	of	of	0
Godly	Godly	j	Godly	godly	0
shamefastenes	shamefastenes	n1	shamefastenes	shamefastenes	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
they	they	pns32	they	they	0
wil	wil	vmb	will	will	0
blushe	blushe	vvi	blush	blush	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
ashamed	ashamed	j	ashamed	ashamed	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
heare	heare	vvi	hear	hear	0
you	you	pn22	you	you	0
grauely	grauely	av-j	gravely	grave	0
and	and	cc	and	and	0
learnedly	learnedly	av-j	learnedly	learned	0
to	to	p-acp	to	to	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
highe	highe	j	high	high	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
learninge	learninge	n1	learning	learning	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
principall	principall	j-jn	principal	principal	0
poynts	poynts	n2	points	point	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
lyke	lyke	av-j	like	like	0
domme	domme	vvn	domme	domme	0
and	and	cc	and	and	0
paynted	paynted	j-vvn	painted	paint	0
ymages	ymages	n2	images	image	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
to	to	p-acp	to	to	0
saye	saye	vvi	say	say	0
nothinge	nothinge	pix	nothing	nothing	0
.	.	.	.	.	1
Therfore	Therfore	av	Therefore	therefore	0
go	go	vvb	go	go	0
on	on	a-acp	on	on	0
styll	styll	av	still	still	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
haue	haue	vhb	have	have	0
Godlye	Godlye	j	Godly	godly	0
begonne	begonne	vvn	begun	begin	0
:	:	:	:	:	0
beinge	beinge	vbg	being	be	0
most	most	av-ds	most	most	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
free	free	j	free	free	0
mercy	mercy	n1	mercy	mercy	0
and	and	cc	and	and	0
goodnesse	goodnesse	n1	goodness	goodness	0
begonne	begonne	vvn	begun	begin	0
this	this	d	this	this	0
good	good	j	good	good	0
worke	worke	n1	work	work	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
spirit	spirit	n1	spirit	spirit	0
styrring	styrring	vvg	stirring	stir	0
vp	vp	a-acp	up	up	0
your	your	po22	your	your	0
hearte	hearte	n1	heart	heart	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
Godly	Godly	j	Godly	godly	0
studyes	studyes	n2	studies	study	0
:	:	:	:	:	0
wyll	wyll	vmb	will	will	0
short	short	j	short	short	0
∣	∣	sy	∣	∣	0
lye	lye	n1	lie	lie	0
performe	performe	vvi	perform	perform	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
bringe	bringe	vvi	bring	bring	0
to	to	p-acp	to	to	0
suche	suche	d	such	such	0
a	a	dt	a	a	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fect	fect	n1	fect	fact	0
end	end	n1	end	end	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
wyl	wyl	vmb	will	will	0
be	be	vbi	be	be	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
e	e	fw-la	e	e	0
∣	∣	sy	∣	∣	0
uerlastinge	uerlastinge	j	uerlastinge	uerlastinge	0
comforte	comforte	n1	comfort	comfort	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
speakeable	speakeable	j	speakeable	speakeable	0
vtility	vtility	n1	utility	utility	0
vnd	vnd	fw-ge	vnd	und	0
profit	profit	n1	profit	profit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
naturall	naturall	j	natural	natural	0
contrey	contrey	n1	country	country	0
.	.	.	.	.	1
I	I	pns11	I	i	0
woulde	woulde	vmd	would	will	0
haue	haue	vhi	have	have	0
declared	declared	vvn	declared	declare	0
brieflye	brieflye	av-j	briefly	brief	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
poyntes	poyntes	n2	points	point	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
entreate	entreate	vvi	entreat	entreat	0
of	of	pp-f	of	of	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
my	my	po11	my	my	0
boke	boke	n1	book	book	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
the	the	dt	the	the	0
argumente	argumente	n1	argument	argument	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
is	is	vbz	is	be	0
set	set	vvn	set	set	0
foorth	foorth	av	forth	forth	0
afore	afore	p-acp	afore	afore	0
the	the	dt	the	the	0
beginninge	beginninge	n-vvg	begin	begin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
woorke	woorke	n1	work	work	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
it	it	pn31	it	it	0
vnnecessarye	vnnecessarye	j	unnecessary	unnecessary	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
wyll	wyll	vmb	will	will	0
I	I	pns11	I	i	0
make	make	vvi	make	make	0
an	an	dt	and	a	0
ende	ende	n1	end	end	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
humblye	humblye	av-j	humbly	humble	0
besechinge	besechinge	vvg	beseeching	beseech	0
your	your	po22	your	your	0
good	good	j	good	good	0
Lordship	Lordship	n1	Lordship	lordship	0
too	too	av	too	too	0
take	take	vvi	take	take	0
this	this	d	this	this	0
my	my	po11	my	my	0
symple	symple	j	simple	simple	0
laboure	laboure	n1	labour	labour	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
parte	parte	n1	part	part	0
,	,	,	,	,	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
consideringe	consideringe	vvg	considering	consider	0
the	the	dt	the	the	0
small	small	j	small	small	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gyfte	gyfte	n1	gift	gift	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
pure	pure	j	pure	pure	0
good	good	j	good	good	0
wyll	wyll	n1	will	will	0
or	or	cc	or	or	0
zeale	zeale	n1	zeal	zeal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
geuer	geuer	n1	giver	giver	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
the	the	dt	the	the	0
eternal	eternal	j	eternal	eternal	0
and	and	cc	and	and	0
euerlasting	euerlasting	j	everlasting	everlasting	0
god	god	n1	god	god	0
preserue	preserue	vvi	preserve	preserve	0
bothe	bothe	d	both	both	0
youre	youre	po22	your	your	0
good	good	j	good	good	0
Lordshippe	Lordshippe	n1	Lordship	lordship	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
good	good	j	good	good	0
ladye	ladye	n1	lady	lady	0
youre	youre	po22	your	your	0
wyfe	wyfe	n1	wife	wife	0
,	,	,	,	,	0
wyth	wyth	p-acp	with	with	0
all	all	d	all	all	0
youre	youre	po22	your	your	0
Godlye	Godlye	j	Godly	godly	0
famylye	famylye	n1	family	family	0
and	and	cc	and	and	0
house	house	n1	house	house	0
∣	∣	sy	∣	∣	0
hold	hold	n1	hold	hold	0
.	.	.	.	.	1
