From	From	p-acp	From	from	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
living	living	j-vvg	living	live	0
Faith	Faith	n1	Faith	faith	0
and	and	cc	and	and	0
Sense	Sense	n1	Sense	sense	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
kept	kept	vvd	kept	keep	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
End.	End.	n1	End.	end	0
And	And	cc	And	and	0
the	the	dt	the	the	0
Thirteenth	Thirteenth	ord	Thirteenth	thirteenth	0
Instant	Instant	j-jn	Instant	instant	0
,	,	,	,	,	0
between	between	p-acp	between	between	0
the	the	dt	the	the	0
Ninth	Ninth	ord	Ninth	nine	0
and	and	cc	and	and	0
Tenth	Tenth	ord	Tenth	ten	0
Hour	Hour	n1	Hour	hour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Night	Night	n1	Night	night	0
,	,	,	,	,	0
he	he	pns31	he	he	0
quietly	quietly	av-jn	quietly	quiet	0
departed	departed	vvd	departed	depart	0
this	this	d	this	this	0
Life	Life	n1	Life	life	0
in	in	p-acp	in	in	0
Peace	Peace	n1	Peace	peace	0
;	;	;	;	;	0
being	being	vbg	being	be	0
two	two	crd	two	two	0
days	days	n2	days	day	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
enabled	enabled	vvd	enabled	enable	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
Publish	Publish	vvb	Publish	publish	0
and	and	cc	and	and	0
Preach	Preach	vvb	Preach	preach	0
the	the	dt	the	the	0
Blessed	Blessed	j-vvn	Blessed	bless	0
Truth	Truth	n1	Truth	truth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Meeting	Meeting	n1	Meeting	meeting	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
clearly	clearly	av-j	clearly	clear	0
and	and	cc	and	and	0
evidently	evidently	av-j	evidently	evident	0
ended	ended	vvd	ended	end	0
his	his	po31	his	his	0
days	days	n2	days	day	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
faithful	faithful	j	faithful	faithful	0
Testimony	Testimony	n1	Testimony	testimony	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
perfect	perfect	j	perfect	perfect	0
Love	Love	n1	Love	love	0
and	and	cc	and	and	0
Unity	Unity	n1	Unity	unity	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
and	and	cc	and	and	0
Peace	Peace	n1	Peace	peace	0
and	and	cc	and	and	0
Good-will	Good-will	j	Goodwill	goodwill	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
Men	Men	n2	Men	man	0
;	;	;	;	;	0
being	being	vbg	being	be	0
about	about	p-acp	about	about	0
Sixty	Sixty	crd	Sixty	sixty	0
and	and	cc	and	and	0
six	six	crd	six	six	0
Years	Years	n2	Years	year	0
of	of	pp-f	of	of	0
Age	Age	n1	Age	age	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
understand	understand	vvb	understand	understand	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
departed	departed	vvd	departed	depart	0
this	this	d	this	this	0
Life	Life	n1	Life	life	0
.	.	.	.	.	1
And	And	cc	And	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Sixteenth	Sixteenth	ord	Sixteenth	sixteenth	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Instant	Instant	j-jn	Instant	instant	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
day	day	n1	day	day	0
appointed	appointed	vvn	appointed	appoint	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Funeral	Funeral	n1	Funeral	funeral	0
,	,	,	,	,	0
a	a	dt	a	a	0
very	very	j	very	very	0
great	great	j	great	great	0
Concourse	Concourse	n1	Concourse	concourse	0
of	of	pp-f	of	of	0
Friends	Friends	n2	Friends	friend	0
and	and	cc	and	and	0
People	People	n1	People	people	0
assembled	assembled	vvn	assembled	assemble	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
Meeting-House	Meeting-House	n1	Meeting-House	meeting-house	0
in	in	p-acp	in	in	0
White-Hart-Court	White-Hart-Court	n1	White-Hart-Court	white-hart-court	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
Mid-day	Mid-day	n1	Midday	midday	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	pc-acp	to	to	0
attend	attend	vvi	attend	attend	0
his	his	po31	his	his	0
Body	Body	n1	Body	body	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Burying-place	Burying-place	n1	Burying-place	burying-place	0
near	near	av-j	near	near	0
Bunhill-Fields	Bunhill-Fields	n2	Bunhill-Fields	bunhill-field	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Interred	Interred	vvn	Interred	inter	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Friends	Friends	n2	Friends	friend	0
last	last	ord	last	last	0
Office	Office	n1	Office	office	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
and	and	cc	and	and	0
Respect	Respect	n1	Respect	respect	0
,	,	,	,	,	0
due	due	j-jn	due	due	0
on	on	p-acp	on	on	0
that	that	cst	that	that	0
Account	Account	vvb	Account	account	0
.	.	.	.	.	1
The	The	dt	The	the	0
Meeting	Meeting	n1	Meeting	meeting	0
was	was	vbds	was	be	0
held	held	vvn	held	hold	0
about	about	p-acp	about	about	0
two	two	crd	two	two	0
Hours	Hours	n2	Hours	hour	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
and	and	cc	and	and	0
heavenly	heavenly	j	heavenly	heavenly	0
Solemnity	Solemnity	n1	Solemnity	solemnity	0
,	,	,	,	,	0
manifestly	manifestly	av-j	manifestly	manifest	0
attended	attended	vvn	attended	attend	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Lord's	Lord's	n1|vbz	Lord's	lord|be	0
Blessed	Blessed	j-vvn	Blessed	bless	0
Power	Power	n1	Power	power	0
and	and	cc	and	and	0
Presence	Presence	n1	Presence	presence	0
;	;	;	;	;	0
and	and	cc	and	and	0
divers	divers	j	diverse	diverse	0
living	living	j-vvg	living	live	0
Testimonies	Testimonies	n2	Testimonies	testimony	0
given	given	vvn	given	give	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
live	live	vvi	live	live	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Remembrance	Remembrance	n1	Remembrance	remembrance	0
and	and	cc	and	and	0
Sense	Sense	n1	Sense	sense	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
his	his	po31	his	his	0
Dear	Dear	j-jn	Dear	dear	0
,	,	,	,	,	0
Ancient	Ancient	j	Ancient	ancient	0
Servant	Servant	n1	Servant	servant	0
,	,	,	,	,	0
his	his	po31	his	his	0
Blessed	Blessed	j-vvn	Blessed	bless	0
Ministry	Ministry	n1	Ministry	ministry	0
and	and	cc	and	and	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
breaking	breaking	n-vvg	breaking	break	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Gospel-day	Gospel-day	n1	Gospel-day	gospel-day	0
;	;	;	;	;	0
his	his	po31	his	his	0
Innocent	Innocent	j-jn	Innocent	innocent	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
long	long	j	long	long	0
and	and	cc	and	and	0
great	great	j	great	great	0
Travels	Travels	n2	Travels	travel	0
,	,	,	,	,	0
and	and	cc	and	and	0
Labours	Labours	n2	Labours	labour	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Everlasting	Everlasting	j	Everlasting	everlasting	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
turning	turning	n-vvg	turning	turn	0
and	and	cc	and	and	0
gathering	gathering	vvg	gathering	gather	0
many	many	d	many	many	0
Thou	Thou	pns21	Thou	thou	0
∣	∣	sy	∣	∣	0
sands	sands	n2	sands	sand	0
from	from	p-acp	from	from	0
Darkness	Darkness	n1	Darkness	darkness	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Light	Light	n1	Light	light	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
the	the	dt	the	the	0
Foundation	Foundation	n1	Foundation	foundation	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Faith	Faith	n1	Faith	faith	0
;	;	;	;	;	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
manifold	manifold	j	manifold	manifold	0
Sufferings	Sufferings	n2	Sufferings	suffering	0
,	,	,	,	,	0
Afflictions	Afflictions	n2	Afflictions	affliction	0
and	and	cc	and	and	0
Oppositions	Oppositions	n2	Oppositions	opposition	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
met	met	vvd	met	meet	0
withal	withal	av	withal	withal	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
faithful	faithful	j	faithful	faithful	0
Testimony	Testimony	n1	Testimony	testimony	0
,	,	,	,	,	0
both	both	av-d	both	both	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
open	open	j	open	open	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
and	and	cc	and	and	0
false	false	j	false	false	0
Brethren	Brethren	n2	Brothers	brethren	0
;	;	;	;	;	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Preservations	Preservations	n2	Preservations	preservation	0
,	,	,	,	,	0
Dominion	Dominion	n1	Dominion	dominion	0
,	,	,	,	,	0
and	and	cc	and	and	0
Deliverances	Deliverances	n2	Deliverances	deliverance	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
all	all	d	all	all	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Power	Power	n1	Power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
To	To	p-acp	To	to	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
and	and	cc	and	and	0
Honour	Honour	n1	Honour	honour	0
was	was	vbds	was	be	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
ascribed	ascribed	vvn	ascribed	ascribe	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
raising	raising	vvg	raising	raise	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
preserving	preserving	vvg	preserving	preserve	0
this	this	d	this	this	0
his	his	po31	his	his	0
faithful	faithful	j	faithful	faithful	0
Witness	Witness	n1	Witness	witness	0
and	and	cc	and	and	0
Minister	Minister	vvi	Minister	minister	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
End	End	vvb	End	end	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Days	Days	n2	Days	day	0
;	;	;	;	;	0
whose	whose	rg-crq	whose	who	0
blessed	blessed	j-vvn	blessed	bless	0
Memorial	Memorial	n-jn	Memorial	memorial	0
will	will	n1	will	will	0
Everlastingly	Everlastingly	av-j	Everlastingly	everlasting	0
remain	remain	vvi	remain	remain	0
.	.	.	.	.	1
He	He	pns31	He	he	0
loved	loved	vvd	loved	love	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
and	and	cc	and	and	0
bore	bore	vvd	boar	bear	0
faithful	faithful	j	faithful	faithful	0
Testimony	Testimony	n1	Testimony	testimony	0
against	against	p-acp	against	against	0
Deceit	Deceit	n1	Deceit	deceit	0
and	and	cc	and	and	0
Falshood	Falshood	n1	Falsehood	falsehood	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Mystery	Mystery	n1	Mystery	mystery	0
of	of	pp-f	of	of	0
Iniquity	Iniquity	n1	Iniquity	iniquity	0
:	:	:	:	:	0
and	and	cc	and	and	0
often	often	av	often	often	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
time	time	n1	time	time	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
warned	warned	vvd	warned	warn	0
Friends	Friends	n2	Friends	friend	0
against	against	p-acp	against	against	0
Covetousness	Covetousness	n1	Covetousness	covetousness	0
,	,	,	,	,	0
Earthly-mindedness	Earthly-mindedness	j	Earthly-mindedness	earthly-mindedness	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
getting	getting	vvg	getting	get	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
brittle	brittle	j	brittle	brittle	0
Spirit	Spirit	n1	Spirit	spirit	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
younger	younger	jc	younger	young	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
Loosness	Loosness	n1	Looseness	looseness	0
and	and	cc	and	and	0
Pride	Pride	n1	Pride	pride	0
of	of	pp-f	of	of	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
A	A	dt	A	a	0
few	few	d	few	few	0
days	days	n2	days	day	0
before	before	c-acp	before	before	0
he	he	pns31	he	he	0
died	died	vvd	died	die	0
,	,	,	,	,	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
great	great	j	great	great	0
Concern	Concern	vvb	Concern	concern	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
Mind	Mind	n1	Mind	mind	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
some	some	d	some	some	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Lord's	Lord's	ng1	Lord's	lord	0
Power	Power	n1	Power	power	0
was	was	vbds	was	be	0
working	working	vvg	working	work	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
lead	lead	vvi	led	lead	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Ministry	Ministry	n1	Ministry	ministry	0
and	and	cc	and	and	0
Testimony	Testimony	n1	Testimony	testimony	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Truth	Truth	n1	Truth	truth	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
through	through	p-acp	through	through	0
their	their	po32	their	their	0
too	too	av	too	too	0
much	much	av-d	much	much	0
entangling	entangling	vvg	entangling	entangle	0
themselves	themselves	px32	themselves	themselves	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
World	World	n1	World	world	0
,	,	,	,	,	0
did	did	vdd	did	do	0
make	make	vvi	make	make	0
themselves	themselves	px32	themselves	themselves	0
unready	unready	j-u	unready	unready	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
the	the	dt	the	the	0
Call	Call	n1	Call	call	0
and	and	cc	and	and	0
Leadings	Leadings	n2	Leadings	leading	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Power	Power	n1	Power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
hurt	hurt	vvi	hurt	hurt	0
the	the	dt	the	the	0
Gift	Gift	n1	Gift	gift	0
,	,	,	,	,	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
bestowed	bestowed	vvn	bestowed	bestow	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
take	take	vvi	take	take	0
that	that	d	that	that	0
regard	regard	n1	regard	regard	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Service	Service	n1	Service	service	0
and	and	cc	and	and	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
ought	ought	vmd	ought	ought	0
:	:	:	:	:	0
And	And	cc	And	and	0
mentioned	mentioned	vvd	mentioned	mention	0
the	the	dt	the	the	0
Apostle's	Apostle's	ng1	Apostle's	apostle	0
Exhortation	Exhortation	n1	Exhortation	exhortation	0
to	to	p-acp	to	to	0
Timothy	Timothy	np1	Timothy	Timothy	0
,	,	,	,	,	0
To	To	pc-acp	To	to	0
take	take	vvi	take	take	0
heed	heed	n1	heed	heed	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
himself	himself	px31	himself	himself	0
approved	approved	vvn	approved	approve	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
And	And	np1	And	And	0
exprest	exprest	vvd	expressed	express	0
his	his	po31	his	his	0
Grief	Grief	n1	Grief	grief	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
cerning	cerning	j	cerning	cerning	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
preferred	preferred	vvn	preferred	prefer	0
their	their	po32	their	their	0
own	own	d	own	own	0
Business	Business	n1	Business	business	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Lord's	Lord's	ng1	Lord's	lord	0
Busi	Busi	np1	Busi	Busi	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
,	,	,	,	,	0
and	and	cc	and	and	0
sought	sought	vvd	sought	seek	0
the	the	dt	the	the	0
advancing	advancing	vvg	advancing	advance	0
worldly	worldly	j	worldly	worldly	0
Concerns	Concerns	vvz	Concerns	concern	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Concerns	Concerns	vvz	Concerns	concern	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
:	:	:	:	:	0
And	And	cc	And	and	0
concluded	concluded	vvd	concluded	conclude	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
tender	tender	j	tender	tender	0
and	and	cc	and	and	0
fatherly	fatherly	j	fatherly	fatherly	0
Exhortation	Exhortation	n1	Exhortation	exhortation	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
imparted	imparted	vvn	imparted	impart	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
Treasure	Treasure	n1	Treasure	treasure	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
improve	improve	vvi	improve	improve	0
it	it	pn31	it	it	0
faithfully	faithfully	av-j	faithfully	faithful	0
;	;	;	;	;	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
diligent	diligent	j	diligent	diligent	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord's	Lord's	ng1	Lord's	lord	0
Work	Work	n1	Work	work	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
sown	sown	vvn	sown	sow	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Seed	Seed	n1	Seed	seed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
God's	God's	npg1	God's	God	0
Harvest	Harvest	n1	Harvest	harvest	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
minded	minded	vvn	minded	mind	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
called	called	vvn	called	call	0
and	and	cc	and	and	0
enabled	enabled	vvn	enabled	enable	0
to	to	p-acp	to	to	0
labour	labour	n1	labour	labour	0
therein	therein	av	therein	therein	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
such	such	d	such	such	0
would	would	vmd	would	will	0
commit	commit	vvi	commit	commit	0
the	the	dt	the	the	0
Care	Care	n1	Care	care	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
outward	outward	j	outward	outward	0
Concerns	Concerns	vvz	Concerns	concern	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
care	care	vvi	care	care	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
give	give	vvi	give	give	0
a	a	dt	a	a	0
Blessing	Blessing	n1	Blessing	blessing	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
However	However	c-acp	However	however	0
,	,	,	,	,	0
this	this	d	this	this	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
mentioned	mentioned	vvn	mentioned	mention	0
to	to	pc-acp	to	to	0
encourage	encourage	vvi	encourage	encourage	0
any	any	d	any	any	0
to	to	pc-acp	to	to	0
run	run	vvi	run	run	0
unsent	unsent	j	unsent	unsent	0
,	,	,	,	,	0
or	or	cc	or	or	0
without	without	p-acp	without	without	0
being	being	vbg	being	be	0
called	called	vvn	called	call	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
are	are	vbr	are	be	0
living	living	vvg	living	live	0
Witnesses	Witnesses	n2	Witnesses	witness	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
raised	raised	vvd	raised	raise	0
him	him	pno31	him	he	0
up	up	a-acp	up	up	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
proclaim	proclaim	vvi	proclaim	proclaim	0
his	his	po31	his	his	0
mighry	mighry	j	mighry	mighry	0
Day	Day	n1	Day	day	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
him	him	pno31	him	he	0
an	an	dt	and	a	0
Effectual	Effectual	j	Effectual	effectual	0
Instrument	Instrument	n1	Instrument	instrument	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Day	Day	n1	Day	day	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
turn	turn	vvi	turn	turn	0
many	many	d	many	many	0
from	from	p-acp	from	from	0
Darkness	Darkness	n1	Darkness	darkness	0
to	to	pc-acp	to	to	0
Light	Light	vvi	Light	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
Satan's	Satan's	npg1	Satan's	Satan	0
Power	Power	n1	Power	power	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
;	;	;	;	;	0
and	and	cc	and	and	0
freely	freely	av-j	freely	free	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
and	and	cc	and	and	0
bear	bear	vvi	bear	bear	0
all	all	d	all	all	0
Reproaches	Reproaches	n2	Reproaches	reproach	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
manifold	manifold	j	manifold	manifold	0
Persecutions	Persecutions	n2	Persecutions	persecution	0
,	,	,	,	,	0
Buffetings	Buffetings	n2-vvg	Buffetings	buffet	0
,	,	,	,	,	0
Halings	Halings	n2-vvg	Halings	haling	0
,	,	,	,	,	0
Sto	Sto	fw-la	Sto	sto	0
∣	∣	sy	∣	∣	0
nings	nings	n2-jn	nings	ning	0
,	,	,	,	,	0
Imprisonments	Imprisonments	n2	Imprisonments	imprisonment	0
,	,	,	,	,	0
and	and	cc	and	and	0
Cruelties	Cruelties	n2	Cruelties	cruelty	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Beginning	Beginning	n1	Beginning	beginning	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
time	time	n1	time	time	0
inflicted	inflicted	vvn	inflicted	inflict	0
on	on	p-acp	on	on	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
.	.	.	.	.	1
He	He	pns31	He	he	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Testimony	Testimony	n1	Testimony	testimony	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
fixed	fixed	j-vvn	fixed	fix	0
Star	Star	n1	Star	star	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Firmament	Firmament	n1	Firmament	firmament	0
of	of	pp-f	of	of	0
God's	God's	npg1	God's	God	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
all	all	d	all	all	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
truly	truly	av-j	truly	true	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
turn	turn	vvb	turn	turn	0
many	many	d	many	many	0
to	to	p-acp	to	to	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
shine	shine	vvi	shine	shine	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
brightness	brightness	n1	brightness	brightness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Firmament	Firmament	n1	Firmament	firmament	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Stars	Stars	n2	Stars	star	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
He	He	pns31	He	he	0
knew	knew	vvd	knew	know	0
and	and	cc	and	and	0
Preached	Preached	vvn	Preached	preach	0
the	the	dt	the	the	0
Mystery	Mystery	n1	Mystery	mystery	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
Revealed	Revealed	vvd	Revealed	reveal	0
,	,	,	,	,	0
the	the	dt	the	the	0
Life	Life	n1	Life	life	0
and	and	cc	and	and	0
Substance	Substance	n1	Substance	substance	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Power	Power	n1	Power	power	0
of	of	pp-f	of	of	0
Godli	Godli	j	Godly	godly	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
,	,	,	,	,	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
Shadows	Shadows	n2	Shadows	shadow	0
and	and	cc	and	and	0
Forms	Forms	n2	Forms	form	0
:	:	:	:	:	0
