NAoman	NAoman	n1	NAoman	naoman	0
.	.	.	.	.	0
)	)	)	)	)	1
Who	Who	r-crq	Who	who	0
now	now	av	now	now	0
also	also	av	also	also	0
is	is	vbz	is	be	0
more	more	dc	more	more	0
feeling	feeling	n1	feeling	feeling	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
strangers	strangers	ng1	strangers	stranger	0
case	case	n1	case	case	0
then	then	av	then	then	0
your	your	po22	your	your	0
Honor	Honor	n1	Honour	honour	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
why	why	q-crq	why	why	0
doe	doe	vdb	do	do	0
I	I	pns11	I	i	0
still	still	av	still	still	0
call	call	vvb	call	call	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
stranger	stranger	n1	stranger	stranger	0
?	?	?	?	?	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
citie	citie	n1	city	city	0
knowing	knowing	vvg	knowing	know	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
vertuous	vertuous	j	virtuous	virtuous	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
solite	solite	n1	solite	solite	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
taken	taken	vvn	taken	take	0
our	our	po12	our	our	0
God	God	n1	God	god	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
God	God	n1	God	god	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
our	our	po12	our	our	0
people	people	n1	people	people	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
people	people	n1	people	people	0
:	:	:	:	:	0
surely	surely	av-j	surely	sure	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
none	none	pix	none	none	0
but	but	cc-acp	but	but	0
Marah	Marah	np1	Marah	Marah	0
will	will	vmb	will	will	0
refuse	refuse	vvi	refuse	refuse	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
entertainment	entertainment	n1	entertainment	entertainment	0
he	he	pns31	he	he	0
finds	finds	vvz	finds	find	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
bee	bee	vbi	be	be	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
discourage	discourage	vvi	discourage	discourage	0
him	him	pno31	him	he	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
kept	kept	vvn	kept	keep	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
and	and	cc	and	and	0
done	done	vdn	done	do	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
appertained	appertained	vvd	appertained	appertain	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
:	:	:	:	:	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
that	that	cst	that	that	0
dispaire	dispaire	n1	despair	despair	0
,	,	,	,	,	0
or	or	cc	or	or	0
renounce	renounce	vvb	renounce	renounce	0
the	the	dt	the	the	0
confession	confession	n1	confession	confession	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Prince	Prince	n1	Prince	prince	0
Frederick	Frederick	np1	Frederick	Frederick	0
of	of	pp-f	of	of	0
blessed	blessed	j-vvn	blessed	bless	0
memory	memory	n1	memory	memory	0
did	did	vdd	did	do	0
formerly	formerly	av-j	formerly	former	0
answere	answere	vvi	answer	answer	0
those	those	d	those	those	0
that	that	cst	that	that	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
daunt	daunt	vvi	daunt	daunt	0
him	him	pno31	him	he	0
)	)	)	)	)	0
though	though	cs	though	though	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
should	should	vmd	should	shall	0
leaue	leaue	vvi	leave	leave	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
vnder	vnder	p-acp	under	under	0
whose	whose	rg-crq	whose	who	0
wings	wings	n2	wings	wing	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
to	to	pc-acp	to	to	0
trust	trust	vvi	trust	trust	0
,	,	,	,	,	0
recompence	recompence	vvi	recompense	recompense	0
his	his	po31	his	his	0
workes	workes	n2	works	work	0
more	more	dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
full	full	j	full	full	0
reward	reward	n1	reward	reward	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
al	al	d	all	all	0
sufficient	sufficient	j	sufficient	sufficient	0
God	God	np1	God	God	0
,	,	,	,	,	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
member	member	n1	member	member	0
your	your	po22	your	your	0
Honor	Honor	n1	Honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
wipe	wipe	vvb	wipe	wipe	0
not	not	xx	not	not	0
out	out	av	out	out	0
the	the	dt	the	the	0
kindnes	kindnes	n1	kindness	kindness	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
shewed	shewed	vvn	showed	show	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
offices	offices	n2	offices	office	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
