Honourable	Honourable	j	Honourable	honourable	0
of	of	pp-f	of	of	0
knowledge	knowledge	n1	knowledge	knowledge	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
was	was	vbds	was	be	0
very	very	av	very	very	0
small	small	j	small	small	0
,	,	,	,	,	0
all	all	d	all	all	0
things	things	n2	things	thing	0
were	were	vbdr	were	be	0
covered	covered	vvn	covered	cover	0
and	and	cc	and	and	0
wrapped	wrapped	vvn	wrapped	wrap	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
carried	carried	vvd	carried	carry	0
,	,	,	,	,	0
the	the	dt	the	the	0
brazen	brazen	j	brazen	brazen	0
Altar	Altar	n1	Altar	altar	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Wildernesse	Wildernesse	n1	Wilderness	wilderness	0
,	,	,	,	,	0
Numb	Numb	j	Numb	numb	0
.	.	.	.	.	1
4.13	4.13	crd	4.13	4.13	0
.	.	.	.	.	0
they	they	pns32	they	they	0
covered	covered	vvd	covered	cover	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
purple	purple	j-jn	purple	purple	0
cloath	cloath	n1	cloth	cloth	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
they	they	pns32	they	they	0
carried	carried	vvd	carried	carry	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
three	three	crd	three	three	0
coverings	coverings	n2-vvg	coverings	cover	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
vaile	vaile	n1	veil	veil	0
,	,	,	,	,	0
Badgers	Badgers	n2	Badgers	badger	0
skins	skins	n2	skins	skin	0
,	,	,	,	,	0
Numb	Numb	j	Numb	numb	0
.	.	.	.	.	1
4	4	crd	4	4	0
6.	6.	crd	6.	6.	0
and	and	cc	and	and	0
a	a	dt	a	a	0
cloath	cloath	n1	cloth	cloth	0
wholly	wholly	av-jn	wholly	whole	0
of	of	pp-f	of	of	0
blew	blew	n-jn	blue	blue	0
.	.	.	.	.	1
So	So	np1	So	So	0
the	the	dt	the	the	0
table	table	n1	table	table	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Shewbread	Shewbread	n1	Shewbread	shewbread	0
had	had	vhd	had	have	0
three	three	crd	three	three	0
coverings	coverings	n2-vvg	coverings	cover	0
,	,	,	,	,	0
all	all	d	all	all	0
was	was	vbds	was	be	0
co	co	vvn	counterfeit	continue	0
∣	∣	sy	∣	∣	0
vered	vered	j-vvn	vered	vex	0
save	save	vvb	save	save	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
Laver	Laver	n1	Laver	laver	0
,	,	,	,	,	0
and	and	cc	and	and	0
Moses	Moses	np1	Moses	Moses	0
face	face	n1	face	face	0
was	was	vbds	was	be	0
covered	covered	vvn	covered	cover	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
vaile	vaile	n1	veil	veil	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
hee	hee	pns31	he	he	0
came	came	vvd	came	come	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Mount	Mount	n1	Mount	mount	0
;	;	;	;	;	0
the	the	dt	the	the	0
Priests	Priests	n2	Priests	priest	0
bare	bare	vvd	bore	bear	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
signi	signi	fw-la	signi	signi	0
∣	∣	sy	∣	∣	0
fie	fie	uh	fie	fie	0
a	a	dt	a	a	0
concealing	concealing	n-vvg	concealing	conceal	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mysteries	mysteries	n2	mysteries	mystery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
afterwards	afterwards	av	afterwards	afterward	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
revealed	revealed	vvn	revealed	reveal	0
;	;	;	;	;	0
Coloss.	Coloss.	np1	Coloss.	Coloss.	1
1.26	1.26	crd	1.26	1.26	0
.	.	.	.	.	0
so	so	av	so	so	0
the	the	dt	the	the	0
people	people	n1	people	people	0
saw	saw	vvd	saw	see	0
but	but	p-acp	but	but	0
through	through	p-acp	through	through	0
a	a	dt	a	a	0
grate	grate	n1	grate	grate	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
9.1	9.1	crd	9.1	9.1	0
.	.	.	.	.	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
opened	opened	vvn	opened	open	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heaven	heaven	n1	heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
seene	seene	vvn	seen	see	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Temple	Temple	n1	Temple	temple	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Testament	Testament	n1	Testament	testament	0
;	;	;	;	;	0
they	they	pns32	they	they	0
stood	stood	vvd	stood	stand	0
a	a	dt	a	a	0
farre	farre	av-j	far	far	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
Revel	Revel	vvb	Revel	revel	0
.	.	.	.	.	1
11.19	11.19	crd	11.19	11.19	0
.	.	.	.	.	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
hid	hid	vvn	hid	hide	0
and	and	cc	and	and	0
obscure	obscure	j	obscure	obscure	0
,	,	,	,	,	0
are	are	vbr	are	be	0
said	said	vvn	said	say	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
He	He	pns31	He	he	0
∣	∣	sy	∣	∣	0
brewes	brewes	vvz	brews	brew	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
far	far	av-j	far	far	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
Deut.	Deut.	np1	Deut.	Deut.	1
30.14	30.14	crd	30.14	30.14	0
.	.	.	.	.	0
and	and	cc	and	and	0
things	things	n2	things	thing	0
wch	wch	r-crq	which	which	0
are	are	vbr	are	be	0
cleare	cleare	j	clear	clear	0
and	and	cc	and	and	0
manifest	manifest	j	manifest	manifest	0
,	,	,	,	,	0
are	are	vbr	are	be	0
said	said	vvn	said	say	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
neare	neare	av-j	near	near	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
;	;	;	;	;	0
thus	thus	av	thus	thus	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
how	how	c-crq	how	how	0
farre	farre	av-j	far	far	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
exceedeth	exceedeth	vvz	exceeds	exceed	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
vilifie	vilifie	vvi	vilify	vilify	0
and	and	cc	and	and	0
count	count	vvi	count	count	0
basely	basely	av-j	basely	base	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
ceremonies	ceremonies	n2	ceremonies	ceremony	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
hath	hath	vhz	hath	have	0
registred	registred	vvn	registered	register	0
the	the	dt	the	the	0
least	least	ds	least	least	0
instrument	instrument	n1	instrument	instrument	0
and	and	cc	and	and	0
the	the	dt	the	the	0
basest	basest	js	basest	base	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sanctuary	Sanctuary	n1	Sanctuary	sanctuary	0
,	,	,	,	,	0
and	and	cc	and	and	0
David	David	np1	David	David	0
gave	gave	vvd	gave	give	0
to	to	p-acp	to	to	0
Salomon	Salomon	np1	Salomon	Salomon	0
a	a	dt	a	a	0
patterne	patterne	n1	pattern	pattern	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
table	table	n1	table	table	0
,	,	,	,	,	0
Candle	Candle	n1	Candle	candle	0
∣	∣	sy	∣	∣	0
sticke	sticke	n1	stick	stick	0
,	,	,	,	,	0
Lampes	Lampes	n2	Lamps	lamp	0
,	,	,	,	,	0
flesh-hookes	flesh-hookes	n2	flesh-hooks	fleshhook	0
and	and	cc	and	and	0
bowles	bowles	n2	bowls	bowl	0
,	,	,	,	,	0
1	1	crd	1	1	0
Chron.	Chron.	np1	Chron.	Chron.	1
28.11	28.11	crd	28.11	28.11	0
,	,	,	,	,	0
17.	17.	crd	17.	17.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
perhaps	perhaps	av	perhaps	perhaps	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
some	some	d	some	some	0
use	use	n1	use	use	0
then,2	then,2	n1	then,2	then,2	0
Cot.	Cot.	np1	Cot.	Cot.	1
5.10	5.10	crd	5.10	5.10	0
.	.	.	.	.	0
but	but	cc-acp	but	but	0
old	old	j	old	old	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
past	past	vvn	passed	pass	0
away	away	av	away	away	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
become	become	vvn	become	become	0
new	new	j	new	new	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
use	use	vvb	use	use	0
then	then	av	then	then	0
can	can	vmb	can	can	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
now	now	av	now	now	0
;	;	;	;	;	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
use	use	n1	use	use	0
for	for	p-acp	for	for	0
significa	significa	n1	significa	significa	0
∣	∣	sy	∣	∣	0
tion	tion	vvb	cion	cion	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
fore-shadow	fore-shadow	n1	foreshadow	foreshadow	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
Body	Body	n1	Body	body	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
good	good	j	good	good	0
uses	uses	n2	uses	use	0
,	,	,	,	,	0
first	first	ord	first	first	0
,	,	,	,	,	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
delight	delight	vvi	delight	delight	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
backe	backe	av	back	back	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
antiquitie	antiquitie	n1	antiquity	antiquity	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
men	men	n2	men	man	0
delight	delight	vvb	delight	delight	0
to	to	pc-acp	to	to	0
behold	behold	vvi	behold	behold	0
the	the	dt	the	the	0
cloathes	cloathes	n2	clothes	clothes	0
and	and	cc	and	and	0
Armour	Armour	n1	Armour	armour	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
predecessors	predecessors	n2	predecessors	predecessor	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
wore	wore	vvd	wore	wear	0
long	long	av-j	long	long	0
agoe	agoe	av	ago	ago	0
;	;	;	;	;	0
So	So	av	So	so	0
should	should	vmd	should	shall	0
we	we	pns12	we	we	0
delight	delight	vvi	delight	delight	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
cloathes	cloathes	n2	clothes	clothes	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
Christ	Christ	np1	Christ	Christ	0
was	was	vbds	was	be	0
wrapped	wrapped	vvn	wrapped	wrap	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
infancy	infancy	n1	infancy	infancy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Cradle	Cradle	n1	Cradle	cradle	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
Christ	Christ	np1	Christ	Christ	0
lay	lay	vvd	lay	lie	0
.	.	.	.	.	1
Second	Second	np1	Second	Second	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
this	this	d	this	this	0
should	should	vmd	should	shall	0
teach	teach	vvi	teach	teach	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thankefull	thankefull	j	thankful	thankful	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
so	so	av	so	so	0
cleare	cleare	j	clear	clear	0
a	a	dt	a	a	0
light	light	n1	light	light	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
;	;	;	;	;	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
benefit	benefit	n1	benefit	benefit	0
to	to	p-acp	to	to	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
scure	scure	j	scure	scure	0
Hieroglyphicks	Hieroglyphicks	n2	Hieroglyphics	hieroglyphic	0
in	in	p-acp	in	in	0
Egypt	Egypt	np1	Egypt	Egypt	0
were	were	vbdr	were	be	0
changed	changed	vvn	changed	change	0
into	into	p-acp	into	into	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
darke	darke	j	dark	dark	0
and	and	cc	and	and	0
mysticall	mysticall	j	mystical	mystical	0
wri	wri	n2	wri	wri	0
∣	∣	sy	∣	∣	0
tings	tings	zf	tings	thing	0
of	of	pp-f	of	of	0
Plato	Plato	np1	Plato	Plato	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
changed	changed	vvn	changed	change	0
by	by	p-acp	by	by	0
Aristotle	Aristotle	np1	Aristotle	Aristotle	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
cleare	cleare	j	clear	clear	0
and	and	cc	and	and	0
plaine	plaine	j	plain	plain	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
writing	writing	n1	writing	writing	0
;	;	;	;	;	0
farre	farre	av-j	far	far	0
greater	greater	jc	greater	great	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
hath	hath	vhz	hath	have	0
now	now	av	now	now	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
changed	changed	vvn	changed	change	0
these	these	d	these	these	0
fi	fi	n2	fi	fi	0
∣	∣	sy	∣	∣	0
gures	gures	n2	gures	gure	0
and	and	cc	and	and	0
ceremonies	ceremonies	n2	ceremonies	ceremony	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
cleare	cleare	j	clear	clear	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
these	these	d	these	these	0
doe	doe	vdb	do	do	0
let	let	vvi	let	let	0
us	us	pno12	us	we	0
see	see	vvi	see	see	0
that	that	cst	that	that	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
performe	performe	vvi	perform	perform	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
promises	promises	n2	promises	promise	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
all	all	d	all	all	0
these	these	d	these	these	0
types	types	n2	types	type	0
already	already	av	already	already	0
,	,	,	,	,	0
and	and	cc	and	and	0
lastly	lastly	ord	lastly	last	0
,	,	,	,	,	0
they	they	pns32	they	they	0
let	let	vvb	let	let	0
us	us	pno12	us	we	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
miserable	miserable	j	miserable	miserable	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
cleave	cleave	vvb	cleave	cleave	0
still	still	av	still	still	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
ceremo	ceremo	fw-la	ceremo	ceremo	0
∣	∣	sy	∣	∣	0
nies	nies	n2	nies	nie	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
.	.	.	.	.	1
Hierom	Hierom	np1	Hierom	Hierom	0
compareth	compareth	vvz	compareth	compare	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
Christ	Christ	np1	Christ	Christ	0
came	came	vvd	came	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
that	that	cst	that	that	0
eate	eate	vvb	eat	eat	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
compared	compared	vvn	compared	compare	0
Christians	Christians	np1	Christians	Christians	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
eate	eate	vvb	eat	eat	0
the	the	dt	the	the	0
marrow	marrow	n1	marrow	marrow	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
compareth	compareth	vvz	compareth	compare	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
after	after	p-acp	after	after	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
rejected	rejected	vvn	rejected	reject	0
Christ	Christ	np1	Christ	Christ	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
dogges	dogges	n2	dogs	dog	0
who	who	r-crq	who	who	0
gnaw	gnaw	vvb	gnaw	gnaw	0
the	the	dt	the	the	0
bones	bones	n2	bones	bone	0
,	,	,	,	,	0
cleaving	cleaving	vvg	cleaving	cleave	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
killing	killing	j-vvg	killing	kill	0
letter	letter	n1	letter	letter	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
seeking	seeking	vvg	seeking	seek	0
to	to	p-acp	to	to	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
quickning	quickning	j-vvg	quickening	quicken	0
Spirit	Spirit	n1	Spirit	spirit	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dedicate	dedicate	vvb	dedicate	dedicate	0
this	this	d	this	this	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
remaine	remaine	vvi	remain	remain	0
a	a	dt	a	a	0
note	note	n1	note	note	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
thankefulnesse	thankefulnesse	n1	thankfulness	thankfulness	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
favours	favours	n2	favours	favour	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
better	better	jc	better	better	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
then	then	cs	then	than	0
most	most	ds	most	most	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
doe	doe	vdb	do	do	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
Treatises	Treatises	n2	Treatises	treatise	0
,	,	,	,	,	0
casting	casting	vvg	casting	cast	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
and	and	cc	and	and	0
rather	rather	av-c	rather	rather	0
reade	reade	vvi	read	read	0
any	any	d	any	any	0
trifle	trifle	n1	trifle	trifle	0
,	,	,	,	,	0
than	than	cs	than	than	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
conduceth	conduceth	vvz	conduceth	conduce	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
informing	informing	vvg	informing	inform	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
to	to	p-acp	to	to	0
God-ward	God-ward	n1	Godward	godward	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
preaching	preaching	vvg	preaching	preach	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
weary	weary	j	weary	weary	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
perhaps	perhaps	av	perhaps	perhaps	0
some	some	d	some	some	0
new	new	j	new	new	0
mans	mans	ng1	men	man	0
odde	odde	j	odd	odd	0
elocution	elocution	n1	elocution	elocution	0
invite	invite	vvi	invite	invite	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
fit	fit	j	fit	fit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
and	and	cc	and	and	0
by	by	a-acp	by	by	0
they	they	pns32	they	they	0
looke	looke	vvb	look	look	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
new	new	j	new	new	0
straine	straine	n1	strain	strain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
for	for	p-acp	for	for	0
new	new	j	new	new	0
fashions	fashions	n2	fashions	fashion	0
of	of	pp-f	of	of	0
cloathes	cloathes	n2	clothes	clothes	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
Sir	Sir	n1	Sir	sir	0
your	your	po22	your	your	0
breeding	breeding	n-vvg	breeding	breed	0
craveth	craveth	vvz	craves	crave	0
another	another	j-jn	another	another	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
bred	bred	vvn	bred	breed	0
up	up	a-acp	up	up	0
under	under	p-acp	under	under	0
so	so	av	so	so	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
religious	religious	j	religious	religious	0
a	a	dt	a	a	0
mother	mother	n1	mother	mother	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
educatiō	educatiō	n1	education	education	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
children	children	n2	children	child	0
,	,	,	,	,	0
was	was	vbds	was	be	0
another	another	j-jn	another	another	0
Monica	Monica	np1	Monica	Monica	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
your	your	po22	your	your	0
vertuous	vertuous	j	virtuous	virtuous	0
sister	sister	n1	sister	sister	0
,	,	,	,	,	0
Mistris	Mistris	n1	Mistress	mistress	0
Kathe	Kathe	np1	Kathe	Kathe	0
∣	∣	sy	∣	∣	0
rine	rine	n1	rind	rind	0
,	,	,	,	,	0
are	are	vbr	are	be	0
sufficient	sufficient	j	sufficient	sufficient	0
proofes	proofes	n2	proofs	proof	0
.	.	.	.	.	1
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
passe	passe	vvi	pass	pass	0
by	by	p-acp	by	by	0
her	her	po31	her	her	0
name	name	n1	name	name	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
life	life	n1	life	life	0
and	and	cc	and	and	0
death	death	n1	death	death	0
was	was	vbds	was	be	0
to	to	p-acp	to	to	0
mean	mean	j	mean	mean	0
instruction	instruction	n1	instruction	instruction	0
.	.	.	.	.	1
Good	Good	j	Good	good	0
cause	cause	n1	cause	cause	0
have	have	vhb	have	have	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
that	that	d	that	that	0
methode	methode	n1	method	method	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
yee	yee	pn22	ye	you	0
have	have	vhb	have	have	0
begun	begun	vvn	begun	begin	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
eldest	eldest	js-jn	eldest	elder	0
sonne	sonne	n1	son	son	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
prosecute	prosecute	vvi	prosecute	prosecute	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
many	many	d	many	many	0
hopefull	hopefull	j	hopeful	hopeful	0
children	children	n2	children	child	0
which	which	r-crq	which	which	0
GOD	GOD	np1	GOD	God	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Noble	Noble	j	Noble	noble	0
match	match	n1	match	match	0
,	,	,	,	,	0
