❧	❧	sy	❧	❧	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
noble	noble	j	noble	noble	0
executour	executour	n1	executor	executor	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
brothers	brothers	ng1	brother's	brother	0
aforesayde	aforesayde	j	aforesaid	aforesaid	0
wyll	wyll	n1	will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
auctoryte	auctoryte	n1	authority	authority	0
hathe	hathe	vhz	hath	have	0
descrybed	descrybed	vvn	described	describe	0
and	and	cc	and	and	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
true	true	j	true	true	0
mynisters	mynisters	n2	ministers	minister	0
of	of	pp-f	of	of	0
goddes	goddes	n2	gods	god	0
moste	moste	av-ds	most	most	0
holye	holye	j	holy	holy	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
a	a	dt	a	a	0
boke	boke	n1	book	book	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
redde	redde	vvn	red	read	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
chrystē	chrystē	jp	christen	christen	0
people	people	n1	people	people	0
,	,	,	,	,	0
therin	therin	av	therein	therein	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
learne	learne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
cal	cal	vvb	call	call	0
∣	∣	sy	∣	∣	0
lynge	lynge	n1	lynge	lynge	0
,	,	,	,	,	0
pryncypally	pryncypally	av-j	principally	principal	0
byshopes	byshopes	n2	bishops	bishop	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
congregacion	congregacion	n1	congregation	congregation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
sayde	sayde	vvd	said	say	0
lytle	lytle	j	little	little	0
trea	trea	n1	trea	trea	0
∣	∣	sy	∣	∣	0
tyse	tyse	vvi	tyse	entice	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
good	good	j	good	good	0
christen	christen	jp	christian	christian	0
brother	brother	n1	brother	brother	0
lent	lent	vvn	lent	lend	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
bothe	bothe	d	both	both	0
yonge	yonge	j	young	young	0
in	in	p-acp	in	in	0
yeres	yeres	n2	years	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
muche	muche	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
in	in	p-acp	in	in	0
learnynge	learnynge	n1	learning	learning	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
to	to	pc-acp	to	to	0
translate	translate	vvi	translate	translate	0
this	this	d	this	this	0
so	so	av	so	so	0
precyous	precyous	j	precious	precious	0
a	a	dt	a	a	0
treasure	treasure	n1	treasure	treasure	0
,	,	,	,	,	0
and	and	cc	and	and	0
offer	offer	vvb	offer	offer	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
no	no	dx	no	no	0
¦	¦	sy	¦	¦	0
ble	ble	zz	ble	ble	0
grace	grace	n1	grace	grace	0
rudely	rudely	av-j	rudely	rude	0
sette	sette	vvn	set	set	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
trustynge	trustynge	vvg	trusting	trust	0
that	that	cst	that	that	0
youre	youre	po22	your	your	0
grace	grace	n1	grace	grace	0
wyll	wyll	vmb	will	will	0
cause	cause	vvi	cause	cause	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
eloquently	eloquently	av-j	eloquently	eloquent	0
and	and	cc	and	and	0
ornatly	ornatly	av-j	ornately	ornate	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
transla	transla	fw-la	transla	transla	0
∣	∣	sy	∣	∣	0
ted	ted	vvd	ted	t	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
dyscret	dyscret	j	dyscret	dyscret	0
,	,	,	,	,	0
wyse	wyse	j	wise	wise	0
,	,	,	,	,	0
and	and	cc	and	and	0
well	well	av	well	well	0
learned	learned	j	learned	learned	0
clarkes	clarkes	n2	clerks	clerk	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
sechynge	sechynge	vvg	sechynge	sechynge	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
parte	parte	n1	part	part	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
this	this	d	this	this	0
my	my	po11	my	my	0
rude	rude	j	rude	rude	0
enterpryse	enterpryse	n1	enterprise	enterprise	0
,	,	,	,	,	0
pryncy	pryncy	n1	pryncy	pryncy	0
∣	∣	sy	∣	∣	0
pally	pally	av-jn	pally	pal	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
confesse	confesse	vvi	confess	confess	0
the	the	dt	the	the	0
truthe	truthe	n1	truth	truth	0
)	)	)	)	)	0
bycause	bycause	c-acp	because	because	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
very	very	av	very	very	0
vnmete	vnmete	j	unmeet	unmeet	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
such	such	d	such	such	0
a	a	dt	a	a	0
thinge	thinge	n1	thing	thing	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
for	for	p-acp	for	for	0
lake	lake	n1	lake	lake	0
of	of	pp-f	of	of	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
oppressed	oppressed	vvn	oppressed	oppress	0
with	with	p-acp	with	with	0
pouertye	pouertye	n1	poverty	poverty	0
,	,	,	,	,	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Poete	Poete	n1	Poet	poet	0
MANTVANE	MANTVANE	np1	MANTVANE	MANTVANE	0
wrytteth	wrytteth	vvz	wrytteth	wryt	0
)	)	)	)	)	0
is	is	vbz	is	be	0
enemy	enemy	n1	enemy	enemy	0
to	to	p-acp	to	to	0
good	good	j	good	good	0
maners	maners	n2	manners	manner	0
,	,	,	,	,	0
consequēt	consequēt	j	consequent	consequent	0
∣	∣	sy	∣	∣	0
lye	lye	zz	lye	lye	0
my	my	po11	my	my	0
wryttynge	wryttynge	vvb	wryttynge	wryttynge	0
is	is	vbz	is	be	0
verye	verye	j	very	very	0
course	course	n1	course	course	0
and	and	cc	and	and	0
base	base	j	base	base	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
ferre	ferre	av-j	far	far	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
trade	trade	n1	trade	trade	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
wryter	wryter	n1	writer	writer	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
causes	causes	n2	causes	cause	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
offerynge	offerynge	n-vvg	offering	offer	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
so	so	av	so	so	0
rude	rude	j	rude	rude	0
a	a	dt	a	a	0
vo	vo	zz	vo	vo	0
∣	∣	sy	∣	∣	0
lume	lume	n1	lume	lume	0
,	,	,	,	,	0
so	so	av	so	so	0
indygeste	indygeste	vvi	indygeste	indygeste	0
a	a	dt	a	a	0
phrase	phrase	n1	phrase	phrase	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
brefe	brefe	j	brief	brief	0
,	,	,	,	,	0
so	so	av	so	so	0
vnsemely	vnsemely	j	unseemly	unseemly	0
set	set	vvn	set	set	0
together	together	av	together	together	0
,	,	,	,	,	0
wher	wher	c-crq	where	where	0
∣	∣	sy	∣	∣	0
fore	fore	n1	before	fore	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
beseche	beseche	vvb	beseech	beseech	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
these	these	d	these	these	0
my	my	po11	my	my	0
fyrste	fyrste	ord	fyrste	first	0
frut	frut	vvb	frut	frut	0
{	{	{	{	{	0
is	is	vbz	is	be	0
}	}	}	}	}	0
(	(	(	(	(	0
yf	yf	cs	if	if	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
frutes	frutes	n2	fruits	fruit	0
)	)	)	)	)	0
euen	euen	av	even	even	0
as	as	c-acp	as	as	0
Chryste	Chryste	np1	Chryste	Christ	0
our	our	po12	our	our	0
mayster	mayster	vvb	master	master	0
hathe	hathe	vhz	hath	have	0
accepted	accepted	vvn	accepted	accept	0
the	the	dt	the	the	0
offerynge	offerynge	n1	offering	offering	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pore	pore	j	poor	poor	0
woman	woman	n1	woman	woman	0
whose	whose	rg-crq	whose	who	0
wyll	wyll	n1	will	will	0
was	was	vbds	was	be	0
good	good	j	good	good	0
,	,	,	,	,	0
Mar.	Mar.	np1	Mar.	Mar.	1
12	12	crd	12	12	0
Lu.	Lu.	np1	Lu.	Lu.	0
21.	21.	crd	21.	21.	0
whē	whē	c-crq	when	when	0
she	she	pns31	she	she	0
offered	offered	vvd	offered	offer	0
al	al	d	all	all	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
hade	hade	vhd	hade	have	0
thoughe	thoughe	cs	though	though	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
but	but	cc-acp	but	but	0
lytle	lytle	j	little	little	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
goste	goste	n1	ghost	ghost	0
preserue	preserue	vvi	preserve	preserve	0
our	our	po12	our	our	0
sayde	sayde	j-vvn	said	say	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
ueraygne	ueraygne	j-jn	ueraygne	ueraygne	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
deare	deare	j-jn	deer	dear	0
husbande	husbande	n1	husband	husband	0
,	,	,	,	,	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
ladye	ladye	n1	lady	lady	0
ELEZA	ELEZA	n1	ELEZA	eleza	0
∣	∣	sy	∣	∣	0
BETHE	BETHE	uh	BETHE	bethe	0
Pryncesse	Pryncesse	n1	Princess	princess	0
,	,	,	,	,	0
Doughter	Doughter	n1	Daughter	daughter	0
,	,	,	,	,	0
&	&	cc	&	and	0
heyre	heyre	n1	heir	heir	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
bothe	bothe	d	both	both	0
,	,	,	,	,	0
and	and	cc	and	and	0
gyue	gyue	vvi	gyve	give	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
lyght	lyght	vvi	light	light	0
of	of	pp-f	of	of	0
hys	hys	po31	his	his	0
mercye	mercye	n1	mercy	mercy	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
god	god	n1	god	god	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Sonne	Sonne	n1	Son	son	0
,	,	,	,	,	0
be	be	vbb	be	be	0
honoure	honoure	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
glorye	glorye	n1	glory	glory	0
for	for	c-acp	for	for	0
euer	euer	av	ever	ever	0
more	more	av-dc	more	more	0
.	.	.	.	.	1
So	So	np1	So	So	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
.	.	.	.	.	1
✚	✚	sy	✚	✚	1
