READER	READER	n1	READER	reader	0
gain-sayers	gain-sayers	j	gainsayers	gainsayers	0
,	,	,	,	,	0
and	and	cc	and	and	0
although	although	cs	although	although	0
he	he	pns31	he	he	0
say	say	vvb	say	say	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
had	had	vhn	had	have	0
divers	divers	j	diverse	diverse	0
Papers	Papers	n2	Papers	paper	0
and	and	cc	and	and	0
Books	Books	n2	Books	book	0
of	of	pp-f	of	of	0
Dissenters	Dissenters	n2	Dissenters	dissenter	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
contrary	contrary	j-jn	contrary	contrary	0
judgment	judgment	n1	judgement	judgement	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
found	found	vvd	found	find	0
any	any	d	any	any	0
Reason	Reason	n1	Reason	reason	0
offered	offered	vvn	offered	offer	0
against	against	p-acp	against	against	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
laid	laid	vvn	laid	lay	0
down	down	a-acp	down	down	0
for	for	p-acp	for	for	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
answered	answered	vvn	answered	answer	0
,	,	,	,	,	0
though	though	cs	though	though	0
indeed	indeed	av	indeed	indeed	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
over-riden	over-riden	j	over-riden	over-riden	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
weighty	weighty	j	weighty	weighty	0
matters	matters	n2	matters	matter	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
said	said	vvn	said	say	0
little	little	j	little	little	0
but	but	p-acp	but	but	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
said	said	vvn	said	say	0
before	before	a-acp	before	before	0
by	by	p-acp	by	by	0
other	other	j-jn	other	other	0
opposers	opposers	n2	opposers	opposer	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
;	;	;	;	;	0
though	though	cs	though	though	0
its	its	pn31|vbz	its	it|be	0
very	very	av	very	very	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Doctor	Doctor	n1	Doctor	doctor	0
will	will	vmb	will	will	0
count	count	vvi	count	count	0
this	this	d	this	this	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
loose	loose	j	lose	loose	0
Dis	Dis	zf	Dis	this	0
∣	∣	sy	∣	∣	0
course	course	n1	course	course	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
others	others	ng2-jn	others	other	0
of	of	pp-f	of	of	0
very	very	av	very	very	0
great	great	j	great	great	0
weight	weight	n1	weight	weight	0
,	,	,	,	,	0
(	(	(	(	(	0
yea	yea	uh	yea	yea	0
indeed	indeed	av	indeed	indeed	0
of	of	pp-f	of	of	0
more	more	av-dc	more	more	0
weight	weight	n1	weight	weight	0
and	and	cc	and	and	0
reason	reason	n1	reason	reason	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
then	then	av	then	then	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
exhibited	exhibited	vvn	exhibited	exhibit	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
)	)	)	)	)	0
and	and	cc	and	and	0
so	so	av	so	so	0
count	count	vvb	count	count	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
worth	worth	j	worth	worth	0
taking	taking	vvg	taking	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
much	much	d	much	much	0
moment	moment	n1	moment	moment	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
end	end	n1	end	end	0
only	only	av-j	only	only	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
writ	writ	vvn	writ	write	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
my	my	po11	my	my	0
testimony	testimony	n1	testimony	testimony	0
for	for	p-acp	for	for	0
Christs	Christs	npg1	Christs	Christ	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
the	the	dt	the	the	0
false	false	j	false	false	0
and	and	cc	and	and	0
feigned	feigned	j-vvn	feigned	feign	0
interpretations	interpretations	n2	interpretations	interpretation	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
being	being	vbg	being	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
stedfastly	stedfastly	av-j	steadfastly	steadfast	0
believed	believed	vvn	believed	believe	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
force	force	n1	force	force	0
and	and	cc	and	and	0
weight	weight	n1	weight	weight	0
upon	upon	p-acp	upon	upon	0
many	many	d	many	many	0
Consciences	Consciences	n2	Consciences	conscience	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
evident	evident	j	evident	evident	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
receive	receive	vvi	receive	receive	0
nothing	nothing	pix	nothing	nothing	0
of	of	pp-f	of	of	0
mans	mans	n2	men	man	0
faln	faln	vvn	fallen	fall	0
reason	reason	n1	reason	reason	0
and	and	cc	and	and	0
conceptions	conceptions	n2	conceptions	conception	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
variable	variable	j	variable	variable	0
and	and	cc	and	and	0
changable	changable	j	changeable	changeable	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
swer	swer	n1	swer	swer	0
,	,	,	,	,	0
or	or	cc	or	or	0
weigh	weigh	vvb	weigh	weigh	0
down	down	a-acp	down	down	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
and	and	cc	and	and	0
Primitive	Primitive	j	Primitive	primitive	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
walked	walked	vvd	walked	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gos	Gos	vvz	Gos	go	0
∣	∣	sy	∣	∣	0
pel	pel	n1	pel	pel	0
,	,	,	,	,	0
and	and	cc	and	and	0
obeyed	obeyed	vvd	obeyed	obey	0
the	the	dt	the	the	0
Commands	Commands	vvz	Commands	command	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Apostacy	Apostacy	n1	Apostasy	apostasy	0
entered	entered	vvd	entered	enter	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
power	power	n1	power	power	0
was	was	vbds	was	be	0
lost	lost	vvn	lost	lose	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
life	life	n1	life	life	0
and	and	cc	and	and	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
erred	erred	vvd	erred	err	0
from	from	p-acp	from	from	0
)	)	)	)	)	0
and	and	cc	and	and	0
mingled	mingled	vvd	mingled	mingle	0
the	the	dt	the	the	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
and	and	cc	and	and	0
second	second	ord	second	second	0
Covenant	Covenant	n1	Covenant	covenant	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
injunctions	injunctions	n2	injunctions	injunction	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
compelled	compelled	vvd	compelled	compel	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
it	it	pn31	it	it	0
,	,	,	,	,	0
all	all	d	all	all	0
this	this	d	this	this	0
long	long	j	long	long	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
Antichrists	Antichrists	np2	Antichrists	Antichrist	0
reign	reign	n1	reign	reign	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
false	false	j	false	false	0
Church	Church	n1	Church	church	0
visibility	visibility	n1	visibility	visibility	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
she	she	pns31	she	she	0
hath	hath	vhz	hath	have	0
sitten	sitten	vvn	sitten	sit	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Queen	Queen	n1	Queen	queen	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Waters	Waters	n2	Waters	water	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
Kindreds	Kindreds	n2	Kindreds	kindred	0
,	,	,	,	,	0
Tongues	Tongues	n2	Tongues	tongue	0
and	and	cc	and	and	0
People	People	n1	People	people	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
A.	A.	np1	A.	A.	0
S.	S.	np1	S.	S.	0
brings	brings	vvz	brings	bring	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
great	great	j	great	great	0
argument	argument	n1	argument	argument	0
to	to	pc-acp	to	to	0
prove	prove	vvi	prove	prove	0
Swearing	Swearing	vvg	Swearing	swear	0
in	in	p-acp	in	in	0
use	use	n1	use	use	0
among	among	p-acp	among	among	0
Christians	Christians	np1	Christians	Christians	0
since	since	p-acp	since	since	0
Christ	Christ	np1	Christ	Christ	0
gave	gave	vvd	gave	give	0
out	out	av	out	out	0
that	that	d	that	that	0
command	command	n1	command	command	0
,	,	,	,	,	0
Swear	Swear	vvb	Swear	swear	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
.	.	.	.	.	1
The	The	dt	The	the	0
reasons	reasons	n2	reasons	reason	0
the	the	dt	the	the	0
very	very	j	very	very	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
laid	laid	vvn	laid	lay	0
down	down	a-acp	down	down	0
as	as	p-acp	as	as	0
A.	A.	np1	A.	A.	0
S.	S.	np1	S.	S.	0
hath	hath	vhz	hath	have	0
published	published	vvn	published	publish	0
them	them	pno32	them	they	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
varying	varying	vvg	varying	vary	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
own	own	d	own	own	0
words	words	n2	words	word	0
;	;	;	;	;	0
the	the	dt	the	the	0
Answer	Answer	n1	Answer	answer	0
thou	thou	pns21	thou	thou	0
may	may	vmb	may	may	0
peruse	peruse	vvi	peruse	peruse	0
and	and	cc	and	and	0
read	read	vvi	read	read	0
without	without	p-acp	without	without	0
prejudice	prejudice	n1	prejudice	prejudice	0
,	,	,	,	,	0
and	and	cc	and	and	0
weigh	weigh	vvi	weigh	weigh	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Spirit	Spirit	n1	Spirit	spirit	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
self	self	n1	self	self	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
unto	unto	p-acp	unto	unto	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
appeal	appeal	vvb	appeal	appeal	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
certain	certain	j	certain	certain	0
thing	thing	n1	thing	thing	0
then	then	cs	then	than	0
Councils	Councils	n2	Councils	council	0
,	,	,	,	,	0
or	or	cc	or	or	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
or	or	cc	or	or	0
Consent	Consent	vvb	Consent	consent	0
of	of	pp-f	of	of	0
multiudes	multiudes	n2	multiudes	multiude	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Christian	Christian	np1	Christian	Christian	0
,	,	,	,	,	0
and	and	cc	and	and	0
walks	walks	vvz	walks	walk	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
lives	lives	vvz	lives	live	0
his	his	po31	his	his	0
life	life	n1	life	life	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
doth	doth	vdz	does	do	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
he	he	pns31	he	he	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
shut	shut	vvn	shut	shut	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
corner	corner	n1	corner	corner	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
that	that	d	that	that	0
advantage	advantage	n1	advantage	advantage	0
that	that	cst	that	that	0
some	some	d	some	some	0
opposers	opposers	n2	opposers	opposer	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
others	others	ng2-jn	others	other	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bours	bours	n2	bours	bour	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
Authors	Authors	n2	Authors	author	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
Ages	Ages	n2	Ages	age	0
that	that	cst	that	that	0
denied	denied	vvd	denied	deny	0
to	to	p-acp	to	to	0
Swear	Swear	vvb	Swear	swear	0
,	,	,	,	,	0
though	though	cs	though	though	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
some	some	d	some	some	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
but	but	p-acp	but	but	0
many	many	d	many	many	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
alas	alas	uh	alas	alas	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
condemned	condemned	vvn	condemned	condemn	0
already	already	av	already	already	0
by	by	p-acp	by	by	0
A.	A.	np1	A.	A.	0
S.	S.	n1	S.	saint	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
for	for	p-acp	for	for	0
Phanaticks	Phanaticks	n2-jn	Fanatics	fanatic	0
and	and	cc	and	and	0
Heteradox	Heteradox	n1	Heteradox	heteradox	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
their	their	po32	their	their	0
sayings	sayings	n2-vvg	sayings	say	0
,	,	,	,	,	0
will	will	vmb	will	will	0
seem	seem	vvi	seem	seem	0
of	of	pp-f	of	of	0
less	less	dc	less	less	0
force	force	n1	force	force	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
however	however	c-acp	however	however	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
much	much	av-d	much	much	0
striven	striven	vvn	striven	strive	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
shall	shall	vmb	shall	shall	0
to	to	pc-acp	to	to	0
fetch	fetch	vvi	fetch	fetch	0
things	things	n2	things	thing	0
from	from	p-acp	from	from	0
far	far	av-j	far	far	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Apostacy	Apostacy	n1	Apostasy	apostasy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rest	rest	n1	rest	rest	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
makes	makes	vvz	makes	make	0
all	all	d	all	all	0
things	things	n2	things	thing	0
evident	evident	j	evident	evident	0
,	,	,	,	,	0
even	even	av	even	even	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
own	own	d	own	own	0
heart	heart	n1	heart	heart	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
spoken	spoken	vvn	spoken	speak	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
so	so	av	so	so	0
clear	clear	j	clear	clear	0
unto	unto	p-acp	unto	unto	0
many	many	d	many	many	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
needs	needs	vvz	needs	need	0
not	not	xx	not	not	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
words	words	n2	words	word	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
demonstrate	demonstrate	vvi	demonstrate	demonstrate	0
this	this	d	this	this	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
prohibition	prohibition	n1	prohibition	prohibition	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Oaths	Oaths	n2	Oaths	oath	0
among	among	p-acp	among	among	0
true	true	j	true	true	0
Christians	Christians	np1	Christians	Christians	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
detain	detain	vvi	detain	detain	0
thee	thee	pno21	thee	thou	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
give	give	vvb	give	give	0
thee	thee	pno21	thee	thou	0
an	an	dt	and	a	0
understanding	understanding	n1	understanding	understanding	0
.	.	.	.	.	1
