FOrasmuche	FOrasmuche	av	Forasmuch	forasmuch	0
∣	∣	sy	∣	∣	0
ruption	ruption	n1	ruption	ruption	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
former	former	j	former	former	0
heauenly	heauenly	j	heavenly	heavenly	0
euerlasting	euerlasting	j	everlasting	everlasting	0
to	to	pc-acp	to	to	0
possesse	possesse	vvi	possess	possess	0
ioye	ioye	n1	joy	joy	0
or	or	cc	or	or	0
paine	paine	n1	pain	pain	0
.	.	.	.	.	1
Fourthly	Fourthly	ord	Fourthly	four	0
,	,	,	,	,	0
the	the	dt	the	the	0
Theologicall	Theologicall	j	Theological	theological	0
,	,	,	,	,	0
Diuine	Diuine	j-jn	Divine	divine	0
,	,	,	,	,	0
or	or	cc	or	or	0
Spirituall	Spirituall	j	Spiritual	spiritual	0
graces	graces	n2	graces	grace	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
moste	moste	av-ds	most	most	0
christian	christian	njp	christian	christian	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
are	are	vbr	are	be	0
very	very	av	very	very	0
manifestlye	manifestlye	av-j	manifestly	manifest	0
knowen	knowen	vvn	known	know	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
effectes	effectes	n2	effects	effect	0
,	,	,	,	,	0
and	and	cc	and	and	0
plainely	plainely	av-j	plainly	plain	0
deuided	deuided	vvn	divided	divide	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
operations	operations	n2	operations	operation	0
.	.	.	.	.	1
The	The	dt	The	the	0
saide	saide	j-vvn	said	say	0
graces	graces	n2	graces	grace	0
or	or	cc	or	or	0
vertues	vertues	n2	virtues	virtue	0
be	be	vbb	be	be	0
three	three	crd	three	three	0
,	,	,	,	,	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
Hope	Hope	vvb	Hope	hope	0
,	,	,	,	,	0
Charitie	Charitie	n1	Charity	charity	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
these	these	d	these	these	0
three	three	crd	three	three	0
all	all	d	all	all	0
holy	holy	j	holy	holy	0
religion	religion	n1	religion	religion	0
doth	doth	vdz	does	do	0
spring	spring	vvi	spring	spring	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
these	these	d	these	these	0
three	three	crd	three	three	0
al	al	d	all	all	0
pietie	pietie	n1	piety	piety	0
standeth	standeth	vvz	stands	stand	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
these	these	d	these	these	0
three	three	crd	three	three	0
all	all	d	all	all	0
good	good	j	good	good	0
and	and	cc	and	and	0
acceptable	acceptable	j	acceptable	acceptable	0
deedes	deedes	n2	deeds	deed	0
before	before	p-acp	before	before	0
God	God	np1	God	God	0
are	are	vbr	are	be	0
maintained	maintained	vvn	maintained	maintain	0
.	.	.	.	.	1
Faith	Faith	n1	Faith	faith	0
planteth	planteth	vvz	plants	plant	0
,	,	,	,	,	0
Hope	Hope	n1	Hope	hope	0
watereth	watereth	vvz	watereth	water	0
,	,	,	,	,	0
Charitie	Charitie	n1	Charity	charity	0
prospereth	prospereth	vvz	prospereth	prosper	0
,	,	,	,	,	0
increa	increa	fw-la	increa	increa	0
∣	∣	sy	∣	∣	0
seth	seth	vvz	seth	se	0
and	and	cc	and	and	0
fostereth	fostereth	vvz	fostereth	foster	0
.	.	.	.	.	1
And	And	cc	And	and	0
these	these	d	these	these	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
saye	saye	vvb	say	say	0
the	the	dt	the	the	0
A	A	sy	A	a	0
∣	∣	sy	∣	∣	0
postles	postles	n2	postles	postle	0
Peter	Peter	np1	Peter	Peter	0
,	,	,	,	,	0
Paule	Paule	np1	Paule	Paul	0
and	and	cc	and	and	0
Iames	Iames	np1	Iames	Iames	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
maner	maner	n1	manner	manner	0
right	right	n-jn	right	right	0
heauenly	heauenly	j	heavenly	heavenly	0
:	:	:	:	:	0
So	So	av	So	so	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Catholike	Catholike	jp	Catholic	catholic	0
doctrine	doctrine	n1	doctrine	doctrine	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
laide	laide	vvn	laid	lay	0
down	down	a-acp	down	down	0
for	for	p-acp	for	for	0
most	most	ds	most	most	0
hole	hole	n1	hold	hole	0
∣	∣	sy	∣	∣	0
some	some	d	some	some	0
and	and	cc	and	and	0
sure	sure	j	sure	sure	0
foundations	foundations	n2	foundations	foundation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
witnesse	witnesse	n1	witness	witness	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Doctors	Doctors	ng1	Doctors	doctor	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
gustine	gustine	fw-fr	gustine	gustine	0
,	,	,	,	,	0
Ciprian	Ciprian	jp	Cyprian	cyprian	0
,	,	,	,	,	0
and	and	cc	and	and	0
Chrisostome	Chrisostome	np1	Chrisostome	Chrisostome	0
.	.	.	.	.	1
Faith	Faith	n1	Faith	faith	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Charitie	Charitie	n1	Charity	charity	0
doth	doth	vdz	does	do	0
trustily	trustily	av-j	trustily	trusty	0
water	water	vvi	water	water	0
.	.	.	.	.	1
Hope	Hope	n1	Hope	hope	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
doth	doth	vdz	does	do	0
charitably	charitably	av-j	charitably	charitable	0
prosper	prosper	vvi	prosper	prosper	0
,	,	,	,	,	0
encrease	encrease	n1	increase	increase	0
and	and	cc	and	and	0
fo	fo	zz	fo	fo	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
.	.	.	.	.	1
Charitie	Charitie	n1	Charity	charity	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hope	hope	n1	hope	hope	0
doth	doth	vdz	does	do	0
faithfully	faithfully	av-j	faithfully	faithful	0
plante	plante	vvi	plant	plant	0
.	.	.	.	.	1
The	The	dt	The	the	0
protesting	protesting	vvg	protesting	protest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Catholike	Catholike	jp	Catholic	catholic	0
beliefe	beliefe	n1	belief	belief	0
,	,	,	,	,	0
preaching	preaching	vvg	preaching	preach	0
,	,	,	,	,	0
bap	bap	n1	bap	bap	0
∣	∣	sy	∣	∣	0
tisme	tisme	n1	tisme	tisme	0
,	,	,	,	,	0
and	and	cc	and	and	0
receiuing	receiuing	vvg	receiving	receive	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
Communion	Communion	n1	Communion	communion	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
declare	declare	vvi	declare	declare	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
&	&	cc	&	and	0
regeneratiō	regeneratiō	n1	regeneration	regeneration	0
resting	resting	vvg	resting	rest	0
in	in	p-acp	in	in	0
newenesse	newenesse	n1	newenesse	newenesse	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
forsa	forsa	uh	forsam	forsam	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
deedes	deedes	n2	deeds	deed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
fleshe	fleshe	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
uell	uell	uh-av	well	well	0
.	.	.	.	.	1
The	The	dt	The	the	0
imprisonment	imprisonment	n1	imprisonment	imprisonment	0
,	,	,	,	,	0
persecution	persecution	n1	persecution	persecution	0
,	,	,	,	,	0
and	and	cc	and	and	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saintes	Saintes	n2	Saints	saint	0
,	,	,	,	,	0
doeth	doeth	vdz	doth	do	0
declare	declare	vvi	declare	declare	0
the	the	dt	the	the	0
hope	hope	n1	hope	hope	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
elect	elect	j-vvn	elect	elect	0
vp	vp	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
obtayning	obtayning	vvg	obtaining	obtain	0
and	and	cc	and	and	0
constant	constant	j	constant	constant	0
looking	looking	vvg	looking	look	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ioy	ioy	n1	joy	joy	0
and	and	cc	and	and	0
life	life	n1	life	life	0
euerlasting	euerlasting	j	everlasting	everlasting	0
in	in	p-acp	in	in	0
Heauen	Heauen	n1	Heaven	heaven	0
.	.	.	.	.	1
The	The	dt	The	the	0
aduauncing	aduauncing	vvg	advancing	advance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
assisting	assisting	vvg	assisting	assist	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
impotent	impotent	j	impotent	impotent	0
,	,	,	,	,	0
lame	lame	j	lame	lame	0
and	and	cc	and	and	0
needy	needy	j	needy	needy	0
,	,	,	,	,	0
and	and	cc	and	and	0
punishing	punishing	vvg	punishing	punish	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
disobedient	disobedient	j	disobedient	disobedient	0
and	and	cc	and	and	0
wicked	wicked	j	wicked	wicked	0
,	,	,	,	,	0
declareth	declareth	vvz	declareth	declare	0
the	the	dt	the	the	0
charitie	charitie	n1	charity	charity	0
in	in	p-acp	in	in	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
compassiō	compassiō	n1	compassion	compassion	0
,	,	,	,	,	0
and	and	cc	and	and	0
help	help	vvb	help	help	0
abiding	abiding	vvg	abiding	abide	0
.	.	.	.	.	1
Lastly	Lastly	ord	Lastly	last	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
kingly	kingly	j	kingly	kingly	0
gouernment	gouernment	n1	government	government	0
be	be	vbb	be	be	0
also	also	av	also	also	0
three	three	crd	three	three	0
powers	powers	n2	powers	power	0
,	,	,	,	,	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
faculties	faculties	n2	faculties	faculty	0
or	or	cc	or	or	0
vertues	vertues	n2	virtues	virtue	0
that	that	cst	that	that	0
prudently	prudently	av-j	prudently	prudent	0
be	be	vbb	be	be	0
exercised	exercised	vvn	exercised	exercise	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
eche	eche	d	eke	each	0
regiment	regiment	n1	regiment	regiment	0
,	,	,	,	,	0
moste	moste	ds	most	most	0
fitte	fitte	n1	fit	fit	0
for	for	p-acp	for	for	0
euery	euery	d	every	every	0
region	region	n1	region	region	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
maye	maye	vmb	may	may	0
gather	gather	vvi	gather	gather	0
by	by	p-acp	by	by	0
Plato	Plato	np1	Plato	Plato	0
,	,	,	,	,	0
Aristotle	Aristotle	np1	Aristotle	Aristotle	0
,	,	,	,	,	0
Tullie	Tullie	np1	Tullie	Tully	0
,	,	,	,	,	0
Iustinian	Iustinian	np1	Iustinian	Justinian	0
,	,	,	,	,	0
Paule	Paule	np1	Paule	Paul	0
,	,	,	,	,	0
Pontanus	Pontanus	np1	Pontanus	Pontanus	0
,	,	,	,	,	0
Patricius	Patricius	np1	Patricius	Patricius	0
,	,	,	,	,	0
Che	Che	fw-it	Che	vhe	0
∣	∣	sy	∣	∣	0
lidonius	lidonius	fw-la	lidonius	lidonius	0
Tigurinus	Tigurinus	np1	Tigurinus	Tigurinus	0
,	,	,	,	,	0
Castilio	Castilio	np1	Castilio	Castilio	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
Wisedome	Wisedome	n1	Wisdom	wisdom	0
,	,	,	,	,	0
Iustice.	Iustice.	n1	Iustice.	justice	1
From	From	p-acp	From	from	0
these	these	d	these	these	0
three	three	crd	three	three	0
all	all	d	all	all	0
kingdoms	kingdoms	n2	kingdoms	kingdom	0
are	are	vbr	are	be	0
founded	founded	vvn	founded	found	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
these	these	d	these	these	0
all	all	d	all	all	0
Empires	Empires	n2	Empires	empire	0
stande	stande	vvi	stand	stand	0
.	.	.	.	.	1
Through	Through	p-acp	Through	through	0
these	these	d	these	these	0
eche	eche	d	eke	each	0
ruler	ruler	n1	ruler	ruler	0
raigneth	raigneth	vvz	reigneth	reign	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
moste	moste	av-ds	most	most	0
wisely	wisely	av-j	wisely	wise	0
considereth	considereth	vvz	considereth	consider	0
,	,	,	,	,	0
deliuereth	deliuereth	vvz	delivereth	deliver	0
and	and	cc	and	and	0
handleth	handleth	vvz	handleth	handle	0
.	.	.	.	.	1
Power	Power	n1	Power	power	0
ruleth	ruleth	vvz	ruleth	rule	0
,	,	,	,	,	0
Wisedome	Wisedome	n1	Wisdom	wisdom	0
guideth	guideth	vvz	guideth	guide	0
,	,	,	,	,	0
Iustice	Iustice	n1	Justice	justice	0
preserueth	preserueth	vvz	preserveth	preserve	0
.	.	.	.	.	1
Whiche	Whiche	r-crq	Which	which	0
three	three	crd	three	three	0
as	as	p-acp	as	as	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
gouernment	gouernment	n1	government	government	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
maner	maner	n1	manner	manner	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
very	very	av	very	very	0
wel	wel	av	well	well	0
be	be	vbi	be	be	0
vttered	vttered	vvn	uttered	utter	0
,	,	,	,	,	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
offices	offices	n2	offices	office	0
,	,	,	,	,	0
ministration	ministration	n1	ministration	ministration	0
,	,	,	,	,	0
and	and	cc	and	and	0
execu	execu	n1	execu	execu	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
very	very	av	very	very	0
needefully	needefully	av-j	needfully	needful	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
deuided	deuided	vvn	divided	divide	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
that	that	cst	that	that	0
Promotheus	Promotheus	fw-la	Promotheus	promotheus	0
gaue	gaue	vvd	gave	give	0
the	the	dt	the	the	0
Egiptians	Egiptians	njp2	Egyptians	egyptian	0
:	:	:	:	:	0
that	that	cst	that	that	0
So	So	av	So	so	0
∣	∣	sy	∣	∣	0
le	le	fw-fr	le	le	0
Solimon	Solimon	np1	Solimon	Solimon	0
gaue	gaue	vvd	gave	give	0
the	the	dt	the	the	0
Greekes	Greekes	njp2	Greeks	greek	0
:	:	:	:	:	0
that	that	cst	that	that	0
Moses	Moses	np1	Moses	Moses	0
gaue	gaue	vvd	gave	give	0
the	the	dt	the	the	0
Hebrues	Hebrues	njp2	Hebrews	hebrew	0
:	:	:	:	:	0
that	that	cst	that	that	0
Licurgus	Licurgus	np1	Licurgus	Lycurgus	0
gaue	gaue	vvd	gave	give	0
the	the	dt	the	the	0
Lacedemonians	Lacedemonians	njp2	Lacedæmonians	lacedaemonian	0
:	:	:	:	:	0
that	that	cst	that	that	0
Numa	Numa	np1	Numa	Numa	0
Pompilius	Pompilius	np1	Pompilius	Pompilius	0
gaue	gaue	vvd	gave	give	0
the	the	dt	the	the	0
Romaines	Romaines	njp2	Romans	roman	0
:	:	:	:	:	0
that	that	cst	that	that	0
Brutus	Brutus	np1	Brutus	Brutus	0
gaue	gaue	vvd	gave	give	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
Britons	Britons	njp2	Britons	briton	0
,	,	,	,	,	0
and	and	cc	and	and	0
Howell	Howell	np1	Howell	Howell	0
Da	Da	n1	Dam	dam	0
sithence	sithence	a-acp	since	sithence	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
Welchmen	Welchmen	np2	Welchmen	Welshman	0
:	:	:	:	:	0
that	that	cst	that	that	0
Christe	Christe	np1	Christe	Christe	0
oure	oure	po12	our	our	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
nations	nations	n2	nations	nation	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
grace	grace	n1	grace	grace	0
to	to	pc-acp	to	to	0
desire	desire	vvi	desire	desire	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Power	Power	n1	Power	power	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
iustice	iustice	n1	justice	justice	0
doth	doth	vdz	does	do	0
wisely	wisely	av-j	wisely	wise	0
rule	rule	vvi	rule	rule	0
.	.	.	.	.	1
Wisedome	Wisedome	n1	Wisdom	wisdom	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
power	power	n1	power	power	0
doth	doth	vdz	does	do	0
iustly	iustly	av-j	justly	just	0
guide	guide	vvi	guide	guide	0
.	.	.	.	.	1
Iustice	Iustice	n1	Justice	justice	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
wisedome	wisedome	n1	wisdom	wisdom	0
doth	doth	vdz	does	do	0
mightely	mightely	av-j	mightily	mighty	0
preserue	preserue	vvi	preserve	preserve	0
.	.	.	.	.	1
The	The	dt	The	the	0
Sacred	Sacred	j	Sacred	sacred	0
and	and	cc	and	and	0
Canonized	Canonized	vvn	Canonized	canonize	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
shewe	shewe	vvi	show	show	0
the	the	dt	the	the	0
absolute	absolute	j	absolute	absolute	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
doth	doth	vdz	does	do	0
also	also	av	also	also	0
the	the	dt	the	the	0
neede	neede	n1	need	need	0
and	and	cc	and	and	0
profite	profite	vvi	profit	profit	0
that	that	d	that	that	0
gro	gro	n1	gro	gro	0
∣	∣	sy	∣	∣	0
weth	weth	vvz	weth	w	0
of	of	pp-f	of	of	0
kingly	kingly	j	kingly	kingly	0
gouernment	gouernment	n1	government	government	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
mightie	mightie	j	mighty	mighty	0
armies	armies	n2	armies	army	0
,	,	,	,	,	0
noble	noble	j	noble	noble	0
victories	victories	n2	victories	victory	0
,	,	,	,	,	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
triumphes	triumphes	n2	triumphs	triumph	0
,	,	,	,	,	0
resting	resting	vvg	resting	rest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Magnificence	Magnificence	n1	Magnificence	magnificence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
no	no	dx	no	no	0
forreyne	forreyne	j	foreign	foreign	0
power	power	n1	power	power	0
,	,	,	,	,	0
worthinesse	worthinesse	n1	worthiness	worthiness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
state	state	n1	state	state	0
,	,	,	,	,	0
abilitie	abilitie	n1	ability	ability	0
,	,	,	,	,	0
number	number	n1	number	number	0
,	,	,	,	,	0
vse	vse	vvb	use	use	0
and	and	cc	and	and	0
loyaltie	loyaltie	n1	loyalty	loyalty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nobilitie	Nobilitie	n1	Nobility	nobility	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Clergie	Clergie	n1	Clergy	clergy	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Laitie	Laitie	np1	Laitie	Laitie	0
,	,	,	,	,	0
Gentilitie	Gentilitie	n1	Gentility	gentility	0
,	,	,	,	,	0
Commons	Commons	n2	Commons	commons	0
,	,	,	,	,	0
Subiects	Subiects	n2-jn	Subjects	subject	0
,	,	,	,	,	0
Inhabitants	Inhabitants	n2	Inhabitants	inhabitant	0
and	and	cc	and	and	0
Souldiors	Souldiors	n2	Soldiers	soldier	0
.	.	.	.	.	1
The	The	dt	The	the	0
high	high	j	high	high	0
knowledge	knowledge	n1	knowledge	knowledge	0
declareth	declareth	vvz	declareth	declare	0
the	the	dt	the	the	0
excellent	excellent	j	excellent	excellent	0
wisedome	wisedome	n1	wisdom	wisdom	0
by	by	p-acp	by	by	0
holy	holy	j	holy	holy	0
Religion	Religion	n1	Religion	religion	0
chiefly	chiefly	av-jn	chiefly	chief	0
declared	declared	vvn	declared	declare	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
doe	doe	n1	doe	doe	0
Phisicke	Phisicke	n1	Physic	physic	0
,	,	,	,	,	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
Science	Science	n1	Science	science	0
,	,	,	,	,	0
Artes	Artes	n2	Arts	art	0
,	,	,	,	,	0
Counsels	Counsels	n2	Counsels	counsel	0
,	,	,	,	,	0
Statutes	Statutes	n2	Statutes	statute	0
,	,	,	,	,	0
Decrees	Decrees	n2	Decrees	decree	0
,	,	,	,	,	0
Leagues	Leagues	n2	Leagues	league	0
,	,	,	,	,	0
Ministration	Ministration	n1	Ministration	ministration	0
,	,	,	,	,	0
and	and	cc	and	and	0
Traffiques	Traffiques	n2	Traffics	traffic	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
Equitie	Equitie	n1	Equity	equity	0
the	the	dt	the	the	0
Iustice	Iustice	n1	Justice	justice	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
beste	beste	js	best	best	0
perceyued	perceyued	vvn	perceived	perceive	0
by	by	p-acp	by	by	0
defending	defending	vvg	defending	defend	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
the	the	dt	the	the	0
auntient	auntient	j	ancient	ancient	0
and	and	cc	and	and	0
catholike	catholike	jp	catholic	catholic	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
assisting	assisting	vvg	assisting	assist	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sicke	sicke	j	sick	sick	0
and	and	cc	and	and	0
feeble	feeble	j	feeble	feeble	0
,	,	,	,	,	0
releeuing	releeuing	vvg	relieving	relieve	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
oppressed	oppressed	j-vvn	oppressed	oppress	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
giuing	giuing	vvg	giving	give	0
to	to	p-acp	to	to	0
euery	euery	d	every	every	0
one	one	crd	one	one	0
his	his	po31	his	his	0
own	own	d	own	own	0
,	,	,	,	,	0
first	first	ord	first	first	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
Gods	Gods	ng1	Gods	god	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Caesar	Caesar	np1	Caesar	Caesar	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
Caesars	Caesars	npg1	Caesars	Caesar	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
doing	doing	vdg	doing	do	0
to	to	p-acp	to	to	0
oure	oure	po12	our	our	0
neighbour	neighbour	n1	neighbour	neighbour	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
vnto	vnto	p-acp	unto	unto	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
graces	graces	n2	graces	grace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Deitie	Deitie	n1	Deity	deity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Trinitie	Trinitie	np1	Trinitie	Trinity	0
are	are	vbr	are	be	0
contay	contay	vvi	contay	contay	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
withoute	withoute	p-acp	without	without	0
limitation	limitation	n1	limitation	limitation	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
godhead	godhead	n1	godhead	godhead	0
.	.	.	.	.	1
The	The	dt	The	the	0
Celestiall	Celestiall	j	Celestial	celestial	0
aunswerable	aunswerable	j	answerable	answerable	0
to	to	p-acp	to	to	0
euerye	euerye	d	every	every	0
Theoricall	Theoricall	j	Theorical	theorical	0
mansion	mansion	n1	mansion	mansion	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
Humaine	Humaine	j	Human	human	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
and	and	cc	and	and	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
in	in	p-acp	in	in	0
eche	eche	d	eke	each	0
manhoode	manhoode	n1	manhood	manhood	0
:	:	:	:	:	0
So	So	av	So	so	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Theologicall	Theologicall	j	Theological	theological	0
vertues	vertues	n2	virtues	virtue	0
practised	practised	vvn	practised	practise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
actions	actions	n2	actions	action	0
and	and	cc	and	and	0
deedes	deedes	n2	deeds	deed	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
electe	electe	vvi	elect	elect	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
Kingly	Kingly	j	Kingly	kingly	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
rule	rule	n1	rule	rule	0
and	and	cc	and	and	0
healthy	healthy	j	healthy	healthy	0
educati	educati	fw-la	educati	educati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
alone	alone	j	alone	alone	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
healthie	healthie	j	healthy	healthy	0
preseruation	preseruation	n1	preservation	preservation	0
and	and	cc	and	and	0
Christian	Christian	np1	Christian	Christian	0
educati	educati	fw-la	educati	educati	0
∣	∣	sy	∣	∣	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
deliberately	deliberately	av-j	deliberately	deliberate	0
