LOuing	LOuing	vvg	Loving	love	0
lamps	lamps	n2	lamps	lamp	0
in	in	p-acp	in	in	0
pitchers	pitchers	n2	pitchers	pitcher	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
Iosephs	Iosephs	np1	Iosephs	Iosephs	0
leane	leane	j	lean	lean	0
,	,	,	,	,	0
and	and	cc	and	and	0
fat	fat	j	fat	fat	0
kine	kine	n2	kine	cow	0
,	,	,	,	,	0
Sampsons	Sampsons	npg1	Sampsons	sampsons	0
foxes	foxes	n2	foxes	fox	0
;	;	;	;	;	0
Beniamins	Beniamins	ng1	Benjamins	benjamins	0
cup	cup	n1	cup	cup	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
sacke	sacke	n1	sack	sack	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
Isachar	Isachar	np1	Isachar	Isachar	0
the	the	dt	the	the	0
strong	strong	j	strong	strong	0
asse	asse	n1	ass	ass	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
Ephraims	Ephraims	vvz	Ephraim's	ephraim'	0
a	a	dt	a	a	0
cake	cake	n1	cake	cake	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
harth	harth	n1	hearth	hearth	0
not	not	xx	not	not	0
turned	turned	vvn	turned	turn	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Gibeonites	Gibeonites	np1	Gibeonites	Gibeonites	0
old	old	n1	old	eld	0
clouted	clouted	j-vvn	clouted	clout	0
shoes	shoes	n2	shoes	shoe	0
,	,	,	,	,	0
and	and	cc	and	and	0
diuers	diuers	j	diverse	diverse	0
such	such	d	such	such	0
like	like	j	like	like	0
passages	passages	n2	passages	passage	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
vpon	vpon	p-acp	upon	upon	0
record	record	n1	record	record	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
old	old	j	old	old	0
Testament	Testament	n1	Testament	testament	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
new	new	j	new	new	0
Testament	Testament	n1	Testament	testament	0
at	at	p-acp	at	at	0
those	those	d	those	those	0
familiar	familiar	j-jn	familiar	familiar	0
resemblances	resemblances	n2	resemblances	resemblance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sower	sower	j	sour	sour	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
thatMat	thatMat	n1	thatMat	thatmat	0
.	.	.	.	.	1
13.	13.	crd	13.	13.	1
Mat.	Mat.	np1	Mat.	Mat	0
22.	22.	crd	22.	22.	1
Rom.	Rom.	np1	Rom.	Rom.	0
9.	9.	crd	9.	9	0
21.	21.	crd	21.	21.	1
Mat.	Mat.	np1	Mat.	Mat	0
13.	13.	crd	13.	13.	0
33.	33.	crd	33.	33.	1
Apoc.	Apoc.	np1	Apoc.	Apoc.	0
3.	3.	crd	3.	3.	0
3.	3.	crd	3.	3.	1
Luk.	Luk.	np1	Luk.	Luk.	0
17.	17.	crd	17.	17.	0
37.	37.	crd	37.	37.	0
made	made	vvn	made	make	0
a	a	pp-f	a	of	0
marriage	marriage	n1	marriage	marriage	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
sonne	sonne	n1	son	son	0
,	,	,	,	,	0
and	and	cc	and	and	0
ordained	ordained	vvd	ordained	ordain	0
a	a	dt	a	a	0
great	great	j	great	great	0
supper	supper	n1	supper	supper	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Potters	Potters	ng1	Potters	potters	0
vessels	vessels	n2	vessels	vessel	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
woman	woman	n1	woman	woman	0
that	that	cst	that	that	0
lea	lea	n1	lea	lea	0
∣	∣	sy	∣	∣	0
uened	uened	vvd	uened	uen	0
her	her	pno31	her	she	0
bread	bread	n1	bred	bread	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bridgeroome	bridgeroome	n1	bridgeroome	bridgeroome	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
theefe	theefe	n1	thief	thief	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
carcasse	carcasse	n1	carcase	carcase	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
like	like	j	like	like	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
plainely	plainely	av-j	plainly	plain	0
shew	shew	vvi	show	show	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
the	the	dt	the	the	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
fauour	fauour	n1	favour	favour	0
,	,	,	,	,	0
and	and	cc	and	and	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
bin	bin	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
subiect	subiect	vvi	subject	subject	0
his	his	po31	his	his	0
blessed	blessed	j-vvn	blessed	bless	0
spirit	spirit	n1	spirit	spirit	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
(	(	(	(	(	0
sinnefull	sinnefull	j	sinful	sinful	0
wretches	wretches	n2	wretches	wretch	0
)	)	)	)	)	0
as	as	p-acp	as	as	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
ofttimes	ofttimes	av	ofttimes	ofttimes	0
in	in	p-acp	in	in	0
vsuall	vsuall	j	usual	usual	0
,	,	,	,	,	0
ordinary	ordinary	j	ordinary	ordinary	0
,	,	,	,	,	0
and	and	cc	and	and	0
familiar	familiar	j-jn	familiar	familiar	0
phrases	phrases	n2	phrases	phrase	0
to	to	pc-acp	to	to	0
reueale	reueale	vvi	reveal	reveal	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
high	high	j	high	high	0
and	and	cc	and	and	0
heauenly	heauenly	j	heavenly	heavenly	0
misteries	misteries	n2	mysteries	mystery	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
that	that	cst	that	that	0
hereby	hereby	av	hereby	hereby	0
the	the	dt	the	the	0
Maiesty	Maiesty	n1	Majesty	majesty	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
spirit	spirit	n1	spirit	spirit	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
least	least	av-ds	least	least	0
disdig	disdig	fw-ge	disdig	disdig	0
∣	∣	sy	∣	∣	0
nified	nified	vvn	nified	nify	0
,	,	,	,	,	0
or	or	cc	or	or	0
disgraced	disgraced	vvn	disgraced	disgrace	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
thereby	thereby	av	thereby	thereby	0
much	much	d	much	much	0
magnifi	magnifi	n2	magnifi	magnifi	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
and	and	cc	and	and	0
highly	highly	av-j	highly	high	0
honoured	honoured	vvn	honoured	honour	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
apparantly	apparantly	av-j	apparently	apparent	0
sheweth	sheweth	vvz	shows	show	0
how	how	c-crq	how	how	0
contrariant	contrariant	j	contrariant	contrariant	0
the	the	dt	the	the	0
gracious	gracious	j	gracious	gracious	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
gay	gay	j	gay	gay	0
,	,	,	,	,	0
and	and	cc	and	and	0
garish	garish	j	garish	garish	0
glozings	glozings	n2-vvg	glozings	gloze	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
wh	wh	zz	wh	wh	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
study	study	vvi	study	study	0
to	to	pc-acp	to	to	0
inuent	inuent	vvi	invent	invent	0
,	,	,	,	,	0
and	and	cc	and	and	0
deuise	deuise	n1	devise	device	0
,	,	,	,	,	0
huge	huge	j	huge	huge	0
,	,	,	,	,	0
haughty	haughty	j	haughty	haughty	0
,	,	,	,	,	0
and	and	cc	and	and	0
houen	houen	j-vvn	hoven	hoven	0
words	words	n2	words	word	0
gilding	gilding	vvg	gild	gild	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
out	out	av	out	out	0
∣	∣	sy	∣	∣	0
ward	ward	av	ward	ward	0
lustre	lustre	n1	lustre	lustre	0
,	,	,	,	,	0
enameling	enameling	n-vvg	enameling	enamel	0
and	and	cc	and	and	0
varnish	varnish	n1	varnish	varnish	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
no	no	dx	no	no	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
end	end	n1	end	end	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
out	out	av	out	out	0
some	some	d	some	some	0
rusty	rusty	j	rusty	rusty	0
,	,	,	,	,	0
rotten	rotten	j-vvn	rotten	rot	0
,	,	,	,	,	0
&	&	cc	&	and	0
despicable	despicable	j	despicable	despicable	0
designe	designe	n1	design	design	0
,	,	,	,	,	0
Wheras	Wheras	cs	Whereas	whereas	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
spouse	spouse	n1	spouse	spouse	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
borders	borders	n2	borders	border	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
enameled	enameled	vvn	enameled	enamel	0
with	with	p-acp	with	with	0
siluer	siluer	n1	silver	silver	0
.	.	.	.	.	1
Men	Men	n2	Men	man	0
of	of	pp-f	of	of	0
thisCant	thisCant	n1	thisCant	thiscant	0
.	.	.	.	.	1
Sol.	Sol.	np1	Sol.	Sol.	0
1.	1.	crd	1.	1.	0
11.	11.	crd	11.	11.	0
world	world	n1	world	world	0
guild	guild	n1	guild	guild	0
siluer	siluer	n1	silver	silver	0
with	with	p-acp	with	with	0
gold	gold	n1	gold	gold	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
guilds	guilds	vvz	guilds	guild	0
gold	gold	n1	gold	gold	0
with	with	p-acp	with	with	0
siluer	siluer	n1	silver	silver	0
.	.	.	.	.	1
The	The	dt	The	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
heauens	heauens	ng1	heavens	heaven	0
daughter	daughter	n1	daughter	daughter	0
is	is	vbz	is	be	0
all	all	d	all	all	0
glori	glori	fw-la	glori	glori	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
within	within	a-acp	within	within	0
,	,	,	,	,	0
the	the	dt	the	the	0
daughters	daughters	n2	daughters	daughter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
al	al	d	all	all	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
riousPsal	riousPsal	np1	riousPsal	riousPsal	0
.	.	.	.	.	1
45.	45.	crd	45.	45.	0
13.	13.	crd	13.	13.	0
without	without	p-acp	without	without	0
.	.	.	.	.	1
Hypocrisie	Hypocrisie	n1	Hypocrisy	hypocrisy	0
blancheth	blancheth	vvz	blancheth	blanch	0
,	,	,	,	,	0
Sincerity	Sincerity	n1	Sincerity	sincerity	0
is	is	vbz	is	be	0
sim	sim	fw-la	sim	sim	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
,	,	,	,	,	0
plaine	plaine	j	plain	plain	0
,	,	,	,	,	0
and	and	cc	and	and	0
pure	pure	j	pure	pure	0
.	.	.	.	.	1
The	The	dt	The	the	0
plainenesse	plainenesse	n1	plainness	plainness	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
text	text	n1	text	text	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
offend	offend	vvi	offend	offend	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
honest	honest	j	honest	honest	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
may	may	vmb	may	may	0
hence	hence	av	hence	hence	0
learne	learne	vvi	learn	learn	0
in	in	p-acp	in	in	0
briefe	briefe	j	brief	brief	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
vewe	vewe	n1	view	view	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
doome	doome	n1	doom	doom	0
of	of	pp-f	of	of	0
profanenesse	profanenesse	n1	profaneness	profaneness	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
trampled	trampled	vvn	trampled	trample	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
troden	troden	vvn	trodden	tread	0
downe	downe	a-acp	down	down	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
carefull	carefull	j	careful	careful	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
kings	kings	n2	kings	king	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
our	our	po12	our	our	0
loyall	loyall	j	loyal	loyal	0
submission	submission	n1	submission	submission	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
Sanctity	Sanctity	n1	Sanctity	sanctity	0
is	is	vbz	is	be	0
required	required	vvn	required	require	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
sincerity	sincerity	n1	sincerity	sincerity	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
our	our	po12	our	our	0
Proiects	Proiects	n2	Projects	project	0
,	,	,	,	,	0
and	and	cc	and	and	0
practises	practises	n2	practises	practise	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
euer	euer	av	ever	ever	0
this	this	d	this	this	0
be	be	vbb	be	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
tender	tender	vvb	tender	tender	0
it	it	pn31	it	it	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
(	(	(	(	(	0
most	most	ds	most	most	0
louing	louing	j-vvg	loving	love	0
brethren	brethren	n2	brothers	brethren	0
)	)	)	)	)	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
pledge	pledge	n1	pledge	pledge	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
vnfeined	vnfeined	j	unfeigned	unfeigned	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
peece	peece	n1	piece	piece	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
,	,	,	,	,	0
intending	intending	vvg	intending	intend	0
it	it	pn31	it	it	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
benefite	benefite	n1	benefit	benefit	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
The	The	dt	The	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
blesse	blesse	vvb	bless	bless	0
you	you	pn22	you	you	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
your	your	po22	your	your	0
legall	legall	j	legal	legal	0
,	,	,	,	,	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
affaires	affaires	n2	affairs	affair	0
,	,	,	,	,	0
prosper	prosper	vvb	prosper	prosper	0
you	you	pn22	you	you	0
,	,	,	,	,	0
your	your	po22	your	your	0
children	children	n2	children	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
your	your	po22	your	your	0
whole	whole	j-jn	whole	whole	0
tribe	tribe	n1	tribe	tribe	0
,	,	,	,	,	0
and	and	cc	and	and	0
grant	grant	vvb	grant	grant	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
yours	yours	po22	yours	your	0
eternall	eternall	j	eternal	eternal	0
happinesse	happinesse	n1	happiness	happiness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mercies	mercies	n2	mercies	mercy	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
.	.	.	.	.	1
