Noblest	Noblest	js	Noblest	noble	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
East	East	n1	East	east	0
Wind	Wind	n1	Wind	wind	0
,	,	,	,	,	0
and	and	cc	and	and	0
doth	doth	vdz	does	do	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
suite	suite	n1	suit	suit	0
and	and	cc	and	and	0
proportion	proportion	vvi	proportion	proportion	0
the	the	dt	the	the	0
tryals	tryals	n2	trials	trial	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
People	People	n1	People	people	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
strength	strength	n1	strength	strength	0
and	and	cc	and	and	0
standing	standing	vvg	standing	stand	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
His	His	po31	His	his	0
faithfulness	faithfulness	n1	faithfulness	faithfulness	0
,	,	,	,	,	0
not	not	xx	not	not	0
suffering	suffering	vvg	suffering	suffer	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
tempted	tempted	vvn	tempted	tempt	0
above	above	p-acp	above	above	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
able	able	j	able	able	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
temptation	temptation	n1	temptation	temptation	0
making	making	vvg	making	make	0
a	a	dt	a	a	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
escape	escape	vvi	escape	escape	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
it	it	pn31	it	it	0
:	:	:	:	:	0
Its	Its	pn31|vbz	Its	it|be	0
not	not	xx	not	not	0
his	his	po31	his	his	0
manner	manner	n1	manner	manner	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
new	new	j	new	new	0
Wine	Wine	n1	Wine	wine	0
into	into	p-acp	into	into	0
old	old	j	old	old	0
Bottles	Bottles	n2	Bottles	bottle	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
to	to	pc-acp	to	to	0
sew	sew	vvi	sew	sew	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
new	new	j	new	new	0
Cloath	Cloath	n1	Cloth	cloth	0
unto	unto	p-acp	unto	unto	0
an	an	dt	and	a	0
old	old	j	old	old	0
Garment	Garment	n1	Garment	garment	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
teacheth	teacheth	vvz	teaches	teach	0
the	the	dt	the	the	0
Husband	Husband	n1	Husband	husband	0
man	man	n1	man	man	0
discre	discre	n1	discre	discre	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
fit	fit	j	fit	fit	0
time	time	n1	time	time	0
and	and	cc	and	and	0
season	season	n1	season	season	0
of	of	pp-f	of	of	0
Plowing	Plowing	vvg	Plowing	plow	0
,	,	,	,	,	0
Tilling	Tilling	np1	Tilling	Tilling	0
,	,	,	,	,	0
Sowing	Sowing	vvg	Sowing	sow	0
,	,	,	,	,	0
Har	Har	zz	Har	har	0
∣	∣	sy	∣	∣	0
rowing	rowing	n-vvg	rowing	row	0
,	,	,	,	,	0
and	and	cc	and	and	0
Reaping	Reaping	vvg	Reaping	reap	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Seed	Seed	n1	Seed	seed	0
and	and	cc	and	and	0
Grain	Grain	n1	Grain	grain	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
its	its	po31	its	its	0
Nature	Nature	n1	Nature	nature	0
;	;	;	;	;	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
Thresh	Thresh	vvi	Thresh	thresh	0
out	out	av	out	out	0
these	these	d	these	these	0
several	several	j	several	several	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
Seed	Seed	n1	Seed	seed	0
&	&	cc	&	and	0
Grain	Grain	n1	Grain	grain	0
by	by	p-acp	by	by	0
fit	fit	j	fit	fit	0
means	means	n2	means	mean	0
and	and	cc	and	and	0
instruments	instruments	n2	instruments	instrument	0
,	,	,	,	,	0
can	can	vmb	can	can	0
,	,	,	,	,	0
being	being	vbg	being	be	0
wonderful	wonderful	j	wondered	wonderful	0
in	in	p-acp	in	in	0
Counsel	Counsel	n1	Counsel	counsel	0
,	,	,	,	,	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
in	in	p-acp	in	in	0
Work	Work	n1	Work	work	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
infinitely	infinitely	av-j	infinitely	infinite	0
more	more	dc	more	more	0
wisdom	wisdom	n1	wisdom	wisdom	0
,	,	,	,	,	0
skill	skill	n1	skill	skill	0
,	,	,	,	,	0
judgment	judgment	n1	judgement	judgement	0
,	,	,	,	,	0
discretion	discretion	n1	discretion	discretion	0
,	,	,	,	,	0
and	and	cc	and	and	0
tenderness	tenderness	n1	tenderness	tenderness	0
,	,	,	,	,	0
pitch	pitch	vvb	pitch	pitch	0
the	the	dt	the	the	0
fittest	fittest	js	fittest	fit	0
seasons	seasons	n2	seasons	season	0
,	,	,	,	,	0
kinds	kinds	n2	kinds	kind	0
,	,	,	,	,	0
measures	measures	n2	measures	measure	0
and	and	cc	and	and	0
durations	durations	n2	durations	duration	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
People	People	n1	People	people	0
Afflictions	Afflictions	n2	Afflictions	affliction	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
several	several	j	several	several	0
Necessities	Necessities	n2	Necessities	necessity	0
,	,	,	,	,	0
Disposi	Disposi	fw-la	Disposi	disposi	0
∣	∣	sy	∣	∣	0
tions	tions	n1	tions	tions	0
,	,	,	,	,	0
Standings	Standings	n2-vvg	Standings	stand	0
,	,	,	,	,	0
Capacities	Capacities	n2	Capacities	capacity	0
,	,	,	,	,	0
and	and	cc	and	and	0
Abilities	Abilities	n2	Abilities	ability	0
.	.	.	.	.	1
And	And	cc	And	and	0
since	since	c-acp	since	since	0
withal	withal	av	withal	withal	0
,	,	,	,	,	0
our	our	po12	our	our	0
Soveraign	Soveraign	j-jn	Sovereign	sovereign	0
Lord	Lord	n1	Lord	lord	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
absoluteness	absoluteness	n1	absoluteness	absoluteness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Dominion	Dominion	n1	Dominion	dominion	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
super-aboundance	super-aboundance	n1	superabundance	superabundance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
richest	richest	js	richest	rich	0
Grace	Grace	n1	Grace	grace	0
hath	hath	vhz	hath	have	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
upon	upon	p-acp	upon	upon	0
every	every	d	every	every	0
Cross	Cross	n1	Cross	cross	0
that	that	cst	that	that	0
his	his	po31	his	his	0
People	People	n1	People	people	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
not	not	xx	not	not	0
excepting	excepting	vvg	excepting	except	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
say	say	vvi	say	say	0
so	so	av	so	so	0
)	)	)	)	)	0
Vessels	Vessels	n2	Vessels	vessel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Burden	Burden	n1	Burden	burden	0
of	of	pp-f	of	of	0
Affliction	Affliction	n1	Affliction	affliction	0
that	that	cst	that	that	0
Sail	Sail	n1	Sail	sail	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
down	down	a-acp	down	down	0
the	the	dt	the	the	0
Sands	Sands	n2	Sands	sand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
troublesome	troublesome	j	troublesome	troublesome	0
Sea	Sea	n1	Sea	sea	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
World	World	n1	World	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
Tole	Tole	n1	Tole	toll	0
and	and	cc	and	and	0
Custom	Custom	n1	Custom	custom	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
spiritual	spiritual	j	spiritual	spiritual	0
Good	Good	j	Good	good	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Payed	Payed	vvn	Paid	pay	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
;	;	;	;	;	0
Allowing	Allowing	vvg	Allowing	allow	0
,	,	,	,	,	0
Warran	Warran	np1	Warran	Warran	0
∣	∣	sy	∣	∣	0
ting	ting	zf	ting	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
Commanding	Commanding	vvg	Commanding	command	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Commission	Commission	n1	Commission	commission	0
granted	granted	vvn	granted	grant	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
under	under	p-acp	under	under	0
his	his	po31	his	his	0
Great	Great	j	Great	great	0
Seal	Seal	n1	Seal	seal	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
effect	effect	n1	effect	effect	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
demand	demand	vvi	demand	demand	0
,	,	,	,	,	0
require	require	vvb	require	require	0
,	,	,	,	,	0
and	and	cc	and	and	0
exact	exact	vvi	exact	exact	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
every	every	d	every	every	0
occurring	occurring	vvg	occurring	occur	0
Cross	Cross	n1	Cross	cross	0
and	and	cc	and	and	0
Affliction	Affliction	n1	Affliction	affliction	0
:	:	:	:	:	0
And	And	cc	And	and	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
any	any	d	any	any	0
demur	demur	n1	demur	demur	0
or	or	cc	or	or	0
delay	delay	n1	delay	delay	0
,	,	,	,	,	0
let	let	vvb	let	let	0
be	be	vbi	be	be	0
seeming	seeming	vvg	seeming	seem	0
denyal	denyal	n1	denial	denial	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
this	this	d	this	this	0
Custom	Custom	n1	Custom	custom	0
to	to	pc-acp	to	to	0
wait	wait	vvi	wait	wait	0
and	and	cc	and	and	0
search	search	vvi	search	search	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
holy	holy	j	holy	holy	0
peremptoriness	peremptoriness	n1	peremptoriness	peremptoriness	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
persist	persist	vvi	persist	persist	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
exacting	exacting	vvg	exacting	exact	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
most	most	av-ds	most	most	0
certainly	certainly	av-j	certainly	certain	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
possibility	possibility	n1	possibility	possibility	0
of	of	pp-f	of	of	0
misgiving	misgiving	n-vvg	misgiving	misgive	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
got	got	vvn	god	get	0
therefore	therefore	av	therefore	therefore	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Commission	Commission	n1	Commission	commission	0
(	(	(	(	(	0
more	more	n1	more	moor	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
endeavoured	endeavoured	vvd	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
really	really	av-j	really	real	0
believed	believed	vvn	believed	believe	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Granter's	Granter's	ng1	Granter's	granter	0
mind	mind	n1	mind	mind	0
)	)	)	)	)	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
produced	produced	vvn	produced	produce	0
;	;	;	;	;	0
wherein	wherein	c-crq	wherein	wherein	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
security	security	n1	security	security	0
that	that	cst	that	that	0
All	All	d	All	all	0
things	things	n2	things	thing	0
(	(	(	(	(	0
having	having	vhg	having	have	0
a	a	dt	a	a	0
special	special	j	special	special	0
look	look	n1	look	look	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
their	their	po32	their	their	0
Afflictions	Afflictions	n2	Afflictions	affliction	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
context	context	n1	context	context	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
fession	fession	n1	fession	fession	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
all	all	d	all	all	0
Judicious	Judicious	j	Judicious	judicious	0
Commentators	Commentators	n2	Commentators	commentator	0
putteth	putteth	vvz	putteth	put	0
beyond	beyond	p-acp	beyond	beyond	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
bate	bate	zz	bate	bate	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
work	work	vvi	work	work	0
together	together	av	together	together	0
for	for	p-acp	for	for	0
good	good	j	good	good	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
love	love	vvb	love	love	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
called	called	vvd	called	call	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
purpose	purpose	n1	purpose	purpose	0
;	;	;	;	;	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
so	so	av	so	so	0
with	with	p-acp	with	with	0
reverence	reverence	n1	reverence	reverence	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
condescended	condescended	vvd	condescended	condescend	0
some	some	d	some	some	0
way	way	n1	way	way	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
abridge	abridge	vvi	abridge	abridge	0
his	his	po31	his	his	0
own	own	d	own	own	0
Soveraignty	Soveraignty	n1	Sovereignty	sovereignty	0
and	and	cc	and	and	0
absolute	absolute	j	absolute	absolute	0
Dominion	Dominion	n1	Dominion	dominion	0
,	,	,	,	,	0
ingaging	ingaging	vvg	engaging	engage	0
himself	himself	px31	himself	himself	0
by	by	p-acp	by	by	0
Covenant	Covenant	n1	Covenant	covenant	0
,	,	,	,	,	0
that	that	cst	that	that	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
will	will	vvi	will	will	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Peoples	Peoples	ng1	Peoples	people	0
good	good	j	good	good	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
his	his	po31	his	his	0
dispensations	dispensations	n2	dispensations	dispensation	0
towards	towards	p-acp	towards	towards	0
them	them	pno32	them	they	0
,	,	,	,	,	0
his	his	po31	his	his	0
abso	abso	n1	abso	abso	0
∣	∣	sy	∣	∣	0
lute	lute	n1	lute	lute	0
Dominion	Dominion	n1	Dominion	dominion	0
and	and	cc	and	and	0
his	his	po31	his	his	0
good	good	j	good	good	0
Will	Will	n1	Will	will	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
commensurable	commensurable	j	commensurable	commensurable	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
equal	equal	j-jn	equal	equal	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
tent	tent	n1	tent	tent	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
never	never	av	never	never	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
stretched	stretched	vvn	stretched	stretch	0
one	one	crd	one	one	0
hairs	hairs	n2	hairs	hair	0
breadth	breadth	n1	breadth	breadth	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
;	;	;	;	;	0
and	and	cc	and	and	0
even	even	av	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
dark	dark	j	dark	dark	0
,	,	,	,	,	0
involved	involved	j-vvn	involved	involve	0
,	,	,	,	,	0
intricate	intricate	j	intricate	intricate	0
,	,	,	,	,	0
abstruse	abstruse	j	abstruse	abstruse	0
and	and	cc	and	and	0
mysterious	mysterious	j	mysterious	mysterious	0
providences	providences	n2	providences	providence	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
read	read	vvi	read	read	0
and	and	cc	and	and	0
take	take	vvi	take	take	0
up	up	p-acp	up	up	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mind	mind	n1	mind	mind	0
;	;	;	;	;	0
and	and	cc	and	and	0
wherein	wherein	c-crq	wherein	wherein	0
he	he	pns31	he	he	0
(	(	(	(	(	0
seeming	seeming	vvg	seeming	seem	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
either	either	av-d	either	either	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
absolute	absolute	j	absolute	absolute	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Dominion	Dominion	n1	Dominion	dominion	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sharpest	sharpest	js	sharpest	sharp	0
severity	severity	n1	severity	severity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Justice	Justice	n1	Justice	justice	0
)	)	)	)	)	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
fuseth	fuseth	vvz	fuseth	fuse	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
a	a	dt	a	a	0
particular	particular	j	particular	particular	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
matters	matters	n2	matters	matter	0
and	and	cc	and	and	0
motions	motions	n2	motions	motion	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
wonderfully	wonderfully	av-j	wonderfully	wonderful	0
stooped	stooped	vvn	stooped	stoop	0
&	&	cc	&	and	0
condescended	condescended	vvd	condescended	condescend	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
this	this	d	this	this	0
general	general	n1	general	general	0
,	,	,	,	,	0
sweetly-satisfa	sweetly-satisfa	j	sweetly-satisfa	sweetly-satisfa	0
∣	∣	sy	∣	∣	0
ctory	ctory	n1	ctory	ctory	0
Account	Account	vvb	Account	account	0
,	,	,	,	,	0
That	That	cst	That	that	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
work	work	vvi	work	work	0
for	for	p-acp	for	for	0
good	good	j	good	good	0
,	,	,	,	,	0
even	even	av	even	even	0
their	their	po32	their	their	0
spiritual	spiritual	j	spiritual	spiritual	0
good	good	j	good	good	0
and	and	cc	and	and	0
profit	profit	n1	profit	profit	0
,	,	,	,	,	0
The	The	dt	The	the	0
purging	purging	n-vvg	purging	purge	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
further	further	jc	further	further	0
participation	participation	n1	participation	participation	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Holiness	Holiness	n1	Holiness	holiness	0
:	:	:	:	:	0
O!	O!	uh	O!	o!	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
graciously	graciously	av-j	graciously	gracious	0
sincere	sincere	j	sincere	sincere	0
Lovers	Lovers	n2	Lovers	lover	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
effectually	effectually	av-j	effectually	effectual	0
called	called	vvd	called	call	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
might	might	vmd	might	may	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
lively	lively	j	lively	lively	0
Faith	Faith	n1	Faith	faith	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
,	,	,	,	,	0
be	be	vbb	be	be	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
swaded	swaded	vvd	swaded	swade	0
and	and	cc	and	and	0
prevailed	prevailed	vvn	prevailed	prevail	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
themselves	themselves	px32	themselves	themselves	0
down	down	a-acp	down	down	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Recet	Recet	n1	Recet	recet	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Customs	Customs	n2	Customs	custom	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
many	many	d	many	many	0
Crosses	Crosses	n2	Crosses	cross	0
and	and	cc	and	and	0
Afflictions	Afflictions	n2	Afflictions	affliction	0
that	that	cst	that	that	0
come	come	vvb	come	come	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
way	way	n1	way	way	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
fixed	fixed	j-vvn	fixed	fix	0
resolution	resolution	n1	resolution	resolution	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
without	without	p-acp	without	without	0
paying	paying	vvg	paying	pay	0
the	the	dt	the	the	0
Custom	Custom	n1	Custom	custom	0
imposed	imposed	vvn	imposed	impose	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
King	King	n1	King	king	0
;	;	;	;	;	0
The	The	dt	The	the	0
faithful	faithful	j	faithful	faithful	0
,	,	,	,	,	0
diligent	diligent	j	diligent	diligent	0
,	,	,	,	,	0
close	close	j	close	close	0
,	,	,	,	,	0
and	and	cc	and	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
stant	stant	j	stant	stant	0
following	following	vvg	following	follow	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
imployment	imployment	n1	employment	employment	0
would	would	vmd	would	will	0
inspeakably	inspeakably	av-j	inspeakably	inspeakable	0
inrich	inrich	vvi	enrich	enrich	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
make	make	vvb	make	make	0
up	up	a-acp	up	up	0
all	all	d	all	all	0
their	their	po32	their	their	0
Losses	Losses	n2	Losses	loss	0
,	,	,	,	,	0
infinitly	infinitly	av-j	infinitely	infinite	0
beyond	beyond	p-acp	beyond	beyond	0
what	what	r-crq	what	what	0
gathering	gathering	vvg	gathering	gather	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Customs	Customs	n2	Customs	custom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rarest	rarest	js	rarest	rare	0
and	and	cc	and	and	0
richest	richest	js	richest	rich	0
Commodities	Commodities	n2	Commodities	commodity	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
the	the	dt	the	the	0
Ines	Ines	np1	Ines	Ines	0
could	could	vmd	could	can	0
possibly	possibly	av-j	possibly	possible	0
do	do	vdi	do	do	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
they	they	pns32	they	they	0
all	all	d	all	all	0
ingrossed	ingrossed	vvn	ingrossed	ingross	0
and	and	cc	and	and	0
monopolized	monopolized	vvn	monopolized	monopolize	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
most	most	av-ds	most	most	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nourable	nourable	j	nourable	nourable	0
Society	Society	n1	Society	society	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Godly	Godly	j	Godly	godly	0
;	;	;	;	;	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
help	help	vvi	help	help	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
out	out	av	out	out	0
a	a	dt	a	a	0
great	great	j	great	great	0
spiritual	spiritual	j	spiritual	spiritual	0
rank	rank	n1	rank	rank	0
and	and	cc	and	and	0
port	port	n1	port	port	0
,	,	,	,	,	0
sutable	sutable	j	suitable	suitable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
becometh	becometh	vvz	becometh	become	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
priviledged	priviledged	vvn	privileged	privilege	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Collectors	Collectors	n2	Collectors	collector	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
Customs	Customs	n2	Customs	custom	0
under	under	p-acp	under	under	0
Him	Him	pno31	Him	he	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
,	,	,	,	,	0
Noble	Noble	j	Noble	noble	0
Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
,	,	,	,	,	0
not	not	xx	not	not	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
towards	towards	p-acp	towards	towards	0
30.	30.	crd	30.	30.	0
years	years	n2	years	year	0
(	(	(	(	(	0
what	what	r-crq	what	what	0
