WEll	WEll	n1	WEll	well	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
popish	popish	j	popish	popish	0
Brothells	Brothells	n2	Brothells	brothel	0
,	,	,	,	,	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
ovvne	ovvne	d	own	own	0
care	care	n1	care	care	0
and	and	cc	and	and	0
keeping	keeping	n-vvg	keeping	keep	0
:	:	:	:	:	0
Here	Here	av	Here	here	0
therfore	therfore	av	therefore	therefore	0
bee	bee	vbi	be	be	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
to	to	p-acp	to	to	0
set	set	vvi	set	set	0
before	before	a-acp	before	before	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
the	the	dt	the	the	0
foresayd	foresayd	j-vvn	foresaid	foresay	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
Father	Father	n1	Father	father	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
things	things	n2	things	thing	0
vvhich	vvhich	r-crq	which	which	0
yet	yet	av	yet	yet	0
remayne	remayne	vvb	remain	remain	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
formed	formed	vvn	formed	form	0
,	,	,	,	,	0
I.	I.	uh	I	i	0
E.	E.	np1	E.	E.	0
in	in	p-acp	in	in	0
prouiding	prouiding	vvg	providing	provide	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
credit	credit	n1	credit	credit	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
your	your	po22	your	your	0
reduced	reduced	vvn	reduced	reduce	0
daughter	daughter	n1	daughter	daughter	0
and	and	cc	and	and	0
so	so	av	so	so	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
vvhole	vvhole	j-jn	whole	whole	0
Family	Family	n1	Family	family	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
your	your	po22	your	your	0
Flourishing	Flourishing	j-vvg	Flourishing	flourish	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Catholike	Catholike	jp	Catholic	catholic	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
vvherof	vvherof	c-crq	whereof	whereof	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
a	a	av	a	a	0
cite	cite	vvi	cite	cite	0
∣	∣	sy	∣	∣	0
zen	zen	n1	zen	zen	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
vvhom	vvhom	ro-crq	whom	who	0
a	a	dt	a	a	0
principall	principall	j-jn	principal	principal	0
part	part	n1	part	part	0
therof	therof	av	thereof	thereof	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
honora	honora	n1	honora	honora	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
familye	familye	n1	family	family	0
is	is	vbz	is	be	0
Committed	Committed	vvn	Committed	commit	0
in	in	p-acp	in	in	0
trust	trust	n1	trust	trust	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
the	the	dt	the	the	0
Godly	Godly	j	Godly	godly	0
throu	throu	p-acp	through	through	0
∣	∣	sy	∣	∣	0
ghout	ghout	n1	ghout	ghout	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
world	world	n1	world	world	0
doe	doe	vdb	do	do	0
expect	expect	vvi	expect	expect	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
earnest	earnest	n1	earnest	earnest	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
enri	enri	fw-fr	enri	enri	0
∣	∣	sy	∣	∣	0
ched	ched	pns31|vmb	ched	she|will	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
excellent	excellent	j	excellent	excellent	0
gifts	gifts	n2	gifts	gift	0
,	,	,	,	,	0
&	&	cc	&	and	0
placed	placed	vvd	placed	place	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
high	high	j	high	high	0
a	a	dt	a	a	0
place	place	n1	place	place	0
almost	almost	av	almost	almost	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
;	;	;	;	;	0
euen	euen	av	even	even	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
very	very	j	very	very	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
remoue	remoue	vvi	remove	remove	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Ministery	Ministery	n1	Ministry	ministry	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacra	Sacra	fw-la	Sacra	sacra	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
all	all	d	all	all	0
those	those	d	those	those	0
popish	popish	j	popish	popish	0
trinkets	trinkets	n2	trinkets	trinket	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
bin	bin	vbn	been	be	0
fearfully	fearfully	av-j	fearfully	fearful	0
prophaned	prophaned	vvn	prophaned	profane	0
,	,	,	,	,	0
&	&	cc	&	and	0
restore	restore	vvi	restore	restore	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
agayne	agayne	av	again	again	0
that	that	cst	that	that	0
virgin-like	virgin-like	j	virginlike	virginlike	0
attyre	attyre	n1	attire	attire	0
,	,	,	,	,	0
wherwith	wherwith	c-crq	wherewith	wherewith	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
adorned	adorned	vvn	adorned	adorn	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
high	high	j	high	high	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
lawgiver	lawgiver	n1	lawgiver	lawgiver	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
Institutions	Institutions	n2	Institutions	institution	0
.	.	.	.	.	1
So	So	av	So	so	0
shall	shall	vmb	shall	shall	0
your	your	po22	your	your	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
fidelitye	fidelitye	n1	fidelity	fidelity	0
bee	bee	vbb	be	be	0
famous	famous	j	famous	famous	0
throughout	throughout	p-acp	throughout	throughout	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
world	world	n1	world	world	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
grow	grow	vvi	grow	grow	0
more	more	av-dc	more	more	0
honorable	honorable	j	honourable	honourable	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
Gouernment	Gouernment	n1	Government	government	0
.	.	.	.	.	1
The	The	dt	The	the	0
Latyn	Latyn	jp	Latin	latin	0
vvords	vvords	n2	words	word	0
of	of	pp-f	of	of	0
Iohannes	Iohannes	np1	Iohannes	Johannes	0
Alasco	Alasco	np1	Alasco	Alasco	0
himselfe	himselfe	px31	himself	himself	0
.	.	.	.	.	1
