HAuing	HAuing	vhg	Having	have	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
)	)	)	)	)	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sword	sword	n1	sword	sword	0
of	of	pp-f	of	of	0
authoritye	authoritye	n1	authority	authority	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
suppresse	suppresse	vvi	suppress	suppress	0
vice	vice	n1	vice	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
scepter	scepter	n1	sceptre	sceptre	0
of	of	pp-f	of	of	0
wise	wise	j	wise	wise	0
gouernment	gouernment	n1	government	government	0
,	,	,	,	,	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
commaund	commaund	vvi	command	command	0
and	and	cc	and	and	0
enioyne	enioyne	vvi	enjoin	enjoin	0
men	men	n2	men	man	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
practising	practising	vvg	practising	practise	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
workes	workes	n2	works	work	0
.	.	.	.	.	1
And	And	cc	And	and	0
secondly	secondly	ord	secondly	second	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
zealous	zealous	j	zealous	zealous	0
of	of	pp-f	of	of	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
heere	heere	av	here	here	0
∣	∣	sy	∣	∣	0
after	after	c-acp	after	after	0
(	(	(	(	(	0
Christ	Christ	np1	Christ	Christ	0
willing	willing	vvg	willing	will	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
registred	registred	vvn	registered	register	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
due	due	j-jn	due	due	0
tyme	tyme	n1	time	time	0
and	and	cc	and	and	0
place	place	n1	place	place	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
immortall	immortall	j	immortal	immortal	0
fame	fame	n1	fame	fame	0
,	,	,	,	,	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
renowne	renowne	n1	renown	renown	0
.	.	.	.	.	1
Accept	Accept	vvb	Accept	accept	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
my	my	po11	my	my	0
very	very	j	very	very	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
pristine	pristine	j	pristine	pristine	0
affabilitie	affabilitie	n1	affability	affability	0
this	this	d	this	this	0
little	little	j	little	little	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
published	published	vvn	published	publish	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Honors	Honors	ng1	Honours	honour	0
name	name	n1	name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
admit	admit	vvi	admit	admit	0
both	both	d	both	both	0
it	it	pn31	it	it	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thor	thor	n1	thor	thor	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
patronage	patronage	n1	patronage	patronage	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
thinke	thinke	vvi	think	think	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
suffi	suffi	n2	suffi	suffi	0
∣	∣	sy	∣	∣	0
ciently	ciently	av-j	ciently	cient	0
remunerate	remunerate	vvi	remunerate	remunerate	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
being	being	vbg	being	be	0
edified	edified	vvn	edified	edify	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
prayse	prayse	vvi	praise	praise	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
I	I	pns11	I	i	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
my	my	po11	my	my	0
lodging	lodging	n1	lodging	lodging	0
by	by	p-acp	by	by	0
Cheape	Cheape	j	Cheap	cheap	0
side	side	n1	side	side	0
this	this	d	this	this	0
8.	8.	crd	8.	8.	0
of	of	pp-f	of	of	0
Nouember	Nouember	np1	Nouember	November	0
.	.	.	.	.	1
1593.	1593.	crd	1593.	1593.	1
