WHere	WHere	q-crq	WHere	where	0
mydwyfes	mydwyfes	n2	mydwyfes	mydwyfe	0
dylygently	dylygently	av-j	diligently	diligent	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
and	and	cc	and	and	0
ouer	ouer	a-acp	over	over	0
¦	¦	sy	¦	¦	0
se	se	fw-la	se	se	0
the	the	dt	the	the	0
same	same	d	same	same	0
/	/	/	/	/	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
althoughe	althoughe	cs	although	although	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
many	many	d	many	many	0
/	/	/	/	/	0
which	which	r-crq	which	which	0
do	do	vdb	do	do	0
knowe	knowe	vvi	know	know	0
muche	muche	av-d	much	much	0
more	more	av-dc	more	more	0
perad	perad	vvn	perad	perad	0
∣	∣	sy	∣	∣	0
uenture	uenture	n1	venture	venture	0
/	/	/	/	/	0
then	then	cs	then	than	0
is	is	vbz	is	be	0
here	here	av	here	here	0
expressed	expressed	vvn	expressed	express	0
/	/	/	/	/	0
yet	yet	av	yet	yet	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
sure	sure	j	sure	sure	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
readynge	readynge	n-vvg	reading	read	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
/	/	/	/	/	0
theyr	theyr	po32	their	their	0
vnderstandynge	vnderstandynge	n1	understanding	understanding	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
muche	muche	av-d	much	much	0
cleared	cleared	vvn	cleared	clear	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
some	some	d	some	some	0
what	what	q-crq	what	what	0
farther	farther	jc	farther	far	0
perceueraunce	perceueraunce	n1	perceueraunce	perceueraunce	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
small	small	j	small	small	0
charge	charge	n1	charge	charge	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
take	take	vvb	take	take	0
vpō	vpō	p-acp	upon	upon	0
them	them	pno32	them	they	0
/	/	/	/	/	0
for	for	c-acp	for	for	0
yf	yf	cs	if	if	0
when	when	c-crq	when	when	0
anye	anye	d	any	any	0
straunge	straunge	j	strange	strange	0
or	or	cc	or	or	0
peryllous	peryllous	j	perilous	perilous	0
case	case	n1	case	case	0
doth	doth	vdz	does	do	0
chanse	chanse	vvi	chanse	chanse	0
/	/	/	/	/	0
the	the	dt	the	the	0
mydwyfe	mydwyfe	n1	mydwyfe	mydwyfe	0
be	be	vbb	be	be	0
ignorant	ignorant	j	ignorant	ignorant	0
/	/	/	/	/	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
seke	seke	vvi	seek	seek	0
in	in	p-acp	in	in	0
suche	suche	d	such	such	0
thynges	thynges	n2	things	thing	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
in	in	p-acp	in	in	0
remembraunce	remembraunce	n1	remembrance	remembrance	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
case	case	n1	case	case	0
/	/	/	/	/	0
then	then	cs	then	than	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
tie	tie	zz	tie	tie	0
loste	loste	vvn	lost	lose	0
and	and	cc	and	and	0
vtterlye	vtterlye	av-j	utterly	utter	0
doth	doth	vdz	does	do	0
perysshe	perysshe	vvi	perish	perish	0
/	/	/	/	/	0
for	for	c-acp	for	for	0
lacke	lacke	n1	lack	lack	0
of	of	pp-f	of	of	0
due	due	j-jn	due	due	0
knowledge	knowledge	n1	knowledge	knowledge	0
requysite	requysite	j	requisite	requisite	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mydwyfe	mydwyfe	n1	mydwyfe	mydwyfe	0
.	.	.	.	.	1
Wherfore	Wherfore	c-crq	Wherefore	wherefore	0
I	I	pns11	I	i	0
beseche	beseche	vvb	beseech	beseech	0
almyghtye	almyghtye	j-jn	almighty	almighty	0
God	God	np1	God	God	0
/	/	/	/	/	0
that	that	cst	that	that	0
this	this	d	this	this	0
my	my	po11	my	my	0
symple	symple	j	simple	simple	0
industrye	industrye	n1	industry	industry	0
and	and	cc	and	and	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bor	bor	uh	bor	bour	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
throughe	throughe	p-acp	through	through	0
youre	youre	po22	your	your	0
grace	grace	n1	grace	grace	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
vtilite	vtilite	n1	vtilite	vtilite	0
/	/	/	/	/	0
wealth	wealth	n1	wealth	wealth	0
/	/	/	/	/	0
and	and	cc	and	and	0
profet	profet	zz	profet	profet	0
/	/	/	/	/	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Englysshe	Englysshe	jp	English	english	0
women	women	n2	women	woman	0
/	/	/	/	/	0
accordynge	accordynge	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
vtter	vtter	j	utter	utter	0
and	and	cc	and	and	0
hartye	hartye	j	hearty	hearty	0
desyre	desyre	n1	desire	desire	0
and	and	cc	and	and	0
entente	entente	n1	entente	intent	0
/	/	/	/	/	0
to	to	pc-acp	to	to	0
whome	whome	ro-crq	whom	who	0
also	also	av	also	also	0
I	I	pns11	I	i	0
daylye	daylye	av-j	daily	daily	0
praye	praye	vvb	pray	pray	0
longe	longe	av-j	long	long	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
and	and	cc	and	and	0
prospere	prospere	vvi	prosper	prosper	0
youre	youre	po22	your	your	0
moste	moste	av-ds	most	most	0
gracyous	gracyous	j	gracious	gracious	0
hyghnes	hyghnes	n1	highness	highness	0
bothe	bothe	av-d	both	both	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
tynuall	tynuall	j	tynuall	tynuall	0
comforte	comforte	n1	comfort	comfort	0
&	&	cc	&	and	0
consolacion	consolacion	n1	consolation	consolation	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
moste	moste	av-ds	most	most	0
redoubted	redoubted	j-vvn	redoubted	redoubt	0
&	&	cc	&	and	0
withoute	withoute	p-acp	without	without	0
cōparyson	cōparyson	n1	comparison	comparison	0
moste	moste	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Christen	Christen	jp	christian	christian	0
Prynce	Prynce	n1	Prince	prince	0
/	/	/	/	/	0
and	and	cc	and	and	0
also	also	av	also	also	0
the	the	dt	the	the	0
ioye	ioye	n1	joy	joy	0
and	and	cc	and	and	0
gladnesse	gladnesse	n1	gladness	gladness	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
louynge	louynge	j-vvg	loving	love	0
subiectes	subiectes	n2-jn	subjects	subject	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
