EXperience	EXperience	n1	EXperience	experience	0
ignorant	ignorant	j	ignorant	ignorant	0
then	then	cs	then	than	0
a	a	dt	a	a	0
beast	beast	n1	beast	beast	0
.	.	.	.	.	1
The	The	dt	The	the	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
harmes	harmes	n2	harms	harm	0
,	,	,	,	,	0
warneth	warneth	vvz	warneth	warn	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ware	ware	j	aware	ware	0
.	.	.	.	.	1
The	The	dt	The	the	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
forren	forren	j	foreign	foreign	0
euils	euils	n2-jn	evils	evil	0
,	,	,	,	,	0
warneth	warneth	vvz	warneth	warn	0
England	England	np1	England	England	0
to	to	pc-acp	to	to	0
waken	waken	vvi	waken	waken	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
securitie	securitie	n1	security	security	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
watchfull	watchfull	j	watchful	watchful	0
,	,	,	,	,	0
and	and	cc	and	and	0
wisely	wisely	av-j	wisely	wise	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
Experience	Experience	n1	Experience	experience	0
hath	hath	vhz	hath	have	0
taught	taught	vvn	taught	teach	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
loue	loue	vvi	love	love	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
armes	armes	n2	arms	arm	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
zeale	zeale	n1	zeal	zeal	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
heart	heart	n1	heart	heart	0
to	to	pc-acp	to	to	0
couet	couet	vvi	covet	covet	0
the	the	dt	the	the	0
aduancement	aduancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
martial	martial	j	martial	martial	0
occupation	occupation	n1	occupation	occupation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
(	(	(	(	(	0
an	an	dt	and	a	0
vnlettered	vnlettered	j	unlettered	unlettered	0
man	man	n1	man	man	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
notarie	notarie	n1	notary	notary	0
to	to	pc-acp	to	to	0
sette	sette	vvi	set	set	0
downe	downe	a-acp	down	down	0
in	in	p-acp	in	in	0
writing	writing	vvg	writing	write	0
this	this	d	this	this	0
drift	drift	n1	drift	drift	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
and	and	cc	and	and	0
praise	praise	n1	praise	praise	0
of	of	pp-f	of	of	0
warlike	warlike	j	warlike	warlike	0
prowesse	prowesse	n1	prowess	prowess	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
al	al	d	all	all	0
cōtemners	cōtemners	n1	contemners	contemners	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
benefite	benefite	n1	benefit	benefit	0
and	and	cc	and	and	0
encouragement	encouragement	n1	encouragement	encouragement	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
countrie	countrie	n1	country	country	0
&	&	cc	&	and	0
countrimen	countrimen	n2	countrymen	countryman	0
.	.	.	.	.	1
And	And	cc	And	and	0
finally	finally	av-j	finally	final	0
,	,	,	,	,	0
the	the	dt	the	the	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
high	high	j	high	high	0
noblenes	noblenes	n1	nobleness	nobleness	0
&	&	cc	&	and	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
my	my	po11	my	my	0
singuler	singuler	j	singular	singular	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
enbol	enbol	n1	enbol	enbol	0
∣	∣	sy	∣	∣	0
dē	dē	zz	dē	dē	0
me	me	pno11	me	i	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
faithful	faithful	j	faithful	faithful	0
hart	hart	n1	heart	hart	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
renoumed	renoumed	j-vvn	renowned	renown	0
vertues	vertues	n2	virtues	virtue	0
)	)	)	)	)	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
this	this	d	this	this	0
litle	litle	j	little	little	0
work	work	n1	work	work	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honorable	honorable	j	honourable	honourable	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
that	that	cst	that	that	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
shielde	shielde	n1	shield	shield	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
fauour	fauour	n1	favour	favour	0
and	and	cc	and	and	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
stande	stande	vvi	stand	stand	0
in	in	p-acp	in	in	0
grace	grace	n1	grace	grace	0
before	before	p-acp	before	before	0
our	our	po12	our	our	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
good	good	j	good	good	0
effect	effect	n1	effect	effect	0
.	.	.	.	.	1
God	God	np1	God	God	0
graunt	graunt	vvb	grant	grant	0
it	it	pn31	it	it	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
whom	whom	ro-crq	whom	who	0
be	be	vbb	be	be	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
shippe	shippe	n1	ship	ship	0
,	,	,	,	,	0
abundaunce	abundaunce	n1	abundance	abundance	0
of	of	pp-f	of	of	0
heauenly	heauenly	j	heavenly	heavenly	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
therly	therly	j-u	therly	therly	0
blessings	blessings	n2	blessings	blessing	0
,	,	,	,	,	0
euen	euen	av	even	even	0
to	to	p-acp	to	to	0
euerlasting	euerlasting	j	everlasting	everlasting	0
life	life	n1	life	life	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
London	London	np1	London	London	0
.	.	.	.	.	1
23	23	crd	23	23	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
cemb	cemb	vvi	cemb	cemb	0
.	.	.	.	.	1
1578.	1578.	crd	1578.	1578.	1
